PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5100681,114797,2015-11-01T00:00:00Z,1.4010,143.4900,,0,,,,,30.48,0.5,313,15,-0.01,0.201,00111979999171111
5100681,114797,2015-11-01T02:00:00Z,1.4051,143.4873,30.87,0,,,,,,,,,,,00111179999999999
5100681,114797,2015-11-01T03:00:00Z,1.4170,143.4930,,0,,,,,31.26,0.5,313,15,0.082,0.19,00111979999171111
5100681,114797,2015-11-01T04:00:00Z,1.4194,143.4949,31.24,0,,,,,,,,,,,00111279999999999
5100681,114797,2015-11-01T05:00:00Z,1.4194,143.4949,32.26,0,,,,,,,,,,,00111279999999999
5100681,114797,2015-11-01T06:00:00Z,1.4380,143.5060,,0,,,,,31.83,0.5,313,15,0.077,0.195,00111979999171111
5100681,114797,2015-11-01T07:00:00Z,1.4335,143.5071,31.98,0,,,,,,,,,,,00111279999999999
5100681,114797,2015-11-01T08:00:00Z,1.4432,143.5032,31.77,0,,,,,,,,,,,00111279999999999
5100681,114797,2015-11-01T09:00:00Z,1.4550,143.5080,,0,,,,,31.73,0.5,313,15,-0.026,0.226,00111979999171111
5100681,114797,2015-11-01T10:00:00Z,1.4540,143.5089,31.49,0,,,,,,,,,,,00111279999999999
5100681,114797,2015-11-01T11:00:00Z,1.4786,143.4994,31.46,0,,,,,,,,,,,00111279999999999
5100681,114797,2015-11-01T12:00:00Z,1.4820,143.5010,,0,,,,,31.41,0.5,313,15,0.021,0.247,00111979999171111
5100681,114797,2015-11-01T13:00:00Z,1.4882,143.5037,31.33,0,,,,,,,,,,,00111279999999999
5100681,114797,2015-11-01T14:00:00Z,1.4882,143.5037,31.49,0,,,,,,,,,,,00111279999999999
5100681,114797,2015-11-01T15:00:00Z,1.5075,143.5148,31.14,0,,,,,,,,,,,00111279999999999
5100681,114797,2015-11-01T16:00:00Z,1.5075,143.5148,30.73,0,,,,,,,,,,,00111179999999999
5100681,114797,2015-11-01T17:00:00Z,1.5075,143.5148,30.39,0,,,,,,,,,,,00111179999999999
5100681,114797,2015-11-01T18:00:00Z,1.5088,143.5263,30.22,0,,,,,,,,,,,00111179999999999
5100681,114797,2015-11-01T19:00:00Z,1.5088,143.5263,30.01,0,,,,,,,,,,,00111179999999999
5100681,114797,2015-11-01T20:00:00Z,1.5070,143.5263,29.96,0,,,,,,,,,,,00111179999999999
5100681,114797,2015-11-01T21:00:00Z,1.5072,143.5245,29.92,0,,,,,,,,,,,00111179999999999
5100681,114797,2015-11-01T22:00:00Z,1.5209,143.5218,29.93,0,,,,,,,,,,,00111179999999999
5100681,114797,2015-11-01T23:00:00Z,1.5209,143.5218,29.99,0,,,,,,,,,,,00111179999999999
5100681,114797,2015-11-02T00:00:00Z,1.5184,143.5147,30.04,0,,,,,,,,,,,00111179999999999
5100681,114797,2015-11-02T01:00:00Z,1.5184,143.5147,29.96,0,,,,,,,,,,,00111179999999999
5100681,114797,2015-11-02T02:00:00Z,1.5184,143.5147,30.08,0,,,,,,,,,,,00111179999999999
5100681,114797,2015-11-02T03:00:00Z,1.5184,143.5147,30.06,0,,,,,,,,,,,00111179999999999
5100681,114797,2015-11-02T04:00:00Z,1.5184,143.5147,30.13,0,,,,,,,,,,,00111179999999999
5100681,114797,2015-11-02T05:00:00Z,1.5410,143.5152,30.13,0,,,,,,,,,,,00111179999999999
5100681,114797,2015-11-02T06:00:00Z,1.5389,143.5142,30.05,0,,,,,,,,,,,00111179999999999
5100681,114797,2015-11-02T07:00:00Z,1.5389,143.5142,30.09,0,,,,,,,,,,,00111179999999999
5100681,114797,2015-11-02T08:00:00Z,1.5365,143.5193,30.05,0,,,,,,,,,,,00111179999999999
5100681,114797,2015-11-02T09:00:00Z,1.5432,143.5131,30.04,0,,,,,,,,,,,00111179999999999
5100681,114797,2015-11-02T10:00:00Z,1.5432,143.5131,30.05,0,,,,,,,,,,,00111179999999999
5100681,114797,2015-11-02T11:00:00Z,1.5570,143.5033,30.09,0,,,,,,,,,,,00111179999999999
5100681,114797,2015-11-02T12:00:00Z,1.5669,143.4963,30.11,0,,,,,,,,,,,00111179999999999
5100681,114797,2015-11-02T13:00:00Z,1.5669,143.4963,30.07,0,,,,,,,,,,,00111179999999999
5100681,114797,2015-11-02T14:00:00Z,1.5669,143.4963,30.04,0,,,,,,,,,,,00111179999999999
