PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),VGHS LEVEL0 (meter),VGTA LEVEL0 (second),QC
21707,2016-01-14T06:00:00Z,28.6780,126.4560,,0,1.5,7,01119711
21707,2016-01-14T07:00:00Z,28.6690,126.4660,21.5,0,1.4,7,01111711
21707,2016-01-14T08:00:00Z,28.6590,126.4730,21.5,0,1.4,7,01111711
21707,2016-01-14T09:00:00Z,28.6490,126.4750,21.4,0,1.4,7,01111711
21707,2016-01-14T10:00:00Z,28.6410,126.4750,21.3,0,1.5,7,01111711
21707,2016-01-14T11:00:00Z,28.6380,126.4730,21.3,0,1.4,7,01111711
21707,2016-01-14T12:00:00Z,28.6380,126.4660,21.2,0,1.3,7,01111711
21707,2016-01-14T13:00:00Z,28.6410,126.4610,21.1,0,1.1,6,01111711
21707,2016-01-14T14:00:00Z,28.6430,126.4590,21,0,1.2,7,01111711
21707,2016-01-14T15:00:00Z,28.6430,126.4590,20.9,0,1.2,7,01111711
21707,2016-01-14T16:00:00Z,28.6430,126.4610,20.9,0,1.2,7,01111711
21707,2016-01-14T17:00:00Z,28.6420,126.4650,21,0,1.1,7,01111711
21707,2016-01-14T18:00:00Z,28.6390,126.4700,20.7,0,0.9,7,01111711
21707,2016-01-14T19:00:00Z,28.6290,126.4770,20.5,0,1,7,01111711
21707,2016-01-14T20:00:00Z,28.6160,126.4900,20.5,0,1.1,7,01111711
21707,2016-01-14T21:00:00Z,28.6040,126.4980,20.5,0,1,7,01111711
21707,2016-01-14T22:00:00Z,28.5940,126.5040,20.6,0,1,7,01111711
21707,2016-01-14T23:00:00Z,28.5850,126.5060,20.6,0,1,7,01111711
21707,2016-01-15T00:00:00Z,28.5790,126.5030,20.6,0,1.1,7,01111711
21707,2016-01-15T03:00:00Z,28.5750,126.4880,20.6,0,0.8,7,01111711
21707,2016-01-15T06:00:00Z,28.5740,126.5090,20.9,0,0.8,7,01111711
21707,2016-01-15T09:00:00Z,28.5410,126.5630,21,0,0.8,7,01111711
21707,2016-01-15T12:00:00Z,28.5000,126.5740,20.9,0,0.9,7,01111711
21707,2016-01-15T15:00:00Z,28.4890,126.5520,21,0,0.8,6,01111711
21707,2016-01-15T18:00:00Z,28.4880,126.5670,21.1,0,0.8,6,01111711
21707,2016-01-15T21:00:00Z,28.4660,126.6040,21.2,0,0.8,6,01111711
21707,2016-01-16T00:00:00Z,28.4390,126.6150,21.3,0,0.8,6,01111711
21707,2016-01-16T03:00:00Z,28.4320,126.6050,21.4,0,0.7,6,01111711
21707,2016-01-16T06:00:00Z,28.4210,126.6240,21.4,0,0.7,6,01111711
21707,2016-01-16T09:00:00Z,28.3970,126.6600,21.2,0,0.8,6,01111711
21707,2016-01-16T12:00:00Z,28.3920,126.7130,21.8,0,0.8,6,01111711
21707,2016-01-16T15:00:00Z,28.4220,126.7580,21.2,0,0.8,7,01111711
21707,2016-01-16T18:00:00Z,28.4660,126.7850,21.3,0,0.8,8,01111711
21707,2016-01-16T21:00:00Z,28.5220,126.8230,21.2,0,1.3,6,01111711
