PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2100741,151018,2015-11-01T00:00:00Z,34.9680,153.1560,0,-6.4,-2.5,-0.06,-0.07,0.5,313,15,0.882,-1.142,001117111171111
2100741,151018,2015-11-01T03:00:00Z,34.8580,153.2660,0,-4.7,-3.1,-0.05,-0.04,0.5,313,15,0.972,-1.158,001117111171111
2100741,151018,2015-11-01T06:00:00Z,34.7430,153.3860,0,-3.7,-5.3,-0.06,-0.1,0.5,313,15,1.003,-1.214,001117111171111
2100741,151018,2015-11-01T09:00:00Z,34.6220,153.5030,0,-3.5,-9.6,-0.06,-0.13,0.5,313,15,1.034,-1.173,001117111171111
2100741,151018,2015-11-01T12:00:00Z,34.5150,153.6300,0,-1.6,-7.9,-0.04,-0.13,0.5,313,15,1.129,-1.065,001117111171111
2100741,151018,2015-11-01T15:00:00Z,34.4150,153.7690,0,-0.8,-8,-0.02,-0.11,0.5,313,15,1.135,-1.085,001117111171111
2100741,151018,2015-11-01T18:00:00Z,34.3040,153.8970,0,-0.5,-7.6,-0.02,-0.09,0.5,313,15,1.013,-1.075,001117111171111
2100741,151018,2015-11-01T21:00:00Z,34.2060,154.0070,0,-2.2,-5.7,-0.02,-0.06,0.5,313,15,0.967,-1.003,001117111171111
2100741,151018,2015-11-02T00:00:00Z,34.1090,154.1240,0,-3,-2.9,-0.03,-0.03,0.5,313,15,0.951,-0.993,001117111171111
2100741,151018,2015-11-02T03:00:00Z,34.0130,154.2300,0,-4.2,-1.9,-0.03,-0.01,0.5,313,15,0.888,-0.972,001117111171111
2100741,151018,2015-11-02T06:00:00Z,33.9200,154.3320,0,-5,-0.8,-0.04,0,0.5,313,15,0.778,-0.962,001117111171111
2100741,151018,2015-11-02T09:00:00Z,33.8260,154.4120,0,-4.9,4.4,-0.05,0.04,0.5,313,15,0.74,-0.941,001117111171111
2100741,151018,2015-11-02T12:00:00Z,33.7370,154.5050,0,-4.8,4.8,-0.06,0.07,0.5,313,15,0.724,-0.895,001117111171111
2100741,151018,2015-11-02T15:00:00Z,33.6520,154.5810,0,-4.3,7.7,-0.06,0.12,0.5,313,15,0.626,-0.9,001117111171111
