PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),VGHS LEVEL0 (meter),VGTA LEVEL0 (second),QC
21599,2015-11-01T00:00:00Z,39.3270,135.8940,16.3,0,1.4,7,01111711
21599,2015-11-01T03:00:00Z,39.3010,135.9160,16.4,0,1.1,7,01111711
21599,2015-11-01T06:00:00Z,39.2780,135.9240,16.4,0,0.9,6,01111711
21599,2015-11-01T09:00:00Z,39.2600,135.9350,16.3,0,0.8,6,01111711
21599,2015-11-01T12:00:00Z,39.2460,135.9490,16.2,0,0.8,6,01111711
21599,2015-11-01T15:00:00Z,39.2250,135.9600,16.2,0,0.7,6,01111711
21599,2015-11-01T18:00:00Z,39.2020,135.9620,16.2,0,0.5,6,01111711
21599,2015-11-01T21:00:00Z,39.1890,135.9450,16.2,0,0.5,6,01111711
21599,2015-11-02T00:00:00Z,39.1830,135.9280,16.2,0,0.4,7,01111711
21599,2015-11-02T03:00:00Z,39.1890,135.9210,16.2,0,0.4,8,01111711
21599,2015-11-02T06:00:00Z,39.2010,135.9270,16.1,0,0.4,8,01111711
21599,2015-11-02T09:00:00Z,39.1930,135.9390,16.2,0,0.4,6,01111711
21599,2015-11-02T12:00:00Z,39.1790,135.9470,16.2,0,0.3,7,01111711
21599,2015-11-02T15:00:00Z,39.1630,135.9490,16.1,0,0.4,6,01111711
21599,2015-11-02T18:00:00Z,39.1610,135.9420,16.1,0,0.3,6,01111711
21599,2015-11-02T21:00:00Z,39.1520,135.9630,16.2,0,0.7,7,01111711
21599,2015-11-03T00:00:00Z,39.1330,136.0070,16,0,0.8,6,01111711
21599,2015-11-03T03:00:00Z,39.0890,136.0540,16.1,0,0.8,6,01111711
21599,2015-11-03T06:00:00Z,39.0260,136.0750,16,0,0.7,6,01111711
21599,2015-11-03T09:00:00Z,38.9690,136.0760,15.7,0,0.7,6,01111711
21599,2015-11-03T12:00:00Z,38.9350,136.0700,15.7,0,0.6,5,01111711
21599,2015-11-03T15:00:00Z,38.9160,136.0830,15.5,0,0.6,5,01111711
21599,2015-11-03T18:00:00Z,38.8980,136.1180,15.5,0,0.5,5,01111711
21599,2015-11-03T21:00:00Z,38.8620,136.1530,15.6,0,0.5,5,01111711
21599,2015-11-04T00:00:00Z,38.8170,136.1590,15.9,0,0.5,5,01111711
21599,2015-11-04T03:00:00Z,38.7860,136.1600,16,0,0.6,7,01111711
21599,2015-11-04T06:00:00Z,38.7690,136.1620,16.2,0,0.5,6,01111711
21599,2015-11-04T09:00:00Z,38.7620,136.1600,16.2,0,0.5,6,01111711
21599,2015-11-04T12:00:00Z,38.7480,136.1730,17,0,0.5,6,01111711
21599,2015-11-04T15:00:00Z,38.7240,136.1860,17.7,0,0.6,7,01111711
21599,2015-11-04T18:00:00Z,38.6920,136.2040,17.6,0,0.6,5,01111711
21599,2015-11-04T21:00:00Z,38.6580,136.2240,16.9,0,0.7,5,01111711
21599,2015-11-05T00:00:00Z,38.6340,136.2290,17.5,0,0.7,5,01111711
21599,2015-11-05T03:00:00Z,38.6320,136.2430,17.5,0,0.8,5,01111711
21599,2015-11-05T06:00:00Z,38.6250,136.2610,17.7,0,0.7,5,01111711
21599,2015-11-05T09:00:00Z,38.6060,136.2820,17.5,0,0.7,6,01111711
21599,2015-11-05T12:00:00Z,38.5730,136.3070,17.5,0,0.8,6,01111711
21599,2015-11-05T15:00:00Z,38.5250,136.3300,17.4,0,0.8,5,01111711
21599,2015-11-05T18:00:00Z,38.4850,136.3350,17.3,0,0.8,5,01111711
21599,2015-11-05T21:00:00Z,38.4470,136.3290,17.4,0,0.6,6,01111711
21599,2015-11-06T00:00:00Z,38.4060,136.3190,17.4,0,0.6,6,01111711
21599,2015-11-06T03:00:00Z,38.3540,136.3070,17.5,0,0.8,5,01111711
21599,2015-11-06T06:00:00Z,38.2930,136.2770,17.6,0,1.1,6,01111711
21599,2015-11-06T09:00:00Z,38.2070,136.2520,18,0,1.7,7,01111711
21599,2015-11-06T10:00:00Z,38.1720,136.2440,18,0,1.6,7,01111711
21599,2015-11-06T11:00:00Z,38.1370,136.2370,18.1,0,1.7,8,01111711
21599,2015-11-06T12:00:00Z,38.1020,136.2340,18.3,0,1.7,7,01111711
21599,2015-11-06T13:00:00Z,38.0670,136.2350,18.6,0,1.7,7,01111711
21599,2015-11-06T14:00:00Z,38.0350,136.2340,18.7,0,1.7,8,01111711
21599,2015-11-06T15:00:00Z,38.0090,136.2350,18.7,0,1.8,7,01111711
21599,2015-11-06T16:00:00Z,37.9840,136.2380,18.7,0,1.7,7,01111711
21599,2015-11-06T17:00:00Z,37.9610,136.2410,18.6,0,1.7,7,01111711
21599,2015-11-06T18:00:00Z,37.9390,136.2460,18.7,0,1.6,7,01111711
21599,2015-11-06T19:00:00Z,37.9180,136.2510,18.6,0,1.8,7,01111711
21599,2015-11-06T20:00:00Z,37.8980,136.2560,18.8,0,1.8,7,01111711
21599,2015-11-06T21:00:00Z,37.8790,136.2620,19.4,0,1.7,7,01111711
21599,2015-11-06T22:00:00Z,37.8620,136.2640,19.5,0,1.9,7,01111711
21599,2015-11-06T23:00:00Z,37.8450,136.2650,19.5,0,1.8,7,01111711
21599,2015-11-07T00:00:00Z,37.8310,136.2630,19.5,0,1.7,7,01111711
21599,2015-11-07T01:00:00Z,37.8150,136.2600,19.5,0,1.7,7,01111711
21599,2015-11-07T02:00:00Z,37.8020,136.2550,19.5,0,2,6,01111711
21599,2015-11-07T03:00:00Z,37.7890,136.2510,19.5,0,2,7,01111711
21599,2015-11-07T04:00:00Z,37.7790,136.2460,19.5,0,2,7,01111711
21599,2015-11-07T05:00:00Z,37.7680,136.2410,19.5,0,1.8,7,01111711
21599,2015-11-07T06:00:00Z,37.7580,136.2350,19.5,0,2,7,01111711
21599,2015-11-07T07:00:00Z,37.7480,136.2280,19.5,0,2.1,7,01111711
21599,2015-11-07T08:00:00Z,37.7390,136.2210,19.4,0,2,7,01111711
21599,2015-11-07T09:00:00Z,37.7290,136.2140,19.4,0,1.8,7,01111711
