PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),ATMP LEVEL0 (hectopascal),ATMS LEVEL0 (hectopascal),DEPH LEVEL0 (meter),VGHS LEVEL0 (meter),VGTA LEVEL0 (second),QC
21598,2016-03-23T12:00:00Z,30.1160,139.1940,20.1,1016.2,1016.2,0,1.4,11,0111111711
21598,2016-03-23T15:00:00Z,30.1260,139.2300,20.1,1015.2,1015.2,0,1.4,12,0111111711
21598,2016-03-23T18:00:00Z,30.1300,139.2570,20.1,1012.9,1012.9,0,1.3,11,0111111711
21598,2016-03-23T21:00:00Z,30.1390,139.2760,20.1,1012.1,1012.1,0,1.3,10,0111111711
21598,2016-03-24T00:00:00Z,30.1380,139.2970,20.2,1011.9,1011.9,0,1.2,10,0111111711
21598,2016-03-24T03:00:00Z,30.1100,139.3460,20.1,1011.2,1011.2,0,1.3,9,0111111711
21598,2016-03-24T06:00:00Z,30.0790,139.3840,19.7,1009.6,1009.6,0,1.4,9,0111111711
21598,2016-03-24T09:00:00Z,30.0590,139.4140,19.7,1009.7,1009.7,0,1.3,8,0111111711
21598,2016-03-24T12:00:00Z,30.0210,139.4210,19.7,1011,1011,0,1.4,9,0111111711
21598,2016-03-24T15:00:00Z,29.9770,139.4040,19.7,1011.5,1011.5,0,2,7,0111111711
21598,2016-03-24T16:00:00Z,29.9630,139.3990,19.7,1012.1,1012.1,0,2.6,7,0111111711
21598,2016-03-24T17:00:00Z,29.9510,139.3930,19.8,1011.8,1011.8,0,2.7,8,0111111711
21598,2016-03-24T18:00:00Z,29.9390,139.3890,19.8,1011.6,1011.6,0,3,8,0111111711
21598,2016-03-24T19:00:00Z,29.9310,139.3830,19.8,1011.4,1011.4,0,3,9,0111111711
21598,2016-03-24T20:00:00Z,29.9210,139.3830,19.8,1012.3,1012.3,0,3.2,9,0111111711
21598,2016-03-24T21:00:00Z,29.9100,139.3860,19.8,1013,1013,0,2.9,8,0111111711
21598,2016-03-24T22:00:00Z,29.8970,139.3900,19.8,1013.4,1013.4,0,2.8,8,0111111711
21598,2016-03-24T23:00:00Z,29.8800,139.3920,19.7,1014.3,1014.3,0,3.3,8,0111111711
21598,2016-03-25T00:00:00Z,29.8670,139.3950,19.7,1014.9,1014.9,0,2.9,9,0111111711
21598,2016-03-25T01:00:00Z,29.8550,139.4000,19.7,1015.3,1015.3,0,3.2,8,0111111711
21598,2016-03-25T02:00:00Z,29.8430,139.4080,19.7,1015.1,1015.1,0,2.6,9,0111111711
21598,2016-03-25T03:00:00Z,29.8300,139.4160,19.8,1015.3,1015.3,0,2.8,8,0111111711
21598,2016-03-25T04:00:00Z,29.8180,139.4270,19.7,1014.9,1014.9,0,2.8,8,0111111711
21598,2016-03-25T05:00:00Z,29.8050,139.4400,19.7,1014.4,1014.4,0,2.8,8,0111111711
21598,2016-03-25T06:00:00Z,29.7910,139.4520,19.7,1014.3,1014.3,0,2.3,8,0111111711
21598,2016-03-25T07:00:00Z,29.7740,139.4620,19.7,1014.5,1014.5,0,2.3,8,0111111711
21598,2016-03-25T08:00:00Z,29.7570,139.4720,19.7,1014.8,1014.8,0,2.4,8,0111111711
21598,2016-03-25T09:00:00Z,29.7370,139.4770,19.7,1015.5,1015.5,0,2.2,8,0111111711
21598,2016-03-25T10:00:00Z,29.7160,139.4830,19.7,1015.5,1015.5,0,2.3,8,0111111711
21598,2016-03-25T11:00:00Z,29.6940,139.4860,19.7,1016.6,1016.6,0,2.4,8,0111111711
21598,2016-03-25T12:00:00Z,29.6740,139.4910,19.7,1016.8,1016.8,0,2.1,8,0111111711
21598,2016-03-25T13:00:00Z,29.6540,139.4940,19.7,1016.7,1016.7,0,2,7,0111111711
21598,2016-03-25T14:00:00Z,29.6360,139.4960,19.7,1016.5,1016.5,0,2.2,8,0111111711
21598,2016-03-25T15:00:00Z,29.6190,139.4980,19.7,1016.2,1016.2,0,2.1,8,0111111711
21598,2016-03-25T16:00:00Z,29.6040,139.4990,19.7,1016.6,1016.6,0,2.1,8,0111111711
21598,2016-03-25T17:00:00Z,29.5870,139.5010,19.7,1015.7,1015.7,0,1.9,8,0111111711
21598,2016-03-25T18:00:00Z,29.5700,139.5020,19.7,1015.5,1015.5,0,1.8,8,0111111711
21598,2016-03-25T21:00:00Z,29.5230,139.5000,19.7,1015.9,1015.9,0,1.7,8,0111111711
21598,2016-03-26T00:00:00Z,29.4770,139.4860,19.7,1017.1,1017.1,0,1.7,8,0111111711
21598,2016-03-26T03:00:00Z,29.4320,139.4660,19.8,1016.3,1016.3,0,1.6,8,0111111711
21598,2016-03-26T06:00:00Z,29.3790,139.4530,19.8,1015.9,1015.9,0,1.6,9,0111111711
21598,2016-03-26T09:00:00Z,29.3340,139.4350,19.8,1016.2,1016.2,0,1.6,8,0111111711
21598,2016-03-26T12:00:00Z,29.2870,139.3980,19.8,1018,1018,0,1.8,7,0111111711
21598,2016-03-26T15:00:00Z,29.2440,139.3540,19.8,1018.3,1018.3,0,1.6,7,0111111711
21598,2016-03-26T18:00:00Z,29.2030,139.3010,19.7,1017.1,1017.1,0,1.4,8,0111111711
21598,2016-03-26T21:00:00Z,29.1570,139.2240,19.7,1018.5,1018.5,0,1.2,8,0111111711
21598,2016-03-27T00:00:00Z,29.1250,139.1270,19.7,1019.1,1019.1,0,1.1,8,0111111711
21598,2016-03-27T03:00:00Z,29.1170,139.0320,20.4,1019,1019,0,1.1,8,0111111711
21598,2016-03-27T06:00:00Z,29.1160,138.9270,20.7,1017.5,1017.5,0,1,8,0111111711
21598,2016-03-27T09:00:00Z,29.1320,138.8250,20.2,1018.1,1018.1,0,1.1,7,0111111711
21598,2016-03-27T12:00:00Z,29.1700,138.7390,19.8,1019.5,1019.5,0,1.2,8,0111111711
21598,2016-03-27T15:00:00Z,29.2020,138.6570,20,1019.9,1019.9,0,1,8,0111111711
21598,2016-03-27T18:00:00Z,29.2510,138.5830,19.9,1018.3,1018.3,0,1,8,0111111711
21598,2016-03-27T21:00:00Z,29.3020,138.5300,19.7,1019,1019,0,0.9,8,0111111711
21598,2016-03-28T00:00:00Z,29.3500,138.4890,19.9,1019.8,1019.8,0,1.1,8,0111111711
21598,2016-03-28T03:00:00Z,29.3940,138.4810,19.9,1019.7,1019.7,0,1.4,7,0111111711
21598,2016-03-28T06:00:00Z,29.4130,138.4840,19.9,1018.8,1018.8,0,1.5,7,0111111711
21598,2016-03-28T09:00:00Z,29.4270,138.4790,19.8,1020.2,1020.2,0,1.7,7,0111111711
21598,2016-03-28T12:00:00Z,29.4470,138.4740,19.7,1021.8,1021.8,0,1.9,7,0111111711
21598,2016-03-28T15:00:00Z,29.4630,138.4760,19.7,1022.4,1022.4,0,2.1,7,0111111711
21598,2016-03-28T16:00:00Z,29.4670,138.4730,19.7,1022.1,1022.1,0,1.9,7,0111111711
21598,2016-03-28T17:00:00Z,29.4690,138.4720,19.7,1022,1022,0,1.8,7,0111111711
21598,2016-03-28T18:00:00Z,29.4680,138.4690,19.7,1022.1,1022.1,0,1.8,7,0111111711
21598,2016-03-28T21:00:00Z,29.4660,138.4380,19.6,1023.7,1023.7,0,2.1,7,0111111711
21598,2016-03-28T22:00:00Z,29.4680,138.4240,19.7,1024.4,1024.4,0,2.1,7,0111111711
21598,2016-03-28T23:00:00Z,29.4720,138.4080,19.7,1025.4,1025.4,0,2.1,7,0111111711
