PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),QC
52903,2015-11-10T19:00:00Z,8.8830,126.8410,0,01117
52903,2015-11-10T20:00:00Z,8.8830,126.8410,0,01117
52903,2015-11-10T21:00:00Z,8.8830,126.8410,0,01117
52903,2015-11-10T22:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-10T23:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-11T00:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-11T02:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-11T03:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-11T08:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-11T09:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-11T10:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-11T11:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-11T16:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-11T17:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-11T19:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-11T20:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-11T21:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-11T22:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-12T00:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-12T01:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-12T02:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-12T08:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-12T10:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-12T11:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-12T14:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-12T15:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-12T18:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-12T19:00:00Z,8.8820,126.8440,0,01117
52903,2015-11-13T04:00:00Z,9.1380,126.9050,0,01117
52903,2015-11-13T08:00:00Z,9.1380,126.9050,0,01117
52903,2015-11-13T18:00:00Z,9.1380,126.9050,0,01117
52903,2015-11-13T21:00:00Z,9.1380,126.9050,0,01117
52903,2015-11-14T06:00:00Z,9.1380,126.9050,0,01117
52903,2015-11-14T07:00:00Z,9.1380,126.9050,0,01117
52903,2015-11-14T09:00:00Z,9.1380,126.9050,0,01117
52903,2015-11-14T12:00:00Z,9.1380,126.9050,0,01117
52903,2015-11-14T15:00:00Z,9.1380,126.9050,0,01117
52903,2015-11-14T17:00:00Z,9.1380,126.9050,0,01117
52903,2015-11-14T18:00:00Z,9.1380,126.9050,0,01117
52903,2015-11-14T19:00:00Z,10.0540,126.6210,0,01447
52903,2015-11-14T20:00:00Z,10.0540,126.6210,0,01117
52903,2015-11-14T21:00:00Z,10.0540,126.6210,0,01117
52903,2015-11-15T00:00:00Z,10.0540,126.6210,0,01117
52903,2015-11-15T02:00:00Z,10.0540,126.6210,0,01117
52903,2015-11-15T04:00:00Z,10.0540,126.6210,0,01117
52903,2015-11-15T05:00:00Z,10.0540,126.6210,0,01117
52903,2015-11-15T07:00:00Z,10.0540,126.6210,0,01117
52903,2015-11-15T08:00:00Z,10.0540,126.6210,0,01117
52903,2015-11-15T09:00:00Z,10.0540,126.6210,0,01117
52903,2015-11-15T10:00:00Z,10.0540,126.6210,0,01117
52903,2015-11-15T12:00:00Z,10.0540,126.6210,0,01117
52903,2015-11-15T14:00:00Z,10.0540,126.6210,0,01117
52903,2015-11-16T03:00:00Z,10.0540,126.6210,0,01117
52903,2015-11-16T07:00:00Z,10.0540,126.6210,0,01117
52903,2015-11-16T10:00:00Z,10.1100,126.9430,0,01447
