PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5100763,127153,2015-11-01T00:00:00Z,20.9490,163.9810,,0,-10.8,-2.7,-0.18,-0.05,28.5,0.5,213,15,-0.264,0.247,00111971111171111
5100763,127153,2015-11-01T01:00:00Z,20.9670,163.9563,28.5,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-01T02:00:00Z,20.9670,163.9563,28.5,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-01T03:00:00Z,20.9710,163.9500,,0,-9.7,-4.1,-0.17,-0.06,28.5,0.5,213,15,-0.192,0.165,00111971111171111
5100763,127153,2015-11-01T04:00:00Z,20.9729,163.9474,28.5,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-01T05:00:00Z,20.9801,163.9373,28.5,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-01T06:00:00Z,20.9810,163.9410,,0,-9.5,-3.2,-0.17,-0.06,28.5,0.5,213,15,-0.115,0.19,00111971111171111
5100763,127153,2015-11-01T07:00:00Z,20.9905,163.9354,28.5,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-01T08:00:00Z,20.9899,163.9345,28.5,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-01T09:00:00Z,21.0080,163.9260,,0,-10.6,-3.2,-0.19,-0.05,28.48,0.5,213,15,-0.173,0.268,00111971111171111
5100763,127153,2015-11-01T10:00:00Z,21.0173,163.9176,28.45,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-01T11:00:00Z,21.0262,163.9087,28.45,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-01T12:00:00Z,21.0330,163.9050,,0,-10,-2.6,-0.2,-0.05,28.45,0.5,213,15,-0.13,0.18,00111971111171111
5100763,127153,2015-11-01T13:00:00Z,21.0438,163.8978,28.45,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-01T14:00:00Z,21.0438,163.8978,28.45,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-01T15:00:00Z,21.0430,163.8990,,0,-10.1,-2.5,-0.17,-0.04,28.43,0.5,213,15,-0.082,0.057,00111971111171111
5100763,127153,2015-11-01T16:00:00Z,21.0438,163.8978,28.4,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-01T17:00:00Z,21.0447,163.8875,28.4,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-01T18:00:00Z,21.0440,163.8880,,0,-8.4,-2.5,-0.14,-0.03,28.41,0.5,213,15,-0.154,0.015,00111971111171111
5100763,127153,2015-11-01T19:00:00Z,21.0405,163.8992,28.4,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-01T20:00:00Z,21.0402,163.8779,28.4,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-01T21:00:00Z,21.0460,163.8670,,0,-8.9,-2.4,-0.13,-0.04,28.41,0.5,213,15,-0.221,0.103,00111971111171111
5100763,127153,2015-11-01T22:00:00Z,21.0615,163.8464,28.4,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-01T23:00:00Z,21.0615,163.8464,28.4,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-02T00:00:00Z,21.0640,163.8420,,0,-8.9,-3.3,-0.14,-0.05,28.42,0.5,213,15,-0.211,0.144,00111971111171111
5100763,127153,2015-11-02T01:00:00Z,21.0613,163.8440,28.45,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-02T02:00:00Z,21.0753,163.8210,28.45,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-02T03:00:00Z,21.0740,163.8230,,0,-8.3,-5.3,-0.13,-0.08,28.43,0.5,213,15,-0.226,0.108,00111971111171111
5100763,127153,2015-11-02T04:00:00Z,21.0753,163.8210,28.45,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-02T06:00:00Z,21.0850,163.7950,,0,-9.3,-5.6,-0.16,-0.1,28.42,0.5,213,15,-0.283,0.226,00111971111171111
5100763,127153,2015-11-02T07:00:00Z,21.0900,163.7912,28.4,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-02T08:00:00Z,21.0939,163.7930,28.4,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-02T09:00:00Z,21.1180,163.7640,,0,-10.2,-6,-0.2,-0.11,28.4,0.5,213,15,-0.197,0.314,00111971111171111
5100763,127153,2015-11-02T10:00:00Z,21.1270,163.7530,28.4,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-02T11:00:00Z,21.1407,163.7538,28.4,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-02T12:00:00Z,21.1460,163.7540,,0,-10.8,-5.6,-0.2,-0.09,28.39,0.5,213,15,-0.038,0.226,00111971111171111
5100763,127153,2015-11-02T13:00:00Z,21.1407,163.7538,28.4,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-02T14:00:00Z,21.1653,163.7547,28.35,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-02T15:00:00Z,21.1620,163.7560,,0,-10.3,-3.6,-0.2,-0.08,28.36,0.5,213,15,-0.096,0.118,00111971111171111
5100763,127153,2015-11-02T16:00:00Z,21.1653,163.7547,28.35,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-02T17:00:00Z,21.1653,163.7547,28.35,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-02T18:00:00Z,21.1690,163.7340,,0,-9.8,-2.7,-0.17,-0.05,28.35,0.5,213,15,-0.259,0.19,00111971111171111
5100763,127153,2015-11-02T19:00:00Z,21.1793,163.7188,28.35,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-02T20:00:00Z,21.1866,163.7037,28.35,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-02T21:00:00Z,21.1990,163.7020,,0,-9.7,-2.1,-0.15,-0.03,28.36,0.5,213,15,-0.201,0.334,00111971111171111
5100763,127153,2015-11-02T22:00:00Z,21.2152,163.6997,28.35,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-02T23:00:00Z,21.2213,163.6912,28.4,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-03T00:00:00Z,21.2340,163.6920,,0,-9.3,-2.9,-0.16,-0.03,28.39,0.5,213,15,-0.019,0.211,00111971111171111
5100763,127153,2015-11-03T01:00:00Z,21.2335,163.6917,28.4,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-03T02:00:00Z,21.2402,163.6992,28.4,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-03T03:00:00Z,21.2400,163.6980,,0,-10.5,-1.3,-0.17,-0.03,28.4,0.5,213,15,-0.014,0.093,00111971111171111
5100763,127153,2015-11-03T05:00:00Z,21.2405,163.7001,28.4,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-03T06:00:00Z,21.2520,163.6890,,0,-10,-1.1,-0.16,-0.02,28.39,0.5,213,15,-0.11,0.154,00111971111171111
5100763,127153,2015-11-03T07:00:00Z,21.2574,163.6864,28.4,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-03T08:00:00Z,21.2688,163.6747,28.4,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-03T09:00:00Z,21.2700,163.6750,,0,-9.7,-1.6,-0.15,-0.02,28.37,0.5,213,15,-0.168,0.175,00111971111171111
5100763,127153,2015-11-03T10:00:00Z,21.2707,163.6751,28.35,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-03T11:00:00Z,21.2803,163.6587,28.35,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-03T12:00:00Z,21.2860,163.6540,,0,-10.5,-2.5,-0.17,-0.04,28.35,0.5,213,15,-0.153,0.17,00111971111171111
5100763,127153,2015-11-03T13:00:00Z,21.2827,163.6651,28.35,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-03T14:00:00Z,21.2827,163.6651,28.35,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-03T15:00:00Z,21.3030,163.6430,,0,-8.9,-3.6,-0.15,-0.06,28.33,0.5,213,15,-0.096,0.165,00111971111171111
5100763,127153,2015-11-03T16:00:00Z,21.3177,163.6321,28.3,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-03T17:00:00Z,21.2827,163.6651,28.3,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-03T18:00:00Z,21.3180,163.6340,,0,-8.2,,,,28.31,0.5,213,15,-0.091,0.154,00111971999171111
5100763,127153,2015-11-03T20:00:00Z,21.3224,163.6222,28.3,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-03T21:00:00Z,21.3330,163.6240,,0,-8.5,,,,28.31,0.5,213,15,-0.101,0.231,00111971999171111
5100763,127153,2015-11-03T22:00:00Z,21.3421,163.6256,28.3,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-03T23:00:00Z,21.3593,163.6152,28.35,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-04T00:00:00Z,21.3630,163.6130,,0,-9.1,,-0.12,,28.34,0.5,213,15,-0.096,0.252,00111971919171111
5100763,127153,2015-11-04T01:00:00Z,21.3570,163.6109,28.35,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-04T02:00:00Z,21.3829,163.6025,28.35,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-04T03:00:00Z,21.3820,163.6040,,0,-8.1,,-0.12,,28.35,0.5,213,15,-0.005,0.154,00111971919171111
5100763,127153,2015-11-04T04:00:00Z,21.3829,163.6025,28.35,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-04T05:00:00Z,21.3834,163.6126,28.35,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-04T06:00:00Z,21.3930,163.6120,,0,-9.1,,,,28.34,0.5,213,15,-0.005,0.093,00111971999171111
5100763,127153,2015-11-04T07:00:00Z,21.3990,163.6036,28.3,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-04T08:00:00Z,21.4045,163.6053,28.35,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-04T09:00:00Z,21.4000,163.6030,,0,-9.4,,,,28.32,0.5,213,15,-0.115,0.19,00111971999171111
5100763,127153,2015-11-04T10:00:00Z,21.4119,163.5941,28.3,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-04T11:00:00Z,21.4119,163.5941,28.3,0,,,,,,,,,,,00111179999999999
5100763,127153,2015-11-04T12:00:00Z,21.4300,163.5880,,0,-8.8,,,,28.3,0.5,213,15,-0.081,0.257,00111971999171111
5100763,127153,2015-11-04T13:00:00Z,21.4525,163.5858,28.3,0,,,,,,,,,,,00111179999999999
