PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5200611,127022,2015-11-01T00:00:00Z,19.9850,129.2000,0,-6.3,-3.9,-0.07,-0.04,27.69,0.5,313,15,-0.329,-0.139,0011171111171111
5200611,127022,2015-11-01T03:00:00Z,19.9790,129.1610,0,-6.5,-3,-0.06,-0.03,27.76,0.5,313,15,-0.256,-0.021,0011171111171111
5200611,127022,2015-11-01T06:00:00Z,19.9810,129.1470,0,-6.4,-2.2,-0.07,-0.02,27.81,0.5,313,15,-0.203,0.031,0011171111171111
5200611,127022,2015-11-01T09:00:00Z,19.9850,129.1190,0,-7.5,-1.5,-0.08,-0.02,27.79,0.5,313,15,-0.285,0.077,0011171111171111
5200611,127022,2015-11-01T12:00:00Z,19.9960,129.0880,0,-7.1,-2.5,-0.08,-0.02,27.74,0.5,313,15,-0.222,0.257,0011171111171111
5200611,127022,2015-11-01T15:00:00Z,20.0350,129.0730,0,-7.5,-1,-0.08,-0.01,27.73,0.5,313,15,0.121,0.386,0011171111171111
5200611,127022,2015-11-01T18:00:00Z,20.0710,129.1130,0,-7.1,0.2,-0.08,0,27.73,0.5,313,15,0.338,0.17,0011171111171111
5200611,127022,2015-11-01T21:00:00Z,20.0680,129.1430,0,-7.4,-1,-0.07,-0.01,27.74,0.5,313,15,0.13,-0.046,0011171111171111
5200611,127022,2015-11-02T00:00:00Z,20.0620,129.1400,0,-5.8,-1.6,-0.06,-0.01,27.8,0.5,313,15,-0.082,-0.098,0011171111171111
5200611,127022,2015-11-02T03:00:00Z,20.0490,129.1260,0,-6.4,-1.7,-0.05,-0.01,27.96,0.5,313,15,-0.179,-0.072,0011171111171111
5200611,127022,2015-11-02T06:00:00Z,20.0480,129.1030,0,-5.6,0.1,-0.04,0,28.07,0.5,313,15,-0.198,0.036,0011171111171111
5200611,127022,2015-11-02T09:00:00Z,20.0560,129.0850,0,-5.4,0.9,-0.04,0,28.02,0.5,313,15,-0.198,0.026,0011171111171111
5200611,127022,2015-11-02T12:00:00Z,20.0530,129.0620,0,-5.6,-1.8,-0.05,-0.01,27.93,0.5,313,15,-0.159,0.082,0011171111171111
5200611,127022,2015-11-02T15:00:00Z,20.0720,129.0520,0,-6.6,-2.4,-0.06,-0.02,27.89,0.5,313,15,-0.01,0.226,0011171111171111
5200611,127022,2015-11-02T18:00:00Z,20.0970,129.0600,0,-6.2,-3.3,-0.06,-0.03,27.85,0.5,313,15,0.077,0.134,0011171111171111
5200611,127022,2015-11-02T21:00:00Z,20.0980,129.0680,0,-7.1,-3.3,-0.09,-0.04,27.83,0.5,313,15,0.005,0.005,0011171111171111
