PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),QC
21961,2016-02-16T22:00:00Z,44.7200,149.3130,0.8,0,011117
21961,2016-02-16T23:00:00Z,44.7240,149.3100,0.8,0,011117
21961,2016-02-17T00:00:00Z,44.7200,149.3020,0.8,0,011117
21961,2016-02-17T01:00:00Z,44.7200,149.3020,0.8,0,011117
21961,2016-02-17T02:00:00Z,44.7330,149.2700,0.8,0,011117
21961,2016-02-17T03:00:00Z,44.7390,149.2810,0.9,0,011117
21961,2016-02-17T04:00:00Z,44.7380,149.2810,0.9,0,011117
21961,2016-02-17T05:00:00Z,44.7430,149.2790,1,0,011117
21961,2016-02-17T06:00:00Z,44.7490,149.2730,1.1,0,011127
21961,2016-02-17T07:00:00Z,44.7490,149.2730,1.1,0,011127
21961,2016-02-17T08:00:00Z,44.7580,149.2760,1.1,0,011127
21961,2016-02-17T09:00:00Z,44.7530,149.2680,1.1,0,011127
21961,2016-02-17T10:00:00Z,44.7540,149.2520,1,0,011117
21961,2016-02-17T11:00:00Z,44.7520,149.2500,1.1,0,011127
21961,2016-02-17T12:00:00Z,44.7450,149.2290,1,0,011117
21961,2016-02-17T13:00:00Z,44.7450,149.2290,1,0,011117
21961,2016-02-17T14:00:00Z,44.7180,149.1960,1,0,011117
21961,2016-02-17T15:00:00Z,44.7450,149.2290,1.1,0,011127
21961,2016-02-17T16:00:00Z,44.7180,149.1960,1.1,0,011127
21961,2016-02-17T17:00:00Z,44.7110,149.1800,1.1,0,011127
21961,2016-02-17T18:00:00Z,44.7110,149.1800,1.1,0,011127
21961,2016-02-17T19:00:00Z,44.7070,149.1510,1.1,0,011127
21961,2016-02-17T20:00:00Z,44.7040,149.1440,1.1,0,011127
21961,2016-02-17T21:00:00Z,44.7000,149.1160,1.1,0,011127
21961,2016-02-17T22:00:00Z,44.7000,149.1160,1.1,0,011127
21961,2016-02-17T23:00:00Z,44.7030,149.1080,1.1,0,011127
21961,2016-02-18T00:00:00Z,44.6950,149.0890,1.2,0,011127
21961,2016-02-18T01:00:00Z,44.6930,149.0930,1.2,0,011127
21961,2016-02-18T02:00:00Z,44.6930,149.0930,1.2,0,011127
21961,2016-02-18T03:00:00Z,44.6820,149.0720,1.2,0,011127
21961,2016-02-18T04:00:00Z,44.6820,149.0720,1.2,0,011127
21961,2016-02-18T05:00:00Z,44.6690,149.0570,1.2,0,011127
21961,2016-02-18T06:00:00Z,44.6600,149.0460,1.2,0,011127
21961,2016-02-18T07:00:00Z,44.6600,149.0460,1.2,0,011127
21961,2016-02-18T08:00:00Z,44.6460,149.0290,1.1,0,011127
21961,2016-02-18T09:00:00Z,44.6440,149.0220,1.1,0,011127
21961,2016-02-18T10:00:00Z,44.6400,149.0130,1.1,0,011127
21961,2016-02-18T11:00:00Z,44.6480,148.9930,1.1,0,011117
21961,2016-02-18T12:00:00Z,44.6270,148.9880,1.1,0,011117
21961,2016-02-18T13:00:00Z,44.6270,148.9880,1.2,0,011117
21961,2016-02-18T14:00:00Z,44.6270,148.9880,1.2,0,011117
21961,2016-02-18T15:00:00Z,44.6270,148.9880,1.1,0,011117
21961,2016-02-18T16:00:00Z,44.5960,148.9570,1.1,0,011117
21961,2016-02-18T17:00:00Z,44.5720,148.9390,1.1,0,011117
21961,2016-02-18T18:00:00Z,44.5720,148.9390,1.1,0,011117
21961,2016-02-18T19:00:00Z,44.5540,148.8950,1.1,0,011117
21961,2016-02-18T20:00:00Z,44.5410,148.8710,1.1,0,011117
21961,2016-02-18T21:00:00Z,44.5390,148.8710,1.1,0,011117
21961,2016-02-18T22:00:00Z,44.5390,148.8710,1.1,0,011117
21961,2016-02-18T23:00:00Z,44.5360,148.8510,1.1,0,011117
21961,2016-02-19T00:00:00Z,44.5230,148.8250,1.1,0,011117
21961,2016-02-19T01:00:00Z,44.5230,148.8270,1.2,0,011117
21961,2016-02-19T02:00:00Z,44.5240,148.8100,1.2,0,011117
21961,2016-02-19T03:00:00Z,44.5240,148.7930,1.2,0,011117
21961,2016-02-19T04:00:00Z,44.5240,148.7930,1.2,0,011117
21961,2016-02-19T05:00:00Z,44.5140,148.7800,1.2,0,011117
21961,2016-02-19T06:00:00Z,44.5140,148.7800,1.2,0,011117
21961,2016-02-19T07:00:00Z,44.5050,148.7930,1.2,0,011117
21961,2016-02-19T08:00:00Z,44.5050,148.7790,1.2,0,011117
21961,2016-02-19T09:00:00Z,44.5030,148.7800,1.2,0,011117
21961,2016-02-19T10:00:00Z,44.4880,148.7820,1.2,0,011117
