PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5200674,132646,2015-11-08T00:00:00Z,7.5070,133.2170,0,-6.5,-1.2,-0.05,-0.01,29.17,0.5,213,15,-0.133,-0.231,0011171111171111
5200674,132646,2015-11-08T03:00:00Z,7.4760,133.1970,0,-5.4,-2.3,-0.05,-0.02,29.29,0.5,213,15,-0.291,-0.154,0011171111171111
5200674,132646,2015-11-08T06:00:00Z,7.4770,133.1600,0,-5.8,-1.9,-0.04,-0.02,29.35,0.5,213,15,-0.332,0.026,0011171111171111
5200674,132646,2015-11-08T09:00:00Z,7.4810,133.1320,0,-4.8,-2.4,-0.05,-0.02,29.29,0.5,213,15,-0.24,0.031,0011171111171111
5200674,132646,2015-11-08T12:00:00Z,7.4830,133.1130,0,-4.8,-0.9,-0.05,-0.02,29.2,0.5,213,15,-0.107,-0.036,0011171111171111
5200674,132646,2015-11-08T15:00:00Z,7.4740,133.1110,0,-6.1,-1.4,-0.04,0,29.15,0.5,213,15,-0.189,0.01,0011171111171111
5200674,132646,2015-11-08T18:00:00Z,7.4850,133.0760,0,-4.8,-0.2,-0.04,0,29.12,0.5,213,15,-0.337,0.19,0011171111171111
5200674,132646,2015-11-08T21:00:00Z,7.5110,133.0450,0,-4.2,0.4,-0.03,0,29.13,0.5,213,15,-0.224,0.345,0011171111171111
5200674,132646,2015-11-09T00:00:00Z,7.5520,133.0320,0,-4.5,0,-0.02,0,29.23,0.5,213,15,-0.051,0.35,0011171111171111
5200674,132646,2015-11-09T03:00:00Z,7.5790,133.0350,0,-3.2,0.5,-0.01,0,29.45,0.5,213,15,0.005,0.19,0011171111171111
5200674,132646,2015-11-09T06:00:00Z,7.5890,133.0330,0,-2.9,-0.4,-0.01,0,29.58,0.5,213,15,-0.046,0.118,0011171111171111
5200674,132646,2015-11-09T09:00:00Z,7.6020,133.0260,0,-2.5,-0.2,-0.01,0,29.54,0.5,213,15,-0.02,0.237,0011171111171111
5200674,132646,2015-11-09T12:00:00Z,7.6350,133.0290,0,-3.3,-1.8,-0.01,0,29.41,0.5,213,15,0.076,0.268,0011171111171111
5200674,132646,2015-11-09T15:00:00Z,7.6540,133.0410,0,-2.6,-0.4,-0.01,-0.01,29.3,0.5,213,15,0.107,0.149,0011171111171111
5200674,132646,2015-11-09T18:00:00Z,7.6640,133.0500,0,-2.8,-1.3,-0.01,-0.01,29.24,0.5,213,15,0.056,0.046,0011171111171111
5200674,132646,2015-11-09T21:00:00Z,7.6630,133.0520,0,-3.1,-3.1,-0.02,-0.02,29.23,0.5,213,15,-0.005,0,0011171111171111
5200674,132646,2015-11-10T00:00:00Z,7.6640,133.0490,0,-4.1,-2,-0.03,-0.02,29.28,0.5,213,15,0.087,-0.041,0011171111171111
5200674,132646,2015-11-10T03:00:00Z,7.6550,133.0690,0,-4.7,-1.4,-0.03,-0.01,29.37,0.5,213,15,0.219,-0.195,0011171111171111
5200674,132646,2015-11-10T06:00:00Z,7.6260,133.0920,0,-4.1,-2.2,-0.03,-0.01,29.41,0.5,213,15,0.133,-0.252,0011171111171111
