PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2101502,61507370,2016-02-09T18:00:00Z,40.1440,138.2310,0,8.4,-10.2,0.31,-0.37,10.82,0.5,312,15,0.244,0.021,0011171111171111
2101502,61507370,2016-02-09T21:00:00Z,40.1460,138.2670,0,9.5,-9.1,0.3,-0.3,10.82,0.5,312,15,0.244,0.021,0011171111171111
2101502,61507370,2016-02-10T00:00:00Z,40.1480,138.2930,0,9.8,-7.9,0.29,-0.24,10.8,0.5,312,15,0.189,0.082,0011171111171111
2101502,61507370,2016-02-10T03:00:00Z,40.1620,138.3150,0,9.9,-7.5,0.27,-0.22,10.8,0.5,312,15,0.193,0.154,0011171111171111
2101502,61507370,2016-02-10T06:00:00Z,40.1780,138.3420,0,8.9,-7.9,0.25,-0.22,10.8,0.5,312,15,0.236,0.165,0011171111171111
2101502,61507370,2016-02-10T09:00:00Z,40.1940,138.3750,0,8.4,-8,0.21,-0.2,10.79,0.5,312,15,0.291,0.18,0011171111171111
2101502,61507370,2016-02-10T12:00:00Z,40.2130,138.4160,0,7.7,-7.3,0.16,-0.17,10.78,0.5,312,15,0.342,0.19,0011171111171111
2101502,61507370,2016-02-10T15:00:00Z,40.2310,138.4620,0,6.2,-7,0.12,-0.13,10.77,0.5,312,15,0.361,0.18,0011171111171111
2101502,61507370,2016-02-10T18:00:00Z,40.2480,138.5080,0,5.9,-5.9,0.08,-0.09,10.76,0.5,312,15,0.396,0.18,0011171111171111
2101502,61507370,2016-02-10T21:00:00Z,40.2660,138.5630,0,3.7,-5.4,0.05,-0.06,10.77,0.5,312,15,0.483,0.185,0011171111171111
2101502,61507370,2016-02-11T00:00:00Z,40.2840,138.6310,0,4.1,-3.7,0.04,-0.04,10.8,0.5,312,15,0.557,0.129,0011171111171111
2101502,61507370,2016-02-11T03:00:00Z,40.2910,138.7050,0,3.3,-3.1,0.03,-0.02,10.89,0.5,312,15,0.655,-0.01,0011171111171111
2101502,61507370,2016-02-11T06:00:00Z,40.2820,138.7980,0,3.1,-1.3,0.02,-0.01,10.98,0.5,312,15,0.738,-0.087,0011171111171111
2101502,61507370,2016-02-11T09:00:00Z,40.2740,138.8930,0,3.1,-1.3,0.01,-0.01,11.05,0.5,312,15,0.691,0.041,0011171111171111
2101502,61507370,2016-02-11T12:00:00Z,40.2900,138.9740,0,2.2,1.2,0.01,0,11.04,0.5,312,15,0.467,0.175,0011171111171111
2101502,61507370,2016-02-11T15:00:00Z,40.3080,139.0120,0,0.4,3.7,0,0.03,10.95,0.5,312,15,0.306,0.123,0011171111171111
2101502,61507370,2016-02-11T18:00:00Z,40.3140,139.0520,0,-0.3,4.7,-0.01,0.05,10.86,0.5,312,15,0.345,0.057,0011171111171111
2101502,61507370,2016-02-11T21:00:00Z,40.3190,139.1000,0,-2.9,6.3,-0.04,0.08,10.78,0.5,312,15,0.38,0.077,0011171111171111
2101502,61507370,2016-02-12T00:00:00Z,40.3290,139.1490,0,-5.6,6.4,-0.05,0.12,10.74,0.5,312,15,0.372,0.165,0011171111171111
2101502,61507370,2016-02-12T03:00:00Z,40.3510,139.1950,0,-0.9,8,-0.03,0.13,10.72,0.5,312,15,0.294,0.257,0011171111171111
2101502,61507370,2016-02-12T06:00:00Z,40.3790,139.2240,0,1,8,0.01,0.09,10.67,0.5,312,15,0.204,0.226,0011171111171111
2101502,61507370,2016-02-12T09:00:00Z,40.3950,139.2470,0,0.5,6.9,0.01,0.08,10.61,0.5,312,15,0.192,0.098,0011171111171111
2101502,61507370,2016-02-12T12:00:00Z,40.3980,139.2730,0,-0.1,8.6,0.02,0.1,10.57,0.5,312,15,0.192,-0.01,0011171111171111
2101502,61507370,2016-02-12T15:00:00Z,40.3930,139.2960,0,0.2,8.6,0.01,0.13,10.56,0.5,312,15,0.204,-0.036,0011171111171111
2101502,61507370,2016-02-12T18:00:00Z,40.3910,139.3250,0,-0.3,9,0.02,0.14,10.53,0.5,312,15,0.204,-0.01,0011171111171111
2101502,61507370,2016-02-12T21:00:00Z,40.3910,139.3480,0,2.4,10,0.05,0.19,10.48,0.5,312,15,0.157,-0.051,0011171111171111
2101502,61507370,2016-02-13T00:00:00Z,40.3810,139.3650,0,4.1,10.4,0.1,0.21,10.49,0.5,312,15,0.153,-0.123,0011171111171111
2101502,61507370,2016-02-13T03:00:00Z,40.3670,139.3870,0,6,8.8,0.11,0.17,10.61,0.5,312,15,0.141,-0.252,0011171111171111
2101502,61507370,2016-02-13T06:00:00Z,40.3320,139.4010,0,6.6,7,0.08,0.11,10.76,0.5,312,15,0.016,-0.37,0011171111171111
2101502,61507370,2016-02-13T09:00:00Z,40.2950,139.3910,0,3.8,6.8,0.04,0.09,10.88,0.5,312,15,-0.098,-0.391,0011171111171111
2101502,61507370,2016-02-13T12:00:00Z,40.2560,139.3760,0,1.2,9.8,0.01,0.11,10.93,0.5,312,15,-0.106,-0.432,0011171111171111
2101502,61507370,2016-02-13T15:00:00Z,40.2110,139.3640,0,-0.9,9.4,-0.02,0.13,10.94,0.5,312,15,-0.063,-0.53,0011171111171111
2101502,61507370,2016-02-13T18:00:00Z,40.1530,139.3600,0,-5.7,5.8,-0.05,0.1,10.92,0.5,312,15,0.028,-0.638,0011171111171111
2101502,61507370,2016-02-13T21:00:00Z,40.0870,139.3710,0,-2.6,9.1,-0.05,0.18,10.89,0.5,312,15,0.158,-0.638,0011171111171111
2101502,61507370,2016-02-14T00:00:00Z,40.0290,139.4000,0,5,13.2,0.12,0.34,10.85,0.5,313,15,0.292,-0.499,0011171111171111
2101502,61507370,2016-02-14T03:00:00Z,39.9900,139.4450,0,9.6,10.8,0.43,0.38,10.74,0.5,313,15,0.386,-0.345,0011171111171111
2101502,61507370,2016-02-14T06:00:00Z,39.9620,139.4980,0,14.2,4.5,0.44,0.14,10.6,0.5,313,15,0.315,-0.139,0011171111171111
2101502,61507370,2016-02-14T09:00:00Z,39.9630,139.5250,0,10.1,-4.1,0.23,-0.06,10.53,0.5,313,15,0.099,0.113,0011171111171111
2101502,61507370,2016-02-14T12:00:00Z,39.9840,139.5230,0,8.4,-5.5,0.13,-0.07,10.53,0.5,313,15,-0.075,0.247,0011171111171111
2101502,61507370,2016-02-14T15:00:00Z,40.0110,139.5060,0,6.6,-8.2,0.15,-0.16,10.51,0.5,313,15,-0.126,0.195,0011171111171111
2101502,61507370,2016-02-14T18:00:00Z,40.0220,139.4910,0,8.4,-11.1,0.24,-0.28,10.46,0.5,313,15,-0.095,-0.01,0011171111171111
2101502,61507370,2016-02-14T21:00:00Z,40.0090,139.4820,0,9.7,-10.4,0.33,-0.34,10.38,0.5,313,15,-0.102,-0.216,0011171111171111
