PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
3200650,116061,2015-11-14T00:00:00Z,14.2710,164.9830,,0,-7.7,-3.6,-0.09,-0.05,28.75,0.5,313,15,-0.469,-0.041,00111971111171111
3200650,116061,2015-11-14T02:30:00Z,14.2678,164.9399,28.8,0,,,,,,,,,,,00111279999999999
3200650,116061,2015-11-14T02:45:00Z,14.2678,164.9399,28.8,0,,,,,,,,,,,00111279999999999
3200650,116061,2015-11-14T03:00:00Z,14.2680,164.9380,,0,-7.3,-3.9,-0.09,-0.05,28.79,0.5,313,15,-0.279,-0.036,00111971111171111
3200650,116061,2015-11-14T04:15:00Z,14.2684,164.9303,28.83,0,,,,,,,,,,,00111279999999999
3200650,116061,2015-11-14T04:30:00Z,14.2684,164.9303,28.8,0,,,,,,,,,,,00111279999999999
3200650,116061,2015-11-14T05:00:00Z,14.2670,164.9260,28.8,0,,,,,,,,,,,00111279999999999
3200650,116061,2015-11-14T06:00:00Z,14.2640,164.9270,,0,-7.4,-4.7,-0.09,-0.05,28.77,0.5,313,15,-0.209,-0.062,00111971111171111
3200650,116061,2015-11-14T06:15:00Z,14.2668,164.9210,28.73,0,,,,,,,,,,,00111279999999999
3200650,116061,2015-11-14T06:30:00Z,14.2663,164.9193,28.76,0,,,,,,,,,,,00111279999999999
3200650,116061,2015-11-14T06:45:00Z,14.2659,164.9187,28.76,0,,,,,,,,,,,00111279999999999
3200650,116061,2015-11-14T07:30:00Z,14.2659,164.9187,28.76,0,,,,,,,,,,,00111279999999999
