PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),QC
5200679,101947,2015-11-01T00:00:00Z,23.6021,160.5135,27.9,0,0011117
5200679,101947,2015-11-01T01:00:00Z,23.6106,160.5085,28,0,0011117
5200679,101947,2015-11-01T02:00:00Z,23.5800,160.4856,28.05,0,0011117
5200679,101947,2015-11-01T03:00:00Z,23.5639,160.4595,28.1,0,0011117
5200679,101947,2015-11-01T04:00:00Z,23.5639,160.4595,28.15,0,0011117
5200679,101947,2015-11-01T05:00:00Z,23.5466,160.4290,28.15,0,0011117
5200679,101947,2015-11-01T06:00:00Z,23.5390,160.4217,28.1,0,0011117
5200679,101947,2015-11-01T07:00:00Z,23.5450,160.4150,28.15,0,0011117
5200679,101947,2015-11-01T11:00:00Z,23.5235,160.3846,28.1,0,0011117
5200679,101947,2015-11-01T12:00:00Z,23.5062,160.3780,28.1,0,0011117
5200679,101947,2015-11-01T13:00:00Z,23.5062,160.3780,28.1,0,0011117
5200679,101947,2015-11-01T14:00:00Z,23.4992,160.3575,28.1,0,0011117
5200679,101947,2015-11-01T15:00:00Z,23.4992,160.3575,28.05,0,0011117
5200679,101947,2015-11-01T16:00:00Z,23.4947,160.3567,28.05,0,0011117
5200679,101947,2015-11-01T17:00:00Z,23.4836,160.3316,28,0,0011117
5200679,101947,2015-11-01T18:00:00Z,23.4849,160.3331,28,0,0011117
5200679,101947,2015-11-01T19:00:00Z,23.4849,160.3331,28,0,0011117
5200679,101947,2015-11-01T20:00:00Z,23.4799,160.3330,28,0,0011117
5200679,101947,2015-11-01T21:00:00Z,23.4768,160.3194,28,0,0011117
5200679,101947,2015-11-01T22:00:00Z,23.4768,160.3194,28,0,0011117
5200679,101947,2015-11-01T23:00:00Z,23.4547,160.3052,28,0,0011117
5200679,101947,2015-11-02T00:00:00Z,23.4528,160.2927,28,0,0011117
5200679,101947,2015-11-02T01:00:00Z,23.4305,160.2790,28,0,0011117
5200679,101947,2015-11-02T02:00:00Z,23.4298,160.2786,28.05,0,0011117
5200679,101947,2015-11-02T03:00:00Z,23.4288,160.2542,28.05,0,0011117
5200679,101947,2015-11-02T04:00:00Z,23.4288,160.2542,28.1,0,0011117
5200679,101947,2015-11-02T06:00:00Z,23.4256,160.2515,28.05,0,0011117
5200679,101947,2015-11-02T07:00:00Z,23.4204,160.2336,28.05,0,0011117
5200679,101947,2015-11-02T08:00:00Z,23.4210,160.2254,28.1,0,0011117
5200679,101947,2015-11-02T09:00:00Z,23.4154,160.2055,28.15,0,0011117
5200679,101947,2015-11-02T10:00:00Z,23.4164,160.1976,28.15,0,0011117
5200679,101947,2015-11-02T11:00:00Z,23.4164,160.1976,28.2,0,0011117
5200679,101947,2015-11-02T12:00:00Z,23.4104,160.1797,28.2,0,0011117
5200679,101947,2015-11-02T13:00:00Z,23.4104,160.1797,28.2,0,0011117
5200679,101947,2015-11-02T14:00:00Z,23.4045,160.1612,28.2,0,0011117
5200679,101947,2015-11-02T15:00:00Z,23.4045,160.1612,28.2,0,0011117
5200679,101947,2015-11-02T16:00:00Z,23.4045,160.1612,28.2,0,0011117
5200679,101947,2015-11-02T17:00:00Z,23.4045,160.1612,28.2,0,0011117
5200679,101947,2015-11-02T18:00:00Z,23.3986,160.1204,28.2,0,0011117
5200679,101947,2015-11-02T19:00:00Z,23.3991,160.1127,28.15,0,0011117
5200679,101947,2015-11-02T20:00:00Z,23.3963,160.1064,28.15,0,0011117
5200679,101947,2015-11-02T22:00:00Z,23.3980,160.0719,28.15,0,0011117
5200679,101947,2015-11-02T23:00:00Z,23.3980,160.0719,28.15,0,0011117
5200679,101947,2015-11-03T01:00:00Z,23.3971,160.0608,28.15,0,0011117
5200679,101947,2015-11-03T02:00:00Z,23.3783,160.0418,28.15,0,0011117
5200679,101947,2015-11-03T03:00:00Z,23.3783,160.0418,28.15,0,0011117
5200679,101947,2015-11-03T04:00:00Z,23.3783,160.0418,28.15,0,0011117
5200679,101947,2015-11-03T06:00:00Z,23.3569,160.0125,28.1,0,0011117
5200679,101947,2015-11-03T07:00:00Z,23.3503,160.0039,28.1,0,0011117
