PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2200643,75442,2015-11-01T00:00:00Z,20.9900,120.1870,0,-7,-5.6,-0.11,-0.08,27.46,0.5,312,15,0.264,-0.257,0011171111171111
2200643,75442,2015-11-01T03:00:00Z,20.9480,120.2160,0,-6.8,-6.1,-0.09,-0.09,27.49,0.5,312,15,-0.072,-0.52,0011171111171111
2200643,75442,2015-11-01T06:00:00Z,20.8890,120.1720,0,-7,-6.5,-0.1,-0.1,27.52,0.5,312,15,-0.601,-0.622,0011171111171111
2200643,75442,2015-11-01T09:00:00Z,20.8270,120.0910,0,-6.7,-8,-0.11,-0.12,27.52,0.5,312,15,-0.947,-0.448,0011171111171111
2200643,75442,2015-11-01T12:00:00Z,20.8020,119.9750,0,-6.6,-6.5,-0.12,-0.11,27.5,0.5,312,15,-1.024,-0.154,0011171111171111
2200643,75442,2015-11-01T15:00:00Z,20.7970,119.8780,0,-7.8,-6.5,-0.12,-0.09,27.48,0.5,312,15,-0.928,0.015,0011171111171111
2200643,75442,2015-11-01T18:00:00Z,20.8050,119.7820,0,-7.3,-5.3,-0.12,-0.08,27.45,0.5,312,15,-0.885,0.185,0011171111171111
2200643,75442,2015-11-01T21:00:00Z,20.8330,119.6940,0,-7.9,-5.3,-0.11,-0.08,27.42,0.5,312,15,-0.788,0.226,0011171111171111
2200643,75442,2015-11-02T00:00:00Z,20.8490,119.6180,0,-7.2,-5.8,-0.12,-0.09,27.4,0.5,312,15,-0.712,0.01,0011171111171111
2200643,75442,2015-11-02T03:00:00Z,20.8350,119.5460,0,-8.1,-6.8,-0.14,-0.11,27.4,0.5,312,15,-0.707,-0.206,0011171111171111
