PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),VGHS LEVEL0 (meter),VGTA LEVEL0 (second),QC
21705,2015-11-01T00:00:00Z,38.0140,143.7750,16.2,0,1.6,9,01111711
21705,2015-11-01T01:00:00Z,38.0170,143.7660,16.2,0,1.8,8,01111711
21705,2015-11-01T02:00:00Z,38.0210,143.7610,16.2,0,1.7,8,01111711
21705,2015-11-01T03:00:00Z,38.0240,143.7610,16.2,0,1.7,8,01111711
21705,2015-11-01T04:00:00Z,38.0250,143.7630,16.3,0,1.7,8,01111711
21705,2015-11-01T05:00:00Z,38.0250,143.7690,16.3,0,1.7,8,01111711
21705,2015-11-01T06:00:00Z,38.0220,143.7760,16.2,0,1.7,8,01111711
21705,2015-11-01T07:00:00Z,38.0170,143.7810,16.2,0,1.6,9,01111711
21705,2015-11-01T08:00:00Z,38.0080,143.7840,16.2,0,1.5,8,01111711
21705,2015-11-01T09:00:00Z,37.9980,143.7860,16.2,0,1.5,8,01111711
21705,2015-11-01T10:00:00Z,37.9870,143.7830,16.2,0,1.5,8,01111711
21705,2015-11-01T11:00:00Z,37.9760,143.7730,16.2,0,1.5,9,01111711
21705,2015-11-01T12:00:00Z,37.9670,143.7580,16.1,0,1.4,8,01111711
21705,2015-11-01T13:00:00Z,37.9600,143.7380,16.2,0,1.3,9,01111711
21705,2015-11-01T14:00:00Z,37.9580,143.7190,16.2,0,1.2,9,01111711
21705,2015-11-01T15:00:00Z,37.9610,143.6980,16.2,0,1.2,9,01111711
21705,2015-11-01T16:00:00Z,37.9680,143.6770,16.2,0,1.1,9,01111711
21705,2015-11-01T17:00:00Z,37.9780,143.6570,16.2,0,1.2,10,01111711
21705,2015-11-01T18:00:00Z,37.9900,143.6370,16.2,0,1.1,8,01111711
21705,2015-11-01T19:00:00Z,38.0060,143.6200,16.2,0,1.3,8,01111711
21705,2015-11-01T20:00:00Z,38.0230,143.6040,16.2,0,1.2,9,01111711
21705,2015-11-01T21:00:00Z,38.0390,143.5910,16.2,0,1.2,9,01111711
21705,2015-11-01T22:00:00Z,38.0540,143.5800,16.2,0,1.2,9,01111711
21705,2015-11-01T23:00:00Z,38.0700,143.5700,16.2,0,1.5,7,01111711
21705,2015-11-02T00:00:00Z,38.0850,143.5580,16.3,0,1.5,7,01111711
21705,2015-11-02T01:00:00Z,38.1000,143.5480,16.3,0,1.7,7,01111711
21705,2015-11-02T03:00:00Z,38.1280,143.5240,16.3,0,2,7,01111711
21705,2015-11-02T04:00:00Z,38.1450,143.5110,16.3,0,2.2,7,01111711
21705,2015-11-02T05:00:00Z,38.1630,143.4970,16.3,0,2.8,7,01111711
21705,2015-11-02T06:00:00Z,38.1830,143.4800,16.3,0,3.1,8,01111711
21705,2015-11-02T07:00:00Z,38.2010,143.4610,16.2,0,2.6,7,01111711
