PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5200901,127088,2015-11-01T00:00:00Z,9.2110,127.2970,0,-5.6,-1.2,-0.05,-0.01,0.5,213,15,0.624,0.617,001117111171111
5200901,127088,2015-11-01T03:00:00Z,9.2830,127.3590,0,-5.1,0.6,-0.04,0,0.5,213,15,0.411,0.412,001117111171111
5200901,127088,2015-11-01T06:00:00Z,9.2910,127.3780,0,-5,-1.2,-0.06,-0.01,0.5,213,15,-0.015,-0.607,001117111171111
5200901,127088,2015-11-01T09:00:00Z,9.1650,127.3560,0,-7.6,-1.8,-0.07,-0.02,0.5,213,15,-0.097,-0.761,001117111171111
5200901,127088,2015-11-01T12:00:00Z,9.1430,127.3590,0,-7.2,-0.8,-0.08,-0.01,0.5,213,15,-0.03,-0.159,001117111171111
5200901,127088,2015-11-01T15:00:00Z,9.1340,127.3500,0,-8.7,-0.6,-0.1,0,0.5,213,15,-0.168,-0.062,001117111171111
5200901,127088,2015-11-01T18:00:00Z,9.1310,127.3260,0,-8.5,-0.6,-0.1,0,0.5,213,15,-0.076,-0.134,001117111171111
5200901,127088,2015-11-01T21:00:00Z,9.1080,127.3350,0,-6,0.7,-0.07,0,0.5,213,15,0.107,-0.525,001117111171111
5200901,127088,2015-11-02T00:00:00Z,9.0290,127.3470,0,-8.9,1.1,-0.06,0.01,0.5,213,15,-0.229,-0.478,001117111171111
5200901,127088,2015-11-02T03:00:00Z,9.0150,127.2900,0,-6.2,2.7,-0.06,0.02,0.5,213,15,-0.655,-0.021,001117111171111
5200901,127088,2015-11-02T06:00:00Z,9.0250,127.2180,0,-6.3,1.8,-0.05,0.02,0.5,213,15,-0.427,0.123,001117111171111
5200901,127088,2015-11-02T09:00:00Z,9.0390,127.2060,0,-5.1,2.4,-0.05,0.02,0.5,213,15,-0.025,0.031,001117111171111
5200901,127088,2015-11-02T12:00:00Z,9.0310,127.2130,0,-6,1.5,-0.06,0.02,0.5,213,15,0,-0.108,001117111171111
5200901,127088,2015-11-02T15:00:00Z,9.0180,127.2060,0,-4.4,0.7,-0.03,0.01,0.5,213,15,-0.081,-0.17,001117111171111
5200901,127088,2015-11-02T18:00:00Z,8.9980,127.1970,0,-3.8,1.7,-0.02,0.01,0.5,213,15,-0.03,-0.391,001117111171111
5200901,127088,2015-11-02T21:00:00Z,8.9420,127.2000,0,-3.8,0.4,-0.02,0,0.5,213,15,0,-0.35,001117111171111
5200901,127088,2015-11-03T00:00:00Z,8.9300,127.1970,0,-2.6,1.3,-0.01,0,0.5,213,15,-0.691,0.329,001117111171111
5200901,127088,2015-11-03T03:00:00Z,9.0060,127.0640,0,-2.6,-0.2,-0.01,0,0.5,213,15,-1.336,0.849,001117111171111
5200901,127088,2015-11-03T06:00:00Z,9.0950,126.9340,0,-2.8,-2.6,-0.01,-0.01,0.5,213,15,-0.493,0.746,001117111171111
5200901,127088,2015-11-03T09:00:00Z,9.1510,126.9670,0,-4.2,-3.9,-0.02,-0.02,0.5,213,15,0.335,0.437,001117111171111
5200901,127088,2015-11-03T12:00:00Z,9.1800,127.0000,0,-3.3,-2.7,-0.02,-0.02,0.5,213,15,0.122,0.165,001117111171111
5200901,127088,2015-11-03T15:00:00Z,9.1830,126.9910,0,-4.4,-3,-0.03,-0.02,0.5,213,15,-0.071,-0.031,001117111171111
5200901,127088,2015-11-03T18:00:00Z,9.1740,126.9860,0,-4.1,,,,0.5,213,15,-0.066,-0.427,001117199971111
5200901,127088,2015-11-03T21:00:00Z,9.1000,126.9780,0,-5.1,,,,0.5,213,15,-0.097,-0.288,001117199971111
5200901,127088,2015-11-04T00:00:00Z,9.1180,126.9670,0,-4.7,,-0.04,,0.5,213,15,-0.137,1.121,001117191971111
5200901,127088,2015-11-04T03:00:00Z,9.3180,126.9510,0,-4.7,,-0.03,,0.5,213,15,0,2.33,001117191971111
5200901,127088,2015-11-04T06:00:00Z,9.5710,126.9670,0,-5.5,,,,0.5,213,15,-0.162,2.14,001117199971111
5200901,127088,2015-11-04T09:00:00Z,9.7340,126.9190,0,-5.1,,,,0.5,213,15,-0.411,0.751,001117199971111
5200901,127088,2015-11-04T12:00:00Z,9.7170,126.8860,0,-5,,,,0.5,213,15,-0.259,-0.514,001117199971111
5200901,127088,2015-11-04T15:00:00Z,9.6340,126.8680,0,-6.7,,,,0.5,213,15,-0.228,-0.941,001117199971111
