PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5100634,118556,2015-12-31T21:00:00Z,10.8500,164.9740,,0,-10.8,-5.2,-0.25,-0.11,27.95,0.5,312,15,-0.753,0.098,00111971111171111
5100634,118556,2015-12-31T21:57:00Z,10.8523,164.9540,27.98,0,,,,,,,,,,,00144179999999999
5100634,118556,2015-12-31T22:52:00Z,10.8563,164.9304,27.94,0,,,,,,,,,,,00111179999999999
5100634,118556,2015-12-31T23:31:00Z,10.8620,164.9141,27.98,0,,,,,,,,,,,00111179999999999
5100634,118556,2015-12-31T23:38:00Z,10.8583,164.9166,27.98,0,,,,,,,,,,,00111179999999999
5100634,118556,2016-01-01T00:00:00Z,10.8650,164.9030,,0,-12.2,-4.4,-0.26,-0.09,27.96,0.5,312,15,-0.667,0.108,00111971111171111
5100634,118556,2016-01-01T02:09:00Z,10.8733,164.8550,27.94,0,,,,,,,,,,,00111179999999999
5100634,118556,2016-01-01T03:00:00Z,10.8710,164.8420,,0,-11.3,-4.3,-0.22,-0.08,27.96,0.5,312,15,-0.657,0.051,00111971111171111
5100634,118556,2016-01-01T03:50:00Z,10.8693,164.8278,27.98,0,,,,,,,,,,,00111179999999999
5100634,118556,2016-01-01T05:10:00Z,10.8693,164.8278,27.94,0,,,,,,,,,,,00111179999999999
5100634,118556,2016-01-01T05:12:00Z,10.8757,164.7993,27.94,0,,,,,,,,,,,00144179999999999
5100634,118556,2016-01-01T05:34:00Z,10.8724,164.7773,27.98,0,,,,,,,,,,,00144179999999999
5100634,118556,2016-01-01T05:37:00Z,10.8724,164.7773,27.98,0,,,,,,,,,,,00111179999999999
5100634,118556,2016-01-01T06:00:00Z,10.8750,164.7730,,0,-10.8,-3.9,-0.21,-0.07,27.95,0.5,312,15,-0.662,0.057,00111971111171111
5100634,118556,2016-01-01T06:04:00Z,10.8753,164.7746,27.94,0,,,,,,,,,,,00111179999999999
5100634,118556,2016-01-01T06:56:00Z,10.8736,164.7563,27.94,0,,,,,,,,,,,00111179999999999
5100634,118556,2016-01-01T07:12:00Z,10.8753,164.7480,27.94,0,,,,,,,,,,,00111179999999999
5100634,118556,2016-01-01T07:45:00Z,10.8748,164.7478,27.94,0,,,,,,,,,,,00111179999999999
5100634,118556,2016-01-01T09:00:00Z,10.8820,164.7110,,0,-12.1,-2.7,-0.22,-0.06,27.91,0.5,312,15,-0.662,0.154,00111971111171111
5100634,118556,2016-01-01T09:03:00Z,10.8809,164.7144,27.89,0,,,,,,,,,,,00111179999999999
5100634,118556,2016-01-01T09:57:00Z,10.8889,164.6915,27.89,0,,,,,,,,,,,00111179999999999
5100634,118556,2016-01-01T10:46:00Z,10.8889,164.6915,27.89,0,,,,,,,,,,,00111179999999999
5100634,118556,2016-01-01T11:36:00Z,10.8951,164.6736,27.89,0,,,,,,,,,,,00111179999999999
5100634,118556,2016-01-01T12:00:00Z,10.9050,164.6420,,0,-10.5,-3.9,-0.22,-0.08,27.89,0.5,312,15,-0.697,0.257,00111971111171111
5100634,118556,2016-01-01T14:41:00Z,10.9293,164.5768,27.89,0,,,,,,,,,,,00111179999999999
5100634,118556,2016-01-01T14:49:00Z,10.9263,164.5868,27.89,0,,,,,,,,,,,00144179999999999
5100634,118556,2016-01-01T15:00:00Z,10.9320,164.5730,,0,-8.7,-5.4,-0.15,-0.08,27.89,0.5,312,15,-0.48,0.237,00111971111171111
5100634,118556,2016-01-01T16:21:00Z,10.9413,164.5567,27.89,0,,,,,,,,,,,00111179999999999
5100634,118556,2016-01-01T16:30:00Z,10.9371,164.5597,27.89,0,,,,,,,,,,,00111179999999999
5100634,118556,2016-01-01T17:41:00Z,10.9501,164.5529,27.89,0,,,,,,,,,,,00111179999999999
5100634,118556,2016-01-01T18:00:00Z,10.9510,164.5470,,0,-8.7,-5,-0.14,-0.09,27.89,0.5,312,15,-0.253,0.093,00111971111171111
5100634,118556,2016-01-01T18:06:00Z,10.9551,164.5257,27.89,0,,,,,,,,,,,00144179999999999
5100634,118556,2016-01-01T18:11:00Z,10.9509,164.5438,27.89,0,,,,,,,,,,,00144179999999999
5100634,118556,2016-01-01T18:42:00Z,10.9534,164.5349,27.89,0,,,,,,,,,,,00111179999999999
5100634,118556,2016-01-01T19:25:00Z,10.9562,164.5309,27.89,0,,,,,,,,,,,00111179999999999
5100634,118556,2016-01-01T19:49:00Z,10.9562,164.5256,27.85,0,,,,,,,,,,,00111179999999999
5100634,118556,2016-01-01T19:54:00Z,10.9538,164.5272,27.85,0,,,,,,,,,,,00111179999999999
5100634,118556,2016-01-01T20:23:00Z,10.9538,164.5272,27.89,0,,,,,,,,,,,00111179999999999
