PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),QC
5200905,101929,2015-11-01T01:00:00Z,22.7566,162.3011,28.2,0,0011117
5200905,101929,2015-11-01T04:00:00Z,22.7753,162.3263,28.25,0,0011117
5200905,101929,2015-11-01T05:00:00Z,22.7753,162.3263,28.2,0,0011117
5200905,101929,2015-11-01T06:00:00Z,22.7744,162.3239,28.2,0,0011117
5200905,101929,2015-11-01T07:00:00Z,22.7766,162.3430,28.2,0,0011117
5200905,101929,2015-11-01T08:00:00Z,22.7784,162.3395,28.2,0,0011117
5200905,101929,2015-11-01T09:00:00Z,22.7749,162.3440,28.2,0,0011117
5200905,101929,2015-11-01T10:00:00Z,22.7749,162.3440,28.15,0,0011117
5200905,101929,2015-11-01T11:00:00Z,22.7749,162.3440,28.15,0,0011117
5200905,101929,2015-11-01T12:00:00Z,22.7702,162.3457,28.15,0,0011117
5200905,101929,2015-11-01T13:00:00Z,22.7702,162.3457,28.15,0,0011117
5200905,101929,2015-11-01T14:00:00Z,22.7739,162.3517,28.15,0,0011117
5200905,101929,2015-11-01T15:00:00Z,22.7739,162.3517,28.15,0,0011117
5200905,101929,2015-11-01T16:00:00Z,22.7866,162.3583,28.15,0,0011117
5200905,101929,2015-11-01T17:00:00Z,22.8032,162.3534,28.1,0,0011117
5200905,101929,2015-11-01T18:00:00Z,22.8032,162.3534,28.1,0,0011117
5200905,101929,2015-11-01T19:00:00Z,22.8019,162.3690,28.1,0,0011117
5200905,101929,2015-11-01T20:00:00Z,22.8005,162.3695,28.1,0,0011117
5200905,101929,2015-11-01T21:00:00Z,22.8005,162.3695,28.1,0,0011117
5200905,101929,2015-11-01T22:00:00Z,22.8205,162.3757,28.15,0,0011117
5200905,101929,2015-11-01T23:00:00Z,22.8205,162.3757,28.15,0,0011117
5200905,101929,2015-11-02T00:00:00Z,22.8205,162.3790,28.15,0,0011117
5200905,101929,2015-11-02T01:00:00Z,22.8323,162.3750,28.15,0,0011117
5200905,101929,2015-11-02T02:00:00Z,22.8349,162.3750,28.2,0,0011117
5200905,101929,2015-11-02T03:00:00Z,22.8412,162.3864,28.2,0,0011117
5200905,101929,2015-11-02T04:00:00Z,22.8412,162.3864,28.2,0,0011117
5200905,101929,2015-11-02T05:00:00Z,22.8495,162.4078,28.2,0,0011117
5200905,101929,2015-11-02T06:00:00Z,22.8482,162.4050,28.15,0,0011117
5200905,101929,2015-11-02T07:00:00Z,22.8434,162.4203,28.15,0,0011117
5200905,101929,2015-11-02T09:00:00Z,22.8362,162.4342,28.15,0,0011117
5200905,101929,2015-11-02T10:00:00Z,22.8362,162.4342,28.15,0,0011117
5200905,101929,2015-11-02T11:00:00Z,22.8348,162.4299,28.15,0,0011117
5200905,101929,2015-11-02T12:00:00Z,22.8350,162.4339,28.1,0,0011117
5200905,101929,2015-11-02T13:00:00Z,22.8495,162.4411,28.1,0,0011117
5200905,101929,2015-11-02T14:00:00Z,22.8495,162.4411,28.1,0,0011117
5200905,101929,2015-11-02T15:00:00Z,22.8495,162.4411,28.1,0,0011117
5200905,101929,2015-11-02T16:00:00Z,22.8488,162.4376,28.1,0,0011117
5200905,101929,2015-11-02T17:00:00Z,22.8612,162.4452,28.1,0,0011117
5200905,101929,2015-11-02T18:00:00Z,22.8639,162.4327,28.1,0,0011117
5200905,101929,2015-11-02T19:00:00Z,22.8639,162.4440,28.1,0,0011117
5200905,101929,2015-11-02T22:00:00Z,22.8802,162.4572,28.1,0,0011117
5200905,101929,2015-11-02T23:00:00Z,22.8866,162.4543,28.1,0,0011117
5200905,101929,2015-11-03T01:00:00Z,22.8867,162.4572,28.1,0,0011117
5200905,101929,2015-11-03T02:00:00Z,22.9176,162.4577,28.1,0,0011117
5200905,101929,2015-11-03T05:00:00Z,22.9360,162.4780,28.1,0,0011117
5200905,101929,2015-11-03T06:00:00Z,22.9399,162.4901,28.05,0,0011117
5200905,101929,2015-11-03T07:00:00Z,22.9412,162.4949,28.05,0,0011117
5200905,101929,2015-11-03T08:00:00Z,22.9285,162.5040,28.05,0,0011117
5200905,101929,2015-11-03T09:00:00Z,22.9454,162.5201,28.05,0,0011117
5200905,101929,2015-11-03T10:00:00Z,22.9454,162.5201,28.05,0,0011117
5200905,101929,2015-11-03T12:00:00Z,22.9495,162.5285,28,0,0011117
5200905,101929,2015-11-03T13:00:00Z,22.9495,162.5285,28,0,0011117
5200905,101929,2015-11-03T14:00:00Z,22.9672,162.5450,27.95,0,0011117
5200905,101929,2015-11-03T15:00:00Z,22.9672,162.5450,27.95,0,0011117
5200905,101929,2015-11-03T16:00:00Z,22.9672,162.5450,27.95,0,0011117
5200905,101929,2015-11-03T17:00:00Z,22.9672,162.5450,27.95,0,0011117
5200905,101929,2015-11-03T18:00:00Z,22.9806,162.5331,27.95,0,0011117
5200905,101929,2015-11-03T19:00:00Z,22.9925,162.5383,27.95,0,0011117
5200905,101929,2015-11-03T20:00:00Z,22.9969,162.5432,27.9,0,0011117
5200905,101929,2015-11-03T21:00:00Z,23.0070,162.5625,27.9,0,0011127
5200905,101929,2015-11-03T22:00:00Z,23.0154,162.5621,27.95,0,0011127
5200905,101929,2015-11-03T23:00:00Z,23.0154,162.5621,27.95,0,0011127
5200905,101929,2015-11-04T01:00:00Z,23.0276,162.5700,27.95,0,0011127
5200905,101929,2015-11-04T02:00:00Z,23.0276,162.5700,28,0,0011127
5200905,101929,2015-11-04T03:00:00Z,23.0465,162.5746,28,0,0011127
5200905,101929,2015-11-04T04:00:00Z,23.0465,162.5746,27.95,0,0011127
5200905,101929,2015-11-04T05:00:00Z,23.0578,162.5743,27.95,0,0011127
5200905,101929,2015-11-04T06:00:00Z,23.0682,162.5831,27.9,0,0011127
5200905,101929,2015-11-04T07:00:00Z,23.0806,162.5832,27.85,0,0011117
5200905,101929,2015-11-04T08:00:00Z,23.0892,162.5957,27.85,0,0011117
5200905,101929,2015-11-04T09:00:00Z,23.0879,162.6003,27.8,0,0011117
5200905,101929,2015-11-04T10:00:00Z,23.0888,162.6119,27.8,0,0011117
5200905,101929,2015-11-04T11:00:00Z,23.0888,162.6119,27.75,0,0011117
5200905,101929,2015-11-04T12:00:00Z,23.0888,162.6119,27.75,0,0011117
5200905,101929,2015-11-04T13:00:00Z,23.1021,162.6128,27.7,0,0011117
