PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),QC
5200808,132645,2015-11-01T00:00:00Z,17.0145,157.8948,29.15,0,0011117
5200808,132645,2015-11-01T01:00:00Z,17.0145,157.8948,29.2,0,0011117
5200808,132645,2015-11-01T02:00:00Z,17.0361,157.8848,29.25,0,0011117
5200808,132645,2015-11-01T03:00:00Z,17.0361,157.8848,29.3,0,0011117
5200808,132645,2015-11-01T04:00:00Z,17.0361,157.8848,29.25,0,0011117
5200808,132645,2015-11-01T05:00:00Z,17.0375,157.8843,29.2,0,0011117
5200808,132645,2015-11-01T08:00:00Z,17.0420,157.8733,29.15,0,0011117
5200808,132645,2015-11-01T12:00:00Z,17.0471,157.8252,29.1,0,0011117
5200808,132645,2015-11-01T13:00:00Z,17.0471,157.8252,29.05,0,0011117
5200808,132645,2015-11-01T14:00:00Z,17.0605,157.7810,29.05,0,0011117
5200808,132645,2015-11-01T15:00:00Z,17.0471,157.8252,29.05,0,0011117
5200808,132645,2015-11-01T16:00:00Z,17.0471,157.8252,29.05,0,0011117
5200808,132645,2015-11-01T17:00:00Z,17.0605,157.7810,29.05,0,0011117
5200808,132645,2015-11-01T18:00:00Z,17.0641,157.7613,29.05,0,0011117
5200808,132645,2015-11-01T19:00:00Z,17.0605,157.7810,29.05,0,0011117
5200808,132645,2015-11-01T20:00:00Z,17.0731,157.7410,29.05,0,0011117
5200808,132645,2015-11-01T21:00:00Z,17.0731,157.7410,29.05,0,0011117
5200808,132645,2015-11-01T22:00:00Z,17.0962,157.7002,29.1,0,0011117
5200808,132645,2015-11-01T23:00:00Z,17.0962,157.7002,29.1,0,0011117
5200808,132645,2015-11-02T00:00:00Z,17.1020,157.6756,29.1,0,0011117
5200808,132645,2015-11-02T01:00:00Z,17.1063,157.6812,29.1,0,0011117
5200808,132645,2015-11-02T02:00:00Z,17.1066,157.6684,29.1,0,0011117
5200808,132645,2015-11-02T03:00:00Z,17.1066,157.6684,29.15,0,0011117
5200808,132645,2015-11-02T04:00:00Z,17.1066,157.6684,29.15,0,0011117
