PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2200652,75271,2015-11-30T18:00:00Z,21.1300,118.6750,0,-4,-4.7,-0.03,-0.05,26.57,0.5,313,15,-0.293,-0.195,0011171111171111
2200652,75271,2015-11-30T21:00:00Z,21.0920,118.6510,0,-3.5,-6.5,-0.04,-0.07,26.57,0.5,313,15,-0.293,-0.195,0011171111171111
2200652,75271,2015-12-01T00:00:00Z,21.0920,118.6140,0,-3.7,-7.6,-0.05,-0.09,26.56,0.5,313,15,-0.298,0.067,0011171111171111
2200652,75271,2015-12-01T03:00:00Z,21.1050,118.5890,0,-3.6,-7.2,-0.04,-0.09,26.57,0.5,313,15,-0.398,0.118,0011171111171111
2200652,75271,2015-12-01T06:00:00Z,21.1150,118.5310,0,-3.5,-6.7,-0.05,-0.09,26.59,0.5,313,15,-0.518,0.108,0011171111171111
2200652,75271,2015-12-01T09:00:00Z,21.1260,118.4810,0,-4.6,-6.5,-0.05,-0.08,26.58,0.5,313,15,-0.278,0.19,0011171111171111
2200652,75271,2015-12-01T12:00:00Z,21.1520,118.4730,0,-3.9,-6.1,-0.05,-0.07,26.55,0.5,313,15,0.005,0.262,0011171111171111
2200652,75271,2015-12-01T15:00:00Z,21.1770,118.4820,0,-4,-6.1,-0.04,-0.07,26.52,0.5,313,15,0.091,0.154,0011171111171111
2200652,75271,2015-12-01T18:00:00Z,21.1820,118.4920,0,-4.3,-5.7,-0.05,-0.06,26.49,0.5,313,15,0.125,-0.118,0011171111171111
2200652,75271,2015-12-01T21:00:00Z,21.1540,118.5080,0,-4.5,-4.1,-0.04,-0.04,26.48,0.5,313,15,-0.034,-0.206,0011171111171111
2200652,75271,2015-12-02T00:00:00Z,21.1420,118.4850,0,-3.2,-4.4,-0.03,-0.03,26.49,0.5,313,15,-0.182,-0.021,0011171111171111
2200652,75271,2015-12-02T03:00:00Z,21.1500,118.4700,0,-2.2,-4.2,-0.02,-0.03,26.54,0.5,313,15,-0.125,0.026,0011171111171111
2200652,75271,2015-12-02T06:00:00Z,21.1470,118.4590,0,-2.1,-3.9,-0.01,-0.03,26.59,0.5,313,15,-0.269,0.026,0011171111171111
2200652,75271,2015-12-02T09:00:00Z,21.1550,118.4140,0,-2.1,-5,-0.02,-0.04,26.59,0.5,313,15,-0.216,0.159,0011171111171111
2200652,75271,2015-12-02T12:00:00Z,21.1780,118.4140,0,-1,-5.9,-0.03,-0.07,26.54,0.5,313,15,0.096,0.185,0011171111171111
2200652,75271,2015-12-02T15:00:00Z,21.1910,118.4340,0,-0.6,-6.4,-0.01,-0.07,26.48,0.5,313,15,0.13,0.046,0011171111171111
2200652,75271,2015-12-02T18:00:00Z,21.1870,118.4410,0,-1.7,-8.3,-0.03,-0.11,26.44,0.5,313,15,0.091,-0.17,0011171111171111
2200652,75271,2015-12-02T21:00:00Z,21.1580,118.4530,0,-4.6,-8,-0.07,-0.13,26.41,0.5,313,15,-0.086,-0.268,0011171111171111
2200652,75271,2015-12-03T00:00:00Z,21.1350,118.4230,0,-5.4,-5.8,-0.08,-0.11,26.4,0.5,313,15,-0.384,-0.062,0011171111171111
2200652,75271,2015-12-03T03:00:00Z,21.1460,118.3730,0,-6.1,-6.9,-0.08,-0.1,26.41,0.5,313,15,-0.307,0.17,0011171111171111
2200652,75271,2015-12-03T06:00:00Z,21.1680,118.3590,0,-6.4,-5.8,-0.09,-0.11,26.41,0.5,313,15,-0.149,0.154,0011171111171111
2200652,75271,2015-12-03T09:00:00Z,21.1760,118.3420,0,-5.7,-8.2,-0.1,-0.14,26.39,0.5,313,15,-0.278,0.19,0011171111171111
2200652,75271,2015-12-03T12:00:00Z,21.2050,118.3010,0,-7.3,-7.2,-0.13,-0.13,26.36,0.5,313,15,-0.163,0.35,0011171111171111
2200652,75271,2015-12-03T15:00:00Z,21.2440,118.3080,0,-7.9,-5.3,-0.12,-0.1,26.32,0.5,313,15,0.163,0.262,0011171111171111
2200652,75271,2015-12-03T18:00:00Z,21.2560,118.3350,0,-6.9,-6.2,-0.11,-0.1,26.28,0.5,313,15,0.221,-0.015,0011171111171111
2200652,75271,2015-12-03T21:00:00Z,21.2410,118.3540,0,-8.4,-5.6,-0.14,-0.09,26.25,0.5,313,15,0.048,-0.185,0011171111171111
2200652,75271,2015-12-04T00:00:00Z,21.2200,118.3450,0,-8.5,-4.3,-0.16,-0.06,26.21,0.5,313,15,-0.221,-0.113,0011171111171111
2200652,75271,2015-12-04T03:00:00Z,21.2190,118.3080,0,-10.2,-3.3,-0.17,-0.05,26.18,0.5,313,15,-0.288,0.026,0011171111171111
2200652,75271,2015-12-04T06:00:00Z,21.2250,118.2850,0,-9.6,-3.3,-0.18,-0.06,26.15,0.5,313,15,-0.216,0.067,0011171111171111
2200652,75271,2015-12-04T09:00:00Z,21.2320,118.2630,0,-9.7,-4.7,-0.2,-0.07,26.12,0.5,313,15,-0.292,0.082,0011171111171111
2200652,75271,2015-12-04T12:00:00Z,21.2410,118.2240,0,-9.7,-4.4,-0.28,-0.06,26.09,0.5,313,15,-0.336,0.237,0011171111171111
2200652,75271,2015-12-04T15:00:00Z,21.2780,118.1930,0,-10.6,-3.5,-0.19,-0.06,26.07,0.5,313,15,-0.115,0.401,0011171111171111
2200652,75271,2015-12-04T18:00:00Z,21.3190,118.2000,0,-11.8,-0.7,-0.27,-0.04,26.03,0.5,313,15,0.101,0.309,0011171111171111
2200652,75271,2015-12-04T21:00:00Z,21.3380,118.2140,0,-13.5,-1.5,-0.34,-0.05,25.98,0.5,313,15,0.091,0.17,0011171111171111
