PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),QC
3200540,127073,2015-11-12T11:00:00Z,10.5445,164.9719,28.8,0,0011117
3200540,127073,2015-11-12T12:00:00Z,10.5420,164.9706,28.75,0,0011117
3200540,127073,2015-11-12T13:00:00Z,10.5420,164.9706,28.8,0,0011117
3200540,127073,2015-11-12T14:00:00Z,10.5375,164.9221,28.75,0,0011117
3200540,127073,2015-11-12T15:00:00Z,10.5375,164.9221,28.75,0,0011117
3200540,127073,2015-11-12T16:00:00Z,10.5375,164.9221,28.75,0,0011117
3200540,127073,2015-11-12T17:00:00Z,10.5258,164.8861,28.7,0,0011117
3200540,127073,2015-11-12T18:00:00Z,10.5375,164.9221,28.75,0,0011117
3200540,127073,2015-11-12T19:00:00Z,10.5375,164.9221,28.7,0,0011117
3200540,127073,2015-11-12T20:00:00Z,10.5199,164.8586,28.7,0,0014417
3200540,127073,2015-11-12T21:00:00Z,10.5199,164.8586,28.7,0,0011117
3200540,127073,2015-11-12T22:00:00Z,10.5173,164.8048,28.75,0,0014417
3200540,127073,2015-11-12T23:00:00Z,10.5169,164.7869,28.8,0,0011117
3200540,127073,2015-11-13T00:00:00Z,10.5169,164.7869,28.85,0,0011117
3200540,127073,2015-11-13T01:00:00Z,10.5005,164.7217,28.9,0,0014417
3200540,127073,2015-11-13T02:00:00Z,10.5005,164.7217,28.9,0,0011117
3200540,127073,2015-11-13T03:00:00Z,10.5005,164.7217,28.95,0,0011117
3200540,127073,2015-11-13T04:00:00Z,10.5005,164.7217,28.95,0,0011117
3200540,127073,2015-11-13T05:00:00Z,10.5079,164.6798,28.95,0,0011117
3200540,127073,2015-11-13T06:00:00Z,10.5079,164.6798,28.9,0,0011117
3200540,127073,2015-11-13T07:00:00Z,10.5141,164.6571,28.9,0,0011117
3200540,127073,2015-11-13T08:00:00Z,10.5141,164.6571,28.9,0,0011117
3200540,127073,2015-11-13T09:00:00Z,10.5123,164.6266,28.85,0,0011117
3200540,127073,2015-11-13T10:00:00Z,10.5176,164.5943,28.85,0,0011117
3200540,127073,2015-11-13T11:00:00Z,10.5175,164.5818,28.8,0,0011117
3200540,127073,2015-11-13T12:00:00Z,10.5175,164.5818,28.8,0,0011117
3200540,127073,2015-11-13T13:00:00Z,10.5175,164.5818,28.8,0,0011117
3200540,127073,2015-11-13T14:00:00Z,10.5103,164.5379,28.8,0,0011117
3200540,127073,2015-11-13T15:00:00Z,10.5103,164.5379,28.8,0,0011117
3200540,127073,2015-11-13T16:00:00Z,10.5105,164.5374,28.75,0,0011117
3200540,127073,2015-11-13T17:00:00Z,10.5048,164.5225,28.75,0,0011117
3200540,127073,2015-11-13T18:00:00Z,10.5042,164.5131,28.75,0,0011117
3200540,127073,2015-11-13T19:00:00Z,10.5084,164.5283,28.75,0,0011117
3200540,127073,2015-11-13T20:00:00Z,10.5033,164.4912,28.8,0,0011117
3200540,127073,2015-11-13T21:00:00Z,10.5116,164.4647,28.8,0,0011117
3200540,127073,2015-11-13T22:00:00Z,10.5116,164.4647,28.8,0,0011117
3200540,127073,2015-11-13T23:00:00Z,10.5116,164.4647,28.85,0,0011117
3200540,127073,2015-11-14T00:00:00Z,10.5166,164.4418,28.9,0,0011117
3200540,127073,2015-11-14T01:00:00Z,10.5166,164.4418,28.95,0,0011117
3200540,127073,2015-11-14T02:00:00Z,10.5100,164.4026,29,0,0011117
3200540,127073,2015-11-14T03:00:00Z,10.5100,164.4026,29.05,0,0011117
3200540,127073,2015-11-14T04:00:00Z,10.5034,164.3779,29.05,0,0011117
3200540,127073,2015-11-14T05:00:00Z,10.5034,164.3779,28.95,0,0011117
3200540,127073,2015-11-14T06:00:00Z,10.5192,164.3605,28.9,0,0011117
3200540,127073,2015-11-14T07:00:00Z,10.5135,164.3431,28.9,0,0011117
3200540,127073,2015-11-14T08:00:00Z,10.5254,164.3307,28.9,0,0011117
3200540,127073,2015-11-14T09:00:00Z,10.5254,164.3307,28.8,0,0011117
3200540,127073,2015-11-14T10:00:00Z,10.5269,164.3140,28.8,0,0011117
3200540,127073,2015-11-14T11:00:00Z,10.5267,164.3068,28.75,0,0011117
3200540,127073,2015-11-14T12:00:00Z,10.5205,164.2905,28.75,0,0011117
3200540,127073,2015-11-14T13:00:00Z,10.5205,164.2905,28.75,0,0011117
3200540,127073,2015-11-14T14:00:00Z,10.4935,164.2415,28.7,0,0014417
3200540,127073,2015-11-14T15:00:00Z,10.4935,164.2415,28.75,0,0011117
3200540,127073,2015-11-14T16:00:00Z,10.4935,164.2415,28.75,0,0011117
3200540,127073,2015-11-14T17:00:00Z,10.4935,164.2415,28.75,0,0011117
3200540,127073,2015-11-14T18:00:00Z,10.4848,164.2254,28.75,0,0011117
