PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2100945,132657,2015-11-01T00:00:00Z,38.2830,145.0320,,0,7.9,-1.9,0.1,-0.03,16.08,0.5,313,15,-0.117,-0.211,00111971111171111
2100945,132657,2015-11-01T03:00:00Z,38.2640,145.0060,,0,7.2,-2.4,0.09,-0.03,16.08,0.5,313,15,-0.162,-0.185,00111971111171111
2100945,132657,2015-11-01T06:00:00Z,38.2470,144.9920,,0,4.8,-2.6,0.05,-0.02,16.06,0.5,313,15,-0.186,-0.195,00111971111171111
2100945,132657,2015-11-01T09:00:00Z,38.2260,144.9600,,0,3.2,-1.6,0.02,-0.01,16,0.5,313,15,-0.263,-0.18,00111971111171111
2100945,132657,2015-11-01T12:00:00Z,38.2120,144.9270,,0,2.4,1.1,0.01,0,15.94,0.5,313,15,-0.202,-0.154,00111971111171111
2100945,132657,2015-11-01T15:00:00Z,38.1960,144.9100,,0,2.7,2.1,0.01,0.01,15.88,0.5,313,15,-0.154,-0.17,00111971111171111
2100945,132657,2015-11-01T18:00:00Z,38.1790,144.8890,,0,2.2,2.5,0.01,0.02,15.84,0.5,313,15,-0.243,-0.159,00111971111171111
2100945,132657,2015-11-01T21:00:00Z,38.1650,144.8500,,0,-2.3,5,-0.03,0.06,15.79,0.5,313,15,-0.283,-0.149,00111971111171111
2100945,132657,2015-11-02T00:00:00Z,38.1500,144.8190,,0,-5.7,8.1,-0.08,0.16,15.72,0.5,313,15,-0.202,-0.211,00111971111171111
2100945,132657,2015-11-02T03:00:00Z,38.1240,144.8000,,0,-4.7,10.5,-0.11,0.23,15.61,0.5,313,15,-0.166,-0.211,00111971111171111
2100945,132657,2015-11-02T06:00:00Z,38.1090,144.7780,,0,-9.2,7.3,-0.17,0.14,15.51,0.5,313,15,-0.223,-0.159,00111971111171111
2100945,132657,2015-11-02T09:00:00Z,38.0930,144.7450,,0,-15,1.9,-0.28,0.18,15.44,0.5,313,15,-0.235,-0.159,00111971111171111
2100945,132657,2015-11-02T12:00:00Z,38.0780,144.7200,,0,4.2,12,-0.05,0,15.37,0.5,313,15,-0.134,-0.262,00111971111171111
2100945,132657,2015-11-02T15:00:00Z,38.0420,144.7120,,0,3.6,-9,0.16,-0.18,15.33,0.5,313,15,0.016,-0.412,00111971111171111
2100945,132657,2015-11-02T18:00:00Z,37.9980,144.7240,,0,6.3,-7.7,0.11,-0.12,15.33,0.5,313,15,-0.15,-0.473,00111971111171111
2100945,132657,2015-11-02T21:00:00Z,37.9500,144.6750,,0,3.5,-7.3,0.05,-0.1,15.35,0.5,313,15,-0.422,-0.412,00111971111171111
2100945,132657,2015-11-03T00:00:00Z,37.9180,144.6200,,0,3.1,-5.5,0.03,-0.07,15.35,0.5,313,15,-0.402,-0.242,00111971111171111
2100945,132657,2015-11-03T03:00:00Z,37.9030,144.5760,,0,4.2,-5.4,0.04,-0.08,15.36,0.5,313,15,-0.223,-0.216,00111971111171111
2100945,132657,2015-11-03T06:00:00Z,37.8760,144.5650,,0,3.1,-8.5,0.04,-0.12,15.35,0.5,313,15,-0.077,-0.278,00111971111171111
2100945,132657,2015-11-03T09:00:00Z,37.8490,144.5570,,0,1.9,-8.4,0.03,-0.12,15.32,0.5,313,15,-0.077,-0.458,00111971111171111
2100945,132657,2015-11-03T12:00:00Z,37.7870,144.5460,,0,1.2,-7.7,0.01,-0.1,15.3,0.5,313,15,-0.179,-0.566,00111971111171111
2100945,132657,2015-11-03T15:00:00Z,37.7390,144.5130,,0,-0.1,-7.6,0,-0.07,15.29,0.5,313,15,-0.183,-0.468,00111971111171111
2100945,132657,2015-11-03T18:00:00Z,37.6960,144.5010,,0,-0.1,,,,15.28,0.5,313,15,-0.175,-0.376,00111971999171111
2100945,132657,2015-11-03T21:00:00Z,37.6660,144.4700,,0,-0.9,,,,15.28,0.5,313,15,-0.114,-0.288,00111971999171111
2100945,132657,2015-11-04T00:00:00Z,37.6400,144.4730,,0,-3.1,,-0.01,,15.33,0.5,313,15,0.061,-0.268,00111971919171111
2100945,132657,2015-11-04T03:00:00Z,37.6140,144.4850,,0,-2.2,,-0.01,,15.44,0.5,313,15,0.143,-0.381,00111971919171111
2100945,132657,2015-11-04T06:00:00Z,37.5660,144.5080,,0,-2.4,,,,15.5,0.5,313,15,0.131,-0.535,00111971999171111
2100945,132657,2015-11-04T09:00:00Z,37.5100,144.5170,,0,-2.5,,,,15.44,0.5,313,15,0.094,-0.504,00111971999171111
2100945,132657,2015-11-04T12:00:00Z,37.4680,144.5310,,0,-2.3,,,,15.35,0.5,313,15,0.102,-0.401,00111971999171111
2100945,132657,2015-11-04T15:00:00Z,37.4320,144.5420,,0,-0.6,,,,15.3,0.5,313,15,0.143,-0.37,00111971999171111
2100945,132657,2015-11-04T18:00:00Z,37.3960,144.5660,,0,-0.2,,,,15.29,0.5,313,15,0.221,-0.262,00111971999171111
2100945,132657,2015-11-04T21:00:00Z,37.3810,144.5960,,0,0.2,,,,15.29,0.5,313,15,0.376,-0.242,00111971999171111
2100945,132657,2015-11-05T00:00:00Z,37.3490,144.6580,,0,-2.5,4.8,-0.01,0.03,15.31,0.5,313,15,0.487,-0.381,00111971111171111
2100945,132657,2015-11-05T03:00:00Z,37.3070,144.7150,,0,-1.4,3.5,-0.01,0.02,15.35,0.5,313,15,0.393,-0.468,00111971111171111
2100945,132657,2015-11-05T06:00:00Z,37.2580,144.7540,,0,-1.5,3.9,-0.01,0.02,15.35,0.5,313,15,0.303,-0.386,00111971111171111
2100945,132657,2015-11-05T09:00:00Z,37.2320,144.7890,,0,-2.4,3.5,-0.01,0.02,15.28,0.5,313,15,0.344,-0.288,00111971111171111
2100945,132657,2015-11-05T12:00:00Z,37.2020,144.8380,,0,-2.1,3.1,-0.01,0.02,15.21,0.5,313,15,0.393,-0.262,00111971111171111
2100945,132657,2015-11-05T15:00:00Z,37.1810,144.8850,,0,-0.6,2.2,0,0.01,15.21,0.5,313,15,0.431,-0.262,00111971111171111
2100945,132657,2015-11-05T18:00:00Z,37.1510,144.9430,,0,-0.8,-0.3,-0.01,0.01,15.24,0.5,313,15,0.492,-0.417,00111971111171111
2100945,132657,2015-11-05T21:00:00Z,37.1000,145.0050,,0,-1.4,2.3,-0.01,0.01,15.28,0.5,313,15,0.468,-0.442,00111971111171111
2100945,132657,2015-11-06T00:00:00Z,37.0650,145.0570,,0,-1.8,-1,0,0,15.36,0.5,313,15,0.468,-0.376,00111971111171111
2100945,132657,2015-11-06T03:00:00Z,37.0270,145.1190,,0,-1.9,-1.6,-0.01,-0.01,15.48,0.5,313,15,0.497,-0.391,00111971111171111
2100945,132657,2015-11-06T06:00:00Z,36.9890,145.1780,,0,-1.7,-2.3,-0.01,-0.01,15.52,0.5,313,15,0.428,-0.463,00111971111171111
2100945,132657,2015-11-06T09:00:00Z,36.9370,145.2230,,0,-2,-2.8,-0.01,-0.01,15.41,0.5,313,15,0.407,-0.386,00111971111171111
2100945,132657,2015-11-06T12:00:00Z,36.9140,145.2770,,0,-2.5,-3,-0.01,-0.01,15.29,0.5,313,15,0.444,-0.314,00111971111171111
2100945,132657,2015-11-06T15:00:00Z,36.8760,145.3310,,0,-1.2,-3.3,-0.01,-0.02,15.24,0.5,313,15,0.441,-0.376,00111971111171111
2100945,132657,2015-11-06T18:00:00Z,36.8410,145.3840,,0,-1.1,-5.5,-0.01,-0.03,15.21,0.5,313,15,0.404,-0.391,00111971111171111
2100945,132657,2015-11-06T21:00:00Z,36.8000,145.4290,,0,-1.1,-4.5,-0.01,-0.03,15.15,0.5,313,15,0.433,-0.525,00111971111171111
2100945,132657,2015-11-07T00:00:00Z,36.7390,145.4890,,0,-3.5,-5.8,-0.03,-0.06,15.17,0.5,313,15,0.413,-0.586,00111971111171111
2100945,132657,2015-11-07T03:00:00Z,36.6860,145.5290,,0,-4.2,-5.9,-0.06,-0.08,15.24,0.5,313,15,0.334,-0.545,00111971111171111
2100945,132657,2015-11-07T06:00:00Z,36.6330,145.5700,,0,-8.1,-5.6,-0.11,-0.08,15.28,0.5,313,15,0.322,-0.535,00111971111171111
2100945,132657,2015-11-07T09:00:00Z,36.5820,145.6070,,0,-8.4,-3.7,-0.13,-0.07,15.24,0.5,313,15,0.322,-0.489,00111971111171111
2100945,132657,2015-11-07T12:00:00Z,36.5380,145.6480,,0,-9,-2.6,-0.12,-0.04,15.21,0.5,313,15,0.31,-0.504,00111971111171111
