PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),QC
21742,2015-11-01T00:00:00Z,38.3440,145.2100,0,01117
21742,2015-11-01T01:00:00Z,38.3450,145.2050,0,01117
21742,2015-11-01T02:00:00Z,38.3420,145.1980,0,01117
21742,2015-11-01T03:00:00Z,38.3400,145.1890,0,01117
21742,2015-11-01T04:00:00Z,38.3390,145.1780,0,01117
21742,2015-11-01T05:00:00Z,38.3390,145.1670,0,01117
21742,2015-11-01T06:00:00Z,38.3400,145.1570,0,01117
21742,2015-11-01T07:00:00Z,38.3380,145.1490,0,01117
21742,2015-11-01T08:00:00Z,38.3360,145.1410,0,01117
21742,2015-11-01T09:00:00Z,38.3350,145.1330,0,01117
21742,2015-11-01T10:00:00Z,38.3350,145.1260,0,01117
21742,2015-11-01T12:00:00Z,38.3330,145.1110,0,01117
21742,2015-11-01T13:00:00Z,38.3290,145.1040,0,01117
21742,2015-11-01T14:00:00Z,38.3270,145.0970,0,01117
21742,2015-11-01T15:00:00Z,38.3250,145.0890,0,01117
21742,2015-11-01T16:00:00Z,38.3240,145.0810,0,01117
21742,2015-11-01T17:00:00Z,38.3250,145.0720,0,01117
21742,2015-11-01T18:00:00Z,38.3270,145.0630,0,01117
21742,2015-11-01T19:00:00Z,38.3270,145.0570,0,01117
21742,2015-11-01T20:00:00Z,38.3260,145.0510,0,01117
21742,2015-11-01T21:00:00Z,38.3250,145.0450,0,01117
21742,2015-11-01T22:00:00Z,38.3220,145.0360,0,01117
21742,2015-11-01T23:00:00Z,38.3180,145.0290,0,01117
21742,2015-11-02T00:00:00Z,38.3130,145.0190,0,01117
21742,2015-11-02T01:00:00Z,38.3090,145.0100,0,01117
21742,2015-11-02T02:00:00Z,38.3070,145.0030,0,01117
21742,2015-11-02T03:00:00Z,38.3050,144.9940,0,01117
21742,2015-11-02T04:00:00Z,38.3040,144.9820,0,01117
21742,2015-11-02T05:00:00Z,38.3040,144.9710,0,01117
21742,2015-11-02T06:00:00Z,38.3020,144.9620,0,01117
21742,2015-11-02T07:00:00Z,38.3080,144.9510,0,01117
21742,2015-11-02T08:00:00Z,38.3030,144.9400,0,01117
21742,2015-11-02T09:00:00Z,38.3070,144.9210,0,01117
21742,2015-11-02T10:00:00Z,38.3040,144.9200,0,01117
21742,2015-11-02T11:00:00Z,38.3000,144.9130,0,01117
21742,2015-11-02T12:00:00Z,38.2980,144.9010,0,01117
21742,2015-11-02T13:00:00Z,38.2950,144.8940,0,01117
21742,2015-11-02T14:00:00Z,38.2930,144.8960,0,01117
