PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),QC
2200679,94148,2016-03-16T09:00:00Z,13.9246,120.7106,0,001117
2200679,94148,2016-03-16T10:00:00Z,13.9261,120.7239,0,001117
2200679,94148,2016-03-16T11:00:00Z,13.9261,120.7239,0,001117
2200679,94148,2016-03-16T12:00:00Z,13.9277,120.7201,0,001117
2200679,94148,2016-03-16T13:00:00Z,13.9277,120.7201,0,001117
2200679,94148,2016-03-16T14:00:00Z,13.9269,120.7205,0,001117
2200679,94148,2016-03-16T15:00:00Z,13.9269,120.7205,0,001117
2200679,94148,2016-03-16T16:00:00Z,13.9269,120.7205,0,001117
2200679,94148,2016-03-16T17:00:00Z,13.9269,120.7205,0,001117
2200679,94148,2016-03-16T18:00:00Z,13.9245,120.7209,0,001117
2200679,94148,2016-03-16T19:00:00Z,13.9269,120.7205,0,001117
2200679,94148,2016-03-16T20:00:00Z,13.9246,120.7210,0,001117
2200679,94148,2016-03-16T21:00:00Z,13.9267,120.7186,0,001117
2200679,94148,2016-03-16T22:00:00Z,13.9263,120.7192,0,001117
2200679,94148,2016-03-16T23:00:00Z,13.9258,120.7189,0,001117
2200679,94148,2016-03-17T00:00:00Z,13.9258,120.7189,0,001117
2200679,94148,2016-03-17T02:00:00Z,13.9248,120.7184,0,001117
2200679,94148,2016-03-17T03:00:00Z,13.9248,120.7184,0,001117
2200679,94148,2016-03-17T04:00:00Z,13.9291,120.7330,0,001117
2200679,94148,2016-03-17T05:00:00Z,13.9291,120.7330,0,001117
2200679,94148,2016-03-17T06:00:00Z,13.9248,120.7184,0,001117
2200679,94148,2016-03-17T08:00:00Z,13.9291,120.7330,0,001117
2200679,94148,2016-03-17T09:00:00Z,13.9266,120.7209,0,001117
2200679,94148,2016-03-17T10:00:00Z,13.9303,120.7226,0,001117
2200679,94148,2016-03-17T11:00:00Z,13.9303,120.7226,0,001117
2200679,94148,2016-03-17T13:00:00Z,13.9247,120.7225,0,001117
2200679,94148,2016-03-17T14:00:00Z,13.9247,120.7225,0,001117
2200679,94148,2016-03-17T15:00:00Z,13.9247,120.7225,0,001117
2200679,94148,2016-03-17T16:00:00Z,13.9264,120.7168,0,001117
2200679,94148,2016-03-17T17:00:00Z,13.9247,120.7225,0,001117
2200679,94148,2016-03-17T18:00:00Z,13.9247,120.7225,0,001117
2200679,94148,2016-03-17T19:00:00Z,13.9262,120.7168,0,001117
2200679,94148,2016-03-17T20:00:00Z,13.9262,120.7168,0,001117
2200679,94148,2016-03-17T21:00:00Z,13.9262,120.7168,0,001117
2200679,94148,2016-03-17T22:00:00Z,13.9263,120.7181,0,001117
2200679,94148,2016-03-17T23:00:00Z,13.9255,120.7198,0,001117
2200679,94148,2016-03-18T00:00:00Z,13.9255,120.7198,0,001117
2200679,94148,2016-03-18T01:00:00Z,13.9268,120.7234,0,001117
2200679,94148,2016-03-18T03:00:00Z,13.9265,120.7253,0,001117
2200679,94148,2016-03-18T04:00:00Z,13.9266,120.7181,0,001117
2200679,94148,2016-03-18T05:00:00Z,13.9266,120.7181,0,001117
2200679,94148,2016-03-18T06:00:00Z,13.9265,120.7253,0,001117
2200679,94148,2016-03-18T07:00:00Z,13.9266,120.7181,0,001117
2200679,94148,2016-03-18T08:00:00Z,13.9266,120.7181,0,001117
2200679,94148,2016-03-18T10:00:00Z,13.9269,120.7204,0,001117
2200679,94148,2016-03-18T11:00:00Z,13.9291,120.7138,0,001117
2200679,94148,2016-03-18T12:00:00Z,13.9289,120.7165,0,001117
2200679,94148,2016-03-18T14:00:00Z,13.9252,120.7099,0,001117
2200679,94148,2016-03-18T15:00:00Z,13.9252,120.7099,0,001117
2200679,94148,2016-03-18T17:00:00Z,13.9252,120.7099,0,001117
2200679,94148,2016-03-18T18:00:00Z,13.9252,120.7099,0,001117
2200679,94148,2016-03-18T19:00:00Z,13.9252,120.7099,0,001117
2200679,94148,2016-03-18T21:00:00Z,13.9252,120.7099,0,001117
2200679,94148,2016-03-18T22:00:00Z,13.9252,120.7099,0,001117
2200679,94148,2016-03-18T23:00:00Z,13.9252,120.7099,0,001117
2200679,94148,2016-03-19T00:00:00Z,13.5283,120.3618,0,001447
2200679,94148,2016-03-19T01:00:00Z,13.5283,120.3618,0,001117
2200679,94148,2016-03-19T02:00:00Z,13.5074,120.3316,0,001117
2200679,94148,2016-03-19T03:00:00Z,13.5074,120.3316,0,001117
2200679,94148,2016-03-19T04:00:00Z,13.5074,120.3316,0,001117
2200679,94148,2016-03-19T05:00:00Z,13.5074,120.3316,0,001117
2200679,94148,2016-03-19T06:00:00Z,13.3992,120.1287,0,001447
2200679,94148,2016-03-19T08:00:00Z,13.2811,119.8751,0,001117
2200679,94148,2016-03-19T09:00:00Z,13.2811,119.8751,0,001117
2200679,94148,2016-03-19T10:00:00Z,13.2670,119.8449,0,001117
2200679,94148,2016-03-19T11:00:00Z,13.1730,119.6652,0,001447
2200679,94148,2016-03-19T12:00:00Z,13.1730,119.6652,0,001117
2200679,94148,2016-03-19T13:00:00Z,13.1516,119.5846,0,001117
2200679,94148,2016-03-19T14:00:00Z,13.1239,119.5239,0,001117
2200679,94148,2016-03-19T15:00:00Z,13.1239,119.5239,0,001117
2200679,94148,2016-03-19T16:00:00Z,13.1239,119.5239,0,001117
2200679,94148,2016-03-19T17:00:00Z,12.9813,119.2067,0,001447
2200679,94148,2016-03-19T18:00:00Z,12.9813,119.2067,0,001117
2200679,94148,2016-03-19T19:00:00Z,12.9812,119.2083,0,001117
2200679,94148,2016-03-19T20:00:00Z,12.8876,119.0067,0,001447
2200679,94148,2016-03-19T21:00:00Z,12.8876,119.0067,0,001117
2200679,94148,2016-03-19T22:00:00Z,12.8751,119.0018,0,001117
2200679,94148,2016-03-19T23:00:00Z,12.8790,118.9832,0,001117
2200679,94148,2016-03-20T00:00:00Z,12.8131,118.7911,0,001447
2200679,94148,2016-03-20T01:00:00Z,12.8790,118.9832,0,001447
2200679,94148,2016-03-20T02:00:00Z,12.7600,118.7160,0,001447
2200679,94148,2016-03-20T03:00:00Z,12.7600,118.7160,0,001117
2200679,94148,2016-03-20T05:00:00Z,12.7600,118.7160,0,001117
2200679,94148,2016-03-20T06:00:00Z,12.6487,118.4294,0,001447
2200679,94148,2016-03-20T07:00:00Z,12.6489,118.4339,0,001117
2200679,94148,2016-03-20T09:00:00Z,12.6489,118.4339,0,001117
2200679,94148,2016-03-20T10:00:00Z,12.7500,118.4682,0,001117
2200679,94148,2016-03-20T11:00:00Z,12.7500,118.4682,0,001117
2200679,94148,2016-03-20T12:00:00Z,12.6731,118.3031,0,001447
2200679,94148,2016-03-20T15:00:00Z,12.6731,118.3031,0,001117
