PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),QC
5200680,116328,2015-11-04T19:00:00Z,31.7775,133.8934,0,001447
5200680,116328,2015-11-04T20:00:00Z,31.6722,133.7799,0,001447
5200680,116328,2015-11-04T23:00:00Z,31.7775,133.8934,0,001117
5200680,116328,2015-11-05T03:00:00Z,31.7775,133.8934,0,001117
5200680,116328,2015-11-05T08:00:00Z,31.7775,133.8934,0,001117
5200680,116328,2015-11-06T02:00:00Z,31.8617,134.0011,0,001117
5200680,116328,2015-11-06T07:00:00Z,31.8617,134.0011,0,001117
5200680,116328,2015-11-06T08:00:00Z,31.8617,134.0011,0,001117
5200680,116328,2015-11-06T09:00:00Z,31.8617,134.0011,0,001117
5200680,116328,2015-11-06T11:00:00Z,31.8617,134.0011,0,001117
5200680,116328,2015-11-06T14:00:00Z,32.0565,134.2974,0,001447
5200680,116328,2015-11-06T15:00:00Z,32.0565,134.2974,0,001117
5200680,116328,2015-11-06T16:00:00Z,32.0565,134.2974,0,001117
5200680,116328,2015-11-06T17:00:00Z,32.0565,134.2974,0,001117
5200680,116328,2015-11-06T20:00:00Z,32.0565,134.2974,0,001117
5200680,116328,2015-11-06T21:00:00Z,32.0565,134.2974,0,001117
5200680,116328,2015-11-07T11:00:00Z,32.1395,134.4492,0,001117
5200680,116328,2015-11-07T12:00:00Z,32.1395,134.4492,0,001117
5200680,116328,2015-11-07T14:00:00Z,32.1395,134.4492,0,001117
5200680,116328,2015-11-07T21:00:00Z,32.1395,134.4492,0,001117
5200680,116328,2015-11-07T23:00:00Z,32.1395,134.4492,0,001117
5200680,116328,2015-11-08T03:00:00Z,32.1395,134.4492,0,001117
5200680,116328,2015-11-08T04:00:00Z,32.1395,134.4492,0,001117
5200680,116328,2015-11-08T05:00:00Z,32.3781,134.9302,0,001447
5200680,116328,2015-11-08T07:00:00Z,32.3781,134.9302,0,001117
5200680,116328,2015-11-08T08:00:00Z,32.3781,134.9302,0,001117
5200680,116328,2015-11-08T17:00:00Z,32.3781,134.9302,0,001117
5200680,116328,2015-11-08T20:00:00Z,32.3781,134.9302,0,001117
5200680,116328,2015-11-08T21:00:00Z,32.3781,134.9302,0,001117
5200680,116328,2015-11-08T23:00:00Z,32.3781,134.9302,0,001117
5200680,116328,2015-11-09T03:00:00Z,32.3781,134.9302,0,001117
5200680,116328,2015-11-09T05:00:00Z,32.3781,134.9302,0,001117
5200680,116328,2015-11-09T08:00:00Z,32.3781,134.9302,0,001117
5200680,116328,2015-11-09T09:00:00Z,32.3781,134.9302,0,001117
5200680,116328,2015-11-09T14:00:00Z,32.3781,134.9302,0,001117
5200680,116328,2015-11-09T18:00:00Z,32.3781,134.9302,0,001117
5200680,116328,2015-11-09T19:00:00Z,32.3781,134.9302,0,001117
5200680,116328,2015-11-09T20:00:00Z,32.3781,134.9302,0,001117
5200680,116328,2015-11-10T00:00:00Z,32.3781,134.9302,0,001117
5200680,116328,2015-11-10T03:00:00Z,32.3781,134.9302,0,001117
5200680,116328,2015-11-10T04:00:00Z,32.3781,134.9302,0,001117
5200680,116328,2015-11-10T09:00:00Z,32.3998,135.8952,0,001447
5200680,116328,2015-11-10T12:00:00Z,32.3998,135.8952,0,001117
5200680,116328,2015-11-10T14:00:00Z,32.3998,135.8952,0,001117
5200680,116328,2015-11-10T15:00:00Z,32.3998,135.8952,0,001117
5200680,116328,2015-11-10T16:00:00Z,32.3998,135.8952,0,001117
5200680,116328,2015-11-10T17:00:00Z,32.3998,135.8952,0,001117
5200680,116328,2015-11-10T19:00:00Z,32.3998,135.8952,0,001117
5200680,116328,2015-11-10T20:00:00Z,32.3998,135.8952,0,001117
5200680,116328,2015-11-11T02:00:00Z,32.3998,135.8952,0,001117
5200680,116328,2015-11-11T09:00:00Z,32.3998,135.8952,0,001117
5200680,116328,2015-11-11T15:00:00Z,32.3998,135.8952,0,001117
