PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2100962,90128,2016-02-17T00:00:00Z,42.7610,146.3110,,0,7.3,6.1,0.14,0.09,0.74,0.5,313,15,-0.605,-0.113,00111971111171111
2100962,90128,2016-02-17T03:00:00Z,42.7490,146.2250,,0,9.5,6.4,0.22,0.12,0.74,0.5,313,15,-0.605,-0.113,00111971111171111
2100962,90128,2016-02-17T06:00:00Z,42.7390,146.1510,,0,10.9,0.5,0.24,0.04,0.74,0.5,313,15,-0.62,-0.01,00111971111171111
2100962,90128,2016-02-17T09:00:00Z,42.7470,146.0610,,0,12.4,-0.5,0.36,-0.06,0.72,0.5,313,15,-0.657,0.098,00111971111171111
2100962,90128,2016-02-17T12:00:00Z,42.7580,145.9770,,0,14.3,-2.6,0.57,-0.1,0.7,0.5,313,15,-0.563,0.144,00111971111171111
2100962,90128,2016-02-17T15:00:00Z,42.7750,145.9120,,0,12.9,-2.6,0.59,-0.09,0.69,0.5,313,15,-0.483,0.103,00111971111171111
2100962,90128,2016-02-17T18:00:00Z,42.7780,145.8490,,0,11.7,-0.3,0.38,0,0.69,0.5,313,15,-0.525,0.057,00111971111171111
2100962,90128,2016-02-17T21:00:00Z,42.7860,145.7730,,0,10.7,3.2,0.23,0.05,0.7,0.5,313,15,-0.495,0.072,00111971111171111
2100962,90128,2016-02-18T00:00:00Z,42.7920,145.7180,,0,8.4,2.2,0.14,0.06,0.76,0.5,313,15,-0.566,0.077,00111971111171111
2100962,90128,2016-02-18T03:00:00Z,42.8010,145.6230,,0,6.7,6.3,0.13,0.09,0.83,0.5,313,15,-0.649,0,00111971111171111
2100962,90128,2016-02-18T06:00:00Z,42.7920,145.5460,,0,8.6,7.3,0.19,0.15,0.86,0.5,313,15,-0.483,-0.154,00111971111171111
2100962,90128,2016-02-18T09:00:00Z,42.7710,145.4950,,0,8,8.1,0.19,0.17,0.87,0.5,313,15,-0.514,-0.262,00111971111171111
