PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2200638,61504040,2015-11-07T15:00:00Z,34.1580,161.9650,0,-0.3,-9.7,0,-0.17,22.59,0.5,313,15,0.566,-0.242,0011171111171111
2200638,61504040,2015-11-07T18:00:00Z,34.1360,162.0360,0,-1.6,-10.3,-0.03,-0.16,22.49,0.5,313,15,0.618,-0.201,0011171111171111
2200638,61504040,2015-11-07T21:00:00Z,34.1190,162.1100,0,-3.5,-9.3,-0.05,-0.15,22.46,0.5,313,15,0.677,-0.144,0011171111171111
2200638,61504040,2015-11-08T00:00:00Z,34.1080,162.1950,0,-5.2,-9.1,-0.08,-0.15,22.48,0.5,313,15,0.711,-0.093,0011171111171111
2200638,61504040,2015-11-08T03:00:00Z,34.1010,162.2770,0,-4.9,-7.9,-0.09,-0.13,22.51,0.5,313,15,0.805,-0.098,0011171111171111
2200638,61504040,2015-11-08T06:00:00Z,34.0890,162.3840,0,-6.4,-7,-0.1,-0.11,22.53,0.5,313,15,0.831,-0.123,0011171111171111
2200638,61504040,2015-11-08T09:00:00Z,34.0770,162.4720,0,-6.7,-6.6,-0.11,-0.11,22.6,0.5,313,15,0.699,-0.077,0011171111171111
2200638,61504040,2015-11-08T12:00:00Z,34.0740,162.5480,0,-7.2,-5.6,-0.11,-0.09,22.7,0.5,313,15,0.618,0.026,0011171111171111
2200638,61504040,2015-11-08T15:00:00Z,34.0820,162.6170,0,-7.9,-4.5,-0.12,-0.07,22.82,0.5,313,15,0.528,0.139,0011171111171111
2200638,61504040,2015-11-08T18:00:00Z,34.1010,162.6720,0,-7.8,-4,-0.13,-0.07,22.9,0.5,313,15,0.456,0.211,0011171111171111
2200638,61504040,2015-11-08T21:00:00Z,34.1230,162.7240,0,-9.1,-3,-0.16,-0.05,22.96,0.5,313,15,0.481,0.288,0011171111171111
2200638,61504040,2015-11-09T00:00:00Z,34.1570,162.7850,0,-9.4,-3.1,-0.16,-0.04,23,0.5,313,15,0.536,0.35,0011171111171111
2200638,61504040,2015-11-09T03:00:00Z,34.1910,162.8500,0,-9,-0.1,-0.13,-0.01,23,0.5,313,15,0.557,0.324,0011171111171111
2200638,61504040,2015-11-09T06:00:00Z,34.2200,162.9160,0,-8.1,1.6,-0.11,0.02,22.96,0.5,313,15,0.485,0.252,0011171111171111
2200638,61504040,2015-11-09T09:00:00Z,34.2400,162.9640,0,-7.6,3.2,-0.1,0.04,22.92,0.5,313,15,0.353,0.232,0011171111171111
2200638,61504040,2015-11-09T12:00:00Z,34.2650,162.9990,0,-8.1,3.7,-0.07,0.06,22.89,0.5,313,15,0.263,0.329,0011171111171111
2200638,61504040,2015-11-09T15:00:00Z,34.3040,163.0260,0,-6.3,5.8,-0.08,0.06,22.88,0.5,313,15,0.285,0.494,0011171111171111
2200638,61504040,2015-11-09T18:00:00Z,34.3610,163.0660,0,-4.2,4.6,-0.04,0.05,22.87,0.5,313,15,0.395,0.514,0011171111171111
2200638,61504040,2015-11-09T21:00:00Z,34.4040,163.1190,0,-3.4,5.3,-0.02,0.05,22.88,0.5,313,15,0.437,0.396,0011171111171111
2200638,61504040,2015-11-10T00:00:00Z,34.4380,163.1690,0,-2.6,7.4,-0.02,0.07,22.9,0.5,313,15,0.386,0.355,0011171111171111
2200638,61504040,2015-11-10T03:00:00Z,34.4730,163.2100,0,-0.8,8.9,-0.01,0.1,22.9,0.5,313,15,0.365,0.396,0011171111171111
2200638,61504040,2015-11-10T06:00:00Z,34.5150,163.2550,0,0.4,7.8,0,0.09,22.88,0.5,313,15,0.364,0.36,0011171111171111
2200638,61504040,2015-11-10T09:00:00Z,34.5430,163.2960,0,-0.1,7.5,0,0.08,22.92,0.5,313,15,0.263,0.36,0011171111171111
2200638,61504040,2015-11-10T12:00:00Z,34.5850,163.3170,0,0.2,7,0.02,0.09,23.02,0.5,313,15,0.161,0.453,0011171111171111
2200638,61504040,2015-11-10T15:00:00Z,34.6310,163.3340,0,1.9,6.8,0.02,0.07,23.1,0.5,313,15,0.212,0.319,0011171111171111
2200638,61504040,2015-11-10T18:00:00Z,34.6470,163.3670,0,2.9,,,,23.12,0.5,313,15,0.326,0.159,0011171999171111
2200638,61504040,2015-11-10T21:00:00Z,34.6620,163.4110,0,2.2,,,,23.09,0.5,313,15,0.402,0.17,0011171999171111
2200638,61504040,2015-11-11T00:00:00Z,34.6800,163.4620,0,2.9,6.4,0.03,0.06,23.05,0.5,313,15,0.436,0.226,0011171111171111
2200638,61504040,2015-11-11T03:00:00Z,34.7060,163.5140,0,3.4,5.1,0.03,0.05,23.04,0.5,313,15,0.359,0.283,0011171111171111
2200638,61504040,2015-11-11T06:00:00Z,34.7350,163.5470,0,3.7,5,0.03,0.04,23.09,0.5,313,15,0.3,0.324,0011171111171111
2200638,61504040,2015-11-11T09:00:00Z,34.7690,163.5850,0,4.1,5,0.03,0.05,23.19,0.5,313,15,0.376,0.314,0011171111171111
2200638,61504040,2015-11-11T12:00:00Z,34.7960,163.6360,0,2.9,5.4,0.04,0.06,23.24,0.5,313,15,0.452,0.237,0011171111171111
2200638,61504040,2015-11-11T15:00:00Z,34.8150,163.6920,0,4.3,4.9,0.04,0.04,23.18,0.5,313,15,0.465,0.149,0011171111171111
2200638,61504040,2015-11-11T18:00:00Z,34.8250,163.7460,0,4.7,3.4,0.04,0.03,23.08,0.5,313,15,0.393,0.139,0011171111171111
2200638,61504040,2015-11-11T21:00:00Z,34.8420,163.7850,0,5.5,2.8,0.04,0.02,23.05,0.5,313,15,0.329,0.221,0011171111171111
2200638,61504040,2015-11-12T00:00:00Z,34.8680,163.8240,0,3.5,0.5,0.02,0.01,23.14,0.5,313,15,0.342,0.221,0011171111171111
2200638,61504040,2015-11-12T03:00:00Z,34.8850,163.8660,0,1.8,-0.3,0.01,0,23.29,0.5,313,15,0.342,0.129,0011171111171111
2200638,61504040,2015-11-12T06:00:00Z,34.8930,163.9050,0,0.5,0,0,-0.01,23.32,0.5,313,15,0.283,0.123,0011171111171111
2200638,61504040,2015-11-12T09:00:00Z,34.9090,163.9330,0,0.6,-1.9,0,-0.01,23.24,0.5,313,15,0.304,0.206,0011171111171111
2200638,61504040,2015-11-12T12:00:00Z,34.9330,163.9770,0,-1,-1.5,0,0,23.17,0.5,313,15,0.418,0.139,0011171111171111
2200638,61504040,2015-11-12T15:00:00Z,34.9360,164.0320,0,-0.8,0,0,0,23.14,0.5,313,15,0.388,-0.067,0011171111171111
2200638,61504040,2015-11-12T18:00:00Z,34.9200,164.0690,0,0.1,2.3,0,0.01,23.13,0.5,313,15,0.177,-0.123,0011171111171111
2200638,61504040,2015-11-12T21:00:00Z,34.9120,164.0740,0,0.1,4.2,0,0.02,23.12,0.5,313,15,0.076,0.026,0011171111171111
2200638,61504040,2015-11-13T00:00:00Z,34.9250,164.0870,0,-3.2,2.6,-0.02,0.04,23.11,0.5,313,15,0.228,0.201,0011171111171111
2200638,61504040,2015-11-13T03:00:00Z,34.9510,164.1280,0,-0.9,7.8,-0.01,0.08,23.11,0.5,313,15,0.443,0.216,0011171111171111
2200638,61504040,2015-11-13T06:00:00Z,34.9670,164.1920,0,0.3,8,0.01,0.11,23.09,0.5,313,15,0.556,0.118,0011171111171111
2200638,61504040,2015-11-13T09:00:00Z,34.9740,164.2600,0,2.3,9.8,0.03,0.15,23.03,0.5,313,15,0.662,0.051,0011171111171111
2200638,61504040,2015-11-13T12:00:00Z,34.9770,164.3490,0,2.7,9.1,0.07,0.24,22.96,0.5,313,15,0.696,-0.072,0011171111171111
2200638,61504040,2015-11-13T15:00:00Z,34.9600,164.4250,0,4.7,10.9,0.11,0.24,22.89,0.5,313,15,0.654,-0.201,0011171111171111
2200638,61504040,2015-11-13T18:00:00Z,34.9380,164.5040,0,7,12,0.17,0.28,22.83,0.5,313,15,0.645,-0.211,0011171111171111
2200638,61504040,2015-11-13T21:00:00Z,34.9190,164.5780,0,7.9,10.3,0.2,0.21,22.79,0.5,313,15,0.616,-0.165,0011171111171111
2200638,61504040,2015-11-14T00:00:00Z,34.9060,164.6500,0,5.9,-10.9,0.15,-0.11,22.77,0.5,313,15,0.561,-0.268,0011171111171111
2200638,61504040,2015-11-14T03:00:00Z,34.8670,164.7110,0,2.9,-15.4,0.08,-0.46,22.78,0.5,313,15,0.439,-0.412,0011171111171111
2200638,61504040,2015-11-14T06:00:00Z,34.8260,164.7540,0,0.3,-15.1,0.05,-0.49,22.77,0.5,313,15,0.279,-0.427,0011171111171111
2200638,61504040,2015-11-14T09:00:00Z,34.7840,164.7770,0,-0.2,-14.4,0.01,-0.45,22.73,0.5,313,15,0.161,-0.365,0011171111171111
2200638,61504040,2015-11-14T12:00:00Z,34.7550,164.7920,0,-0.6,-14.6,-0.01,-0.42,22.67,0.5,313,15,0.165,-0.257,0011171111171111
2200638,61504040,2015-11-14T15:00:00Z,34.7340,164.8160,0,-1.8,-14.3,-0.05,-0.42,22.62,0.5,313,15,0.317,-0.17,0011171111171111
2200638,61504040,2015-11-14T18:00:00Z,34.7220,164.8670,0,-2.1,-14.4,-0.09,-0.4,22.6,0.5,313,15,0.533,-0.17,0011171111171111
2200638,61504040,2015-11-14T21:00:00Z,34.7010,164.9420,0,-4.2,-13.2,-0.1,-0.35,22.59,0.5,313,15,0.647,-0.288,0011171111171111
