PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2101500,61506380,2015-11-02T12:00:00Z,40.1800,137.8910,0,1,-0.9,0.01,-0.01,16.42,0.5,313,15,-0.031,-0.087,0011171111171111
2101500,61506380,2015-11-02T15:00:00Z,40.1770,137.9030,0,3.1,-0.9,0.02,-0.01,16.42,0.5,313,15,-0.031,-0.087,0011171111171111
2101500,61506380,2015-11-02T18:00:00Z,40.1630,137.8830,0,6.6,-1.3,0.04,-0.02,16.51,0.5,313,15,-0.208,-0.072,0011171111171111
2101500,61506380,2015-11-02T21:00:00Z,40.1630,137.8500,0,5.1,-3.8,0.05,-0.03,16.58,0.5,313,15,-0.232,0.093,0011171111171111
2101500,61506380,2015-11-03T00:00:00Z,40.1810,137.8240,0,5.5,-1.3,0.05,-0.02,16.66,0.5,313,15,-0.13,0.237,0011171111171111
2101500,61506380,2015-11-03T03:00:00Z,40.2090,137.8170,0,5.9,-1.4,0.06,-0.02,16.7,0.5,313,15,0.051,0.252,0011171111171111
2101500,61506380,2015-11-03T06:00:00Z,40.2300,137.8370,0,4,-4.4,0.04,-0.04,16.67,0.5,313,15,0.141,0.082,0011171111171111
2101500,61506380,2015-11-03T09:00:00Z,40.2250,137.8530,0,1.8,-5.3,0.01,-0.04,16.55,0.5,313,15,0.008,-0.062,0011171111171111
2101500,61506380,2015-11-03T12:00:00Z,40.2180,137.8390,0,1,-2.6,0,-0.01,16.39,0.5,313,15,-0.165,0.01,0011171111171111
2101500,61506380,2015-11-03T15:00:00Z,40.2270,137.8110,0,1.5,0.9,0.01,0,16.29,0.5,313,15,-0.196,0.211,0011171111171111
2101500,61506380,2015-11-03T18:00:00Z,40.2590,137.7890,0,2.8,,,,16.27,0.5,313,15,-0.051,0.381,0011171999171111
2101500,61506380,2015-11-03T21:00:00Z,40.3010,137.7980,0,3.3,,,,16.3,0.5,313,15,0.176,0.365,0011171999171111
2101500,61506380,2015-11-04T00:00:00Z,40.3300,137.8340,0,2.6,,0.03,,16.32,0.5,313,15,0.251,0.17,0011171919171111
2101500,61506380,2015-11-04T03:00:00Z,40.3340,137.8620,0,4.1,,0.04,,16.32,0.5,313,15,0.094,-0.01,0011171919171111
2101500,61506380,2015-11-04T06:00:00Z,40.3280,137.8580,0,5,,,,16.29,0.5,313,15,-0.125,0.036,0011171999171111
2101500,61506380,2015-11-04T09:00:00Z,40.3410,137.8300,0,4.9,,,,16.22,0.5,313,15,-0.2,0.216,0011171999171111
2101500,61506380,2015-11-04T12:00:00Z,40.3700,137.8070,0,4.7,,,,16.21,0.5,313,15,-0.082,0.35,0011171999171111
2101500,61506380,2015-11-04T15:00:00Z,40.4090,137.8090,0,3.9,,,,16.21,0.5,313,15,0.117,0.35,0011171999171111
2101500,61506380,2015-11-04T18:00:00Z,40.4380,137.8370,0,4.3,,,,16.18,0.5,313,15,0.243,0.165,0011171999171111
2101500,61506380,2015-11-04T21:00:00Z,40.4410,137.8710,0,4.1,,,,16.17,0.5,313,15,0.149,-0.036,0011171999171111
2101500,61506380,2015-11-05T00:00:00Z,40.4310,137.8750,0,3.1,4.6,0.03,0.04,16.24,0.5,313,15,-0.082,-0.041,0011171111171111
2101500,61506380,2015-11-05T03:00:00Z,40.4330,137.8500,0,3,3.5,0.02,0.03,16.34,0.5,313,15,-0.219,0.144,0011171111171111
2101500,61506380,2015-11-05T06:00:00Z,40.4590,137.8190,0,3.4,3.3,0.02,0.02,16.41,0.5,313,15,-0.141,0.345,0011171111171111
2101500,61506380,2015-11-05T09:00:00Z,40.5000,137.8140,0,3.7,2.5,0.02,0.01,16.4,0.5,313,15,0.113,0.376,0011171111171111
2101500,61506380,2015-11-05T12:00:00Z,40.5320,137.8480,0,3.3,0.4,0.02,0,16.38,0.5,313,15,0.235,0.159,0011171111171111
2101500,61506380,2015-11-05T15:00:00Z,40.5310,137.8740,0,3,-1.6,0.01,-0.02,16.34,0.5,313,15,0.078,-0.046,0011171111171111
2101500,61506380,2015-11-05T18:00:00Z,40.5230,137.8680,0,-0.6,-7.4,-0.02,-0.08,16.26,0.5,313,15,-0.145,-0.031,0011171111171111
2101500,61506380,2015-11-05T21:00:00Z,40.5250,137.8370,0,-2.2,-7,-0.04,-0.12,16.17,0.5,313,15,-0.328,0.165,0011171111171111
2101500,61506380,2015-11-06T00:00:00Z,40.5550,137.7840,0,-2.7,-9.4,-0.05,-0.16,16.11,0.5,313,15,-0.316,0.381,0011171111171111
2101500,61506380,2015-11-06T03:00:00Z,40.5990,137.7560,0,-1.6,-10,-0.04,-0.2,16.07,0.5,313,15,-0.074,0.406,0011171111171111
2101500,61506380,2015-11-06T06:00:00Z,40.6340,137.7650,0,-1.4,-10,-0.02,-0.2,16.03,0.5,313,15,0.086,0.201,0011171111171111
2101500,61506380,2015-11-06T09:00:00Z,40.6380,137.7780,0,-1.3,-9.9,-0.03,-0.2,15.97,0.5,313,15,0.008,-0.041,0011171111171111
2101500,61506380,2015-11-06T12:00:00Z,40.6260,137.7670,0,-0.8,-10.3,-0.05,-0.23,15.9,0.5,313,15,-0.219,-0.134,0011171111171111
