PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),QC
21740,2015-11-01T00:00:00Z,33.0260,154.9040,0,01117
21740,2015-11-01T01:00:00Z,32.9930,154.9080,0,01117
21740,2015-11-01T02:00:00Z,32.9610,154.9130,0,01117
21740,2015-11-01T03:00:00Z,32.9290,154.9180,0,01117
21740,2015-11-01T04:00:00Z,32.8980,154.9260,0,01117
21740,2015-11-01T05:00:00Z,32.8660,154.9330,0,01117
21740,2015-11-01T06:00:00Z,32.8310,154.9400,0,01117
21740,2015-11-01T07:00:00Z,32.7950,154.9480,0,01117
21740,2015-11-01T08:00:00Z,32.7580,154.9580,0,01117
21740,2015-11-01T09:00:00Z,32.7230,154.9690,0,01117
21740,2015-11-01T10:00:00Z,32.6910,154.9770,0,01117
21740,2015-11-01T11:00:00Z,32.6590,154.9840,0,01117
21740,2015-11-01T12:00:00Z,32.6250,154.9900,0,01117
21740,2015-11-01T13:00:00Z,32.5910,155.0010,0,01117
21740,2015-11-01T14:00:00Z,32.5600,155.0160,0,01117
21740,2015-11-01T15:00:00Z,32.5320,155.0320,0,01117
21740,2015-11-01T16:00:00Z,32.5030,155.0480,0,01117
21740,2015-11-01T17:00:00Z,32.4740,155.0660,0,01117
21740,2015-11-01T18:00:00Z,32.4450,155.0840,0,01117
21740,2015-11-01T19:00:00Z,32.4140,155.1060,0,01117
21740,2015-11-01T20:00:00Z,32.3830,155.1300,0,01117
21740,2015-11-01T21:00:00Z,32.3530,155.1540,0,01117
21740,2015-11-01T22:00:00Z,32.3230,155.1730,0,01117
21740,2015-11-01T23:00:00Z,32.2960,155.1870,0,01117
21740,2015-11-02T00:00:00Z,32.2690,155.1990,0,01117
21740,2015-11-02T01:00:00Z,32.2450,155.2140,0,01117
21740,2015-11-02T02:00:00Z,32.2240,155.2350,0,01117
21740,2015-11-02T03:00:00Z,32.2060,155.2580,0,01117
21740,2015-11-02T04:00:00Z,32.1900,155.2850,0,01117
21740,2015-11-02T05:00:00Z,32.1800,155.3110,0,01117
21740,2015-11-02T06:00:00Z,32.1680,155.3390,0,01117
21740,2015-11-02T07:00:00Z,32.1550,155.3680,0,01117
21740,2015-11-02T08:00:00Z,32.1420,155.4000,0,01117
