PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),QC
21924,2015-11-01T00:00:00Z,36.0670,158.4590,20.6,0,011117
21924,2015-11-01T01:00:00Z,36.0580,158.4460,20.6,0,011117
21924,2015-11-01T02:00:00Z,36.0480,158.4210,20.6,0,011117
21924,2015-11-01T03:00:00Z,36.0380,158.3790,20.6,0,011117
21924,2015-11-01T04:00:00Z,36.0390,158.3970,20.6,0,011117
21924,2015-11-01T05:00:00Z,36.0320,158.3460,20.5,0,011117
21924,2015-11-01T06:00:00Z,36.0320,158.3460,20.4,0,011117
21924,2015-11-01T07:00:00Z,36.0390,158.3040,20.3,0,011117
21924,2015-11-01T09:00:00Z,36.0390,158.2980,20.5,0,011117
21924,2015-11-01T10:00:00Z,36.0480,158.2500,20.5,0,011117
21924,2015-11-01T11:00:00Z,36.0560,158.2440,20.5,0,011117
21924,2015-11-01T12:00:00Z,36.0500,158.2180,20.5,0,011117
21924,2015-11-01T13:00:00Z,36.0500,158.2180,20.5,0,011117
21924,2015-11-01T14:00:00Z,36.0710,158.2030,20.5,0,011117
21924,2015-11-01T15:00:00Z,36.0710,158.2030,20.4,0,011117
21924,2015-11-01T16:00:00Z,36.0710,158.2030,20.4,0,011117
21924,2015-11-01T17:00:00Z,36.0750,158.2140,20.4,0,011117
21924,2015-11-01T18:00:00Z,36.0650,158.2050,20.4,0,011117
21924,2015-11-01T19:00:00Z,36.0560,158.2100,20.4,0,011117
21924,2015-11-01T20:00:00Z,36.0450,158.1940,20.4,0,011117
21924,2015-11-01T21:00:00Z,36.0450,158.1940,20.4,0,011117
21924,2015-11-01T22:00:00Z,36.0300,158.1460,20.4,0,011117
21924,2015-11-01T23:00:00Z,36.0450,158.1940,20.4,0,011117
21924,2015-11-02T00:00:00Z,36.0180,158.1160,20.4,0,011117
21924,2015-11-02T02:00:00Z,36.0190,158.0860,20.4,0,011117
21924,2015-11-02T03:00:00Z,36.0280,158.0460,20.5,0,011117
21924,2015-11-02T04:00:00Z,36.0280,158.0460,20.5,0,011117
21924,2015-11-02T05:00:00Z,36.0280,158.0460,20.4,0,011117
21924,2015-11-02T06:00:00Z,36.0400,158.0430,20.4,0,011117
21924,2015-11-02T07:00:00Z,36.0500,158.0370,20.4,0,011117
21924,2015-11-02T08:00:00Z,36.0510,158.0360,20.4,0,011117
21924,2015-11-02T09:00:00Z,36.0530,158.0200,20.4,0,011117
21924,2015-11-02T10:00:00Z,36.0520,158.0280,20.4,0,011117
21924,2015-11-02T11:00:00Z,36.0520,158.0250,20.4,0,011117
21924,2015-11-02T12:00:00Z,36.0470,158.0140,20.4,0,011117
21924,2015-11-02T13:00:00Z,36.0470,158.0140,20.3,0,011117
21924,2015-11-02T14:00:00Z,36.0430,157.9920,20.3,0,011117
21924,2015-11-02T15:00:00Z,36.0470,158.0140,20.3,0,011117
21924,2015-11-02T16:00:00Z,36.0420,157.9930,20.3,0,011117
21924,2015-11-02T17:00:00Z,36.0420,157.9930,20.3,0,011117
21924,2015-11-02T18:00:00Z,36.0360,157.9860,20.3,0,011117
21924,2015-11-02T19:00:00Z,36.0360,157.9860,20.3,0,011117
21924,2015-11-02T20:00:00Z,36.0170,157.9450,20.3,0,011117
21924,2015-11-02T21:00:00Z,36.0170,157.9450,20.3,0,011117
21924,2015-11-02T22:00:00Z,36.0200,157.9240,20.3,0,011117
21924,2015-11-02T23:00:00Z,36.0200,157.9040,20.3,0,011117
21924,2015-11-03T00:00:00Z,36.0260,157.8900,20.3,0,011117
21924,2015-11-03T01:00:00Z,36.0350,157.8820,20.3,0,011117
21924,2015-11-03T02:00:00Z,36.0640,157.8440,20.3,0,011117
21924,2015-11-03T03:00:00Z,36.0640,157.8440,20.3,0,011117
21924,2015-11-03T04:00:00Z,36.0610,157.8850,20.3,0,011117
21924,2015-11-03T05:00:00Z,36.0610,157.8850,20.3,0,011117
21924,2015-11-03T06:00:00Z,36.0650,157.9000,20.4,0,011117
21924,2015-11-03T07:00:00Z,36.0620,157.8980,20.4,0,011117
21924,2015-11-03T08:00:00Z,36.0620,157.8980,20.4,0,011117
21924,2015-11-03T09:00:00Z,36.0350,157.9130,20.4,0,011117
21924,2015-11-03T10:00:00Z,36.0260,157.9000,20.4,0,011117
21924,2015-11-03T11:00:00Z,36.0150,157.8940,20.4,0,011117
21924,2015-11-03T12:00:00Z,36.0160,157.8930,20.4,0,011117
