PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),VGHS LEVEL0 (meter),VGTA LEVEL0 (second),QC
22106,2015-11-01T00:00:00Z,36.3500,129.7800,20.3,0,0.6,6,01111711
22106,2015-11-01T01:00:00Z,36.3500,129.7800,20.3,0,0.6,6,01111711
22106,2015-11-01T02:00:00Z,36.3500,129.7800,20.2,0,0.7,7,01111711
22106,2015-11-01T03:00:00Z,36.3500,129.7800,20.2,0,0.6,7,01111711
22106,2015-11-01T04:00:00Z,36.3500,129.7800,20.2,0,0.6,6,01111711
22106,2015-11-01T05:00:00Z,36.3500,129.7800,20.3,0,0.6,6,01111711
22106,2015-11-01T06:00:00Z,36.3500,129.7800,20.3,0,0.6,6,01111711
22106,2015-11-01T07:00:00Z,36.3500,129.7800,20.4,0,0.6,6,01111711
22106,2015-11-01T08:00:00Z,36.3500,129.7800,20.3,0,0.6,6,01111711
22106,2015-11-01T09:00:00Z,36.3500,129.7800,20.4,0,0.6,5,01111711
22106,2015-11-01T10:00:00Z,36.3500,129.7800,20.4,0,0.5,6,01111711
22106,2015-11-01T11:00:00Z,36.3500,129.7800,20.4,0,0.5,6,01111711
22106,2015-11-01T12:00:00Z,36.3500,129.7800,20.3,0,0.5,6,01111711
22106,2015-11-01T13:00:00Z,36.3500,129.7800,20.4,0,0.4,6,01111711
22106,2015-11-01T14:00:00Z,36.3500,129.7800,20.4,0,0.4,6,01111711
22106,2015-11-01T15:00:00Z,36.3500,129.7800,20.5,0,0.5,6,01111711
22106,2015-11-01T16:00:00Z,36.3500,129.7800,20.5,0,0.4,6,01111711
22106,2015-11-01T17:00:00Z,36.3500,129.7800,20.1,0,0.5,2,01111711
22106,2015-11-01T18:00:00Z,36.3500,129.7800,19.7,0,0.5,4,01111711
22106,2015-11-01T19:00:00Z,36.3500,129.7800,19.8,0,0.6,4,01111711
22106,2015-11-01T20:00:00Z,36.3500,129.7800,20.2,0,0.6,4,01111711
22106,2015-11-01T21:00:00Z,36.3500,129.7800,20.5,0,0.5,3,01111711
22106,2015-11-01T22:00:00Z,36.3500,129.7800,20.4,0,0.6,4,01111711
22106,2015-11-01T23:00:00Z,36.3500,129.7800,20.4,0,0.7,4,01111711
22106,2015-11-02T00:00:00Z,36.3500,129.7800,20.4,0,0.8,4,01111711
22106,2015-11-02T01:00:00Z,36.3500,129.7800,20.4,0,0.8,5,01111711
22106,2015-11-02T02:00:00Z,36.3500,129.7800,20.4,0,0.8,4,01111711
22106,2015-11-02T03:00:00Z,36.3500,129.7800,20.4,0,0.9,4,01111711
22106,2015-11-02T04:00:00Z,36.3500,129.7800,20.4,0,0.9,5,01111711
22106,2015-11-02T05:00:00Z,36.3500,129.7800,20.4,0,1,4,01111711
22106,2015-11-02T06:00:00Z,36.3500,129.7800,20.4,0,1.1,5,01111711
22106,2015-11-02T07:00:00Z,36.3500,129.7800,20.4,0,1.1,5,01111711
22106,2015-11-02T08:00:00Z,36.3500,129.7800,20.4,0,1,5,01111711
22106,2015-11-02T09:00:00Z,36.3500,129.7800,20.3,0,1,5,01111711
22106,2015-11-02T10:00:00Z,36.3500,129.7800,20.3,0,0.9,5,01111711
22106,2015-11-02T11:00:00Z,36.3500,129.7800,20.3,0,0.8,4,01111711
22106,2015-11-02T12:00:00Z,36.3500,129.7800,20.3,0,0.8,4,01111711
22106,2015-11-02T13:00:00Z,36.3500,129.7800,20.2,0,0.9,4,01111711
22106,2015-11-02T14:00:00Z,36.3500,129.7800,20.2,0,0.9,5,01111711
22106,2015-11-02T15:00:00Z,36.3500,129.7800,20.2,0,1,5,01111711
22106,2015-11-02T16:00:00Z,36.3500,129.7800,20.1,0,0.8,4,01111711
22106,2015-11-02T17:00:00Z,36.3500,129.7800,20.2,0,0.8,5,01111711
