PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5200607,114788,2015-11-01T00:00:00Z,23.9310,126.2850,,0,-5.9,-5.9,-0.09,-0.08,27.39,0.5,313,15,0.39,0.232,00111971111171111
5200607,114788,2015-11-01T03:00:00Z,23.9480,126.3270,,0,-5.6,-5.6,-0.07,-0.06,27.45,0.5,313,15,0.32,0.036,00111971111171111
5200607,114788,2015-11-01T06:00:00Z,23.9380,126.3530,,0,-5.7,-3.6,-0.06,-0.04,27.5,0.5,313,15,0.179,0.036,00111971111171111
5200607,114788,2015-11-01T09:00:00Z,23.9550,126.3650,,0,-6.1,-3.9,-0.06,-0.04,27.49,0.5,313,15,0.169,0.216,00111971111171111
5200607,114788,2015-11-01T12:00:00Z,23.9800,126.3890,,0,-4.9,-4.8,-0.06,-0.06,27.45,0.5,313,15,0.268,0.201,00111971111171111
5200607,114788,2015-11-01T15:00:00Z,23.9940,126.4220,,0,-4.9,-4.9,-0.05,-0.05,27.4,0.5,313,15,0.273,0.123,00111971111171111
5200607,114788,2015-11-01T18:00:00Z,24.0040,126.4470,,0,-4.8,-4.9,-0.05,-0.05,27.37,0.5,313,15,0.16,0.144,00111971111171111
5200607,114788,2015-11-01T21:00:00Z,24.0220,126.4560,,0,-5.8,-3.8,-0.06,-0.04,27.36,0.5,313,15,0.099,0.257,00111971111171111
5200607,114788,2015-11-02T00:00:00Z,24.0540,126.4680,,0,-5.5,-4.1,-0.06,-0.03,27.38,0.5,313,15,0.174,0.35,00111971111171111
5200607,114788,2015-11-02T03:00:00Z,24.0900,126.4930,,0,-4.6,-4.5,-0.05,-0.04,27.39,0.5,313,15,0.188,0.211,00111971111171111
5200607,114788,2015-11-02T06:00:00Z,24.0950,126.5080,,0,-5.6,-4.3,-0.05,-0.07,27.38,0.5,313,15,0.08,0.159,00111971111171111
5200607,114788,2015-11-02T09:00:00Z,24.1210,126.5100,,0,-4.9,-6.8,-0.07,-0.09,27.33,0.5,313,15,-0.005,0.257,00111971111171111
5200607,114788,2015-11-02T12:00:00Z,24.1450,126.5070,,0,-7.1,-6.4,-0.1,-0.08,27.27,0.5,313,15,0.014,0.242,00111971111171111
5200607,114788,2015-11-02T15:00:00Z,24.1680,126.5130,,0,-8.9,-5,-0.13,-0.09,27.23,0.5,313,15,0.117,0.237,00111971111171111
5200607,114788,2015-11-02T18:00:00Z,24.1910,126.5320,,0,-9.7,-6.3,-0.14,-0.09,27.2,0.5,313,15,0.089,0.201,00111971111171111
5200607,114788,2015-11-02T21:00:00Z,24.2070,126.5320,,0,-10.2,-6.1,-0.2,-0.11,27.2,0.5,313,15,0.099,0.247,00111971111171111
5200607,114788,2015-11-03T00:00:00Z,24.2390,126.5530,,0,-10.5,-5.4,-0.23,-0.12,27.21,0.5,313,15,0.174,0.257,00111971111171111
5200607,114788,2015-11-03T03:00:00Z,24.2570,126.5690,,0,-10.3,-5.5,-0.23,-0.11,27.25,0.5,313,15,0.014,0.201,00111971111171111
5200607,114788,2015-11-03T06:00:00Z,24.2780,126.5560,,0,-11.5,-5,-0.24,-0.11,27.28,0.5,313,15,-0.08,0.278,00111971111171111
5200607,114788,2015-11-03T09:00:00Z,24.3110,126.5520,,0,-10,-5.3,-0.21,-0.1,27.25,0.5,313,15,-0.023,0.401,00111971111171111
5200607,114788,2015-11-03T12:00:00Z,24.3560,126.5510,,0,-9.8,-3.5,-0.2,-0.07,27.21,0.5,313,15,0.009,0.406,00111971111171111
5200607,114788,2015-11-03T15:00:00Z,24.3900,126.5540,,0,-10.9,-1.5,-0.2,-0.03,27.19,0.5,313,15,0.056,0.34,00111971111171111
5200607,114788,2015-11-03T18:00:00Z,24.4220,126.5630,,0,-12.1,,,,27.17,0.5,313,15,0.052,0.334,00111971999171111
5200607,114788,2015-11-03T21:00:00Z,24.4550,126.5650,,0,-9.8,,,,27.16,0.5,313,15,0.07,0.319,00111971999171111
5200607,114788,2015-11-04T00:00:00Z,24.4840,126.5780,,0,-9,,-0.15,,27.16,0.5,313,15,0.117,0.226,00111971919171111
5200607,114788,2015-11-04T03:00:00Z,24.4990,126.5900,,0,-10.3,,-0.14,,27.15,0.5,313,15,-0.033,0.17,00111971919171111
5200607,114788,2015-11-04T06:00:00Z,24.5170,126.5710,,0,-10.5,,,,27.14,0.5,313,15,-0.206,0.278,00111971999171111
5200607,114788,2015-11-04T09:00:00Z,24.5530,126.5460,,0,-9.2,,,,27.14,0.5,313,15,-0.159,0.376,00111971999171111
5200607,114788,2015-11-04T12:00:00Z,24.5900,126.5370,,0,-10.5,,,,27.12,0.5,313,15,-0.037,0.381,00111971999171111
5200607,114788,2015-11-04T15:00:00Z,24.6270,126.5380,,0,-9.5,,,,27.11,0.5,313,15,0.019,0.401,00111971999171111
5200607,114788,2015-11-04T18:00:00Z,24.6680,126.5410,,0,-9.7,,,,27.1,0.5,313,15,0.07,0.345,00111971999171111
5200607,114788,2015-11-04T21:00:00Z,24.6940,126.5530,,0,-8.7,,,,27.09,0.5,313,15,0.075,0.252,00111971999171111
5200607,114788,2015-11-05T00:00:00Z,24.7170,126.5570,,0,-10.6,1,-0.13,0,27.08,0.5,313,15,-0.056,0.108,00111971111171111
5200607,114788,2015-11-05T03:00:00Z,24.7150,126.5410,,0,-7.3,0.8,-0.12,0.01,27.07,0.5,313,15,-0.164,0.129,00111971111171111
5200607,114788,2015-11-05T06:00:00Z,24.7420,126.5220,,0,-7.3,4.4,-0.1,0.02,27.05,0.5,313,15,-0.215,0.345,00111971111171111
5200607,114788,2015-11-05T09:00:00Z,24.7820,126.4950,,0,-7.8,2.2,-0.12,0.01,27.02,0.5,313,15,-0.219,0.463,00111971111171111
5200607,114788,2015-11-05T12:00:00Z,24.8320,126.4750,,0,-9.7,1.1,-0.15,0.01,26.99,0.5,313,15,-0.089,0.458,00111971111171111
5200607,114788,2015-11-05T15:00:00Z,24.8710,126.4760,,0,-10.2,0.3,-0.15,0.01,26.97,0.5,313,15,-0.009,0.376,00111971111171111
5200607,114788,2015-11-05T18:00:00Z,24.9050,126.4730,,0,-7.8,2.5,-0.11,0.01,26.97,0.5,313,15,0.009,0.262,00111971111171111
5200607,114788,2015-11-05T21:00:00Z,24.9220,126.4780,,0,-7.3,1.5,-0.09,0.02,26.99,0.5,313,15,-0.037,0.216,00111971111171111
5200607,114788,2015-11-06T00:00:00Z,24.9470,126.4650,,0,-7.2,0.1,-0.08,0.01,27.04,0.5,313,15,-0.131,0.103,00111971111171111
5200607,114788,2015-11-06T03:00:00Z,24.9420,126.4500,,0,-7,1.6,-0.07,0.01,27.11,0.5,313,15,-0.131,-0.051,00111971111171111
5200607,114788,2015-11-06T06:00:00Z,24.9370,126.4370,,0,-6.7,1.3,-0.07,0.01,27.15,0.5,313,15,-0.177,-0.005,00111971111171111
5200607,114788,2015-11-06T09:00:00Z,24.9410,126.4120,,0,-7.6,0.5,-0.09,0.01,27.14,0.5,313,15,-0.201,0.149,00111971111171111
5200607,114788,2015-11-06T12:00:00Z,24.9660,126.3940,,0,-8.6,1.3,-0.11,0.01,27.13,0.5,313,15,-0.047,0.154,00111971111171111
5200607,114788,2015-11-06T15:00:00Z,24.9710,126.4020,,0,-8.7,2.3,-0.11,0.03,27.12,0.5,313,15,0.149,0.031,00111971111171111
5200607,114788,2015-11-06T18:00:00Z,24.9720,126.4260,,0,-7.8,1.8,-0.1,0.02,27.11,0.5,313,15,0.131,0.005,00111971111171111
5200607,114788,2015-11-06T21:00:00Z,24.9720,126.4300,,0,-8.1,1.2,-0.1,0.02,27.09,0.5,313,15,0.065,0.082,00111971111171111
5200607,114788,2015-11-07T00:00:00Z,24.9880,126.4400,,0,-7.6,2.9,-0.09,0.03,27.1,0.5,313,15,0.07,0.144,00111971111171111
5200607,114788,2015-11-07T03:00:00Z,25.0000,126.4450,,0,-6.2,2.5,-0.06,0.03,27.14,0.5,313,15,0.089,0.118,00111971111171111
5200607,114788,2015-11-07T06:00:00Z,25.0110,126.4590,,0,-5.5,2.2,-0.05,0.02,27.16,0.5,313,15,0.033,0.149,00111971111171111
5200607,114788,2015-11-07T09:00:00Z,25.0290,126.4520,,0,-5.7,1.1,-0.05,0.01,27.13,0.5,313,15,-0.07,0.165,00111971111171111
5200607,114788,2015-11-07T12:00:00Z,25.0430,126.4440,,0,-5.8,2.3,-0.06,0.02,27.07,0.5,313,15,-0.042,0.139,00111971111171111
5200607,114788,2015-11-07T15:00:00Z,25.0560,126.4430,,0,-4.8,3,-0.04,0.02,27.03,0.5,313,15,0.028,0.108,00111971111171111
5200607,114788,2015-11-07T18:00:00Z,25.0640,126.4500,,0,-4.8,3.8,-0.04,0.03,27.01,0.5,313,15,0.07,0.026,00111971111171111
5200607,114788,2015-11-07T21:00:00Z,25.0610,126.4580,,0,-4.5,2.6,-0.04,0.02,27.02,0.5,313,15,-0.005,0.026,00111971111171111
5200607,114788,2015-11-08T00:00:00Z,25.0690,126.4490,,0,-4.2,3.2,-0.03,0.02,27.02,0.5,313,15,-0.028,0.067,00111971111171111
5200607,114788,2015-11-08T03:00:00Z,25.0740,126.4520,,0,-3.1,2.6,-0.02,0.01,27.1,0.5,313,15,0.098,0.026,00111971111171111
5200607,114788,2015-11-08T06:00:00Z,25.0740,126.4700,,0,-2.3,1.8,-0.01,0.01,27.27,0.5,313,15,0.252,0.026,00111971111171111
5200607,114788,2015-11-08T09:00:00Z,25.0790,126.5060,,0,-1.8,0.9,-0.01,0,27.41,0.5,313,15,0.177,0.118,00111971111171111
5200607,114788,2015-11-08T12:00:00Z,25.0970,126.5080,,0,-2.3,0,-0.01,0,27.43,0.5,313,15,0.047,0.118,00111971111171111
5200607,114788,2015-11-08T15:00:00Z,25.1020,126.5160,,0,-2.9,0.7,-0.01,0,27.36,0.5,313,15,0.102,0.067,00111971111171111
5200607,114788,2015-11-08T18:00:00Z,25.1100,126.5300,,0,-2.3,1.4,-0.01,0,27.29,0.5,313,15,0.093,0.103,00111971111171111
5200607,114788,2015-11-08T21:00:00Z,25.1220,126.5360,,0,-1,0,0,0,27.22,0.5,313,15,0.019,0.103,00111971111171111
5200607,114788,2015-11-09T00:00:00Z,25.1300,126.5340,,0,-0.5,1.9,0,0,27.2,0.5,313,15,0.023,0.072,00111971111171111
5200607,114788,2015-11-09T03:00:00Z,25.1360,126.5410,,0,1.5,0.7,0,0,27.34,0.5,313,15,0.102,0.098,00111971111171111
5200607,114788,2015-11-09T06:00:00Z,25.1490,126.5560,,0,0.6,-1.8,0.01,0,27.69,0.5,313,15,0.228,0.134,00111971111171111
5200607,114788,2015-11-09T09:00:00Z,25.1620,126.5900,,0,2.5,-2.9,0.01,-0.02,27.91,0.5,313,15,0.247,0.154,00111971111171111
5200607,114788,2015-11-09T12:00:00Z,25.1790,126.6090,,0,1.7,-6.4,0,-0.06,27.72,0.5,313,15,0.14,0.123,00111971111171111
5200607,114788,2015-11-09T15:00:00Z,25.1860,126.6200,,0,0.3,-6.7,-0.01,-0.11,27.42,0.5,313,15,0.121,0.046,00111971111171111
5200607,114788,2015-11-09T18:00:00Z,25.1880,126.6350,,0,-2.7,-8.4,-0.06,-0.18,27.24,0.5,313,15,0.182,0.062,00111971111171111
5200607,114788,2015-11-09T21:00:00Z,25.1980,126.6590,,0,-4.2,-9.5,-0.09,-0.2,27.16,0.5,313,15,0.158,0.237,00111971111171111
5200607,114788,2015-11-10T00:00:00Z,25.2340,126.6690,,0,-3.9,-10.1,-0.11,-0.22,27.12,0.5,313,15,0.056,0.324,00111971111171111
5200607,114788,2015-11-10T03:00:00Z,25.2610,126.6710,,0,-5.7,-10.8,-0.13,-0.26,27.09,0.5,313,15,0.042,0.134,00111971111171111
5200607,114788,2015-11-10T06:00:00Z,25.2600,126.6780,,0,-5.7,-10.1,-0.13,-0.24,27.07,0.5,313,15,0.102,0.062,00111971111171111
