PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5200593,116420,2015-11-12T03:00:00Z,25.9140,164.9930,,0,-8.7,-1.1,-0.12,-0.01,26.5,0.5,313,15,-0.143,0.175,00111971111171111
5200593,116420,2015-11-12T04:00:00Z,25.9289,164.9791,26.5,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-12T05:00:00Z,25.9289,164.9791,26.5,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-12T06:00:00Z,25.9340,164.9760,,0,-8.5,-0.6,-0.12,-0.02,26.49,0.5,313,15,-0.093,0.201,00111971111171111
5200593,116420,2015-11-12T07:00:00Z,25.9289,164.9791,26.5,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-12T08:00:00Z,25.9421,164.9733,26.45,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-12T09:00:00Z,25.9530,164.9730,,0,-8.9,-1.7,-0.13,-0.02,26.46,0.5,313,15,0,0.17,00111971111171111
5200593,116420,2015-11-12T10:00:00Z,25.9421,164.9733,26.45,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-12T12:00:00Z,25.9670,164.9760,,0,-9.1,-1.3,-0.13,-0.01,26.42,0.5,313,15,0.014,0.129,00111971111171111
5200593,116420,2015-11-12T13:00:00Z,25.9606,164.9750,26.4,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-12T14:00:00Z,25.9606,164.9750,26.4,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-12T15:00:00Z,25.9780,164.9760,,0,-9.1,-0.1,-0.13,0,26.38,0.5,313,15,0,0.108,00111971111171111
5200593,116420,2015-11-12T18:00:00Z,25.9880,164.9760,,0,-9.7,0.6,-0.15,0.01,26.33,0.5,313,15,-0.037,0.082,00111971111171111
5200593,116420,2015-11-12T19:00:00Z,25.9606,164.9750,26.3,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-12T21:00:00Z,25.9940,164.9680,,0,-9.4,1.1,-0.14,0.01,26.31,0.5,313,15,-0.055,0.072,00111971111171111
5200593,116420,2015-11-12T22:00:00Z,25.9950,164.9632,26.3,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-12T23:00:00Z,25.9951,164.9638,26.3,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-13T00:00:00Z,26.0020,164.9640,,0,-8.1,0.6,-0.11,0.01,26.32,0.5,313,15,-0.051,0.098,00111971111171111
5200593,116420,2015-11-13T01:00:00Z,25.9951,164.9638,26.35,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-13T02:00:00Z,26.0006,164.9649,26.35,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-13T03:00:00Z,26.0130,164.9570,,0,-7,0.8,-0.08,0,26.33,0.5,313,15,-0.079,0.129,00111971111171111
5200593,116420,2015-11-13T04:00:00Z,26.0209,164.9511,26.35,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-13T05:00:00Z,26.0209,164.9511,26.3,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-13T06:00:00Z,26.0270,164.9470,,0,-7.6,-0.8,-0.08,-0.01,26.33,0.5,313,15,-0.079,0.139,00111971111171111
5200593,116420,2015-11-13T07:00:00Z,26.0209,164.9511,26.35,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-13T08:00:00Z,26.0406,164.9385,26.3,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-13T09:00:00Z,26.0400,164.9400,,0,-8.5,0,-0.09,0,26.29,0.5,313,15,-0.028,0.082,00111971111171111
5200593,116420,2015-11-13T10:00:00Z,26.0406,164.9385,26.25,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-13T12:00:00Z,26.0430,164.9410,,0,-6.8,-0.1,-0.08,0.01,26.26,0.5,313,15,0.065,0.093,00111971111171111
5200593,116420,2015-11-13T14:00:00Z,26.0603,164.9554,26.25,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-13T15:00:00Z,26.0580,164.9540,,0,-5.9,0.7,-0.05,0.01,26.24,0.5,313,15,0.069,0.175,00111971111171111
5200593,116420,2015-11-13T16:00:00Z,26.0603,164.9554,26.25,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-13T17:00:00Z,26.0743,164.9544,26.2,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-13T18:00:00Z,26.0770,164.9560,,0,-4.8,2.2,-0.04,0.01,26.24,0.5,313,15,0.014,0.18,00111971111171111
5200593,116420,2015-11-13T19:00:00Z,26.0765,164.9570,26.25,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-13T21:00:00Z,26.0930,164.9570,,0,-4.2,0.8,-0.02,0,26.32,0.5,313,15,0.046,0.129,00111971111171111
5200593,116420,2015-11-13T22:00:00Z,26.0992,164.9594,26.3,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-13T23:00:00Z,26.0992,164.9594,26.4,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-14T00:00:00Z,26.1020,164.9660,,0,-2.5,0.4,-0.01,0,26.54,0.5,313,15,0.102,0.072,00111971111171111
5200593,116420,2015-11-14T01:00:00Z,26.1074,164.9798,26.6,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-14T02:00:00Z,26.0992,164.9594,26.85,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-14T03:00:00Z,26.1070,164.9790,,0,-1.4,-1.6,-0.01,0,26.71,0.5,313,15,0.065,0.051,00111971111171111
5200593,116420,2015-11-14T04:00:00Z,26.1123,164.9772,26.8,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-14T05:00:00Z,26.1103,164.9757,26.75,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-14T06:00:00Z,26.1120,164.9800,,0,-2.1,-1.7,-0.01,-0.01,26.68,0.5,313,15,-0.065,0.087,00111971111171111
5200593,116420,2015-11-14T07:00:00Z,26.1133,164.9821,26.65,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-14T08:00:00Z,26.1133,164.9821,26.6,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-14T09:00:00Z,26.1240,164.9650,,0,-2.8,-2.6,-0.01,-0.01,26.52,0.5,313,15,-0.102,0.129,00111971111171111
5200593,116420,2015-11-14T10:00:00Z,26.1272,164.9624,26.45,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-14T12:00:00Z,26.1370,164.9580,,0,-0.5,-2.7,-0.01,-0.02,26.38,0.5,313,15,-0.032,0.175,00111971111171111
5200593,116420,2015-11-14T13:00:00Z,26.1594,164.9579,26.3,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-14T14:00:00Z,26.1604,164.9564,26.3,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-14T15:00:00Z,26.1580,164.9580,,0,-0.1,-3.2,0,-0.02,26.29,0.5,313,15,0.037,0.216,00111971111171111
5200593,116420,2015-11-14T16:00:00Z,26.1604,164.9564,26.25,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-14T17:00:00Z,26.1757,164.9609,26.25,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-14T18:00:00Z,26.1790,164.9660,,0,0.5,-3.7,0,-0.05,26.26,0.5,313,15,0.092,0.206,00111971111171111
5200593,116420,2015-11-14T21:00:00Z,26.1980,164.9780,,0,-1.8,-7.5,-0.03,-0.09,26.25,0.5,313,15,0.046,0.093,00111971111171111
5200593,116420,2015-11-14T22:00:00Z,26.2000,164.9789,26.25,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-15T00:00:00Z,26.1970,164.9760,,0,-6,-9.8,-0.1,-0.18,26.24,0.5,313,15,-0.069,-0.036,00111971111171111
5200593,116420,2015-11-15T01:00:00Z,26.1985,164.9776,26.25,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-15T02:00:00Z,26.1985,164.9776,26.25,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-15T03:00:00Z,26.1910,164.9630,,0,-6.5,-10.2,-0.17,-0.25,26.22,0.5,313,15,-0.148,0.01,00111971111171111
5200593,116420,2015-11-15T04:00:00Z,26.1985,164.9776,26.2,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-15T06:00:00Z,26.1990,164.9440,,0,-9,-8.8,-0.2,-0.22,26.19,0.5,313,15,-0.074,0.144,00111971111171111
5200593,116420,2015-11-15T07:00:00Z,26.2055,164.9391,26.2,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-15T08:00:00Z,26.2055,164.9391,26.15,0,,,,,,,,,,,00111179999999999
5200593,116420,2015-11-15T09:00:00Z,26.2190,164.9470,,0,-8.7,-7.4,-0.19,-0.17,26.16,0.5,313,15,-0.005,0.19,00111971111171111
5200593,116420,2015-11-15T10:00:00Z,26.2055,164.9391,26.15,0,,,,,,,,,,,00111179999999999
