PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),QC
5100735,116231,2016-01-25T20:00:00Z,16.7642,164.9850,26.67,0,0011117
5100735,116231,2016-01-25T21:00:00Z,16.7703,164.9426,26.68,0,0011117
5100735,116231,2016-01-25T22:00:00Z,16.7703,164.9426,26.69,0,0011117
5100735,116231,2016-01-25T23:00:00Z,16.7736,164.9486,26.7,0,0011117
5100735,116231,2016-01-26T00:00:00Z,16.7700,164.9340,26.72,0,0011117
5100735,116231,2016-01-26T01:00:00Z,16.7633,164.8952,26.74,0,0011117
5100735,116231,2016-01-26T02:00:00Z,16.7633,164.8952,26.76,0,0011117
5100735,116231,2016-01-26T03:00:00Z,16.7634,164.8953,26.78,0,0011117
5100735,116231,2016-01-26T04:00:00Z,16.7639,164.8838,26.78,0,0011117
5100735,116231,2016-01-26T05:00:00Z,16.7606,164.8630,26.78,0,0011117
5100735,116231,2016-01-26T06:00:00Z,16.7598,164.8651,26.75,0,0011117
5100735,116231,2016-01-26T07:00:00Z,16.7582,164.8395,26.72,0,0011117
5100735,116231,2016-01-26T08:00:00Z,16.7612,164.8282,26.71,0,0011117
5100735,116231,2016-01-26T09:00:00Z,16.7530,164.7973,26.69,0,0011117
5100735,116231,2016-01-26T10:00:00Z,16.7530,164.7973,26.69,0,0011117
5100735,116231,2016-01-26T11:00:00Z,16.7592,164.7647,26.69,0,0011117
5100735,116231,2016-01-26T12:00:00Z,16.7596,164.7645,26.69,0,0011117
5100735,116231,2016-01-26T13:00:00Z,16.7596,164.7645,26.67,0,0011117
5100735,116231,2016-01-26T14:00:00Z,16.7730,164.7142,26.68,0,0014417
5100735,116231,2016-01-26T15:00:00Z,16.7737,164.7100,26.68,0,0011117
5100735,116231,2016-01-26T16:00:00Z,16.7873,164.6952,26.67,0,0011117
5100735,116231,2016-01-26T17:00:00Z,16.7863,164.6934,26.68,0,0011117
5100735,116231,2016-01-26T18:00:00Z,16.7943,164.6671,26.68,0,0011117
5100735,116231,2016-01-26T19:00:00Z,16.8013,164.6532,26.67,0,0011117
5100735,116231,2016-01-26T20:00:00Z,16.8012,164.6434,26.67,0,0011117
5100735,116231,2016-01-26T21:00:00Z,16.8012,164.6434,26.68,0,0011117
5100735,116231,2016-01-26T22:00:00Z,16.8148,164.6221,26.69,0,0011117
5100735,116231,2016-01-26T23:00:00Z,16.8148,164.6221,26.72,0,0011117
5100735,116231,2016-01-27T00:00:00Z,16.8199,164.6025,26.75,0,0011117
5100735,116231,2016-01-27T01:00:00Z,16.8264,164.5744,26.78,0,0011117
