PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),QC
5100537,118553,2016-03-24T05:49:00Z,12.7119,164.9703,27.77,0,0011117
5100537,118553,2016-03-24T05:51:00Z,12.7119,164.9703,27.77,0,0011117
5100537,118553,2016-03-24T05:53:00Z,12.7074,164.9700,27.77,0,0014417
5100537,118553,2016-03-24T06:21:00Z,12.7119,164.9703,27.68,0,0011117
5100537,118553,2016-03-24T10:23:00Z,12.6990,164.9609,27.38,0,0011117
5100537,118553,2016-03-24T10:26:00Z,12.6990,164.9609,27.38,0,0011117
5100537,118553,2016-03-24T11:16:00Z,12.6951,164.9012,27.34,0,0014417
5100537,118553,2016-03-24T14:07:00Z,12.6951,164.9012,27.21,0,0011117
5100537,118553,2016-03-24T14:11:00Z,12.6951,164.9012,27.21,0,0011117
5100537,118553,2016-03-24T15:43:00Z,12.6951,164.9012,27.16,0,0011117
5100537,118553,2016-03-24T17:18:00Z,12.6951,164.9012,27.12,0,0011117
5100537,118553,2016-03-24T18:51:00Z,12.6951,164.9012,27.12,0,0011117
5100537,118553,2016-03-24T21:14:00Z,12.6951,164.9012,27.12,0,0011117
5100537,118553,2016-03-24T22:12:00Z,12.6951,164.9012,27.16,0,0011117
5100537,118553,2016-03-25T19:23:00Z,12.6951,164.9012,27.12,0,0011117
5100537,118553,2016-03-26T00:10:00Z,12.6951,164.9012,27.38,0,0011117
5100537,118553,2016-03-26T05:59:00Z,12.6951,164.9012,27.72,0,0011117
5100537,118553,2016-03-26T06:31:00Z,12.6951,164.9012,27.68,0,0011117
5100537,118553,2016-03-26T08:13:00Z,12.6951,164.9012,27.55,0,0011117
5100537,118553,2016-03-26T09:40:00Z,12.6951,164.9012,27.46,0,0011117
5100537,118553,2016-03-27T18:22:00Z,12.6156,163.8337,27.08,0,0011117
5100537,118553,2016-03-27T18:40:00Z,12.6062,163.8337,27.08,0,0011117
5100537,118553,2016-03-27T20:01:00Z,12.6062,163.8337,27.04,0,0011117
5100537,118553,2016-03-27T20:07:00Z,12.6062,163.8337,27.04,0,0011117
5100537,118553,2016-03-27T20:20:00Z,12.6062,163.8337,27.04,0,0011117
5100537,118553,2016-03-27T22:42:00Z,12.6112,163.8342,27.04,0,0011117
5100537,118553,2016-03-27T23:39:00Z,12.6112,163.8342,27.04,0,0011117
5100537,118553,2016-03-28T00:22:00Z,12.6112,163.8342,27.04,0,0011117
5100537,118553,2016-03-28T02:30:00Z,12.6112,163.8342,27.08,0,0011117
5100537,118553,2016-03-28T05:35:00Z,12.5901,163.6811,27.12,0,0011117
5100537,118553,2016-03-28T05:36:00Z,12.5801,163.6861,27.12,0,0014417
5100537,118553,2016-03-28T05:49:00Z,12.5774,163.6816,27.12,0,0011117
5100537,118553,2016-03-28T08:47:00Z,12.5774,163.6816,27.04,0,0011117
5100537,118553,2016-03-28T09:01:00Z,12.5774,163.6816,27.04,0,0011117
5100537,118553,2016-03-28T10:47:00Z,12.5774,163.6816,27.04,0,0011117
5100537,118553,2016-03-28T23:10:00Z,12.5775,163.6817,27.21,0,0011117
5100537,118553,2016-03-28T23:17:00Z,12.5775,163.6817,27.21,0,0011117
