PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),QC
21739,2015-11-01T00:00:00Z,41.8620,145.1410,0,01117
21739,2015-11-01T01:00:00Z,41.8680,145.1320,0,01117
21739,2015-11-01T02:00:00Z,41.8730,145.1230,0,01117
21739,2015-11-01T03:00:00Z,41.8800,145.1120,0,01117
21739,2015-11-01T04:00:00Z,41.8880,145.1020,0,01117
21739,2015-11-01T05:00:00Z,41.9000,145.0920,0,01117
21739,2015-11-01T07:00:00Z,41.9240,145.0780,0,01117
21739,2015-11-01T08:00:00Z,41.9350,145.0760,0,01117
21739,2015-11-01T09:00:00Z,41.9440,145.0790,0,01117
21739,2015-11-01T10:00:00Z,41.9520,145.0830,0,01117
21739,2015-11-01T11:00:00Z,41.9570,145.0870,0,01117
21739,2015-11-01T14:00:00Z,41.9590,145.0900,0,01117
21739,2015-11-01T16:00:00Z,41.9580,145.0760,0,01117
21739,2015-11-01T17:00:00Z,41.9590,145.0630,0,01117
21739,2015-11-01T18:00:00Z,41.9610,145.0490,0,01117
21739,2015-11-01T19:00:00Z,41.9670,145.0350,0,01117
21739,2015-11-01T21:00:00Z,41.9860,145.0150,0,01117
21739,2015-11-01T22:00:00Z,41.9980,145.0100,0,01117
21739,2015-11-01T23:00:00Z,42.0100,145.0080,0,01117
21739,2015-11-02T00:00:00Z,42.0220,145.0120,0,01117
21739,2015-11-02T01:00:00Z,42.0330,145.0170,0,01117
21739,2015-11-02T02:00:00Z,42.0420,145.0230,0,01117
21739,2015-11-02T03:00:00Z,42.0490,145.0300,0,01117
21739,2015-11-02T04:00:00Z,42.0530,145.0350,0,01117
21739,2015-11-02T05:00:00Z,42.0530,145.0390,0,01117
21739,2015-11-02T06:00:00Z,42.0520,145.0420,0,01117
21739,2015-11-02T07:00:00Z,42.0510,145.0420,0,01117
21739,2015-11-02T08:00:00Z,42.0490,145.0390,0,01117
21739,2015-11-02T09:00:00Z,42.0480,145.0310,0,01117
21739,2015-11-02T10:00:00Z,42.0500,145.0220,0,01117
21739,2015-11-02T11:00:00Z,42.0530,145.0130,0,01117
21739,2015-11-02T12:00:00Z,42.0590,145.0060,0,01117
21739,2015-11-02T14:00:00Z,42.0760,144.9940,0,01117
21739,2015-11-02T15:00:00Z,42.0840,144.9890,0,01117
21739,2015-11-02T16:00:00Z,42.0930,144.9840,0,01117
21739,2015-11-02T17:00:00Z,42.1000,144.9790,0,01117
21739,2015-11-02T18:00:00Z,42.1060,144.9740,0,01117
21739,2015-11-02T19:00:00Z,42.1130,144.9710,0,01117
21739,2015-11-02T20:00:00Z,42.1160,144.9680,0,01117
21739,2015-11-02T21:00:00Z,42.1240,144.9660,0,01117
21739,2015-11-02T23:00:00Z,42.1310,144.9600,0,01117
21739,2015-11-03T00:00:00Z,42.1340,144.9570,0,01117
21739,2015-11-03T01:00:00Z,42.1360,144.9550,0,01117
21739,2015-11-03T02:00:00Z,42.1390,144.9530,0,01117
21739,2015-11-03T03:00:00Z,42.1410,144.9470,0,01117
21739,2015-11-03T04:00:00Z,42.1430,144.9410,0,01117
21739,2015-11-03T05:00:00Z,42.1450,144.9330,0,01117
21739,2015-11-03T06:00:00Z,42.1470,144.9260,0,01117
21739,2015-11-03T07:00:00Z,42.1500,144.9200,0,01117
21739,2015-11-03T08:00:00Z,42.1530,144.9160,0,01117
21739,2015-11-03T09:00:00Z,42.1560,144.9110,0,01117
21739,2015-11-03T10:00:00Z,42.1600,144.9070,0,01117
21739,2015-11-03T11:00:00Z,42.1650,144.9020,0,01117
21739,2015-11-03T13:00:00Z,42.1760,144.8990,0,01117
21739,2015-11-03T14:00:00Z,42.1790,144.9010,0,01117
21739,2015-11-03T15:00:00Z,42.1830,144.9040,0,01117
21739,2015-11-03T16:00:00Z,42.1840,144.9060,0,01117
21739,2015-11-03T17:00:00Z,42.1840,144.9070,0,01117
21739,2015-11-03T18:00:00Z,42.1830,144.9080,0,01117
21739,2015-11-03T19:00:00Z,42.1820,144.9070,0,01117
21739,2015-11-03T20:00:00Z,42.1790,144.9040,0,01117
