PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5200815,127083,2015-11-01T00:00:00Z,31.7680,161.8150,,0,1,2.6,0,0.01,24.53,0.5,313,15,0.319,-0.134,00111971111171111
5200815,127083,2015-11-01T01:00:00Z,31.7689,161.8133,24.65,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-01T02:00:00Z,31.7608,161.8351,24.7,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-01T03:00:00Z,31.7590,161.8440,,0,2,3.3,0.01,0.02,24.64,0.5,313,15,0.236,-0.031,00111971111171111
5200815,127083,2015-11-01T04:00:00Z,31.7579,161.8488,24.75,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-01T05:00:00Z,31.7616,161.8685,24.7,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-01T06:00:00Z,31.7620,161.8690,,0,3.2,3.7,0.03,0.03,24.63,0.5,313,15,0.192,0.051,00111971111171111
5200815,127083,2015-11-01T07:00:00Z,31.7609,161.8740,24.6,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-01T08:00:00Z,31.7645,161.8767,24.55,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-01T09:00:00Z,31.7690,161.8880,,0,4.8,3.3,0.04,0.03,24.53,0.5,313,15,0.236,0.154,00111971111171111
5200815,127083,2015-11-01T10:00:00Z,31.7739,161.8999,24.5,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-01T11:00:00Z,31.7739,161.8999,24.45,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-01T12:00:00Z,31.7920,161.9230,,0,4.4,2,0.04,0.02,24.44,0.5,313,15,0.367,0.262,00111971111171111
5200815,127083,2015-11-01T13:00:00Z,31.7821,161.9089,24.4,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-01T14:00:00Z,31.8249,161.9866,24.4,0,,,,,,,,,,,00144179999999999
5200815,127083,2015-11-01T15:00:00Z,31.8200,161.9720,,0,5.4,1.6,0.04,0.01,24.36,0.5,313,15,0.481,0.134,00111971111171111
5200815,127083,2015-11-01T16:00:00Z,31.8249,161.9866,24.35,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-01T17:00:00Z,31.8249,161.9866,24.3,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-01T18:00:00Z,31.8180,162.0330,,0,5.7,1,0.04,0,24.3,0.5,313,15,0.446,-0.118,00111971111171111
5200815,127083,2015-11-01T19:00:00Z,31.8096,162.0459,24.25,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-01T20:00:00Z,31.8091,162.0635,24.25,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-01T21:00:00Z,31.7970,162.0740,,0,4.8,-1.1,0.03,0,24.27,0.5,313,15,0.267,-0.257,00111971111171111
5200815,127083,2015-11-01T22:00:00Z,31.7842,162.0809,24.25,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-01T23:00:00Z,31.7713,162.0952,24.25,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-02T00:00:00Z,31.7680,162.0940,,0,5,-2,0.03,-0.02,24.31,0.5,313,15,0.039,-0.226,00111971111171111
5200815,127083,2015-11-02T01:00:00Z,31.7713,162.0952,24.35,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-02T02:00:00Z,31.7516,162.0808,24.3,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-02T03:00:00Z,31.7530,162.0830,,0,-1,-7.8,-0.03,-0.09,24.4,0.5,313,15,-0.044,-0.031,00111971111171111
5200815,127083,2015-11-02T04:00:00Z,31.7521,162.0929,24.55,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-02T05:00:00Z,31.7542,162.0807,24.55,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-02T06:00:00Z,31.7620,162.0840,,0,-5.5,-7.3,-0.1,-0.14,24.48,0.5,313,15,0.017,0.149,00111971111171111
5200815,127083,2015-11-02T07:00:00Z,31.7733,162.0891,24.5,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-02T08:00:00Z,31.7701,162.0842,24.5,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-02T09:00:00Z,31.7820,162.0870,,0,-7,-7.4,-0.12,-0.12,24.47,0.5,313,15,0.109,0.195,00111971111171111
5200815,127083,2015-11-02T10:00:00Z,31.7882,162.0888,24.45,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-02T11:00:00Z,31.7989,162.1017,24.45,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-02T12:00:00Z,31.8000,162.1090,,0,-7,-7.3,-0.11,-0.11,24.4,0.5,313,15,0.254,0.195,00111971111171111
5200815,127083,2015-11-02T13:00:00Z,31.7966,162.1039,24.35,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-02T14:00:00Z,31.7966,162.1039,24.3,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-02T15:00:00Z,31.8200,162.1450,,0,-6.2,-5.4,-0.09,-0.08,24.29,0.5,313,15,0.24,0.211,00111971111171111
5200815,127083,2015-11-02T16:00:00Z,31.8264,162.1535,24.25,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-02T17:00:00Z,31.8409,162.1645,24.25,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-02T18:00:00Z,31.8410,162.1640,,0,-6.1,-3.2,-0.06,-0.04,24.19,0.5,313,15,0.114,0.139,00111971111171111
5200815,127083,2015-11-02T19:00:00Z,31.8413,162.1642,24.15,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-02T20:00:00Z,31.8430,162.1617,24.1,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-02T21:00:00Z,31.8470,162.1710,,0,-5.4,-2,-0.05,-0.02,24.11,0.5,313,15,0.087,0.046,00111971111171111
5200815,127083,2015-11-02T22:00:00Z,31.8517,162.1832,24,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-02T23:00:00Z,31.8507,162.1820,24.1,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-03T00:00:00Z,31.8500,162.1840,,0,-7.6,1.1,-0.05,0,24.14,0.5,313,15,0.066,0.077,00111971111171111
5200815,127083,2015-11-03T01:00:00Z,31.8496,162.1838,24.1,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-03T02:00:00Z,31.8496,162.1838,24.25,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-03T03:00:00Z,31.8620,162.1860,,0,-5.7,1.3,-0.05,0.01,24.23,0.5,313,15,-0.004,0.159,00111971111171111
5200815,127083,2015-11-03T04:00:00Z,31.8739,162.1876,24.3,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-03T05:00:00Z,31.8496,162.1838,24.3,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-03T06:00:00Z,31.8810,162.1830,,0,-4.7,2.9,-0.03,0.02,24.27,0.5,313,15,0.192,0.309,00111971111171111
5200815,127083,2015-11-03T07:00:00Z,31.9000,162.2051,24.25,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-03T08:00:00Z,31.9210,162.2192,24.25,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-03T09:00:00Z,31.9220,162.2300,,0,-2.7,4.1,-0.02,0.03,24.23,0.5,313,15,0.336,0.283,00111971111171111
5200815,127083,2015-11-03T10:00:00Z,31.9299,162.2455,24.2,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-03T11:00:00Z,31.9319,162.2504,24.2,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-03T12:00:00Z,31.9360,162.2600,,0,0.9,5.1,0.01,0.03,24.15,0.5,313,15,0.258,0.139,00111971111171111
5200815,127083,2015-11-03T13:00:00Z,31.9346,162.2501,24.1,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-03T14:00:00Z,31.9511,162.2938,24.1,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-03T15:00:00Z,31.9490,162.2890,,0,4.1,5,0.04,0.05,24.07,0.5,313,15,0.223,0.087,00111971111171111
5200815,127083,2015-11-03T16:00:00Z,31.9511,162.2938,24.1,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-03T17:00:00Z,31.9566,162.3046,24,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-03T18:00:00Z,31.9530,162.3110,,0,6.1,,,,24.02,0.5,313,15,0.065,0.139,00111971999171111
5200815,127083,2015-11-03T19:00:00Z,31.9624,162.3075,24,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-03T20:00:00Z,31.9708,162.3005,23.95,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-03T21:00:00Z,31.9760,162.3040,,0,6.2,,,,24,0.5,313,15,-0.013,0.206,00111971999171111
5200815,127083,2015-11-03T22:00:00Z,31.9827,162.3091,24,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-03T23:00:00Z,31.9909,162.3070,24,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-04T00:00:00Z,31.9930,162.3080,,0,6.6,,0.06,,24.02,0.5,313,15,0.035,0.149,00111971919171111
5200815,127083,2015-11-04T01:00:00Z,31.9909,162.3067,24.05,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-04T02:00:00Z,32.0064,162.3123,24.1,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-04T03:00:00Z,32.0050,162.3120,,0,5.6,,-0.02,,24.01,0.5,313,15,0.065,0.098,00111971919171111
5200815,127083,2015-11-04T04:00:00Z,32.0064,162.3123,23.95,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-04T05:00:00Z,32.0180,162.3162,23.95,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-04T06:00:00Z,32.0120,162.3230,,0,-5.8,,,,23.94,0.5,313,15,-0.039,0.093,00111971999171111
5200815,127083,2015-11-04T07:00:00Z,32.0150,162.3189,23.9,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-04T08:00:00Z,32.0157,162.3084,23.9,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-04T09:00:00Z,32.0230,162.3030,,0,-7.2,,,,23.88,0.5,313,15,-0.092,0.093,00111971999171111
5200815,127083,2015-11-04T10:00:00Z,32.0281,162.3001,23.9,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-04T12:00:00Z,32.0300,162.3020,,0,-6.1,,,,23.82,0.5,313,15,0.022,0.093,00111971999171111
5200815,127083,2015-11-04T13:00:00Z,32.0272,162.3007,23.8,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-04T14:00:00Z,32.0420,162.3090,23.75,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-04T15:00:00Z,32.0410,162.3080,,0,-7.4,,,,23.74,0.5,313,15,0.061,0.098,00111971999171111
5200815,127083,2015-11-04T16:00:00Z,32.0420,162.3090,23.7,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-04T17:00:00Z,32.0456,162.3130,23.7,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-04T18:00:00Z,32.0490,162.3160,,0,-8.6,,,,23.68,0.5,313,15,-0.009,0.139,00111971999171111
5200815,127083,2015-11-04T19:00:00Z,32.0523,162.3227,23.65,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-04T20:00:00Z,32.0589,162.3055,23.65,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-04T21:00:00Z,32.0680,162.3060,,0,-9.7,,,,23.65,0.5,313,15,-0.004,0.216,00111971999171111
5200815,127083,2015-11-04T22:00:00Z,32.0589,162.3055,23.65,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-04T23:00:00Z,32.0905,162.3146,23.65,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-05T00:00:00Z,32.0910,162.3150,,0,-10.8,-3.1,-0.22,-0.06,23.65,0.5,313,15,0.118,0.175,00111971111171111
5200815,127083,2015-11-05T01:00:00Z,32.0905,162.3146,23.65,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-05T02:00:00Z,32.1024,162.3313,23.65,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-05T03:00:00Z,32.1020,162.3330,,0,-11,-1.6,-0.22,-0.03,23.65,0.5,313,15,0.122,0.077,00111971111171111
5200815,127083,2015-11-05T04:00:00Z,32.1026,162.3475,23.65,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-05T05:00:00Z,32.1026,162.3475,23.65,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-05T06:00:00Z,32.1060,162.3430,,0,-11.1,-2.2,-0.2,-0.02,23.66,0.5,313,15,-0.039,0.082,00111971111171111
5200815,127083,2015-11-05T07:00:00Z,32.1070,162.3411,23.65,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-05T08:00:00Z,32.1106,162.3300,23.65,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-05T09:00:00Z,32.1180,162.3240,,0,-8.9,-1.4,-0.15,-0.02,23.66,0.5,313,15,-0.074,0.165,00111971111171111
5200815,127083,2015-11-05T10:00:00Z,32.1212,162.3230,23.65,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-05T11:00:00Z,32.1212,162.3230,23.65,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-05T12:00:00Z,32.1380,162.3260,,0,-10.8,-2.2,-0.13,0,23.68,0.5,313,15,0.044,0.195,00111971111171111
5200815,127083,2015-11-05T13:00:00Z,32.1558,162.3339,23.7,0,,,,,,,,,,,00111179999999999
5200815,127083,2015-11-05T14:00:00Z,32.1558,162.3339,23.7,0,,,,,,,,,,,00111179999999999
