PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2100930,114681,2015-11-01T00:00:00Z,36.5450,159.4390,0,,,,,21,0.5,213,15,-0.045,-0.273,0011179999171111
2100930,114681,2015-11-01T03:00:00Z,36.5100,159.4160,0,,,,,21,0.5,213,15,-0.244,-0.345,0011179999171111
2100930,114681,2015-11-01T06:00:00Z,36.4780,159.3800,0,,,,,20.99,0.5,213,15,-0.372,-0.288,0011179999171111
2100930,114681,2015-11-01T09:00:00Z,36.4540,159.3260,0,,,,,20.97,0.5,213,15,-0.414,-0.18,0011179999171111
2100930,114681,2015-11-01T12:00:00Z,36.4430,159.2800,0,,,,,20.95,0.5,213,15,-0.327,0.031,0011179999171111
2100930,114681,2015-11-22T00:00:00Z,34.7840,163.1850,0,-0.5,-7.9,0.01,-0.13,20.63,0.5,213,15,-0.173,-0.185,0011171111171111
2100930,114681,2015-11-22T03:00:00Z,34.7620,163.1570,0,0.7,-8.7,0.01,-0.14,20.66,0.5,213,15,-0.165,-0.139,0011171111171111
2100930,114681,2015-11-22T06:00:00Z,34.7570,163.1460,0,0.4,-9.2,0,-0.15,20.65,0.5,213,15,-0.123,-0.036,0011171111171111
2100930,114681,2015-11-22T09:00:00Z,34.7550,163.1280,0,-2.1,-7.7,-0.02,-0.13,20.63,0.5,213,15,-0.063,0.01,0011171111171111
2100930,114681,2015-11-22T12:00:00Z,34.7590,163.1310,0,-2,-9,-0.04,-0.12,20.61,0.5,213,15,0.051,-0.031,0011171111171111
2100930,114681,2015-11-22T15:00:00Z,34.7490,163.1400,0,-3.4,-8,-0.05,-0.13,20.58,0.5,213,15,0,-0.144,0011171111171111
2100930,114681,2015-11-22T18:00:00Z,34.7310,163.1310,0,-4.1,-7.8,-0.07,-0.12,20.56,0.5,213,15,-0.165,-0.082,0011171111171111
2100930,114681,2015-11-22T21:00:00Z,34.7330,163.1010,0,-6.1,-5.4,-0.08,-0.09,20.54,0.5,213,15,-0.178,0.113,0011171111171111
2100930,114681,2015-11-23T00:00:00Z,34.7530,163.0890,0,-4.4,-5.6,-0.07,-0.07,20.52,0.5,213,15,0.008,0.129,0011171111171111
2100930,114681,2015-11-23T03:00:00Z,34.7580,163.1030,0,-4.8,-6.4,-0.06,-0.08,20.49,0.5,213,15,0.085,-0.01,0011171111171111
2100930,114681,2015-11-23T06:00:00Z,34.7510,163.1090,0,-5.4,-6.5,-0.07,-0.09,20.46,0.5,213,15,0.021,-0.082,0011171111171111
2100930,114681,2015-11-23T09:00:00Z,34.7420,163.1080,0,-6.3,-5.5,-0.09,-0.07,20.43,0.5,213,15,-0.085,-0.067,0011171111171111
2100930,114681,2015-11-23T12:00:00Z,34.7380,163.0890,0,-6.3,-4.3,-0.08,-0.05,20.41,0.5,213,15,-0.127,0.021,0011171111171111
2100930,114681,2015-11-23T15:00:00Z,34.7460,163.0780,0,-7.1,-3.6,-0.09,-0.04,20.39,0.5,213,15,-0.03,0.015,0011171111171111
