PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2101501,61509310,2015-11-02T12:00:00Z,39.7930,137.5770,0,0.3,-0.9,0,-0.01,14.44,0.5,313,15,-0.024,-0.103,0011171111171111
2101501,61509310,2015-11-02T15:00:00Z,39.7840,137.5790,0,1.9,-1.5,0.01,0,14.44,0.5,313,15,-0.024,-0.103,0011171111171111
2101501,61509310,2015-11-02T18:00:00Z,39.7730,137.5710,0,5.5,-0.1,0.04,-0.01,14.42,0.5,313,15,-0.047,-0.057,0011171111171111
2101501,61509310,2015-11-02T21:00:00Z,39.7730,137.5670,0,6.5,-1.4,0.06,-0.01,14.4,0.5,313,15,-0.028,-0.005,0011171111171111
2101501,61509310,2015-11-03T00:00:00Z,39.7720,137.5640,0,5.4,-0.3,0.06,-0.01,14.4,0.5,313,15,0.012,-0.015,0011171111171111
2101501,61509310,2015-11-03T03:00:00Z,39.7700,137.5700,0,6.2,-1.7,0.06,-0.02,14.41,0.5,313,15,0.051,-0.021,0011171111171111
2101501,61509310,2015-11-03T06:00:00Z,39.7680,137.5770,0,5,-4,0.05,-0.03,14.42,0.5,313,15,0.059,-0.015,0011171111171111
2101501,61509310,2015-11-03T09:00:00Z,39.7670,137.5850,0,1.5,-5.3,0.02,-0.03,14.39,0.5,313,15,0.063,-0.077,0011171111171111
2101501,61509310,2015-11-03T12:00:00Z,39.7530,137.5930,0,0.6,-2.4,0,-0.02,14.33,0.5,313,15,0.04,-0.129,0011171111171111
2101501,61509310,2015-11-03T15:00:00Z,39.7420,137.5950,0,1.1,0.8,0.01,0,14.24,0.5,313,15,0.016,-0.077,0011171111171111
2101501,61509310,2015-11-03T18:00:00Z,39.7380,137.5970,0,2.4,,,,14.18,0.5,313,15,0.063,-0.021,0011171999171111
2101501,61509310,2015-11-03T21:00:00Z,39.7380,137.6110,0,2.6,,,,14.16,0.5,313,15,0.182,0.01,0011171999171111
2101501,61509310,2015-11-04T00:00:00Z,39.7400,137.6430,0,2.9,,0.02,,14.24,0.5,313,15,0.293,-0.036,0011171919171111
2101501,61509310,2015-11-04T03:00:00Z,39.7310,137.6850,0,3.9,,0.03,,14.39,0.5,313,15,0.265,-0.129,0011171919171111
2101501,61509310,2015-11-04T06:00:00Z,39.7150,137.7100,0,4.8,,,,14.48,0.5,313,15,0.194,-0.062,0011171999171111
2101501,61509310,2015-11-04T09:00:00Z,39.7190,137.7340,0,4.3,,,,14.55,0.5,313,15,0.222,0.015,0011171999171111
2101501,61509310,2015-11-04T12:00:00Z,39.7180,137.7660,0,4.1,,,,14.57,0.5,313,15,0.253,0.01,0011171999171111
2101501,61509310,2015-11-04T15:00:00Z,39.7210,137.7980,0,2.9,,,,14.55,0.5,313,15,0.32,0.046,0011171999171111
2101501,61509310,2015-11-04T18:00:00Z,39.7270,137.8470,0,3.6,,,,14.53,0.5,313,15,0.396,0.036,0011171999171111
2101501,61509310,2015-11-04T21:00:00Z,39.7280,137.8980,0,4.4,,,,14.48,0.5,313,15,0.356,-0.01,0011171999171111
2101501,61509310,2015-11-05T00:00:00Z,39.7250,137.9370,0,3.2,5.1,0.04,0.05,14.48,0.5,313,15,0.245,-0.01,0011171111171111
2101501,61509310,2015-11-05T03:00:00Z,39.7260,137.9600,0,5.1,4.8,0.04,0.04,14.88,0.5,313,15,0.111,0.057,0011171111171111
2101501,61509310,2015-11-05T06:00:00Z,39.7360,137.9650,0,3.7,3.1,0.03,0.02,15.34,0.5,313,15,0.071,0.118,0011171111171111
2101501,61509310,2015-11-05T09:00:00Z,39.7490,137.9780,0,3.3,3.5,0.02,0.02,15.52,0.5,313,15,0.111,0.129,0011171111171111
2101501,61509310,2015-11-05T12:00:00Z,39.7610,137.9930,0,3,1.1,0.02,0.01,15.57,0.5,313,15,0.13,0.093,0011171111171111
2101501,61509310,2015-11-05T15:00:00Z,39.7670,138.0110,0,1.6,-0.4,0.01,-0.01,15.61,0.5,313,15,0.095,0.005,0011171111171111
2101501,61509310,2015-11-05T18:00:00Z,39.7620,138.0170,0,0.9,-4.8,0,-0.04,15.6,0.5,313,15,0.032,-0.072,0011171111171111
2101501,61509310,2015-11-05T21:00:00Z,39.7530,138.0190,0,-1.6,-5.6,-0.01,-0.06,15.51,0.5,313,15,-0.004,-0.093,0011171111171111
2101501,61509310,2015-11-06T00:00:00Z,39.7440,138.0160,0,-1,-8.4,-0.02,-0.09,15.34,0.5,313,15,0.024,-0.026,0011171111171111
2101501,61509310,2015-11-06T03:00:00Z,39.7480,138.0250,0,-2.3,-8.6,-0.04,-0.15,15.21,0.5,313,15,0.138,0.072,0011171111171111
2101501,61509310,2015-11-06T06:00:00Z,39.7580,138.0510,0,-3,-8.8,-0.04,-0.18,15.16,0.5,313,15,0.233,0.062,0011171111171111
2101501,61509310,2015-11-06T09:00:00Z,39.7600,138.0840,0,-2,-9.6,-0.04,-0.18,15.17,0.5,313,15,0.249,0.005,0011171111171111
2101501,61509310,2015-11-06T12:00:00Z,39.7590,138.1140,0,-0.7,-10,-0.05,-0.19,15.18,0.5,313,15,0.237,-0.036,0011171111171111
2101501,61509310,2015-11-06T15:00:00Z,39.7530,138.1440,0,-2.5,-9.7,-0.06,-0.19,15.12,0.5,313,15,0.194,-0.046,0011171111171111
2101501,61509310,2015-11-06T18:00:00Z,39.7500,138.1630,0,-4.5,-9.1,-0.1,-0.19,15.04,0.5,313,15,0.134,0.01,0011171111171111
2101501,61509310,2015-11-06T21:00:00Z,39.7550,138.1780,0,-5.4,-7.9,-0.1,-0.16,15.04,0.5,313,15,0.13,0.108,0011171111171111
2101501,61509310,2015-11-07T00:00:00Z,39.7710,138.1960,0,-4.2,-9,-0.09,-0.15,15.04,0.5,313,15,0.213,0.165,0011171111171111
2101501,61509310,2015-11-07T03:00:00Z,39.7870,138.2320,0,-4.9,-7.8,-0.08,-0.13,14.94,0.5,313,15,0.304,0.087,0011171111171111
2101501,61509310,2015-11-07T06:00:00Z,39.7880,138.2730,0,-5.5,-6.3,-0.08,-0.11,15,0.5,313,15,0.32,-0.036,0011171111171111
2101501,61509310,2015-11-07T09:00:00Z,39.7800,138.3130,0,-5,-7.7,-0.09,-0.12,15.4,0.5,313,15,0.308,-0.015,0011171111171111
2101501,61509310,2015-11-07T12:00:00Z,39.7850,138.3510,0,-5.2,-6.9,-0.1,-0.09,16.36,0.5,313,15,0.328,0.149,0011171111171111
2101501,61509310,2015-11-07T15:00:00Z,39.8090,138.3960,0,-5.6,-4.2,-0.07,-0.07,17.2,0.5,313,15,0.45,0.221,0011171111171111
2101501,61509310,2015-11-07T18:00:00Z,39.8280,138.4650,0,-5.2,-5.4,-0.06,-0.05,17.39,0.5,313,15,0.585,0.211,0011171111171111
2101501,61509310,2015-11-07T21:00:00Z,39.8500,138.5440,0,-5.8,-2.1,-0.07,-0.04,17.32,0.5,313,15,0.628,0.314,0011171111171111
