PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
5200916,116310,2015-11-01T00:00:00Z,8.2830,132.2010,0,-8.1,-0.5,-0.07,0.01,29.03,0.5,313,15,-0.443,0.381,0011171111171111
5200916,116310,2015-11-01T03:00:00Z,8.3180,132.1640,0,-6.7,0.5,-0.06,0,29.08,0.5,313,15,-0.356,0.365,0011171111171111
5200916,116310,2015-11-01T06:00:00Z,8.3540,132.1310,0,-5.5,-1,-0.06,-0.01,29.09,0.5,313,15,-0.346,0.386,0011171111171111
5200916,116310,2015-11-01T09:00:00Z,8.3930,132.0960,0,-7.4,-0.4,-0.09,-0.02,29.05,0.5,313,15,-0.433,0.304,0011171111171111
5200916,116310,2015-11-01T12:00:00Z,8.4130,132.0460,0,-7.8,-1.3,-0.12,-0.02,29.01,0.5,313,15,-0.499,0.237,0011171111171111
5200916,116310,2015-11-01T15:00:00Z,8.4390,131.9980,0,-6.2,-0.7,-0.08,-0.01,28.99,0.5,313,15,-0.427,0.309,0011171111171111
5200916,116310,2015-11-01T18:00:00Z,8.4730,131.9620,0,-9,1.2,-0.09,0,28.97,0.5,313,15,-0.326,0.36,0011171111171111
5200916,116310,2015-11-01T21:00:00Z,8.5090,131.9340,0,-8.1,-1.1,-0.11,0,28.96,0.5,313,15,-0.244,0.37,0011171111171111
5200916,116310,2015-11-02T00:00:00Z,8.5450,131.9140,0,-7.5,0.7,-0.09,-0.01,28.99,0.5,313,15,-0.244,0.401,0011171111171111
5200916,116310,2015-11-02T03:00:00Z,8.5870,131.8860,0,-7,-0.9,-0.06,0,29.07,0.5,313,15,-0.234,0.437,0011171111171111
5200916,116310,2015-11-02T06:00:00Z,8.6300,131.8680,0,-5.1,0.5,-0.04,0.01,29.12,0.5,313,15,-0.107,0.376,0011171111171111
5200916,116310,2015-11-02T09:00:00Z,8.6600,131.8650,0,-5.4,1.4,-0.04,0.01,29.08,0.5,313,15,-0.061,0.123,0011171111171111
5200916,116310,2015-11-02T12:00:00Z,8.6540,131.8560,0,-3.6,0.1,-0.05,0,29.03,0.5,313,15,-0.117,0,0011171111171111
5200916,116310,2015-11-02T15:00:00Z,8.6600,131.8420,0,-4.8,-1.8,-0.03,-0.01,29,0.5,313,15,-0.254,0.057,0011171111171111
5200916,116310,2015-11-02T18:00:00Z,8.6650,131.8060,0,-5.1,-1.9,-0.03,-0.02,28.99,0.5,313,15,-0.366,0.072,0011171111171111
5200916,116310,2015-11-02T21:00:00Z,8.6740,131.7700,0,-5.5,-2.1,-0.04,-0.02,28.99,0.5,313,15,-0.351,0.072,0011171111171111
