PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),QC
5200662,127423,2015-11-01T00:00:00Z,27.7190,124.8560,24.9,0,0011117
5200662,127423,2015-11-01T01:00:00Z,27.7152,124.8474,24.9,0,0011117
5200662,127423,2015-11-01T02:00:00Z,27.7152,124.8474,24.9,0,0011117
5200662,127423,2015-11-01T03:00:00Z,27.7219,124.8211,24.95,0,0011117
5200662,127423,2015-11-01T04:00:00Z,27.7225,124.7995,24.95,0,0011117
5200662,127423,2015-11-01T05:00:00Z,27.7225,124.7995,24.95,0,0011117
5200662,127423,2015-11-01T06:00:00Z,27.7244,124.8024,24.95,0,0011117
5200662,127423,2015-11-01T07:00:00Z,27.7244,124.8024,24.95,0,0011117
5200662,127423,2015-11-01T08:00:00Z,27.6841,124.7840,24.9,0,0011117
5200662,127423,2015-11-01T09:00:00Z,27.6895,124.8152,24.9,0,0011117
5200662,127423,2015-11-01T10:00:00Z,27.6840,124.8132,24.9,0,0011117
5200662,127423,2015-11-01T11:00:00Z,27.6753,124.8033,24.85,0,0011117
5200662,127423,2015-11-01T12:00:00Z,27.6656,124.7950,24.85,0,0011117
5200662,127423,2015-11-01T13:00:00Z,27.6677,124.7717,24.85,0,0011117
5200662,127423,2015-11-01T14:00:00Z,27.6698,124.7705,24.85,0,0011117
5200662,127423,2015-11-01T15:00:00Z,27.6698,124.7705,24.85,0,0011117
5200662,127423,2015-11-01T16:00:00Z,27.6831,124.7441,24.85,0,0011117
5200662,127423,2015-11-01T17:00:00Z,27.6831,124.7441,24.85,0,0011117
5200662,127423,2015-11-01T18:00:00Z,27.6831,124.7441,24.85,0,0011117
5200662,127423,2015-11-01T19:00:00Z,27.6728,124.7557,24.85,0,0011117
5200662,127423,2015-11-01T20:00:00Z,27.6740,124.7568,24.85,0,0011117
5200662,127423,2015-11-01T21:00:00Z,27.6499,124.7622,24.8,0,0011117
5200662,127423,2015-11-01T22:00:00Z,27.6308,124.7601,24.8,0,0011117
5200662,127423,2015-11-01T23:00:00Z,27.6317,124.7653,24.75,0,0011117
5200662,127423,2015-11-02T00:00:00Z,27.6094,124.7554,24.75,0,0011117
5200662,127423,2015-11-02T01:00:00Z,27.6076,124.7391,24.7,0,0011117
5200662,127423,2015-11-02T02:00:00Z,27.6062,124.7285,24.75,0,0011117
5200662,127423,2015-11-02T03:00:00Z,27.5983,124.7145,24.7,0,0011117
5200662,127423,2015-11-02T04:00:00Z,27.6056,124.6919,24.7,0,0011117
5200662,127423,2015-11-02T05:00:00Z,27.6056,124.6919,24.7,0,0011117
5200662,127423,2015-11-02T06:00:00Z,27.5791,124.6845,24.7,0,0011117
5200662,127423,2015-11-02T07:00:00Z,27.5791,124.6845,24.7,0,0011117
5200662,127423,2015-11-02T08:00:00Z,27.5664,124.6672,24.7,0,0011117
5200662,127423,2015-11-02T09:00:00Z,27.5622,124.6772,24.7,0,0011117
5200662,127423,2015-11-02T10:00:00Z,27.5622,124.6772,24.7,0,0011117
5200662,127423,2015-11-02T11:00:00Z,27.5497,124.6609,24.7,0,0011117
5200662,127423,2015-11-02T12:00:00Z,27.5447,124.6164,24.65,0,0011117
