PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),QC
21950,2015-11-01T00:00:00Z,38.7780,144.9930,14.5,0,011117
21950,2015-11-01T01:00:00Z,38.7510,144.9720,14.5,0,011117
21950,2015-11-01T02:00:00Z,38.7510,144.9720,14.5,0,011117
21950,2015-11-01T03:00:00Z,38.7060,144.9480,14.5,0,011117
21950,2015-11-01T04:00:00Z,38.7060,144.9480,14.5,0,011117
21950,2015-11-01T05:00:00Z,38.6860,144.9250,14.5,0,011117
21950,2015-11-01T06:00:00Z,38.6720,144.9180,14.5,0,011117
21950,2015-11-01T07:00:00Z,38.6720,144.9180,14.5,0,011117
21950,2015-11-01T08:00:00Z,38.6410,144.8750,14.5,0,011117
21950,2015-11-01T09:00:00Z,38.6270,144.8500,14.4,0,011117
21950,2015-11-01T10:00:00Z,38.6060,144.8350,14.3,0,011117
21950,2015-11-01T11:00:00Z,38.5900,144.8250,14.3,0,011117
21950,2015-11-01T12:00:00Z,38.5720,144.8080,14.3,0,011117
21950,2015-11-01T13:00:00Z,38.5570,144.7940,14.3,0,011117
21950,2015-11-01T14:00:00Z,38.5570,144.7940,14.3,0,011117
21950,2015-11-01T15:00:00Z,38.4970,144.7470,14.3,0,014417
21950,2015-11-01T16:00:00Z,38.4970,144.7470,14.4,0,011117
21950,2015-11-01T17:00:00Z,38.4590,144.7340,14.4,0,011117
21950,2015-11-01T18:00:00Z,38.4590,144.7340,14.4,0,011117
21950,2015-11-01T19:00:00Z,38.4590,144.7340,14.3,0,011117
21950,2015-11-01T20:00:00Z,38.4160,144.7030,14.3,0,011117
21950,2015-11-01T21:00:00Z,38.3770,144.6930,14.7,0,011117
21950,2015-11-01T22:00:00Z,38.3730,144.6890,14.7,0,011117
21950,2015-11-01T23:00:00Z,38.3240,144.6440,14.6,0,014417
21950,2015-11-02T00:00:00Z,38.3010,144.6310,14.5,0,011117
21950,2015-11-02T02:00:00Z,38.2740,144.6320,14.6,0,011117
21950,2015-11-02T03:00:00Z,38.2140,144.5930,14.6,0,014417
21950,2015-11-02T04:00:00Z,38.2140,144.5930,14.6,0,011117
21950,2015-11-02T05:00:00Z,38.1850,144.5830,14.7,0,011117
21950,2015-11-02T06:00:00Z,38.1490,144.5690,14.7,0,011117
21950,2015-11-02T07:00:00Z,38.1450,144.5630,14.6,0,011117
21950,2015-11-02T08:00:00Z,38.1430,144.5680,14.5,0,011117
21950,2015-11-02T09:00:00Z,38.1040,144.5540,14.5,0,011117
21950,2015-11-02T10:00:00Z,38.0980,144.5520,14.6,0,011117
21950,2015-11-02T11:00:00Z,38.0710,144.5320,14.6,0,011117
21950,2015-11-02T12:00:00Z,38.0380,144.5090,14.6,0,011117
21950,2015-11-02T14:00:00Z,38.0380,144.5090,14.5,0,011117
21950,2015-11-02T15:00:00Z,37.9510,144.4850,14.5,0,014417
21950,2015-11-02T16:00:00Z,37.9510,144.4850,14.5,0,011117
21950,2015-11-02T17:00:00Z,37.9020,144.4580,14.5,0,014417
21950,2015-11-02T18:00:00Z,37.9020,144.4580,14.5,0,011117
21950,2015-11-02T19:00:00Z,37.8760,144.4600,14.5,0,011117
21950,2015-11-02T20:00:00Z,37.8380,144.4300,14.5,0,011117
21950,2015-11-02T21:00:00Z,37.8230,144.4250,14.5,0,011117
21950,2015-11-02T22:00:00Z,37.8140,144.4270,14.5,0,011117
21950,2015-11-02T23:00:00Z,37.7810,144.4020,14.5,0,011117
21950,2015-11-03T00:00:00Z,37.7640,144.3980,14.5,0,011117
21950,2015-11-03T01:00:00Z,37.7480,144.3920,14.7,0,011117
21950,2015-11-03T02:00:00Z,37.7480,144.3920,14.9,0,011117
21950,2015-11-03T03:00:00Z,37.7120,144.3690,14.9,0,011117
21950,2015-11-03T04:00:00Z,37.7120,144.3690,15,0,011117
21950,2015-11-03T05:00:00Z,37.6960,144.3650,15,0,011117
21950,2015-11-03T06:00:00Z,37.6960,144.3650,15,0,011117
21950,2015-11-03T07:00:00Z,37.6720,144.3830,15,0,011117
21950,2015-11-03T08:00:00Z,37.6540,144.3920,14.9,0,011117
21950,2015-11-03T09:00:00Z,37.6460,144.3940,14.9,0,011117
21950,2015-11-03T10:00:00Z,37.6180,144.4050,14.7,0,011117
21950,2015-11-03T11:00:00Z,37.5870,144.4180,14.7,0,011117
21950,2015-11-03T12:00:00Z,37.5720,144.4180,14.7,0,011117
21950,2015-11-03T13:00:00Z,37.5720,144.4180,14.7,0,011117
21950,2015-11-03T14:00:00Z,37.5720,144.4180,14.7,0,011117
21950,2015-11-03T15:00:00Z,37.4900,144.4360,14.7,0,014417
21950,2015-11-03T16:00:00Z,37.4900,144.4360,14.7,0,011117
21950,2015-11-03T17:00:00Z,37.4650,144.4390,14.7,0,011117
21950,2015-11-03T18:00:00Z,37.4590,144.4550,14.7,0,011117
21950,2015-11-03T19:00:00Z,37.4370,144.4600,14.7,0,011117
21950,2015-11-03T20:00:00Z,37.4350,144.4670,14.6,0,011117
21950,2015-11-03T21:00:00Z,37.4200,144.4760,14.6,0,011117
21950,2015-11-03T22:00:00Z,37.4140,144.4760,14.6,0,011117
21950,2015-11-03T23:00:00Z,37.3970,144.5030,14.6,0,011117
21950,2015-11-04T00:00:00Z,37.3940,144.5130,14.7,0,011117
21950,2015-11-04T01:00:00Z,37.3820,144.5420,14.7,0,011117
