PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),VGHS LEVEL0 (meter),VGTA LEVEL0 (second),QC
21638,2015-11-05T00:00:00Z,26.3910,126.2990,26.5,0,1.6,7,01111711
21638,2015-11-05T01:00:00Z,26.3980,126.2930,26.5,0,,,01111799
21638,2015-11-05T02:00:00Z,26.4060,126.2860,26.5,0,1.6,8,01111711
21638,2015-11-05T03:00:00Z,26.4140,126.2800,26.5,0,1.7,7,01111711
21638,2015-11-05T04:00:00Z,26.4230,126.2750,26.5,0,1.8,7,01111711
21638,2015-11-05T05:00:00Z,26.4340,126.2720,26.5,0,1.8,7,01111711
21638,2015-11-05T06:00:00Z,26.4480,126.2700,26.5,0,1.6,7,01111711
21638,2015-11-05T09:00:00Z,26.4870,126.2690,26.5,0,1.7,7,01111711
21638,2015-11-05T12:00:00Z,26.5220,126.2670,26.5,0,1.8,7,01111711
21638,2015-11-05T15:00:00Z,26.5650,126.2640,26.4,0,1.7,7,01111711
21638,2015-11-05T18:00:00Z,26.6160,126.2720,26.2,0,1.4,7,01111711
21638,2015-11-05T21:00:00Z,26.6500,126.2880,26.1,0,1.2,7,01111711
21638,2015-11-06T00:00:00Z,26.6780,126.2920,26.1,0,1.3,7,01111711
21638,2015-11-06T03:00:00Z,26.7220,126.2840,26.1,0,1.2,7,01111711
21638,2015-11-06T06:00:00Z,26.7730,126.2840,26.2,0,1.1,7,01111711
21638,2015-11-06T09:00:00Z,26.8280,126.2890,26,0,1,6,01111711
21638,2015-11-06T12:00:00Z,26.8930,126.2970,26,0,1.1,6,01111711
21638,2015-11-06T15:00:00Z,26.9700,126.3140,25.9,0,1.1,7,01111711
21638,2015-11-06T18:00:00Z,27.0540,126.3440,25.9,0,1.1,7,01111711
21638,2015-11-06T21:00:00Z,27.1400,126.3770,25.9,0,1.1,7,01111711
21638,2015-11-07T00:00:00Z,27.2350,126.4120,25.9,0,1.1,6,01111711
21638,2015-11-07T03:00:00Z,27.3390,126.4580,26.1,0,1.3,7,01111711
21638,2015-11-07T06:00:00Z,27.4390,126.5190,26.3,0,1.2,7,01111711
21638,2015-11-07T09:00:00Z,27.5460,126.5860,26.2,0,1.1,7,01111711
21638,2015-11-07T12:00:00Z,27.6650,126.6510,26.2,0,1,7,01111711
21638,2015-11-07T15:00:00Z,27.7930,126.7350,26.2,0,1.1,7,01111711
21638,2015-11-07T18:00:00Z,27.9180,126.8310,26.1,0,1.1,7,01441711
21638,2015-11-07T21:00:00Z,28.0490,126.9250,26.1,0,1,7,01441711
21638,2015-11-08T00:00:00Z,28.1890,127.0100,26.2,0,1,7,01441711
21638,2015-11-08T03:00:00Z,28.3250,127.0870,26.3,0,0.9,7,01441711
21638,2015-11-08T06:00:00Z,28.4570,127.1630,26.4,0,0.8,8,01111711
21638,2015-11-08T09:00:00Z,28.5810,127.2270,26.3,0,0.8,7,01111711
21638,2015-11-08T12:00:00Z,28.6950,127.2780,26.2,0,0.8,7,01111711
21638,2015-11-08T15:00:00Z,28.8050,127.3350,26.2,0,0.9,7,01111711
21638,2015-11-08T18:00:00Z,28.8870,127.3990,26.2,0,0.8,8,01111711
21638,2015-11-08T21:00:00Z,28.9680,127.4280,26.1,0,0.9,8,01111711
21638,2015-11-09T00:00:00Z,29.0460,127.4650,26,0,0.9,6,01111711
21638,2015-11-09T03:00:00Z,29.1170,127.5090,26,0,0.9,6,01111711
21638,2015-11-09T06:00:00Z,29.1830,127.5660,25.9,0,1.4,6,01111711
21638,2015-11-09T09:00:00Z,29.2310,127.6310,25.9,0,1.6,6,01111711
21638,2015-11-09T12:00:00Z,29.2790,127.6920,26,0,2,7,01111711
21638,2015-11-09T13:00:00Z,29.2950,127.7150,26,0,2,6,01111711
21638,2015-11-09T14:00:00Z,29.3100,127.7390,26,0,1.8,7,01111711
21638,2015-11-09T15:00:00Z,29.3230,127.7600,26,0,2.4,7,01111711
21638,2015-11-09T16:00:00Z,29.3350,127.7800,26,0,2.3,7,01111711
21638,2015-11-09T17:00:00Z,29.3490,127.8000,26,0,2.3,7,01111711
21638,2015-11-09T18:00:00Z,29.3620,127.8220,26,0,2.2,7,01111711
21638,2015-11-09T19:00:00Z,29.3750,127.8450,26,0,2.5,7,01111711
21638,2015-11-09T20:00:00Z,29.3890,127.8690,25.9,0,2.6,7,01111711
21638,2015-11-09T21:00:00Z,29.4030,127.8930,25.9,0,2.6,7,01111711
21638,2015-11-09T22:00:00Z,29.4190,127.9190,25.9,0,2.8,7,01111711
21638,2015-11-09T23:00:00Z,29.4360,127.9440,25.9,0,2.6,7,01111711
21638,2015-11-10T00:00:00Z,29.4550,127.9700,25.9,0,2.4,7,01111711
21638,2015-11-10T01:00:00Z,29.4710,127.9970,25.8,0,2.5,8,01111711
21638,2015-11-10T02:00:00Z,29.4870,128.0250,25.8,0,2.5,7,01111711
21638,2015-11-10T03:00:00Z,29.5030,128.0540,25.9,0,2.3,7,01111711
21638,2015-11-10T04:00:00Z,29.5180,128.0830,25.9,0,2.1,7,01111711
