PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),PSAL LEVEL1 (psu),DEPH LEVEL1 (meter),TEMP LEVEL2 (degree_Celsius),DEPH LEVEL2 (meter),TEMP LEVEL3 (degree_Celsius),DEPH LEVEL3 (meter),TEMP LEVEL4 (degree_Celsius),DEPH LEVEL4 (meter),TEMP LEVEL5 (degree_Celsius),DEPH LEVEL5 (meter),TEMP LEVEL6 (degree_Celsius),DEPH LEVEL6 (meter),TEMP LEVEL7 (degree_Celsius),DEPH LEVEL7 (meter),TEMP LEVEL8 (degree_Celsius),DEPH LEVEL8 (meter),TEMP LEVEL9 (degree_Celsius),DEPH LEVEL9 (meter),QC
52522,2016-03-13T01:00:00Z,3.5000,158.4000,29.2,0,29.24,34.29,1,29.16,25,29.13,75,21.61,125,18.59,150,14.67,200,11.32,250,10.97,300,8.28,500,0111171211111211111111111
52522,2016-03-13T02:00:00Z,3.5000,158.4000,29.3,0,29.29,34.3,1,29.16,25,29.14,75,21.51,125,18.97,150,16.24,200,11.86,250,11.09,300,8.51,500,0111171211111211111111111
52522,2016-03-13T03:00:00Z,3.5000,158.4000,29.3,0,29.33,34.3,1,29.17,25,29.13,75,21.11,125,18.71,150,14.99,200,11.48,250,10.66,300,8.38,500,0111171211111211111111111
52522,2016-03-13T04:00:00Z,3.5000,158.4000,29.4,0,29.37,34.3,1,29.18,25,29.15,75,19.53,150,17,200,11.98,250,10.83,300,8.48,500,,,0111171211111111111111199
52522,2016-03-13T05:00:00Z,3.5000,158.4000,29.4,0,29.4,34.3,1,29.24,25,29.16,75,23.67,125,20.86,150,14.26,250,11.42,300,8.77,500,,,0111171211111211121111199
52522,2016-03-13T06:00:00Z,3.5000,158.4000,29.3,0,29.35,34.3,1,29.21,25,29.14,75,21.67,125,19.74,150,17.69,200,13.3,250,11.2,300,8.65,500,0111171211111211111111111
52522,2016-03-13T07:00:00Z,3.5000,158.4000,29.3,0,29.34,34.29,1,29.25,25,29.14,75,22.87,125,20.7,150,17.69,200,14.46,250,11.8,300,8.92,500,0111171211111211111211111
52522,2016-03-13T08:00:00Z,3.5000,158.4000,29.3,0,29.32,34.29,1,29.27,25,29.16,75,22.81,125,20.54,150,18.11,200,13.55,250,11.05,300,8.71,500,0111171211111211111111111
52522,2016-03-13T09:00:00Z,3.5000,158.4000,29.3,0,29.3,34.29,1,29.26,25,29.15,75,21.94,125,20.38,150,17.96,200,12.61,250,11.08,300,8.56,500,0111171211111211111111111
52522,2016-03-13T10:00:00Z,3.5000,158.4000,29.3,0,29.27,34.29,1,29.17,75,22.68,125,20.5,150,17.82,200,12.16,250,10.91,300,8.44,500,,,0111171211121111111111199
52522,2016-03-13T11:00:00Z,3.5000,158.4000,29.3,0,29.28,34.29,1,29.28,25,29.17,75,22.05,125,20.57,150,17.76,200,12.72,250,8.28,500,,,0111171211111211111111199
52522,2016-03-13T12:00:00Z,3.5000,158.4000,29.3,0,29.27,34.29,1,29.28,25,29.19,75,22.57,125,20.41,150,16.3,200,12.06,250,10.73,300,8.36,500,0111171211111211111111111
52522,2016-03-13T13:00:00Z,3.5000,158.4000,29.3,0,29.26,34.28,1,29.27,25,29.19,75,23.02,125,20.65,150,16.82,200,12.42,250,10.77,300,8.37,500,0111171211111211111111111
52522,2016-03-13T14:00:00Z,3.5000,158.4000,29.2,0,29.23,34.27,1,29.26,25,29.19,75,23.84,125,20.81,150,17.02,200,12.28,250,10.76,300,8.49,500,0111171211111111111111111
52522,2016-03-13T15:00:00Z,3.6000,158.4000,29.2,0,29.24,34.28,1,29.25,25,29.19,75,23.33,125,20.94,150,17.07,200,12.34,250,10.73,300,8.52,500,0144171211111211111111111
52522,2016-03-13T16:00:00Z,3.6000,158.4000,29.2,0,29.23,34.29,1,29.24,25,29.18,75,22.91,125,20.66,150,16.8,200,12.46,250,10.63,300,8.27,500,0111171211111211111111111
52522,2016-03-13T17:00:00Z,3.6000,158.4000,29.2,0,29.22,34.26,1,29.24,25,29.17,75,24.22,125,21.88,150,19.02,200,16.27,250,12.4,300,9.01,500,0111171211111111111212111
52522,2016-03-13T18:00:00Z,3.6000,158.3000,29.2,0,29.22,34.28,1,29.24,25,29.17,75,24.47,125,22.44,150,18.83,200,16.59,250,13.32,300,8.84,500,0144171211111111111212111
52522,2016-03-13T19:00:00Z,3.6000,158.3000,29.2,0,29.21,34.19,1,29.25,25,29.17,75,25.96,125,22.6,150,18.99,200,16.59,250,13.68,300,8.73,500,0111171211111111111212111
52522,2016-03-13T20:00:00Z,3.6000,158.3000,29.2,0,29.21,34.24,1,29.25,25,29.17,75,25.62,125,22.13,150,18.45,200,16.26,250,12.55,300,8.74,500,0111171211111111111212111
52522,2016-03-13T21:00:00Z,3.6000,158.3000,29.2,0,29.22,34.28,1,29.24,25,29.08,75,22.4,125,20.01,150,16.14,200,12.19,250,10.71,300,8.36,500,0111171211111211111111111
52522,2016-03-13T22:00:00Z,3.6000,158.3000,29.2,0,29.21,34.28,1,29.22,25,29.15,75,22.65,125,20.06,150,16.09,200,12.11,250,10.73,300,8.56,500,0111171211111211111111111
52522,2016-03-13T23:00:00Z,3.6000,158.3000,29.2,0,29.19,34.27,1,29.21,25,29.1,75,22.34,125,19.82,150,15.06,200,11.43,250,10.63,300,8.47,500,0111171211111211111111111
52522,2016-03-14T00:00:00Z,3.6000,158.3000,29.2,0,29.19,34.28,1,29.2,25,29.08,75,22.68,125,19.83,150,14.73,200,10.88,250,10.21,300,8.11,500,0111171211111211111111111
52522,2016-03-14T01:00:00Z,3.6000,158.3000,29.2,0,29.18,34.28,1,29.21,25,29.09,75,22.49,125,20.47,150,15.37,200,11.09,250,10.3,300,8.22,500,0111171211111211111111111
52522,2016-03-14T02:00:00Z,3.6000,158.3000,29.2,0,29.18,34.28,1,29.2,25,29.01,75,21.75,125,19.81,150,16.39,200,12.3,250,10.56,300,8.39,500,0111171211111211111111111
52522,2016-03-14T03:00:00Z,3.6000,158.3000,29.2,0,29.19,34.29,1,29.2,25,28.88,75,21.89,125,20.04,150,16.4,200,12.5,250,10.59,300,8.29,500,0111171211111211111111111
52522,2016-03-14T04:00:00Z,3.6000,158.3000,29.2,0,29.18,34.29,1,29.19,25,29.07,75,21.91,125,19.51,150,16.37,200,12.61,250,10.4,300,8.3,500,0111171211111211111111111
52522,2016-03-14T05:00:00Z,3.6000,158.3000,29.2,0,29.19,34.29,1,29.2,25,29.13,75,24.12,125,20.86,150,16.49,200,12.37,250,10.25,300,8.46,500,0111171211111111111111111
52522,2016-03-14T06:00:00Z,3.6000,158.3000,29.2,0,29.2,34.3,1,29.21,25,29.03,75,22.71,125,19.64,150,16.38,200,12.62,250,10.32,300,8.43,500,0111171211111211111111111
52522,2016-03-14T07:00:00Z,3.6000,158.3000,29.2,0,29.19,34.3,1,29.2,25,29.15,75,24.65,125,21.08,150,16.37,200,12.82,250,10.51,300,8.53,500,0111171211111111111111111
52522,2016-03-14T08:00:00Z,3.6000,158.3000,29.2,0,29.19,34.29,1,29.2,25,29.16,75,23.42,125,20.57,150,16.16,200,12.19,250,10.35,300,8.42,500,0111171211111211111111111
52522,2016-03-14T09:00:00Z,3.6000,158.3000,29.2,0,29.18,34.29,1,29.2,25,29.03,75,23.12,125,20.12,150,16.16,200,11.78,250,10.3,300,8.49,500,0111171211111211111111111
52522,2016-03-14T10:00:00Z,3.7000,158.3000,29.2,0,29.18,34.29,1,29.18,25,28.96,75,22.14,125,18.08,150,14.45,200,11.06,250,10.06,300,8.31,500,0144171211111211111111111
52522,2016-03-14T11:00:00Z,3.7000,158.3000,29.2,0,29.17,34.29,1,29.18,25,29.01,75,23.04,125,19.16,150,15.05,200,10.9,250,9.58,300,7.98,500,0111171211111211111111111
52522,2016-03-14T12:00:00Z,3.7000,158.3000,29.2,0,29.17,34.29,1,29.18,25,29.03,75,22.84,125,18.3,150,15.16,200,10.9,250,9.64,300,7.84,500,0111171211111211111111111
52522,2016-03-14T13:00:00Z,3.7000,158.3000,29.2,0,29.16,34.29,1,29.17,25,29.01,75,23,125,19.79,150,16.18,200,11.16,250,10.06,300,7.85,500,0111171211111211111111111
52522,2016-03-14T14:00:00Z,3.7000,158.3000,29.2,0,29.17,34.3,1,29.18,25,28.99,75,22.44,125,18.52,150,15.83,200,11.12,250,10.31,300,8.17,500,0111171211111211111111111
52522,2016-03-14T15:00:00Z,3.7000,158.3000,29.2,0,29.18,34.3,1,29.18,25,29,75,22.15,125,18.11,150,15.88,200,10.91,250,10.3,300,8.23,500,0111171211111211111111111
52522,2016-03-14T16:00:00Z,3.7000,158.3000,29.2,0,29.17,34.3,1,29.18,25,28.99,75,21.99,125,16.19,200,11.35,250,10.29,300,8.28,500,,,0111171211111211111111199
52522,2016-03-14T17:00:00Z,3.7000,158.2000,29.2,0,29.17,34.31,1,29.18,25,29.01,75,22.07,125,18.49,150,16.25,200,11.36,250,10.27,300,8.19,500,0144171211111211111111111
52522,2016-03-14T18:00:00Z,3.7000,158.2000,29.2,0,29.17,34.31,1,29.04,75,21.97,125,19.13,150,16.28,200,11.5,250,10.26,300,8.17,500,,,0111171211121111111111199
52522,2016-03-14T19:00:00Z,3.7000,158.2000,29.2,0,29.18,34.32,1,29.19,25,28.99,75,21.49,125,18.14,150,16.08,200,11.49,250,10.31,300,8.09,500,0111171211111211111111111
52522,2016-03-14T20:00:00Z,3.7000,158.2000,29.2,0,29.18,34.32,1,29.19,25,29.08,75,22.43,125,16.3,200,13.33,250,10.6,300,8.53,500,,,0111171211111211111111199
52522,2016-03-14T21:00:00Z,3.7000,158.2000,29.2,0,29.19,34.33,1,29.19,25,29.16,75,22.74,125,20.56,150,16.03,200,12,250,10.55,300,8.5,500,0111171211111211111111111
52522,2016-03-14T22:00:00Z,3.7000,158.2000,29.2,0,29.2,34.34,1,29.2,25,29.19,75,22.24,125,20.08,150,16.02,200,11.4,250,10.3,300,8.26,500,0111171211111211111111111
52522,2016-03-14T23:00:00Z,3.7000,158.2000,29.2,0,29.21,34.33,1,29.2,25,29.15,75,22.67,125,20.02,150,15.6,200,10.99,250,10.27,300,8.1,500,0111171211111211111111111
52522,2016-03-15T00:00:00Z,3.7000,158.2000,29.2,0,29.24,34.34,1,29.21,25,29.12,75,21.63,125,18.65,150,15.65,200,10.98,250,10.41,300,8.1,500,0111171211111211111111111
52522,2016-03-15T01:00:00Z,3.7000,158.2000,29.3,0,29.27,34.33,1,29.21,25,29.16,75,21.69,125,19.5,150,15.52,200,11.24,250,10.38,300,8.06,500,0111171211111211111111111
52522,2016-03-15T02:00:00Z,3.7000,158.2000,29.3,0,29.3,34.34,1,29.22,25,29.18,75,22.15,125,18.41,150,14.7,200,10.83,250,10.35,300,8.07,500,0111171211111211111111111
52522,2016-03-15T03:00:00Z,3.7000,158.2000,29.3,0,29.34,34.34,1,29.22,25,29.15,75,21.78,125,18.44,150,14.39,200,10.83,250,10.22,300,8.1,500,0111171211111211111111111
52522,2016-03-15T04:00:00Z,3.7000,158.2000,29.3,0,29.35,34.34,1,29.23,25,29.05,75,21.8,125,19.74,150,15.75,200,11.69,250,10.4,300,8.24,500,0111171211111211111111111
52522,2016-03-15T05:00:00Z,3.7000,158.2000,29.3,0,29.35,34.35,1,29.23,25,29.07,75,21.82,125,19.72,150,16,200,11.29,250,10.26,300,8.2,500,0111171211111211111111111
52522,2016-03-15T06:00:00Z,3.7000,158.2000,29.3,0,29.34,34.35,1,29.23,25,29.12,75,21.83,125,19.04,150,14.84,200,11.11,250,10.24,300,8.18,500,0111171211111211111111111
52522,2016-03-15T07:00:00Z,3.7000,158.2000,29.3,0,29.32,34.36,1,29.28,25,29.13,75,21.83,125,19.78,150,15.15,200,11.34,250,10.35,300,8.23,500,0111171211111211111111111
52522,2016-03-15T08:00:00Z,3.7000,158.2000,29.3,0,29.33,34.35,1,29.34,25,29.17,75,21.86,125,19.74,150,15.01,200,11.18,250,10.25,300,8.19,500,0111171211111211111111111
52522,2016-03-15T09:00:00Z,3.7000,158.2000,29.3,0,29.27,34.34,1,29.28,25,29.24,75,25.34,125,21.31,150,15.73,200,11.26,250,10.17,300,8.24,500,0111171211111111111111111
52522,2016-03-15T10:00:00Z,3.7000,158.2000,29.3,0,29.27,34.34,1,29.27,25,29.23,75,24.52,125,21.04,150,15.82,200,11.6,250,10.28,300,8.22,500,0111171211111111111111111
52522,2016-03-15T11:00:00Z,3.7000,158.2000,29.2,0,29.24,34.33,1,29.24,25,29.22,75,24.46,125,21.28,150,16.25,200,11.62,250,10.25,300,8.2,500,0111171211111111111111111
52522,2016-03-15T12:00:00Z,3.7000,158.2000,29.2,0,29.22,34.33,1,29.23,25,29.21,75,23.63,125,20.73,150,16.06,200,11.26,250,10.2,300,8.09,500,0111171211111211111111111
52522,2016-03-15T13:00:00Z,3.8000,158.1000,29.2,0,29.21,34.33,1,29.23,25,29.21,75,23,125,20.59,150,16.43,200,12.44,250,10.23,300,8.29,500,0144171211111211111111111
52522,2016-03-15T14:00:00Z,3.8000,158.1000,29.2,0,29.21,34.34,1,29.22,25,29.22,75,22.43,125,19.47,150,14.87,200,11.06,250,9.79,300,8.08,500,0111171211111211111111111
52522,2016-03-15T15:00:00Z,3.8000,158.1000,29.2,0,29.21,34.33,1,29.22,25,29.21,75,21.83,125,18.36,150,14.53,200,11.16,250,10.02,300,8.16,500,0111171211111211111111111
52522,2016-03-15T16:00:00Z,3.8000,158.1000,29.2,0,29.2,34.34,1,29.22,25,29.2,75,21.15,125,18.28,150,14.36,200,11.04,250,9.72,300,8.08,500,0111171211111211111111111
52522,2016-03-15T17:00:00Z,3.8000,158.1000,29.2,0,29.19,34.34,1,29.21,25,29.21,75,21.65,125,14.42,200,11.12,250,10.24,300,8.22,500,,,0111171211111211111111199
52522,2016-03-15T18:00:00Z,3.8000,158.1000,29.2,0,29.2,34.34,1,29.21,25,29.21,75,21.72,125,18.22,150,13.98,200,11.04,250,9.97,300,8.08,500,0111171211111211111111111
52522,2016-03-15T19:00:00Z,3.8000,158.1000,29.2,0,29.19,34.35,1,29.2,25,29.22,75,21.8,125,18.05,150,13.79,200,10.71,250,9.59,300,8.04,500,0111171211111211111111111
52522,2016-03-15T20:00:00Z,3.8000,158.1000,29.2,0,29.18,34.35,1,29.2,25,29.21,75,21.96,125,18.73,150,14.12,200,11.01,250,9.58,300,8,500,0111171211111211111111111
52522,2016-03-15T21:00:00Z,3.8000,158.1000,29.2,0,29.18,34.35,1,29.19,25,29.2,75,21.96,125,18.53,150,13.66,200,10.56,250,9.43,300,7.89,500,0111171211111211111111111
52522,2016-03-15T22:00:00Z,3.8000,158.1000,29.2,0,29.19,34.35,1,29.2,25,29.2,75,23.23,125,19.62,150,13.9,200,10.52,250,9.47,300,7.85,500,0111171211111211111111111
52522,2016-03-15T23:00:00Z,3.8000,158.1000,29.2,0,29.22,34.35,1,29.2,25,29.21,75,21.99,125,18.75,150,14.09,200,10.7,250,9.55,300,7.73,500,0111171211111211111111111
52522,2016-03-16T00:00:00Z,3.8000,158.1000,29.2,0,29.24,34.35,1,29.21,25,29.21,75,22.85,125,19.85,150,15.24,200,10.87,250,9.56,300,8.04,500,0111171211111211111111111
52522,2016-03-16T01:00:00Z,3.8000,158.1000,29.3,0,29.26,34.36,1,29.21,25,29.2,75,22.01,125,19.71,150,14.5,200,10.8,250,9.55,300,8.06,500,0111171211111211111111111
52522,2016-03-16T02:00:00Z,3.8000,158.1000,29.3,0,29.3,34.36,1,29.21,25,28.87,75,21.8,125,18.89,150,15.26,200,10.97,250,9.67,300,8.09,500,0111171211111211111111111
52522,2016-03-16T03:00:00Z,3.8000,158.1000,29.3,0,29.33,34.36,1,29.21,25,28.82,75,21.89,125,18.92,150,14.72,200,10.92,250,9.64,300,8.19,500,0111171211111211111111111
52522,2016-03-16T04:00:00Z,3.8000,158.1000,29.3,0,29.35,34.36,1,29.21,25,28.92,75,21.42,125,18.31,150,13.06,200,10.44,250,9.58,300,8.08,500,0111171211111211111111111
52522,2016-03-16T05:00:00Z,3.8000,158.1000,29.3,0,29.35,34.37,1,29.23,25,29.2,75,21.94,125,18.56,150,13.5,200,10.31,250,9.52,300,7.94,500,0111171211111211111111111
52522,2016-03-16T06:00:00Z,3.8000,158.1000,29.3,0,29.32,34.36,1,29.24,25,29.2,75,21,125,18.38,150,12.78,200,10.11,250,9.37,300,7.78,500,0111171211111211111111111
52522,2016-03-16T07:00:00Z,3.8000,158.0000,29.3,0,29.28,34.36,1,29.24,25,29.2,75,22.04,125,19.29,150,13.65,200,10.21,250,9.39,300,7.94,500,0144171211111211111111111
52522,2016-03-16T08:00:00Z,3.8000,158.0000,29.3,0,29.28,34.36,1,29.27,25,29.2,75,24.78,125,14.8,200,10.41,250,9.38,300,,,,,0111171211111111111119999
52522,2016-03-16T09:00:00Z,3.8000,158.0000,29.3,0,29.28,34.37,1,29.28,25,29.2,75,24.59,125,20.62,150,15.52,200,10.72,250,9.51,300,7.72,500,0111171211111111111111111
52522,2016-03-16T10:00:00Z,3.8000,158.0000,29.3,0,29.26,34.37,1,29.27,25,29.2,75,24.05,125,20.19,150,13.97,200,10.36,250,9.5,300,7.98,500,0111171211111111111111111
52522,2016-03-16T11:00:00Z,3.8000,158.0000,29.2,0,29.24,34.37,1,29.26,25,29.19,75,25.79,125,20.8,150,14.24,200,10.13,250,9.49,300,8.03,500,0111171211111111111111111
52522,2016-03-16T12:00:00Z,3.8000,158.0000,29.2,0,29.24,34.37,1,29.24,25,29.19,75,23.27,125,20.24,150,15.41,200,10.75,250,9.52,300,8.01,500,0111171211111211111111111
52522,2016-03-16T13:00:00Z,3.8000,158.0000,29.2,0,29.21,34.36,1,29.22,25,29.19,75,23.54,125,20.2,150,15.29,200,11.24,250,9.69,300,8.13,500,0111171211111211111111111
52522,2016-03-16T14:00:00Z,3.8000,158.0000,29.2,0,29.2,34.36,1,29.21,25,29.19,75,23.83,125,20.12,150,14.02,200,11.13,250,9.56,300,8.19,500,0111171211111111111111111
52522,2016-03-16T15:00:00Z,3.8000,158.0000,29.2,0,29.21,34.37,1,29.22,25,29.16,75,23.48,125,19.29,150,12.89,200,10.32,250,9.49,300,8.03,500,0111171211111211111111111
52522,2016-03-16T16:00:00Z,3.8000,158.0000,29.2,0,29.19,34.36,1,29.2,25,29.17,75,23.3,125,19.32,150,12.8,200,10.37,250,9.51,300,8.04,500,0111171211111211111111111
52522,2016-03-16T17:00:00Z,3.8000,158.0000,29.2,0,29.17,34.36,1,29.18,25,29.18,75,22.71,125,19.26,150,12.9,200,10.28,250,9.38,300,8.04,500,0111171211111211111111111
52522,2016-03-16T18:00:00Z,3.8000,158.0000,29.2,0,29.15,34.36,1,29.16,25,29.18,75,22.07,125,18.25,150,12.59,200,10.27,250,9.29,300,7.92,500,0111171211111211111111111
52522,2016-03-16T19:00:00Z,3.8000,158.0000,29.1,0,29.15,34.36,1,29.16,25,29.17,75,22.25,125,19.46,150,13.86,200,10.32,250,9.29,300,7.88,500,0111171211111211111111111
52522,2016-03-16T20:00:00Z,3.9000,158.0000,29.1,0,29.15,34.36,1,29.16,25,29.16,75,23.21,125,20.05,150,14.16,200,10.27,250,9.29,300,7.78,500,0144171211111211111111111
52522,2016-03-16T21:00:00Z,3.9000,158.0000,29.1,0,29.15,34.37,1,29.16,25,29.16,75,22.81,125,20,150,14.22,200,10.27,250,9.48,300,7.84,500,0111171211111211111111111
52522,2016-03-16T22:00:00Z,3.9000,158.0000,29.1,0,29.15,34.36,1,29.15,25,27.68,75,22.12,125,19.33,150,14.09,200,10.68,250,9.47,300,7.9,500,0111171211111211111111111
52522,2016-03-16T23:00:00Z,3.9000,158.0000,29.2,0,29.16,34.37,1,29.15,25,29.16,75,22.19,125,19.52,150,14.45,200,10.76,250,9.49,300,7.94,500,0111171211111211111111111
52522,2016-03-17T00:00:00Z,3.9000,158.0000,29.2,0,29.19,34.37,1,29.15,25,29.15,75,22.19,125,18.28,150,14.01,200,10.9,250,9.58,300,7.93,500,0111171211111211111111111
52522,2016-03-17T01:00:00Z,3.9000,158.0000,29.2,0,29.24,34.38,1,29.15,25,29.14,75,22.32,125,18.86,150,14.36,200,11.55,250,10,300,7.99,500,0111171211111211111111111
52522,2016-03-17T02:00:00Z,3.9000,157.9000,29.3,0,29.29,34.38,1,29.16,25,29.13,75,23.55,125,18.87,150,13.72,200,10.28,250,7.97,500,,,0144272212121212121211199
52522,2016-03-17T03:00:00Z,3.9000,157.9000,29.4,0,29.35,34.38,1,29.17,25,29.14,75,23.85,125,20.31,150,14.11,200,10.7,250,9.8,300,7.88,500,0111272212121212121212111
52522,2016-03-17T04:00:00Z,3.9000,157.9000,29.4,0,29.37,34.39,1,29.18,25,29.14,75,23.63,125,19.5,150,14.05,200,10.48,250,9.66,300,7.82,500,0111272212121212121212111
52522,2016-03-17T05:00:00Z,3.9000,157.9000,29.4,0,29.39,34.39,1,29.18,25,29.07,75,22.36,125,19.45,150,14.45,200,11.47,250,9.73,300,7.94,500,0111272212121212121212111
52522,2016-03-17T06:00:00Z,3.9000,157.9000,29.4,0,29.38,34.4,1,29.19,25,29.13,75,22.24,125,18.6,150,14.36,200,10.98,250,9.8,300,7.87,500,0111272212121212121212111
52522,2016-03-17T07:00:00Z,3.9000,157.9000,29.4,0,29.36,34.4,1,29.2,25,29.13,75,22.3,125,19.26,150,14.64,200,11.16,250,9.78,300,7.87,500,0111272212121212121212111
52522,2016-03-17T08:00:00Z,3.9000,157.9000,29.3,0,29.31,34.39,1,29.2,25,29.13,75,21.93,125,18.21,150,13.98,200,10.9,250,9.85,300,7.76,500,0111272212121212121212121
52522,2016-03-17T09:00:00Z,3.9000,157.9000,29.3,0,29.27,34.4,1,29.2,25,29.06,75,21.57,125,18.18,150,14.04,200,11.14,250,9.71,300,7.86,500,0111272212121212121212111
52522,2016-03-17T10:00:00Z,3.9000,157.9000,29.2,0,29.23,34.4,1,29.21,25,29.13,75,22.14,125,18.22,150,13.53,200,10.9,250,9.79,300,7.83,500,0111272212121212121212111
52522,2016-03-17T11:00:00Z,3.9000,157.9000,29.2,0,29.22,34.4,1,29.22,25,29.14,75,22.23,125,17.95,150,13.1,200,10.91,250,9.68,300,7.98,500,0111272212121212121212111
52522,2016-03-17T12:00:00Z,3.9000,157.9000,29.2,0,29.22,34.4,1,29.22,25,29.14,75,22.45,125,18.28,150,13.93,200,11.31,250,9.95,300,8.04,500,0111272212121212121211111
52522,2016-03-17T13:00:00Z,3.9000,157.9000,29.2,0,29.23,34.41,1,29.23,25,29.15,75,22.81,125,18.83,150,14.32,200,11.26,250,9.99,300,7.97,500,0111272212121212121211111
52522,2016-03-17T14:00:00Z,3.9000,157.9000,29.2,0,29.21,34.41,1,29.22,25,29.16,75,23,125,19.35,150,14.46,200,11.15,250,9.97,300,7.77,500,0111272212121212121211111
52522,2016-03-17T15:00:00Z,3.9000,157.9000,29.2,0,29.21,34.41,1,29.22,25,29.17,75,24.03,125,20.49,150,15.3,200,11.97,250,10.16,300,7.78,500,0111272212121212121211111
52522,2016-03-17T16:00:00Z,3.9000,157.9000,29.2,0,29.2,34.41,1,29.16,75,23.55,125,19.38,150,14.74,200,11.49,250,10.18,300,7.75,500,,,0111272212121212121112199
52522,2016-03-17T17:00:00Z,3.9000,157.9000,29.2,0,29.22,34.41,1,29.22,25,29.16,75,22.48,125,19.15,150,14.83,200,11.54,250,9.98,300,7.74,500,0111272212121212121211121
52522,2016-03-17T18:00:00Z,3.9000,157.9000,29.2,0,29.2,34.42,1,29.22,25,29.17,75,23.71,125,19.95,150,14.37,200,11.19,250,9.88,300,7.71,500,0111272212121212121212121
52522,2016-03-17T19:00:00Z,3.9000,157.9000,29.2,0,29.2,34.42,1,29.21,25,29.17,75,23.21,125,19.35,150,13.88,200,11.51,250,10.02,300,7.66,500,0111272212121212121211121
52522,2016-03-17T20:00:00Z,3.9000,157.9000,29.2,0,29.19,34.41,1,29.2,25,29.16,75,22.78,125,19.52,150,14.71,200,11.55,250,9.96,300,7.66,500,0111272212121212121211121
52522,2016-03-17T21:00:00Z,3.9000,157.8000,29.2,0,29.21,34.41,1,29.21,25,29.17,75,21.59,125,17.6,150,13.36,200,10.31,250,9.4,300,7.59,500,0144272212121212121212121
52522,2016-03-17T22:00:00Z,4.0000,157.8000,29.2,0,29.21,34.41,1,29.2,25,29.16,75,21.5,125,17.72,150,13.38,200,10.31,250,9.29,300,7.58,500,0144171111111211111111121
52522,2016-03-17T23:00:00Z,4.0000,157.8000,29.3,0,29.26,34.42,1,29.21,25,29.19,75,22.39,125,18.04,150,13.36,200,10.37,250,9.27,300,7.52,500,0111171111111211111111121
52522,2016-03-18T00:00:00Z,4.0000,157.8000,29.4,0,29.35,34.42,1,29.2,25,29.19,75,22.52,125,18.7,150,13.54,200,10.94,250,9.99,300,7.64,500,0111171111111211111111111
52522,2016-03-18T01:00:00Z,4.0000,157.8000,29.5,0,29.46,34.42,1,29.21,25,29.19,75,22.56,125,18.24,150,13.48,200,10.46,250,9.98,300,7.62,500,0111171111111211111111111
52522,2016-03-18T02:00:00Z,4.0000,157.8000,29.6,0,29.59,34.43,1,29.21,25,29.2,75,25.27,125,20.91,150,14.3,200,10.97,250,10.27,300,7.75,500,0111171111111111111111111
52522,2016-03-18T03:00:00Z,4.0000,157.8000,29.6,0,29.62,34.42,1,29.22,25,29.19,75,24.73,125,21.46,150,15.28,200,11.61,250,10.53,300,7.74,500,0111171111111111111111111
52522,2016-03-18T04:00:00Z,4.0000,157.8000,29.7,0,29.67,34.42,1,29.22,25,29.2,75,24.45,125,20.52,150,14.56,200,11.66,250,10.38,300,7.64,500,0111171111111111111111111
52522,2016-03-18T05:00:00Z,4.0000,157.8000,29.7,0,29.68,34.43,1,29.23,25,29.2,75,24.07,125,21.03,150,11.66,250,10.32,300,7.63,500,,,0111171111111111111111199
52522,2016-03-18T06:00:00Z,4.0000,157.8000,29.7,0,29.68,34.42,1,29.23,25,29.2,75,24.54,125,21.68,150,15.14,200,11.67,250,10.61,300,7.74,500,0111171111111111111111111
52522,2016-03-18T07:00:00Z,4.0000,157.8000,29.6,0,29.6,34.42,1,29.22,25,29.19,75,23.23,125,19.6,150,13.13,200,11.61,250,10.26,300,7.73,500,0111171111111111111111111
52522,2016-03-18T08:00:00Z,4.0000,157.8000,29.5,0,29.51,34.42,1,29.22,25,29.2,75,23.55,125,18.38,150,12.34,200,10.92,250,10.2,300,7.79,500,0111171111111111111111111
52522,2016-03-18T09:00:00Z,4.0000,157.8000,29.5,0,29.48,34.42,1,29.22,25,29.2,75,24.08,125,19.44,150,13.38,200,10.79,250,9.75,300,7.78,500,0111171111111111111111111
52522,2016-03-18T10:00:00Z,4.0000,157.8000,29.4,0,29.41,34.42,1,29.22,25,29.19,75,22.95,125,17.86,150,12.33,200,10.51,250,9.29,300,7.76,500,0111171111111111111111111
52522,2016-03-18T11:00:00Z,4.0000,157.8000,29.4,0,29.35,34.42,1,29.22,25,29.19,75,22.98,125,17.97,150,12.27,200,10.52,250,9.17,300,7.63,500,0111171111111111111111111
52522,2016-03-18T12:00:00Z,4.0000,157.8000,29.3,0,29.35,34.43,1,29.23,25,29.2,75,24.03,125,18.55,150,12.17,200,10.56,250,9.19,300,7.66,500,0111171111111111111111111
52522,2016-03-18T13:00:00Z,4.0000,157.8000,29.3,0,29.33,34.42,1,29.23,25,29.18,75,24.08,125,20.29,150,13.65,200,10.59,250,9.45,300,7.69,500,0111171111111111111111111
