PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2200572,61509020,2015-11-01T00:00:00Z,31.8730,155.1580,0,3.8,4.7,0.03,0.04,23.87,0.5,313,15,0.45,-0.417,0011171111171111
2200572,61509020,2015-11-01T03:00:00Z,31.8440,155.2150,0,4.9,4.1,0.05,0.04,23.93,0.5,313,15,0.555,-0.257,0011171111171111
2200572,61509020,2015-11-01T06:00:00Z,31.8230,155.2850,0,5.9,2.3,0.05,0.02,23.94,0.5,313,15,0.621,-0.226,0011171111171111
2200572,61509020,2015-11-01T09:00:00Z,31.8000,155.3570,0,4.8,2.1,0.04,0.01,23.92,0.5,313,15,0.669,-0.293,0011171111171111
2200572,61509020,2015-11-01T12:00:00Z,31.7660,155.4380,0,5.4,0.6,0.05,0,23.88,0.5,313,15,0.744,-0.334,0011171111171111
2200572,61509020,2015-11-01T15:00:00Z,31.7350,155.5270,0,6.3,-2.3,0.04,-0.02,23.83,0.5,313,15,0.766,-0.355,0011171111171111
2200572,61509020,2015-11-01T18:00:00Z,31.6970,155.6130,0,1.6,-6.7,0.02,-0.05,23.8,0.5,313,15,0.67,-0.37,0011171111171111
2200572,61509020,2015-11-01T21:00:00Z,31.6630,155.6800,0,-2.9,-6.6,-0.03,-0.07,23.81,0.5,313,15,0.548,-0.329,0011171111171111
2200572,61509020,2015-11-02T00:00:00Z,31.6330,155.7380,0,-4.6,-6.3,-0.07,-0.08,23.84,0.5,313,15,0.504,-0.211,0011171111171111
2200572,61509020,2015-11-02T03:00:00Z,31.6220,155.7950,0,-6.6,-5.1,-0.09,-0.07,23.88,0.5,313,15,0.543,-0.062,0011171111171111
2200572,61509020,2015-11-02T06:00:00Z,31.6210,155.8620,0,-8.8,-2.5,-0.12,-0.04,23.89,0.5,313,15,0.626,-0.005,0011171111171111
2200572,61509020,2015-11-02T09:00:00Z,31.6210,155.9380,0,-8.7,-1,-0.13,-0.01,23.85,0.5,313,15,0.732,-0.01,0011171111171111
2200572,61509020,2015-11-02T12:00:00Z,31.6190,156.0290,0,-7.7,1,-0.11,0.01,23.8,0.5,313,15,0.723,-0.051,0011171111171111
2200572,61509020,2015-11-02T15:00:00Z,31.6110,156.1030,0,-7.5,2.6,-0.09,0.03,23.78,0.5,313,15,0.675,-0.072,0011171111171111
2200572,61509020,2015-11-02T18:00:00Z,31.6050,156.1830,0,-6.7,4.8,-0.08,0.05,23.76,0.5,313,15,0.723,-0.051,0011171111171111
2200572,61509020,2015-11-02T21:00:00Z,31.6010,156.2680,0,-4.8,5.3,-0.05,0.05,23.77,0.5,313,15,0.745,-0.046,0011171111171111
2200572,61509020,2015-11-03T00:00:00Z,31.5960,156.3530,0,-3.6,5.7,-0.03,0.05,23.82,0.5,313,15,0.679,-0.021,0011171111171111
2200572,61509020,2015-11-03T03:00:00Z,31.5970,156.4230,0,-1.5,5.6,-0.02,0.04,23.88,0.5,313,15,0.622,0.046,0011171111171111
2200572,61509020,2015-11-03T06:00:00Z,31.6050,156.4950,0,-0.7,5.4,0,0.04,23.9,0.5,313,15,0.648,0.123,0011171111171111
2200572,61509020,2015-11-03T09:00:00Z,31.6210,156.5710,0,2.1,5.6,0.01,0.04,23.88,0.5,313,15,0.701,0.211,0011171111171111
2200572,61509020,2015-11-03T12:00:00Z,31.6460,156.6550,0,2.8,6.2,0.03,0.04,23.86,0.5,313,15,0.771,0.18,0011171111171111
2200572,61509020,2015-11-03T15:00:00Z,31.6560,156.7470,0,5.4,4,0.06,0.04,23.85,0.5,313,15,0.766,0.031,0011171111171111
2200572,61509020,2015-11-03T18:00:00Z,31.6520,156.8300,0,7.5,,,,23.84,0.5,313,15,0.635,-0.051,0011171999171111
2200572,61509020,2015-11-03T21:00:00Z,31.6460,156.8920,0,-1.2,,,,23.87,0.5,313,15,0.508,-0.026,0011171999171111
2200572,61509020,2015-11-04T00:00:00Z,31.6470,156.9460,0,-2.7,,-0.04,,23.94,0.5,313,15,0.434,0.046,0011171919171111
2200572,61509020,2015-11-04T03:00:00Z,31.6550,156.9910,0,-4.3,,-0.05,,23.98,0.5,313,15,0.35,0.118,0011171919171111
2200572,61509020,2015-11-04T06:00:00Z,31.6700,157.0260,0,-6.8,,,,23.92,0.5,313,15,0.306,0.185,0011171999171111
2200572,61509020,2015-11-04T09:00:00Z,31.6910,157.0610,0,-8.9,,,,23.85,0.5,313,15,0.315,0.206,0011171999171111
2200572,61509020,2015-11-04T12:00:00Z,31.7100,157.0980,0,-10,,,,23.79,0.5,313,15,0.298,0.221,0011171999171111
2200572,61509020,2015-11-04T15:00:00Z,31.7340,157.1290,0,-9.9,,,,23.74,0.5,313,15,0.276,0.273,0011171999171111
2200572,61509020,2015-11-04T18:00:00Z,31.7630,157.1610,0,-10,,,,23.67,0.5,313,15,0.236,0.288,0011171999171111
2200572,61509020,2015-11-04T21:00:00Z,31.7900,157.1830,0,-9.9,,,,23.62,0.5,313,15,0.17,0.304,0011171999171111
2200572,61509020,2015-11-05T00:00:00Z,31.8220,157.2000,0,-11,-4.3,-0.23,-0.03,23.61,0.5,313,15,0.118,0.298,0011171111171111
2200572,61509020,2015-11-05T03:00:00Z,31.8480,157.2100,0,-9.2,-0.6,-0.16,-0.02,23.59,0.5,313,15,0.157,0.422,0011171111171111
2200572,61509020,2015-11-05T06:00:00Z,31.9040,157.2360,0,-9.2,1.5,-0.14,0.03,23.56,0.5,313,15,0.183,0.484,0011171111171111
2200572,61509020,2015-11-05T09:00:00Z,31.9420,157.2520,0,-9.8,3.6,-0.16,0.05,23.53,0.5,313,15,0.105,0.406,0011171111171111
2200572,61509020,2015-11-05T12:00:00Z,31.9830,157.2600,0,-8.4,4.4,-0.15,0.07,23.51,0.5,313,15,0.07,0.463,0011171111171111
2200572,61509020,2015-11-05T15:00:00Z,32.0320,157.2680,0,-8.9,5.4,-0.16,0.1,23.51,0.5,313,15,0.087,0.535,0011171111171111
2200572,61509020,2015-11-05T18:00:00Z,32.0870,157.2800,0,-13.3,6.4,-0.2,0.1,23.5,0.5,313,15,0.1,0.509,0011171111171111
2200572,61509020,2015-11-05T21:00:00Z,32.1310,157.2910,0,-10.2,4.2,-0.18,0.1,23.48,0.5,313,15,0.078,0.473,0011171111171111
2200572,61509020,2015-11-06T00:00:00Z,32.1790,157.2980,0,0.9,6,-0.06,0.09,23.47,0.5,313,15,0.03,0.499,0011171111171111
2200572,61509020,2015-11-06T03:00:00Z,32.2280,157.2980,0,3.1,8.7,0.04,0.1,23.48,0.5,313,15,-0.013,0.581,0011171111171111
2200572,61509020,2015-11-06T06:00:00Z,32.2920,157.2950,0,3.3,8.6,0.04,0.15,23.49,0.5,313,15,-0.078,0.653,0011171111171111
2200572,61509020,2015-11-06T09:00:00Z,32.3550,157.2800,0,-1.6,11.1,0.03,0.26,23.49,0.5,313,15,-0.117,0.715,0011171111171111
2200572,61509020,2015-11-06T12:00:00Z,32.4310,157.2680,0,3.1,11,0.08,0.25,23.47,0.5,313,15,-0.095,0.761,0011171111171111
2200572,61509020,2015-11-06T15:00:00Z,32.5030,157.2580,0,8,6.9,0.12,0.11,23.46,0.5,313,15,-0.104,0.756,0011171111171111
2200572,61509020,2015-11-06T18:00:00Z,32.5780,157.2440,0,7.8,2.1,0.13,-0.01,23.5,0.5,313,15,-0.156,0.725,0011171111171111
2200572,61509020,2015-11-06T21:00:00Z,32.6440,157.2220,0,8.1,-6,0.13,-0.08,23.57,0.5,313,15,-0.264,0.643,0011171111171111
2200572,61509020,2015-11-07T00:00:00Z,32.7030,157.1830,0,4,-6.1,0.07,-0.08,23.61,0.5,313,15,-0.355,0.581,0011171111171111
2200572,61509020,2015-11-07T03:00:00Z,32.7570,157.1400,0,3.4,-7.6,0.03,-0.09,23.6,0.5,313,15,-0.467,0.633,0011171111171111
2200572,61509020,2015-11-07T06:00:00Z,32.8260,157.0750,0,0.2,-9,0,-0.11,23.57,0.5,313,15,-0.549,0.777,0011171111171111
2200572,61509020,2015-11-07T09:00:00Z,32.9080,157.0130,0,-2.5,-8.6,-0.03,-0.11,23.53,0.5,313,15,-0.453,0.875,0011171111171111
2200572,61509020,2015-11-07T12:00:00Z,32.9960,156.9700,0,-2.1,-8.9,-0.05,-0.11,23.5,0.5,313,15,-0.388,0.772,0011171111171111
2200572,61509020,2015-11-07T15:00:00Z,33.0580,156.9230,0,-5.3,-7.2,-0.07,-0.12,23.48,0.5,313,15,-0.439,0.684,0011171111171111
2200572,61509020,2015-11-07T18:00:00Z,33.1290,156.8680,0,-5.8,-8.7,-0.1,-0.13,23.45,0.5,313,15,-0.443,0.679,0011171111171111
2200572,61509020,2015-11-07T21:00:00Z,33.1900,156.8200,0,-6.3,-6.5,-0.11,-0.11,23.44,0.5,313,15,-0.46,0.581,0011171111171111
2200572,61509020,2015-11-08T00:00:00Z,33.2420,156.7610,0,-7.9,-5.6,-0.13,-0.09,23.44,0.5,313,15,-0.568,0.581,0011171111171111
2200572,61509020,2015-11-08T03:00:00Z,33.3030,156.6880,0,-9.3,-4,-0.15,-0.07,23.44,0.5,313,15,-0.649,0.715,0011171111171111
2200572,61509020,2015-11-08T06:00:00Z,33.3810,156.6100,0,-8.4,-3.9,-0.15,-0.07,23.43,0.5,313,15,-0.567,0.803,0011171111171111
2200572,61509020,2015-11-08T09:00:00Z,33.4590,156.5560,0,-8.2,-3.2,-0.12,-0.05,23.43,0.5,313,15,-0.429,0.751,0011171111171111
2200572,61509020,2015-11-08T12:00:00Z,33.5270,156.5100,0,-7.9,-3.3,-0.09,-0.03,23.43,0.5,313,15,-0.416,0.607,0011171111171111
2200572,61509020,2015-11-08T15:00:00Z,33.5770,156.4590,0,-9.7,-1,-0.15,-0.02,23.43,0.5,313,15,-0.493,0.489,0011171111171111
2200572,61509020,2015-11-08T18:00:00Z,33.6220,156.3950,0,-8.3,0.8,-0.15,0.01,23.42,0.5,313,15,-0.582,0.453,0011171111171111
2200572,61509020,2015-11-08T21:00:00Z,33.6650,156.3230,0,-8.5,2.4,-0.13,0.04,23.42,0.5,313,15,-0.638,0.535,0011171111171111
2200572,61509020,2015-11-09T00:00:00Z,33.7260,156.2460,0,-9.2,4.7,-0.14,0.07,23.43,0.5,313,15,-0.59,0.674,0011171111171111
2200572,61509020,2015-11-09T03:00:00Z,33.7960,156.1850,0,-6.4,6.3,-0.1,0.1,23.43,0.5,313,15,-0.487,0.731,0011171111171111
2200572,61509020,2015-11-09T06:00:00Z,33.8680,156.1320,0,-5.2,7.2,-0.08,0.11,23.43,0.5,313,15,-0.397,0.71,0011171111171111
2200572,61509020,2015-11-09T09:00:00Z,33.9340,156.0920,0,-4.7,8.3,-0.06,0.13,23.43,0.5,313,15,-0.333,0.658,0011171111171111
2200572,61509020,2015-11-09T12:00:00Z,33.9960,156.0540,0,-2.8,8.6,-0.04,0.13,23.43,0.5,313,15,-0.332,0.597,0011171111171111
2200572,61509020,2015-11-09T15:00:00Z,34.0500,156.0140,0,-3,9.4,-0.04,0.12,23.41,0.5,313,15,-0.392,0.586,0011171111171111
2200572,61509020,2015-11-09T18:00:00Z,34.1100,155.9620,0,1.5,5.5,0,0.07,23.4,0.5,313,15,-0.472,0.638,0011171111171111
2200572,61509020,2015-11-09T21:00:00Z,34.1740,155.9030,0,3.6,5.2,0.03,0.05,23.41,0.5,313,15,-0.51,0.736,0011171111171111
2200572,61509020,2015-11-10T00:00:00Z,34.2530,155.8420,0,3.7,7.4,0.04,0.08,23.45,0.5,313,15,-0.438,0.849,0011171111171111
2200572,61509020,2015-11-10T03:00:00Z,34.3390,155.8000,0,4,8,0.05,0.11,23.47,0.5,313,15,-0.297,0.916,0011171111171111
2200572,61509020,2015-11-10T06:00:00Z,34.4310,155.7720,0,3.4,7.7,0.05,0.11,23.46,0.5,313,15,-0.22,0.859,0011171111171111
2200572,61509020,2015-11-10T09:00:00Z,34.5060,155.7480,0,3.6,8.3,0.06,0.12,23.44,0.5,313,15,-0.203,0.689,0011171111171111
2200572,61509020,2015-11-10T12:00:00Z,34.5650,155.7240,0,4.3,8.3,0.09,0.13,23.45,0.5,313,15,-0.296,0.602,0011171111171111
2200572,61509020,2015-11-10T15:00:00Z,34.6230,155.6780,0,6.3,7.3,0.09,0.13,23.46,0.5,313,15,-0.393,0.715,0011171111171111
