PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),QC
5200601,101932,2015-11-01T00:00:00Z,27.5323,143.3318,26.55,0,0011117
5200601,101932,2015-11-01T03:00:00Z,27.5272,143.2969,26.8,0,0011117
5200601,101932,2015-11-01T04:00:00Z,27.5343,143.3044,26.75,0,0011117
5200601,101932,2015-11-01T05:00:00Z,27.5428,143.2795,26.8,0,0011117
5200601,101932,2015-11-01T06:00:00Z,27.5431,143.2790,26.75,0,0011117
5200601,101932,2015-11-01T07:00:00Z,27.5588,143.2527,26.65,0,0011117
5200601,101932,2015-11-01T08:00:00Z,27.5616,143.2500,26.6,0,0011117
5200601,101932,2015-11-01T09:00:00Z,27.5651,143.2390,26.6,0,0011117
5200601,101932,2015-11-01T10:00:00Z,27.5864,143.2341,26.55,0,0011117
5200601,101932,2015-11-01T11:00:00Z,27.5914,143.2206,26.55,0,0011117
5200601,101932,2015-11-01T12:00:00Z,27.6048,143.2234,26.5,0,0011117
5200601,101932,2015-11-01T14:00:00Z,27.6048,143.2234,26.5,0,0011117
5200601,101932,2015-11-01T15:00:00Z,27.6480,143.2212,26.45,0,0011117
5200601,101932,2015-11-01T16:00:00Z,27.6480,143.2212,26.4,0,0011117
5200601,101932,2015-11-01T17:00:00Z,27.6687,143.2250,26.4,0,0011117
5200601,101932,2015-11-01T18:00:00Z,27.6687,143.2250,26.35,0,0011117
5200601,101932,2015-11-01T19:00:00Z,27.6795,143.2241,26.35,0,0011117
5200601,101932,2015-11-01T20:00:00Z,27.6920,143.2209,26.25,0,0011117
5200601,101932,2015-11-01T21:00:00Z,27.7101,143.2321,26.15,0,0011117
5200601,101932,2015-11-01T22:00:00Z,27.7111,143.2277,26.1,0,0011117
5200601,101932,2015-11-02T00:00:00Z,27.7528,143.2382,25.95,0,0011117
5200601,101932,2015-11-02T02:00:00Z,27.7669,143.2374,25.8,0,0011117
5200601,101932,2015-11-02T03:00:00Z,27.7828,143.2349,25.8,0,0011117
5200601,101932,2015-11-02T04:00:00Z,27.7828,143.2349,25.85,0,0011117
5200601,101932,2015-11-02T05:00:00Z,27.8084,143.2357,25.85,0,0011117
5200601,101932,2015-11-02T06:00:00Z,27.8262,143.2293,25.85,0,0011117
5200601,101932,2015-11-02T08:00:00Z,27.8480,143.2410,25.8,0,0011117
5200601,101932,2015-11-02T09:00:00Z,27.8605,143.2384,25.8,0,0011117
5200601,101932,2015-11-02T11:00:00Z,27.8605,143.2384,25.75,0,0011117
5200601,101932,2015-11-02T12:00:00Z,27.9024,143.2383,25.8,0,0011117
5200601,101932,2015-11-02T13:00:00Z,27.9024,143.2383,25.8,0,0011117
5200601,101932,2015-11-02T14:00:00Z,27.9570,143.2772,25.8,0,0014417
5200601,101932,2015-11-02T15:00:00Z,27.9555,143.2763,25.8,0,0011117
5200601,101932,2015-11-02T16:00:00Z,27.9555,143.2763,25.8,0,0011117
5200601,101932,2015-11-02T17:00:00Z,27.9662,143.2947,25.8,0,0011117
5200601,101932,2015-11-02T18:00:00Z,27.9662,143.2947,25.8,0,0011117
5200601,101932,2015-11-02T19:00:00Z,27.9685,143.3014,25.8,0,0011117
5200601,101932,2015-11-02T20:00:00Z,27.9791,143.2994,25.8,0,0011117
5200601,101932,2015-11-02T21:00:00Z,27.9837,143.2977,25.8,0,0011117
5200601,101932,2015-11-02T22:00:00Z,27.9868,143.2996,25.8,0,0011117
5200601,101932,2015-11-02T23:00:00Z,28.0012,143.2952,25.85,0,0011117
5200601,101932,2015-11-03T00:00:00Z,28.0012,143.2952,25.95,0,0011117
5200601,101932,2015-11-03T01:00:00Z,28.0139,143.2922,26.05,0,0011117
5200601,101932,2015-11-03T02:00:00Z,28.0217,143.2928,26.2,0,0011117
5200601,101932,2015-11-03T03:00:00Z,28.0425,143.2826,26.2,0,0011117
5200601,101932,2015-11-03T04:00:00Z,28.0425,143.2826,26.25,0,0011117
5200601,101932,2015-11-03T05:00:00Z,28.0619,143.2856,26.25,0,0011117
5200601,101932,2015-11-03T07:00:00Z,28.0931,143.2737,26.15,0,0011117
5200601,101932,2015-11-03T08:00:00Z,28.1126,143.2662,26.1,0,0011117
5200601,101932,2015-11-03T09:00:00Z,28.1136,143.2740,26.1,0,0011117
5200601,101932,2015-11-03T10:00:00Z,28.1350,143.2582,26.1,0,0011117
5200601,101932,2015-11-03T11:00:00Z,28.1419,143.2498,25.95,0,0011117
5200601,101932,2015-11-03T12:00:00Z,28.1419,143.2498,26,0,0011117
5200601,101932,2015-11-03T13:00:00Z,28.1512,143.2487,26,0,0011117
5200601,101932,2015-11-03T14:00:00Z,28.1512,143.2487,26,0,0011117
5200601,101932,2015-11-03T15:00:00Z,28.1758,143.2453,26,0,0011117
5200601,101932,2015-11-03T16:00:00Z,28.1758,143.2453,26,0,0011117
5200601,101932,2015-11-03T17:00:00Z,28.1823,143.2383,26,0,0011117
5200601,101932,2015-11-03T18:00:00Z,28.1823,143.2383,26.05,0,0011117
5200601,101932,2015-11-03T19:00:00Z,28.1856,143.2307,26.05,0,0011117
5200601,101932,2015-11-03T20:00:00Z,28.1893,143.2260,26.05,0,0011117
5200601,101932,2015-11-03T21:00:00Z,28.1893,143.2152,26.05,0,0011117
5200601,101932,2015-11-03T23:00:00Z,28.2062,143.1884,26,0,0011117
5200601,101932,2015-11-04T02:00:00Z,28.2125,143.1709,25.95,0,0011117
5200601,101932,2015-11-04T03:00:00Z,28.2209,143.1522,25.95,0,0011117
5200601,101932,2015-11-04T04:00:00Z,28.2259,143.1473,25.85,0,0011117
5200601,101932,2015-11-04T05:00:00Z,28.2259,143.1473,25.8,0,0011117
5200601,101932,2015-11-04T07:00:00Z,28.2439,143.1083,25.7,0,0011117
5200601,101932,2015-11-04T08:00:00Z,28.2580,143.0866,25.65,0,0011117
5200601,101932,2015-11-04T10:00:00Z,28.2780,143.0657,25.65,0,0011117
5200601,101932,2015-11-04T11:00:00Z,28.3058,143.0308,25.65,0,0011117
5200601,101932,2015-11-04T12:00:00Z,28.3058,143.0308,25.65,0,0011117
5200601,101932,2015-11-04T14:00:00Z,28.3058,143.0308,25.65,0,0011117
5200601,101932,2015-11-04T15:00:00Z,28.3058,143.0308,25.65,0,0011117
5200601,101932,2015-11-04T16:00:00Z,28.3519,143.0487,25.65,0,0011117
5200601,101932,2015-11-04T17:00:00Z,28.3635,143.0580,25.6,0,0011117
5200601,101932,2015-11-04T18:00:00Z,28.3635,143.0580,25.6,0,0011117
5200601,101932,2015-11-04T19:00:00Z,28.3764,143.0335,25.55,0,0011117
5200601,101932,2015-11-04T20:00:00Z,28.3755,143.0272,25.55,0,0011117
5200601,101932,2015-11-04T21:00:00Z,28.3820,143.0215,25.55,0,0011117
5200601,101932,2015-11-04T22:00:00Z,28.3820,143.0215,25.55,0,0011117
5200601,101932,2015-11-04T23:00:00Z,28.3982,142.9932,25.55,0,0011117
5200601,101932,2015-11-05T00:00:00Z,28.3982,142.9932,25.55,0,0011117
5200601,101932,2015-11-05T01:00:00Z,28.3982,142.9932,25.55,0,0011117
5200601,101932,2015-11-05T02:00:00Z,28.4184,142.9778,25.5,0,0011117
5200601,101932,2015-11-05T03:00:00Z,28.4184,142.9778,25.5,0,0011117
5200601,101932,2015-11-05T04:00:00Z,28.4184,142.9778,25.5,0,0011117
5200601,101932,2015-11-05T05:00:00Z,28.4184,142.9778,25.5,0,0011117
5200601,101932,2015-11-05T06:00:00Z,28.4184,142.9778,25.5,0,0011117
5200601,101932,2015-11-05T07:00:00Z,28.4291,142.9157,25.45,0,0014417
5200601,101932,2015-11-05T08:00:00Z,28.4448,142.8990,25.45,0,0011117
5200601,101932,2015-11-05T09:00:00Z,28.4437,142.8890,25.45,0,0011117
5200601,101932,2015-11-05T10:00:00Z,28.4634,142.8750,25.45,0,0011117
5200601,101932,2015-11-05T11:00:00Z,28.4927,142.8554,25.45,0,0011117
5200601,101932,2015-11-05T13:00:00Z,28.5027,142.8530,25.5,0,0011117
5200601,101932,2015-11-05T14:00:00Z,28.5098,142.8350,25.5,0,0011117
5200601,101932,2015-11-05T15:00:00Z,28.5098,142.8350,25.5,0,0011117
5200601,101932,2015-11-05T16:00:00Z,28.5098,142.8350,25.5,0,0011117
5200601,101932,2015-11-05T17:00:00Z,28.5178,142.8200,25.5,0,0011117
5200601,101932,2015-11-05T18:00:00Z,28.5145,142.8021,25.45,0,0011117
5200601,101932,2015-11-05T19:00:00Z,28.5145,142.8021,25.45,0,0011117
5200601,101932,2015-11-05T20:00:00Z,28.5145,142.8021,25.45,0,0011117
5200601,101932,2015-11-05T21:00:00Z,28.5129,142.7674,25.45,0,0011117
5200601,101932,2015-11-05T22:00:00Z,28.5129,142.7674,25.5,0,0011117
5200601,101932,2015-11-05T23:00:00Z,28.5152,142.7275,25.55,0,0011117
5200601,101932,2015-11-06T00:00:00Z,28.5128,142.7325,25.6,0,0011117
5200601,101932,2015-11-06T01:00:00Z,28.5060,142.7235,25.6,0,0011117
5200601,101932,2015-11-06T02:00:00Z,28.5084,142.6741,25.6,0,0011117
5200601,101932,2015-11-06T03:00:00Z,28.5084,142.6741,25.6,0,0011117
5200601,101932,2015-11-06T04:00:00Z,28.5128,142.6180,25.6,0,0011117
5200601,101932,2015-11-06T05:00:00Z,28.5128,142.6180,25.55,0,0011117
5200601,101932,2015-11-06T06:00:00Z,28.5128,142.6180,25.4,0,0011117
5200601,101932,2015-11-06T07:00:00Z,28.5198,142.5806,25.4,0,0011117
5200601,101932,2015-11-06T08:00:00Z,28.5205,142.5699,25.4,0,0011117
5200601,101932,2015-11-06T09:00:00Z,28.5231,142.5564,25.4,0,0011117
5200601,101932,2015-11-06T10:00:00Z,28.5205,142.5699,25.4,0,0011117
5200601,101932,2015-11-06T11:00:00Z,28.5048,142.5249,25.5,0,0011117
5200601,101932,2015-11-06T14:00:00Z,28.5042,142.5151,25.45,0,0011117
5200601,101932,2015-11-06T15:00:00Z,28.4676,142.4476,25.45,0,0014417
5200601,101932,2015-11-06T16:00:00Z,28.4682,142.4466,25.5,0,0011117
5200601,101932,2015-11-06T17:00:00Z,28.4682,142.4466,25.5,0,0011117
5200601,101932,2015-11-06T18:00:00Z,28.4514,142.4168,25.5,0,0011117
5200601,101932,2015-11-06T19:00:00Z,28.4508,142.4086,25.55,0,0011117
5200601,101932,2015-11-06T20:00:00Z,28.4449,142.3839,25.6,0,0011117
5200601,101932,2015-11-06T21:00:00Z,28.4445,142.3705,25.55,0,0011117
5200601,101932,2015-11-06T22:00:00Z,28.4487,142.3677,25.5,0,0011117
5200601,101932,2015-11-06T23:00:00Z,28.4487,142.3677,25.5,0,0011117
5200601,101932,2015-11-07T00:00:00Z,28.4487,142.3677,25.5,0,0011117
5200601,101932,2015-11-07T01:00:00Z,28.4244,142.3487,25.5,0,0011117
5200601,101932,2015-11-07T02:00:00Z,28.4244,142.3487,25.5,0,0011117
5200601,101932,2015-11-07T03:00:00Z,28.3770,142.2950,25.55,0,0014417
5200601,101932,2015-11-07T04:00:00Z,28.3773,142.2950,25.5,0,0011117
5200601,101932,2015-11-07T05:00:00Z,28.3773,142.2950,25.45,0,0011117
5200601,101932,2015-11-07T06:00:00Z,28.3625,142.2446,25.25,0,0011117
5200601,101932,2015-11-07T07:00:00Z,28.3773,142.2950,25.2,0,0011117
5200601,101932,2015-11-07T08:00:00Z,28.3505,142.2296,25.2,0,0014417
5200601,101932,2015-11-07T09:00:00Z,28.3505,142.2296,25.2,0,0011117
5200601,101932,2015-11-07T10:00:00Z,28.3505,142.2296,25.25,0,0011117
5200601,101932,2015-11-07T11:00:00Z,28.3300,142.1880,25.2,0,0011117
5200601,101932,2015-11-07T12:00:00Z,28.3300,142.1880,25.2,0,0011117
5200601,101932,2015-11-07T13:00:00Z,28.3185,142.1679,25.2,0,0011117
5200601,101932,2015-11-07T14:00:00Z,28.3185,142.1679,25.25,0,0011117
5200601,101932,2015-11-07T15:00:00Z,28.2900,142.1281,25.3,0,0011117
5200601,101932,2015-11-07T16:00:00Z,28.2900,142.1281,25.3,0,0011117
5200601,101932,2015-11-07T17:00:00Z,28.2900,142.1281,25.3,0,0011117
5200601,101932,2015-11-07T18:00:00Z,28.2761,142.1171,25.25,0,0011117
5200601,101932,2015-11-07T19:00:00Z,28.2649,142.1084,25.2,0,0011117
5200601,101932,2015-11-07T20:00:00Z,28.2634,142.0997,25.2,0,0011117
5200601,101932,2015-11-07T21:00:00Z,28.2555,142.1074,25.2,0,0011117
5200601,101932,2015-11-07T22:00:00Z,28.2555,142.1074,25.2,0,0011117
5200601,101932,2015-11-07T23:00:00Z,28.2222,142.1036,25.15,0,0011117
5200601,101932,2015-11-08T00:00:00Z,28.2222,142.1036,25.15,0,0011117
5200601,101932,2015-11-08T01:00:00Z,28.2222,142.1036,25.15,0,0011117
5200601,101932,2015-11-08T02:00:00Z,28.2158,142.1052,25.15,0,0011117
5200601,101932,2015-11-08T03:00:00Z,28.1829,142.0790,25.15,0,0011117
5200601,101932,2015-11-08T04:00:00Z,28.1854,142.0832,25.2,0,0011117
5200601,101932,2015-11-08T05:00:00Z,28.1854,142.0832,25.2,0,0011117
5200601,101932,2015-11-08T06:00:00Z,28.1772,142.0666,25.3,0,0011117
5200601,101932,2015-11-08T07:00:00Z,28.1655,142.0506,25.35,0,0011117
5200601,101932,2015-11-08T08:00:00Z,28.1655,142.0506,25.35,0,0011117
5200601,101932,2015-11-08T09:00:00Z,28.1590,142.0565,25.35,0,0011117
5200601,101932,2015-11-08T11:00:00Z,28.1554,142.0657,25.35,0,0011117
5200601,101932,2015-11-08T12:00:00Z,28.1511,142.0665,25.3,0,0011117
5200601,101932,2015-11-08T13:00:00Z,28.1455,142.0708,25.35,0,0011117
