PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2200589,61508390,2015-11-01T00:00:00Z,33.6280,141.8420,0,-6.5,-4.1,-0.09,-0.07,23.62,0.5,313,15,-0.231,0.262,0011171111171111
2200589,61508390,2015-11-01T03:00:00Z,33.6570,141.8130,0,-7.4,-2.5,-0.09,-0.03,23.62,0.5,313,15,-0.218,0.355,0011171111171111
2200589,61508390,2015-11-01T06:00:00Z,33.6970,141.7910,0,-7.5,-1.5,-0.08,-0.02,23.6,0.5,313,15,-0.15,0.448,0011171111171111
2200589,61508390,2015-11-01T09:00:00Z,33.7440,141.7780,0,-7.2,0.1,-0.09,0,23.57,0.5,313,15,-0.047,0.478,0011171111171111
2200589,61508390,2015-11-01T12:00:00Z,33.7900,141.7800,0,-8.6,1.1,-0.1,0.03,23.57,0.5,313,15,-0.009,0.396,0011171111171111
2200589,61508390,2015-11-01T15:00:00Z,33.8210,141.7760,0,-9.4,3.1,-0.17,0.07,23.57,0.5,313,15,-0.056,0.309,0011171111171111
2200589,61508390,2015-11-01T18:00:00Z,33.8500,141.7670,0,-5.2,7.2,-0.19,0.14,23.57,0.5,313,15,-0.145,0.319,0011171111171111
2200589,61508390,2015-11-01T21:00:00Z,33.8830,141.7420,0,-6.1,9,-0.15,0.25,23.57,0.5,313,15,-0.252,0.478,0011171111171111
2200589,61508390,2015-11-02T00:00:00Z,33.9430,141.7080,0,-2.6,15.2,-0.06,0.51,23.6,0.5,313,15,-0.183,0.679,0011171111171111
2200589,61508390,2015-11-02T03:00:00Z,34.0150,141.6990,0,3.9,14.2,0.14,0.62,23.65,0.5,313,15,0.072,0.803,0011171111171111
2200589,61508390,2015-11-02T06:00:00Z,34.0990,141.7250,0,6.3,14.2,0.24,0.33,23.67,0.5,313,15,0.345,0.746,0011171111171111
2200589,61508390,2015-11-02T09:00:00Z,34.1600,141.7800,0,5.6,-5.2,0.13,0.06,23.67,0.5,313,15,0.413,0.437,0011171111171111
2200589,61508390,2015-11-02T12:00:00Z,34.1840,141.8220,0,5.1,-1.9,0.05,-0.03,23.67,0.5,313,15,0.255,0.211,0011171111171111
2200589,61508390,2015-11-02T15:00:00Z,34.2010,141.8400,0,7.2,-1.4,0.09,0,23.67,0.5,313,15,0.102,0.278,0011171111171111
2200589,61508390,2015-11-02T18:00:00Z,34.2380,141.8460,0,9.5,1.1,0.16,0.02,23.65,0.5,313,15,0.026,0.463,0011171111171111
2200589,61508390,2015-11-02T21:00:00Z,34.2910,141.8460,0,10.4,1.3,0.22,0.03,23.62,0.5,313,15,0.064,0.648,0011171111171111
2200589,61508390,2015-11-03T00:00:00Z,34.3640,141.8610,0,12.3,0.2,0.21,-0.04,23.62,0.5,313,15,0.225,0.695,0011171111171111
2200589,61508390,2015-11-03T03:00:00Z,34.4260,141.8990,0,-0.1,-13.4,0.09,-0.19,23.61,0.5,313,15,0.382,0.54,0011171111171111
2200589,61508390,2015-11-03T06:00:00Z,34.4690,141.9510,0,-1.1,-8.4,-0.02,-0.19,23.59,0.5,313,15,0.399,0.401,0011171111171111
2200589,61508390,2015-11-03T09:00:00Z,34.5040,141.9930,0,-2.7,-8.4,-0.03,-0.14,23.56,0.5,313,15,0.326,0.34,0011171111171111
2200589,61508390,2015-11-03T12:00:00Z,34.5350,142.0280,0,-2.3,-9.9,-0.04,-0.16,23.55,0.5,313,15,0.229,0.298,0011171111171111
2200589,61508390,2015-11-03T15:00:00Z,34.5620,142.0470,0,-3.4,-9.6,-0.07,-0.18,23.52,0.5,313,15,0.106,0.376,0011171111171111
2200589,61508390,2015-11-03T18:00:00Z,34.6080,142.0530,0,-5.3,,,,23.5,0.5,313,15,0.114,0.586,0011171999171111
2200589,61508390,2015-11-03T21:00:00Z,34.6760,142.0740,0,-6.5,,,,23.5,0.5,313,15,0.334,0.72,0011171999171111
2200589,61508390,2015-11-04T00:00:00Z,34.7480,142.1320,0,-6,,-0.07,,23.5,0.5,313,15,0.532,0.669,0011171919171111
2200589,61508390,2015-11-04T03:00:00Z,34.8060,142.2000,0,-5.5,,-0.05,,23.5,0.5,313,15,0.608,0.556,0011171919171111
2200589,61508390,2015-11-04T06:00:00Z,34.8560,142.2760,0,-5.2,,,,23.49,0.5,313,15,0.595,0.442,0011171999171111
2200589,61508390,2015-11-04T09:00:00Z,34.8920,142.3410,0,-5.9,,,,23.47,0.5,313,15,0.498,0.355,0011171999171111
2200589,61508390,2015-11-04T12:00:00Z,34.9250,142.3940,0,-6.4,,,,23.45,0.5,313,15,0.396,0.381,0011171999171111
2200589,61508390,2015-11-04T15:00:00Z,34.9660,142.4350,0,-6.7,,,,23.44,0.5,313,15,0.392,0.53,0011171999171111
2200589,61508390,2015-11-04T18:00:00Z,35.0280,142.4870,0,-5.4,,,,23.44,0.5,313,15,0.535,0.669,0011171999171111
2200589,61508390,2015-11-04T21:00:00Z,35.0960,142.5620,0,-4.1,,,,23.44,0.5,313,15,0.715,0.669,0011171999171111
2200589,61508390,2015-11-05T00:00:00Z,35.1580,142.6570,0,-4.6,-1.5,-0.03,-0.01,23.45,0.5,313,15,0.807,0.514,0011171111171111
2200589,61508390,2015-11-05T03:00:00Z,35.1960,142.7540,0,-4.8,-0.5,-0.03,-0.01,23.46,0.5,313,15,0.748,0.329,0011171111171111
2200589,61508390,2015-11-05T06:00:00Z,35.2220,142.8350,0,-4.5,-0.5,-0.03,0,23.45,0.5,313,15,0.626,0.309,0011171111171111
2200589,61508390,2015-11-05T09:00:00Z,35.2560,142.9030,0,-4.4,-0.6,-0.03,0,23.44,0.5,313,15,0.55,0.396,0011171111171111
2200589,61508390,2015-11-05T12:00:00Z,35.2990,142.9660,0,-3.9,-0.2,-0.03,0,23.42,0.5,313,15,0.525,0.458,0011171111171111
2200589,61508390,2015-11-05T15:00:00Z,35.3450,143.0280,0,-3.6,0,-0.02,0,23.4,0.5,313,15,0.595,0.535,0011171111171111
