PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2100547,132601,2015-11-01T00:00:00Z,42.6220,157.2400,0,5.8,1.9,0.08,0.02,12.13,0.5,313,15,0.091,0.123,0011171111171111
2100547,132601,2015-11-01T03:00:00Z,42.6310,157.2430,0,8.9,2.9,0.13,0.03,12.25,0.5,313,15,0.045,0.026,0011171111171111
2100547,132601,2015-11-01T06:00:00Z,42.6270,157.2520,0,9.9,0.8,0.16,0.01,12.34,0.5,313,15,0.034,0.036,0011171111171111
2100547,132601,2015-11-01T09:00:00Z,42.6380,157.2520,0,9.4,-0.2,0.16,-0.01,12.37,0.5,313,15,0.03,0.118,0011171111171111
2100547,132601,2015-11-01T12:00:00Z,42.6500,157.2600,0,8.4,-2.5,0.15,-0.04,12.38,0.5,313,15,0.098,0.118,0011171111171111
2100547,132601,2015-11-01T15:00:00Z,42.6610,157.2780,0,9,-3,0.16,-0.06,12.4,0.5,313,15,0.072,0.072,0011171111171111
2100547,132601,2015-11-01T18:00:00Z,42.6640,157.2790,0,8.2,-5.4,0.16,-0.08,12.42,0.5,313,15,-0.057,0.149,0011171111171111
2100547,132601,2015-11-01T21:00:00Z,42.6900,157.2630,0,7.5,-4.4,0.11,-0.07,12.42,0.5,313,15,-0.034,0.232,0011171111171111
2100547,132601,2015-11-02T00:00:00Z,42.7090,157.2700,0,6.1,-3.4,0.07,-0.04,12.41,0.5,313,15,0.121,0.149,0011171111171111
2100547,132601,2015-11-02T03:00:00Z,42.7190,157.2950,0,5.3,-0.7,0.05,-0.01,12.45,0.5,313,15,0.159,0.046,0011171111171111
2100547,132601,2015-11-02T06:00:00Z,42.7180,157.3120,0,5.8,1,0.04,0.01,12.49,0.5,313,15,0.068,0.057,0011171111171111
2100547,132601,2015-11-02T09:00:00Z,42.7300,157.3130,0,5.6,4.4,0.05,0.05,12.48,0.5,313,15,0.072,0.093,0011171111171111
2100547,132601,2015-11-02T12:00:00Z,42.7360,157.3310,0,4.5,7,0.07,0.09,12.51,0.5,313,15,0.128,0.077,0011171111171111
2100547,132601,2015-11-02T15:00:00Z,42.7450,157.3470,0,4.9,7.2,0.06,0.11,12.59,0.5,313,15,0.128,0.108,0011171111171111
2100547,132601,2015-11-02T18:00:00Z,42.7570,157.3650,0,0.7,8.4,0.03,0.09,12.63,0.5,313,15,0.102,0.17,0011171111171111
2100547,132601,2015-11-02T21:00:00Z,42.7780,157.3740,0,-3.2,6.4,-0.07,0.1,12.65,0.5,313,15,0.132,0.206,0011171111171111
