PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),ATMP LEVEL0 (hectopascal),ATMS LEVEL0 (hectopascal),DEPH LEVEL0 (meter),VGHS LEVEL0 (meter),VGTA LEVEL0 (second),QC
21595,2015-11-04T00:00:00Z,27.4880,132.4210,25.1,1024.2,1024.2,0,2,7,0111111711
21595,2015-11-04T01:00:00Z,27.4710,132.4100,25.2,1023.9,1023.9,0,1.8,6,0111111711
21595,2015-11-04T02:00:00Z,27.4530,132.3950,25.3,1023.4,1023.4,0,1.7,7,0111111711
21595,2015-11-04T03:00:00Z,27.4380,132.3780,25.2,1022.7,1022.7,0,1.8,7,0111111711
21595,2015-11-04T06:00:00Z,27.4090,132.3160,25.4,1021.5,1021.5,0,1.8,7,0111111711
21595,2015-11-04T09:00:00Z,27.3810,132.2620,25.4,1022.1,1022.1,0,1.8,7,0111111711
21595,2015-11-04T12:00:00Z,27.3430,132.1950,25.4,1022.7,1022.7,0,2,7,0111111711
21595,2015-11-04T13:00:00Z,27.3360,132.1700,25.4,1022.5,1022.5,0,1.9,7,0111111711
21595,2015-11-04T14:00:00Z,27.3310,132.1450,25.4,1022.1,1022.1,0,1.8,8,0111111711
21595,2015-11-04T15:00:00Z,27.3270,132.1280,25.4,1021.8,1021.8,0,1.9,7,0111111711
21595,2015-11-04T18:00:00Z,27.2980,132.0600,25.3,1020.6,1020.6,0,1.6,7,0111111711
21595,2015-11-04T21:00:00Z,27.2670,131.9850,25.3,1020.4,1020.4,0,1.4,7,0111111711
21595,2015-11-05T00:00:00Z,27.2420,131.9010,25.2,1021.3,1021.3,0,1.3,7,0111111711
21595,2015-11-05T03:00:00Z,27.2300,131.8390,25.3,1020.6,1020.6,0,1.7,8,0111111711
21595,2015-11-05T06:00:00Z,27.2060,131.7920,25.4,1018.7,1018.7,0,1.6,8,0111111711
21595,2015-11-05T09:00:00Z,27.1740,131.7470,25.4,1019.4,1019.4,0,1.6,8,0111111711
21595,2015-11-05T12:00:00Z,27.1380,131.7020,25.3,1020.6,1020.6,0,1.7,8,0111111711
21595,2015-11-05T15:00:00Z,27.1120,131.6380,25.3,1019.8,1019.8,0,1.8,9,0111111711
21595,2015-11-05T18:00:00Z,27.1020,131.5730,25.3,1018.9,1018.9,0,1.8,9,0111111711
21595,2015-11-05T21:00:00Z,27.0970,131.5100,25.3,1020,1020,0,1.8,8,0111111711
21595,2015-11-06T00:00:00Z,27.0920,131.4550,25.5,1021.1,1021.1,0,1.6,8,0111111711
21595,2015-11-06T03:00:00Z,27.0890,131.3990,25.6,1020.3,1020.3,0,1.5,8,0111111711
21595,2015-11-06T06:00:00Z,27.0930,131.3480,25.6,1019,1019,0,1.6,8,0111111711
21595,2015-11-06T09:00:00Z,27.0860,131.2980,25.6,1019.7,1019.7,0,1.4,8,0111111711
21595,2015-11-06T12:00:00Z,27.0740,131.2330,25.6,1020.9,1020.9,0,1.4,8,0111111711
21595,2015-11-06T15:00:00Z,27.0750,131.1710,25.6,1020.7,1020.7,0,1.7,8,0111111711
21595,2015-11-06T18:00:00Z,27.0750,131.1200,25.6,1019.8,1019.8,0,1.6,8,0111111711
21595,2015-11-06T21:00:00Z,27.0700,131.0610,25.5,1020.5,1020.5,0,1.4,8,0111111711
21595,2015-11-07T00:00:00Z,27.0590,130.9940,25.6,1021.8,1021.8,0,1.7,8,0111111711
21595,2015-11-07T03:00:00Z,27.0600,130.9180,25.6,1020.6,1020.6,0,1.4,8,0111111711
21595,2015-11-07T06:00:00Z,27.0730,130.8460,25.7,1019.4,1019.4,0,1.4,8,0111111711
21595,2015-11-07T09:00:00Z,27.0970,130.7980,25.7,1020,1020,0,1.4,8,0111111711
21595,2015-11-07T12:00:00Z,27.1210,130.7690,25.7,1021,1021,0,1.3,8,0111111711
21595,2015-11-07T15:00:00Z,27.1410,130.7570,25.7,1020.9,1020.9,0,1.4,8,0111111711
21595,2015-11-07T18:00:00Z,27.1480,130.7370,25.7,1019.7,1019.7,0,1.3,8,0111111711
21595,2015-11-07T21:00:00Z,27.1490,130.6960,25.6,1019.4,1019.4,0,1.2,8,0111111711
21595,2015-11-08T00:00:00Z,27.1590,130.6510,25.6,1020.6,1020.6,0,1.3,8,0111111711
21595,2015-11-08T03:00:00Z,27.1870,130.6100,25.7,1019,1019,0,2.2,8,0111111711
21595,2015-11-08T04:00:00Z,27.1980,130.6010,25.8,1018.7,1018.7,0,1.3,7,0111111711
21595,2015-11-08T05:00:00Z,27.2110,130.5920,26,1018,1018,0,1.1,8,0111111711
21595,2015-11-08T06:00:00Z,27.2220,130.5860,26.1,1017.8,1017.8,0,1.6,7,0111111711
21595,2015-11-08T09:00:00Z,27.2510,130.5680,25.8,1017.6,1017.6,0,1.1,7,0111111711
21595,2015-11-08T12:00:00Z,27.2800,130.5680,25.7,1018.3,1018.3,0,2.3,6,0111111711
21595,2015-11-08T13:00:00Z,27.2880,130.5690,25.7,1018.3,1018.3,0,1.1,7,0111111711
21595,2015-11-08T14:00:00Z,27.2960,130.5710,25.7,1018.1,1018.1,0,1.2,8,0111111711
21595,2015-11-08T15:00:00Z,27.3070,130.5680,25.6,1017.8,1017.8,0,1.2,8,0111111711
21595,2015-11-08T18:00:00Z,27.3340,130.5470,25.6,1016.6,1016.6,0,1.2,8,0111111711
21595,2015-11-08T21:00:00Z,27.3530,130.5170,25.6,1015.9,1015.9,0,1.1,8,0111111711
21595,2015-11-09T00:00:00Z,27.3770,130.4780,25.7,1016.9,1016.9,0,1.1,8,0111111711
21595,2015-11-09T03:00:00Z,27.4160,130.4510,25.9,1016.3,1016.3,0,1,9,0111111711
21595,2015-11-09T06:00:00Z,27.4560,130.4510,25.8,1015,1015,0,0.9,9,0111111711
21595,2015-11-09T09:00:00Z,27.4790,130.4520,25.7,1014.2,1014.2,0,1.1,9,0111111711
21595,2015-11-09T12:00:00Z,27.4950,130.4570,25.7,1015.8,1015.8,0,1,8,0111111711
21595,2015-11-09T15:00:00Z,27.5050,130.4670,25.6,1016.3,1016.3,0,1.2,9,0111111711
21595,2015-11-09T18:00:00Z,27.5030,130.4700,25.5,1015.4,1015.4,0,2,6,0111111711
21595,2015-11-09T19:00:00Z,27.4990,130.4670,25.5,1015.4,1015.4,0,1.3,7,0111111711
21595,2015-11-09T20:00:00Z,27.4930,130.4620,25.5,1015.5,1015.5,0,1.4,8,0111111711
21595,2015-11-09T21:00:00Z,27.4860,130.4550,25.4,1016,1016,0,1.4,7,0111111711
21595,2015-11-10T00:00:00Z,27.4590,130.4290,25.4,1018.3,1018.3,0,1.7,7,0111111711
21595,2015-11-10T03:00:00Z,27.4390,130.3980,25.4,1018.2,1018.2,0,1.8,7,0111111711
21595,2015-11-10T06:00:00Z,27.4320,130.3750,25.4,1017.3,1017.3,0,2.2,7,0111111711
21595,2015-11-10T07:00:00Z,27.4320,130.3680,25.4,1017.8,1017.8,0,2,7,0111111711
21595,2015-11-10T08:00:00Z,27.4340,130.3630,25.4,1018,1018,0,2,7,0111111711
21595,2015-11-10T09:00:00Z,27.4360,130.3610,25.3,1018.3,1018.3,0,2.1,7,0111111711
21595,2015-11-10T10:00:00Z,27.4370,130.3580,25.3,1018.9,1018.9,0,1.8,7,0111111711
21595,2015-11-10T11:00:00Z,27.4400,130.3540,25.3,1019.3,1019.3,0,1.7,7,0111111711
21595,2015-11-10T12:00:00Z,27.4440,130.3530,25.2,1019.4,1019.4,0,1.6,7,0111111711
21595,2015-11-10T15:00:00Z,27.4520,130.3480,25.3,1019.9,1019.9,0,1.4,7,0111111711
21595,2015-11-10T18:00:00Z,27.4630,130.3550,25.3,1019.2,1019.2,0,1.1,8,0111111711
21595,2015-11-10T21:00:00Z,27.4600,130.3630,25.5,1019.1,1019.1,0,1.3,8,0111111711
21595,2015-11-11T00:00:00Z,27.4480,130.3600,25.5,1020.6,1020.6,0,1.2,8,0111111711
21595,2015-11-11T03:00:00Z,27.4410,130.3400,25.6,1021.3,1021.3,0,1.1,9,0111111711
21595,2015-11-11T06:00:00Z,27.4400,130.3210,25.5,1020.6,1020.6,0,2,7,0111111711
21595,2015-11-11T07:00:00Z,27.4380,130.3140,25.5,1020,1020,0,1.1,8,0111111711
21595,2015-11-11T08:00:00Z,27.4360,130.3070,25.5,1020.6,1020.6,0,0.9,8,0111111711
21595,2015-11-11T09:00:00Z,27.4350,130.2990,25.4,1021.3,1021.3,0,1,9,0111111711
21595,2015-11-11T12:00:00Z,27.4390,130.2670,25.3,1021.3,1021.3,0,1,8,0111111711
21595,2015-11-11T15:00:00Z,27.4530,130.2380,25.3,1022.3,1022.3,0,1,9,0111111711
21595,2015-11-11T18:00:00Z,27.4680,130.2280,25.2,1020.7,1020.7,0,1.1,8,0111111711
21595,2015-11-11T21:00:00Z,27.4760,130.2160,25.3,1020.5,1020.5,0,1.2,9,0111111711
21595,2015-11-12T00:00:00Z,27.4750,130.2010,25.3,1022.8,1022.8,0,1.3,9,0111111711
21595,2015-11-12T03:00:00Z,27.4630,130.1760,25.6,1021.3,1021.3,0,1.6,9,0111111711
21595,2015-11-12T06:00:00Z,27.4650,130.1480,25.8,1020.1,1020.1,0,1.6,9,0111111711
21595,2015-11-12T09:00:00Z,27.4740,130.1120,25.4,1020.4,1020.4,0,1.5,8,0111111711
21595,2015-11-12T12:00:00Z,27.4850,130.0700,25.3,1021,1021,0,1.9,8,0111111711
21595,2015-11-12T15:00:00Z,27.5160,130.0480,25.2,1019.4,1019.4,0,2.1,8,0111111711
21595,2015-11-12T16:00:00Z,27.5300,130.0450,25.2,1019.4,1019.4,0,,,0111111799
21595,2015-11-12T17:00:00Z,27.5440,130.0430,25.2,1018.8,1018.8,0,2.6,8,0111111711
21595,2015-11-12T18:00:00Z,27.5570,130.0420,25.2,1018.3,1018.3,0,2.1,9,0111111711
21595,2015-11-12T19:00:00Z,27.5670,130.0420,25.2,1017.9,1017.9,0,1.9,9,0111111711
21595,2015-11-12T20:00:00Z,27.5760,130.0410,25.2,1017.5,1017.5,0,2.1,8,0111111711
21595,2015-11-12T21:00:00Z,27.5860,130.0400,25.3,1017.8,1017.8,0,2,9,0111111711
21595,2015-11-12T22:00:00Z,27.5930,130.0400,25.3,1018,1018,0,2,9,0111111711
21595,2015-11-12T23:00:00Z,27.5990,130.0380,25.3,1018.3,1018.3,0,2,9,0111111711
21595,2015-11-13T00:00:00Z,27.6060,130.0360,25.4,1018.7,1018.7,0,2,8,0111111711
21595,2015-11-13T01:00:00Z,27.6150,130.0330,25.5,1018.6,1018.6,0,2.1,9,0111111711
21595,2015-11-13T02:00:00Z,27.6240,130.0300,25.5,1018.5,1018.5,0,1.9,9,0111111711
21595,2015-11-13T03:00:00Z,27.6340,130.0250,25.6,1018.2,1018.2,0,2,9,0111111711
21595,2015-11-13T04:00:00Z,27.6460,130.0210,25.6,1016.8,1016.8,0,2,9,0111111711
21595,2015-11-13T05:00:00Z,27.6590,130.0170,25.6,1016.3,1016.3,0,2.1,9,0111111711
21595,2015-11-13T06:00:00Z,27.6730,130.0130,25.6,1016.1,1016.1,0,2,9,0111111711
21595,2015-11-13T07:00:00Z,27.6880,130.0120,25.5,1015.9,1015.9,0,2.2,9,0111111711
21595,2015-11-13T08:00:00Z,27.7030,130.0130,25.5,1016,1016,0,2.2,9,0111111711
21595,2015-11-13T09:00:00Z,27.7160,130.0160,25.5,1016.2,1016.2,0,2.1,9,0111111711
21595,2015-11-13T10:00:00Z,27.7290,130.0160,25.5,1016.6,1016.6,0,1.9,9,0111111711
21595,2015-11-13T11:00:00Z,27.7400,130.0200,25.5,1016.9,1016.9,0,1.7,9,0111111711
21595,2015-11-13T12:00:00Z,27.7490,130.0260,25.5,1017.2,1017.2,0,1.8,9,0111111711
21595,2015-11-13T15:00:00Z,27.7810,130.0330,25.5,1016,1016,0,2,10,0111111711
21595,2015-11-13T16:00:00Z,27.7890,130.0370,25.5,1015.6,1015.6,0,2,10,0111111711
21595,2015-11-13T17:00:00Z,27.8000,130.0390,25.5,1015,1015,0,1.7,10,0111111711
21595,2015-11-13T18:00:00Z,27.8130,130.0430,25.5,1015.3,1015.3,0,1.9,10,0111111711
21595,2015-11-13T21:00:00Z,27.8550,130.0710,25.5,1014.8,1014.8,0,3,8,0111111711
21595,2015-11-13T22:00:00Z,27.8660,130.0800,25.5,1015,1015,0,1.9,9,0111111711
21595,2015-11-13T23:00:00Z,27.8750,130.0900,25.5,1015.7,1015.7,0,1.9,9,0111111711
21595,2015-11-14T00:00:00Z,27.8810,130.1000,25.5,1015.7,1015.7,0,1.9,9,0111111711
21595,2015-11-14T03:00:00Z,27.8990,130.1180,25.6,1015,1015,0,1.8,9,0111111711
21595,2015-11-14T06:00:00Z,27.9330,130.1380,25.4,1014.2,1014.2,0,1.7,9,0111111711
21595,2015-11-14T09:00:00Z,27.9440,130.1800,25.2,1014.1,1014.1,0,1.6,9,0111111711
21595,2015-11-14T12:00:00Z,27.9300,130.2050,25,1015.5,1015.5,0,1.4,9,0111111711
21595,2015-11-14T15:00:00Z,27.8950,130.2250,25.4,1016.2,1016.2,0,1.8,8,0111111711
21595,2015-11-14T18:00:00Z,27.8820,130.2340,25.4,1016.5,1016.5,0,1.7,9,0111111711
21595,2015-11-14T21:00:00Z,27.8880,130.2330,25.3,1017,1017,0,2.9,8,0111111711
21595,2015-11-14T22:00:00Z,27.8870,130.2350,25.3,1017.5,1017.5,0,1.6,9,0111111711
21595,2015-11-14T23:00:00Z,27.8880,130.2340,25.3,1018,1018,0,1.5,9,0111111711
21595,2015-11-15T00:00:00Z,27.8880,130.2350,25.3,1018.3,1018.3,0,1.5,9,0111111711
21595,2015-11-15T03:00:00Z,27.8870,130.2450,25.3,1017.8,1017.8,0,1.6,10,0111111711
21595,2015-11-15T06:00:00Z,27.8940,130.2610,25.2,1017.4,1017.4,0,1.4,9,0111111711
21595,2015-11-15T09:00:00Z,27.9070,130.2840,25.2,1018.3,1018.3,0,1.3,8,0111111711
21595,2015-11-15T12:00:00Z,27.9090,130.3030,25.1,1019.9,1019.9,0,1.3,9,0111111711
21595,2015-11-15T15:00:00Z,27.9130,130.3160,25,1019.3,1019.3,0,1.2,9,0111111711
21595,2015-11-15T18:00:00Z,27.9220,130.3300,25,1018.8,1018.8,0,1.2,8,0111111711
21595,2015-11-15T21:00:00Z,27.9390,130.3320,25,1018.7,1018.7,0,1,8,0111111711
21595,2015-11-16T00:00:00Z,27.9550,130.3260,25,1020,1020,0,1,8,0111111711
21595,2015-11-16T03:00:00Z,27.9770,130.3150,25.2,1019,1019,0,,8,0111111791
21595,2015-11-16T06:00:00Z,28.0230,130.3070,25.4,1017.3,1017.3,0,,,0111111799
21595,2015-11-16T09:00:00Z,28.0770,130.3140,25.2,1018.5,1018.5,0,,,0111111799
21595,2015-11-16T12:00:00Z,28.1100,130.3380,25.1,1019.6,1019.6,0,,,0111111799
21595,2015-11-16T15:00:00Z,28.1290,130.3480,25.3,1019.9,1019.9,0,,,0111111799
21595,2015-11-16T18:00:00Z,28.1670,130.3520,25.4,1017.8,1017.8,0,,,0111111799
21595,2015-11-16T21:00:00Z,28.1920,130.3680,25.4,1018.2,1018.2,0,,,0111111799
21595,2015-11-17T00:00:00Z,28.2140,130.3700,25.3,1019.5,1019.5,0,,,0111111799
21595,2015-11-17T03:00:00Z,28.2600,130.3670,25.5,1018.3,1018.3,0,,,0111111799
21595,2015-11-17T06:00:00Z,28.3190,130.3850,25.5,1017.9,1017.9,0,,,0111111799
21595,2015-11-17T09:00:00Z,28.3630,130.4240,25.4,1018.4,1018.4,0,,,0111111799
21595,2015-11-17T12:00:00Z,28.4000,130.4510,25.3,1018.7,1018.7,0,,,0111111799
21595,2015-11-17T15:00:00Z,28.4320,130.4760,25.3,1017.7,1017.7,0,,,0111111799
21595,2015-11-17T18:00:00Z,28.4630,130.5050,25.3,1017.1,1017.1,0,,,0111111799
21595,2015-11-17T21:00:00Z,28.4970,130.5380,25.3,1015.9,1015.9,0,,,0111111799
21595,2015-11-18T00:00:00Z,28.5370,130.5670,25.3,1016.6,1016.6,0,,,0111111799
21595,2015-11-18T03:00:00Z,28.5700,130.5930,25.4,1015.3,1015.3,0,,,0111111799
21595,2015-11-18T06:00:00Z,28.6160,130.6330,25.4,1013.8,1013.8,0,,,0111111799
21595,2015-11-18T09:00:00Z,28.6470,130.6790,25.4,1014.7,1014.7,0,,,0111111799
21595,2015-11-18T12:00:00Z,28.6660,130.7210,25.4,1015.5,1015.5,0,,,0111111799
21595,2015-11-18T15:00:00Z,28.6620,130.7730,25.2,1015.5,1015.5,0,,,0111111799
21595,2015-11-18T18:00:00Z,28.6750,130.8240,25.2,1015.2,1015.2,0,,,0111111799
21595,2015-11-18T21:00:00Z,28.6970,130.8700,25.2,1015.7,1015.7,0,,,0111111799
21595,2015-11-19T00:00:00Z,28.7100,130.9070,25.3,1017.7,1017.7,0,,,0111111799
21595,2015-11-19T03:00:00Z,28.7270,130.9470,25.3,1017,1017,0,,,0111111799
21595,2015-11-19T06:00:00Z,28.7450,130.9930,25.3,1016.2,1016.2,0,,,0111111799
21595,2015-11-19T09:00:00Z,28.7650,131.0330,25.2,1017.6,1017.6,0,,,0111111799
21595,2015-11-19T12:00:00Z,28.7890,131.0780,25.2,1018.3,1018.3,0,,,0111111799
21595,2015-11-19T15:00:00Z,28.8080,131.1290,25.1,1018.1,1018.1,0,,,0111111799
21595,2015-11-19T18:00:00Z,28.8130,131.1730,25.1,1017.7,1017.7,0,,,0111111799
21595,2015-11-19T21:00:00Z,28.8160,131.2120,25.1,1018.3,1018.3,0,,,0111111799
21595,2015-11-20T00:00:00Z,28.8280,131.2430,25.1,1019.9,1019.9,0,,,0111111799
21595,2015-11-20T03:00:00Z,28.8540,131.2730,25.2,1019.3,1019.3,0,,,0111111799
21595,2015-11-20T06:00:00Z,28.8660,131.3190,25.3,1018.1,1018.1,0,,,0111111799
21595,2015-11-20T09:00:00Z,28.8650,131.3550,25.2,1019.5,1019.5,0,,,0111111799
21595,2015-11-20T12:00:00Z,28.8820,131.3620,25.1,1020.8,1020.8,0,,,0111111799
21595,2015-11-20T15:00:00Z,28.9170,131.3820,25.2,1020.8,1020.8,0,,,0111111799
21595,2015-11-20T18:00:00Z,28.9360,131.4140,25.2,1020.2,1020.2,0,,,0111111799
21595,2015-11-20T21:00:00Z,28.9460,131.4350,25.2,1020.7,1020.7,0,,,0111111799
21595,2015-11-21T00:00:00Z,28.9640,131.4450,25.2,1022.3,1022.3,0,,,0111111799
21595,2015-11-21T03:00:00Z,28.9910,131.4560,25.3,1021.2,1021.2,0,,,0111111799
21595,2015-11-21T06:00:00Z,29.0230,131.4660,25.3,1020.2,1020.2,0,,,0111111799
21595,2015-11-21T09:00:00Z,29.0630,131.4800,25.2,1021.3,1021.3,0,,,0111111799
21595,2015-11-21T12:00:00Z,29.1070,131.5080,25.2,1022.1,1022.1,0,,,0111111799
21595,2015-11-21T15:00:00Z,29.1490,131.5280,25.2,1021.6,1021.6,0,,,0111111799
21595,2015-11-21T18:00:00Z,29.1860,131.5490,25.1,1020.7,1020.7,0,,,0111111799
21595,2015-11-21T21:00:00Z,29.2250,131.5700,25.1,1021.1,1021.1,0,,,0111111799
21595,2015-11-22T00:00:00Z,29.2630,131.5810,25.1,1022.6,1022.6,0,,,0111111799
21595,2015-11-22T03:00:00Z,29.2960,131.5860,25.2,1021.7,1021.7,0,,,0111111799
21595,2015-11-22T06:00:00Z,29.3240,131.5800,25.1,1020.5,1020.5,0,,,0111111799
21595,2015-11-22T09:00:00Z,29.3630,131.5780,25.1,1021.8,1021.8,0,,,0111111799
21595,2015-11-22T12:00:00Z,29.4010,131.5920,25.1,1021.9,1021.9,0,,,0111111799
21595,2015-11-22T15:00:00Z,29.4330,131.5980,25.1,1021.3,1021.3,0,,,0111111799
21595,2015-11-22T18:00:00Z,29.4580,131.5960,25.1,1019.7,1019.7,0,,,0111111799
21595,2015-11-22T21:00:00Z,29.4790,131.5970,25.1,1019.2,1019.2,0,,,0111111799
21595,2015-11-23T00:00:00Z,29.5000,131.5960,25.2,1020,1020,0,,,0111111799
21595,2015-11-23T03:00:00Z,29.5160,131.5990,25.3,1017.8,1017.8,0,,,0111111799
21595,2015-11-23T06:00:00Z,29.5160,131.6020,25.3,1015.9,1015.9,0,,,0111111799
21595,2015-11-23T09:00:00Z,29.4900,131.6000,25.6,1016.4,1016.4,0,,,0111111799
21595,2015-11-23T12:00:00Z,29.4680,131.6040,25.6,1017.1,1017.1,0,,,0111111799
21595,2015-11-23T13:00:00Z,29.4640,131.6070,25.6,1017.3,1017.3,0,,,0111111799
21595,2015-11-23T14:00:00Z,29.4590,131.6100,25.5,1016.6,1016.6,0,,,0111111799
21595,2015-11-23T15:00:00Z,29.4540,131.6120,25.5,1016.1,1016.1,0,,,0111111799
21595,2015-11-23T18:00:00Z,29.4370,131.6190,25.1,1015,1015,0,,,0111111799
21595,2015-11-23T19:00:00Z,29.4310,131.6210,25.1,1015.2,1015.2,0,,,0111111799
21595,2015-11-23T20:00:00Z,29.4250,131.6200,25,1014.7,1014.7,0,,,0111111799
21595,2015-11-23T21:00:00Z,29.4200,131.6180,25,1015.3,1015.3,0,,,0111111799
21595,2015-11-23T22:00:00Z,29.4150,131.6150,25,1015.4,1015.4,0,,,0111111799
21595,2015-11-23T23:00:00Z,29.4150,131.6120,25,1015.7,1015.7,0,,,0111111799
21595,2015-11-24T00:00:00Z,29.4130,131.6110,25,1015.9,1015.9,0,,,0111111799
21595,2015-11-24T01:00:00Z,29.4120,131.6080,25,1015.9,1015.9,0,,,0111111799
21595,2015-11-24T02:00:00Z,29.4090,131.6080,25.1,1015.9,1015.9,0,,,0111111799
21595,2015-11-24T03:00:00Z,29.4060,131.6060,25,1015.2,1015.2,0,,,0111111799
21595,2015-11-24T04:00:00Z,29.4050,131.6010,25,1014.3,1014.3,0,,,0111111799
21595,2015-11-24T05:00:00Z,29.3990,131.5970,25,1014,1014,0,,,0111111799
21595,2015-11-24T06:00:00Z,29.3920,131.5940,25,1013.8,1013.8,0,,,0111111799
21595,2015-11-24T07:00:00Z,29.3860,131.5890,25,1013.7,1013.7,0,,,0111111799
21595,2015-11-24T08:00:00Z,29.3830,131.5820,25,1013.8,1013.8,0,,,0111111799
21595,2015-11-24T09:00:00Z,29.3820,131.5750,25,1014.8,1014.8,0,,,0111111799
21595,2015-11-24T10:00:00Z,29.3830,131.5690,25,1015.2,1015.2,0,,,0111111799
21595,2015-11-24T11:00:00Z,29.3860,131.5650,25,1015.7,1015.7,0,,,0111111799
21595,2015-11-24T12:00:00Z,29.3890,131.5620,25,1015.6,1015.6,0,,,0111111799
21595,2015-11-24T13:00:00Z,29.3930,131.5610,25.1,1014.9,1014.9,0,,,0111111799
21595,2015-11-24T14:00:00Z,29.3980,131.5590,25.1,1014.6,1014.6,0,,,0111111799
21595,2015-11-24T15:00:00Z,29.4020,131.5570,25.2,1014,1014,0,,,0111111799
21595,2015-11-24T16:00:00Z,29.4050,131.5560,25.2,1013.8,1013.8,0,,,0111111799
21595,2015-11-24T17:00:00Z,29.4070,131.5590,25.3,1013.1,1013.1,0,,,0111111799
21595,2015-11-24T18:00:00Z,29.4090,131.5610,25.3,1012.4,1012.4,0,,,0111111799
21595,2015-11-24T19:00:00Z,29.4100,131.5630,25.3,1012,1012,0,,,0111111799
21595,2015-11-24T20:00:00Z,29.4120,131.5630,25.4,1011.7,1011.7,0,,,0111111799
21595,2015-11-24T21:00:00Z,29.4150,131.5620,25.3,1011.6,1011.6,0,,,0111111799
21595,2015-11-24T22:00:00Z,29.4220,131.5620,25.3,1012.1,1012.1,0,,,0111111799
21595,2015-11-24T23:00:00Z,29.4280,131.5690,25.3,1012.8,1012.8,0,,,0111111799
21595,2015-11-25T00:00:00Z,29.4330,131.5790,25.3,1012.9,1012.9,0,,,0111111799
21595,2015-11-25T01:00:00Z,29.4340,131.5880,25.3,1012.9,1012.9,0,,,0111111799
21595,2015-11-25T02:00:00Z,29.4360,131.5950,25.3,1012.9,1012.9,0,,,0111111799
21595,2015-11-25T03:00:00Z,29.4350,131.6010,25.3,1011.9,1011.9,0,,,0111111799
21595,2015-11-25T04:00:00Z,29.4340,131.6090,25.2,1011.1,1011.1,0,,,0111111799
21595,2015-11-25T05:00:00Z,29.4310,131.6170,25.2,1010.7,1010.7,0,,,0111111799
21595,2015-11-25T06:00:00Z,29.4260,131.6240,25.1,1010,1010,0,,,0111111799
21595,2015-11-25T07:00:00Z,29.4210,131.6270,25.1,1010.2,1010.2,0,,,0111111799
21595,2015-11-25T08:00:00Z,29.4180,131.6310,25,1010.7,1010.7,0,,,0111111799
21595,2015-11-25T09:00:00Z,29.4180,131.6360,25,1011,1011,0,,,0111111799
