PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),DEPH LEVEL0 (meter),QC
21741,2015-11-01T00:00:00Z,34.9680,153.1560,0,01117
21741,2015-11-01T01:00:00Z,34.9320,153.1910,0,01117
21741,2015-11-01T02:00:00Z,34.8970,153.2260,0,01117
21741,2015-11-01T03:00:00Z,34.8610,153.2630,0,01117
21741,2015-11-01T04:00:00Z,34.8250,153.3030,0,01117
21741,2015-11-01T05:00:00Z,34.7850,153.3450,0,01117
21741,2015-11-01T06:00:00Z,34.7430,153.3860,0,01117
21741,2015-11-01T07:00:00Z,34.7030,153.4260,0,01117
21741,2015-11-01T08:00:00Z,34.6610,153.4660,0,01117
21741,2015-11-01T09:00:00Z,34.6180,153.5060,0,01117
21741,2015-11-01T10:00:00Z,34.5820,153.5430,0,01117
21741,2015-11-01T11:00:00Z,34.5480,153.5840,0,01117
21741,2015-11-01T14:00:00Z,34.4490,153.7230,0,01117
21741,2015-11-01T15:00:00Z,34.4110,153.7740,0,01117
21741,2015-11-01T16:00:00Z,34.3750,153.8170,0,01117
21741,2015-11-01T17:00:00Z,34.3390,153.8580,0,01117
21741,2015-11-01T18:00:00Z,34.3040,153.8970,0,01117
21741,2015-11-01T19:00:00Z,34.2710,153.9370,0,01117
21741,2015-11-01T20:00:00Z,34.2380,153.9730,0,01117
21741,2015-11-01T21:00:00Z,34.2030,154.0100,0,01117
21741,2015-11-01T22:00:00Z,34.1710,154.0470,0,01117
21741,2015-11-02T00:00:00Z,34.1090,154.1240,0,01117
21741,2015-11-02T01:00:00Z,34.0780,154.1610,0,01117
21741,2015-11-02T02:00:00Z,34.0430,154.1970,0,01117
21741,2015-11-02T03:00:00Z,34.0100,154.2330,0,01117
21741,2015-11-02T04:00:00Z,33.9810,154.2650,0,01117
21741,2015-11-02T05:00:00Z,33.9510,154.2970,0,01117
21741,2015-11-02T06:00:00Z,33.9200,154.3320,0,01117
21741,2015-11-02T07:00:00Z,33.8900,154.3630,0,01117
21741,2015-11-02T08:00:00Z,33.8590,154.3940,0,01117
21741,2015-11-02T09:00:00Z,33.8220,154.4100,0,01117
21741,2015-11-02T10:00:00Z,33.7960,154.4520,0,01117
21741,2015-11-02T11:00:00Z,33.7670,154.4790,0,01117
21741,2015-11-02T12:00:00Z,33.7370,154.5050,0,01117
21741,2015-11-02T13:00:00Z,33.7070,154.5320,0,01117
21741,2015-11-02T14:00:00Z,33.6800,154.5560,0,01117
21741,2015-11-02T15:00:00Z,33.6490,154.5830,0,01117
21741,2015-11-02T16:00:00Z,33.6200,154.6070,0,01117
21741,2015-11-02T17:00:00Z,33.5900,154.6300,0,01117
21741,2015-11-02T18:00:00Z,33.5620,154.6500,0,01117
21741,2015-11-02T19:00:00Z,33.5320,154.6720,0,01117
21741,2015-11-02T20:00:00Z,33.5050,154.6900,0,01117
21741,2015-11-02T21:00:00Z,33.4780,154.7080,0,01117
21741,2015-11-02T22:00:00Z,33.4500,154.7220,0,01117
21741,2015-11-02T23:00:00Z,33.4230,154.7350,0,01117
21741,2015-11-03T01:00:00Z,33.3700,154.7660,0,01117
21741,2015-11-03T02:00:00Z,33.3430,154.7830,0,01117
21741,2015-11-03T03:00:00Z,33.3160,154.8030,0,01117
21741,2015-11-03T04:00:00Z,33.2860,154.8220,0,01117
21741,2015-11-03T05:00:00Z,33.2550,154.8410,0,01117
21741,2015-11-03T06:00:00Z,33.2240,154.8580,0,01117
21741,2015-11-03T07:00:00Z,33.1930,154.8730,0,01117
21741,2015-11-03T08:00:00Z,33.1610,154.8870,0,01117
21741,2015-11-03T09:00:00Z,33.1280,154.9020,0,01117
21741,2015-11-03T10:00:00Z,33.0960,154.9160,0,01117
21741,2015-11-03T12:00:00Z,33.0290,154.9400,0,01117
21741,2015-11-03T14:00:00Z,32.9590,154.9590,0,01117
21741,2015-11-03T15:00:00Z,32.9250,154.9660,0,01117
21741,2015-11-03T16:00:00Z,32.8950,154.9720,0,01117
21741,2015-11-03T17:00:00Z,32.8630,154.9790,0,01117
21741,2015-11-03T18:00:00Z,32.8310,154.9890,0,01117
21741,2015-11-03T19:00:00Z,32.7980,155.0000,0,01117
21741,2015-11-03T20:00:00Z,32.7640,155.0110,0,01117
21741,2015-11-03T22:00:00Z,32.6980,155.0330,0,01117
21741,2015-11-03T23:00:00Z,32.6650,155.0460,0,01117
21741,2015-11-04T00:00:00Z,32.6320,155.0570,0,01117
21741,2015-11-04T01:00:00Z,32.6010,155.0670,0,01117
21741,2015-11-04T02:00:00Z,32.5730,155.0790,0,01117
21741,2015-11-04T03:00:00Z,32.5430,155.0930,0,01117
21741,2015-11-04T04:00:00Z,32.5110,155.1090,0,01117
21741,2015-11-04T05:00:00Z,32.4800,155.1210,0,01117
21741,2015-11-04T06:00:00Z,32.4490,155.1330,0,01117
21741,2015-11-04T07:00:00Z,32.4160,155.1470,0,01117
21741,2015-11-04T08:00:00Z,32.3840,155.1590,0,01117
