PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),QC
2902975,149966,2017-08-14T11:55:20Z,24.5350,132.2090,00111
2902975,149966,2017-08-14T12:52:02Z,24.5200,132.2070,00111
2902975,149966,2017-08-14T13:37:19Z,24.5090,132.2020,00111
2902975,149966,2017-08-14T17:59:45Z,24.4560,132.1860,00111
2902975,149966,2017-08-14T19:13:56Z,24.4420,132.1870,00111
2902975,149966,2017-08-14T19:41:56Z,24.4350,132.1800,00111
2902975,149966,2017-08-14T20:15:37Z,24.4290,132.1770,00111
2902975,149966,2017-08-14T20:51:52Z,24.4240,132.1800,00111
2902975,149966,2017-08-14T21:12:51Z,24.4150,132.1680,00111
2902975,149966,2017-08-14T21:52:31Z,24.4050,132.1660,00111
2902975,149966,2017-08-14T22:31:54Z,24.4080,132.1640,00111
2902975,149966,2017-08-14T22:52:40Z,24.3950,132.1690,00111
2902975,149966,2017-08-14T23:31:06Z,24.3880,132.1690,00111
2902975,149966,2017-08-14T23:31:41Z,24.3900,132.1680,00133
2902975,149966,2017-08-15T00:22:52Z,24.3800,132.1720,00111
