PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),QC,STATION_PARAMETERS,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,199.7,17.982,34.833,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,219.6,17.735,34.803,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,239.6,17.259,34.756,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,259.7,17.001,34.732,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,280.1,16.55,34.694,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,300.6,16.298,34.672,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,320.1,15.709,34.626,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,339.7,15.397,34.599,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,360,14.941,34.563,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,379.2,14.333,34.516,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,400.3,13.497,34.465,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,420.6,12.978,34.429,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,440.5,12.166,34.371,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,460.4,11.567,34.319,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,479.9,11.318,34.314,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,500,10.625,34.273,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,519.8,10.112,34.247,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,540.4,9.688,34.233,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,560.2,9.007,34.222,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,580.4,8.292,34.204,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,599.4,7.907,34.204,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,620.1,7.484,34.194,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,640.2,7.207,34.185,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,660.2,6.89,34.179,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,680.7,6.343,34.173,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,700.4,5.969,34.169,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,720.1,5.434,34.17,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,740.4,5.177,34.191,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,760.4,5.057,34.198,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,780.6,4.938,34.213,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,800,4.862,34.23,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,820.5,4.703,34.24,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,839.9,4.641,34.257,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,860.2,4.601,34.297,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,880.4,4.416,34.332,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,899.7,4.249,34.351,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,919.4,4.164,34.366,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,940.2,4.07,34.378,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,960,3.996,34.403,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,980.5,3.984,34.44,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,1000,3.943,34.452,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,1050.2,3.705,34.446,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,1100.6,3.443,34.472,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,1149.8,3.368,34.48,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,1200.3,3.219,34.489,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,1250.4,3.13,34.49,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,1300.4,2.992,34.498,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,1350.3,2.875,34.508,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,1400.5,2.72,34.522,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,1450.5,2.615,34.533,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,1500.5,2.55,34.539,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,1550.8,2.489,34.544,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,1600.4,2.425,34.551,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,1650.7,2.382,34.558,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,1700.4,2.322,34.567,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2902990,149981,2017-08-17T12:20:15Z,27.0140,128.9560,1751.9,2.305,34.571,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
