PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),QC,STATION_PARAMETERS,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,69.3,24.638,35.075,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,80.8,23.897,35.047,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,90.7,23.252,35.067,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,100.1,22.868,35.072,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,110.6,22.476,35.068,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,120.6,21.931,35.062,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,130.4,21.76,35.055,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,140.5,21.44,35.052,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,150.3,21.259,35.044,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,160.3,21.032,35.037,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,170.4,20.905,35.034,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,180.2,20.769,35.027,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,189.9,20.541,35.01,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,200.1,20.389,35.001,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,219.7,20.065,34.982,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,239.8,19.488,34.934,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,260.7,18.617,34.876,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,280.3,18.18,34.845,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,300.3,17.898,34.824,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,320.5,17.53,34.79,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,339.9,16.921,34.738,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,359.4,16.562,34.707,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,379.7,16.415,34.696,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,399.2,16.03,34.662,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,419.4,15.385,34.605,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,440.4,14.829,34.557,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,460.1,14.227,34.514,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,480.2,13.641,34.468,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,499.8,12.91,34.421,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,519.7,12.498,34.39,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,540,11.891,34.354,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,560.1,11.493,34.328,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,579.8,11.069,34.306,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,599.3,10.456,34.282,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,620.1,9.6,34.248,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,639.2,9.071,34.225,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,659.4,8.534,34.211,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,679.9,8.015,34.177,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,699.6,7.316,34.167,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,719.4,7.135,34.172,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,739.7,6.864,34.174,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,759.4,6.567,34.172,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,779.3,6.248,34.171,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,799.1,5.989,34.174,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,819.4,5.73,34.185,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,839.2,5.535,34.199,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,860.3,5.343,34.21,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,880.6,5.13,34.231,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,900.3,5.007,34.24,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,919.8,4.814,34.263,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,940.4,4.719,34.299,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,959.6,4.573,34.312,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,980,4.461,34.326,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,999.8,4.394,34.335,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,1050.6,4.053,34.349,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,1100.3,3.715,34.395,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,1150,3.563,34.43,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,1199.9,3.418,34.451,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,1249.9,3.228,34.46,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,1300.5,3.135,34.487,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,1350.3,3.084,34.496,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,1400.4,2.928,34.517,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,1449.6,2.705,34.52,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,1500.3,2.641,34.531,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,1549.8,2.562,34.542,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,1599.7,2.513,34.548,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,1650.4,2.444,34.557,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,1699.3,2.366,34.568,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,1749.7,2.296,34.577,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,1799.9,2.254,34.584,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,1850.3,2.195,34.593,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,1899.4,2.156,34.598,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,1950.2,2.113,34.604,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
2903186,162004,2017-08-17T11:59:11Z,25.0980,131.3440,2000.3,2.056,34.614,00111111,PRES,Primary sampling: discrete [SBE41CP pumping for 19 seconds per measurements],1,1
