PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
2101507,63472540,2017-08-13T00:00:00Z,25.5000,129.5300,,,30.57,0.5,311,15,-0.102,0.489,0011199171111
2101507,63472540,2017-08-13T00:00:00Z,25.4864,129.5354,30.43,0,,,,,,,0011117999999
2101507,63472540,2017-08-13T01:00:00Z,25.4996,129.5302,30.5,0,,,,,,,0011117999999
2101507,63472540,2017-08-13T02:00:00Z,25.5158,129.5266,30.57,0,,,,,,,0011117999999
2101507,63472540,2017-08-13T03:00:00Z,25.5500,129.5180,,,30.82,0.5,311,15,-0.116,0.561,0011199171111
2101507,63472540,2017-08-13T03:00:00Z,25.5320,129.5220,30.7,0,,,,,,,0011117999999
2101507,63472540,2017-08-13T04:00:00Z,25.5482,129.5186,30.87,0,,,,,,,0011117999999
2101507,63472540,2017-08-13T05:00:00Z,25.5668,129.5136,31.01,0,,,,,,,0011117999999
2101507,63472540,2017-08-13T06:00:00Z,25.6090,129.5050,,,30.97,0.5,311,15,-0.056,0.597,0011199171111
2101507,63472540,2017-08-13T06:00:00Z,25.5872,129.5068,31.08,0,,,,,,,0011117999999
2101507,63472540,2017-08-13T07:00:00Z,25.6092,129.5036,31.08,0,,,,,,,0011117999999
2101507,63472540,2017-08-13T08:00:00Z,25.6298,129.5056,31.05,0,,,,,,,0011117999999
2101507,63472540,2017-08-13T09:00:00Z,25.6660,129.5060,,,30.91,0.5,311,15,-0.014,0.576,0011199171111
2101507,63472540,2017-08-13T09:00:00Z,25.6496,129.5072,30.94,0,,,,,,,0011117999999
2101507,63472540,2017-08-13T10:00:00Z,25.6682,129.5056,30.85,0,,,,,,,0011117999999
2101507,63472540,2017-08-13T11:00:00Z,25.6866,129.5030,30.85,0,,,,,,,0011117999999
2101507,63472540,2017-08-13T12:00:00Z,25.7210,129.5020,,,30.8,0.5,311,15,-0.023,0.514,0011199171111
2101507,63472540,2017-08-13T12:00:00Z,25.7054,129.5030,30.81,0,,,,,,,0011117999999
2101507,63472540,2017-08-13T13:00:00Z,25.7208,129.5024,30.81,0,,,,,,,0011117999999
2101507,63472540,2017-08-13T14:00:00Z,25.7354,129.5028,30.77,0,,,,,,,0011117999999
2101507,63472540,2017-08-13T15:00:00Z,25.7660,129.5010,,,30.72,0.5,311,15,-0.014,0.499,0011199171111
2101507,63472540,2017-08-13T15:00:00Z,25.7488,129.5032,30.74,0,,,,,,,0011117999999
2101507,63472540,2017-08-13T16:00:00Z,25.7642,129.5008,30.7,0,,,,,,,0011117999999
2101507,63472540,2017-08-13T17:00:00Z,25.7822,129.4994,30.7,0,,,,,,,0011117999999
2101507,63472540,2017-08-13T18:00:00Z,25.8180,129.4990,,,30.67,0.5,311,15,-0.014,0.504,0011199171111
2101507,63472540,2017-08-13T18:00:00Z,25.8010,129.4982,30.7,0,,,,,,,0011117999999
2101507,63472540,2017-08-13T19:00:00Z,25.8176,129.4990,30.68,0,,,,,,,0011117999999
2101507,63472540,2017-08-13T20:00:00Z,25.8330,129.4982,30.63,0,,,,,,,0011117999999
2101507,63472540,2017-08-13T21:00:00Z,25.8640,129.4980,,,30.71,0.5,311,15,0.019,0.54,0011199171111
2101507,63472540,2017-08-13T21:00:00Z,25.8488,129.4984,30.63,0,,,,,,,0011117999999
2101507,63472540,2017-08-13T22:00:00Z,25.8660,129.4980,30.63,0,,,,,,,0011117999999
