PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),TEMP LEVEL2 (degree_Celsius),DEPH LEVEL2 (meter),TEMP LEVEL3 (degree_Celsius),DEPH LEVEL3 (meter),TEMP LEVEL4 (degree_Celsius),DEPH LEVEL4 (meter),TEMP LEVEL5 (degree_Celsius),DEPH LEVEL5 (meter),TEMP LEVEL6 (degree_Celsius),DEPH LEVEL6 (meter),TEMP LEVEL7 (degree_Celsius),DEPH LEVEL7 (meter),TEMP LEVEL8 (degree_Celsius),DEPH LEVEL8 (meter),DEPH LEVEL9 (meter),TEMP LEVEL10 (degree_Celsius),DEPH LEVEL10 (meter),QC
41671,2008-12-27T07:19:00Z,24.3280,122.9310,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-27T07:33:00Z,24.3280,122.9310,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T07:34:00Z,24.3280,122.9310,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T07:48:00Z,24.3280,122.9310,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T07:49:00Z,24.3280,122.9310,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T08:03:00Z,24.3280,122.9310,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-27T08:04:00Z,24.3280,122.9310,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-27T08:18:00Z,24.3280,122.9310,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T08:33:00Z,24.3280,122.9310,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T08:48:00Z,24.3280,122.9310,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T09:03:00Z,24.3280,122.9310,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-27T09:18:00Z,24.3440,122.9500,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-27T10:18:00Z,24.3440,122.9500,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T10:19:00Z,24.3440,122.9500,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T10:34:00Z,24.3790,122.9850,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-27T10:49:00Z,24.3790,122.9850,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T11:04:00Z,24.3790,122.9850,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-27T11:18:00Z,24.3790,122.9850,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T11:19:00Z,24.3790,122.9850,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T11:33:00Z,24.3790,122.9850,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T11:48:00Z,24.3790,122.9850,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-27T12:03:00Z,24.3790,122.9850,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-27T12:18:00Z,24.3790,122.9850,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T12:19:00Z,24.3790,122.9850,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T12:33:00Z,24.3790,122.9850,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T12:34:00Z,24.3790,122.9850,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T12:48:00Z,24.3790,122.9850,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T12:49:00Z,24.3790,122.9850,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T13:03:00Z,24.3790,122.9850,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T13:04:00Z,24.3790,122.9850,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-27T13:18:00Z,24.3790,122.9850,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-27T15:19:00Z,24.3890,123.0090,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T16:18:00Z,24.4110,123.0530,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-27T16:19:00Z,24.4110,123.0530,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T16:33:00Z,24.4110,123.0530,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T16:34:00Z,24.4110,123.0530,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T16:48:00Z,24.4110,123.0530,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T16:49:00Z,24.4110,123.0530,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T17:03:00Z,24.4110,123.0530,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-27T17:04:00Z,24.4110,123.0530,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-27T17:19:00Z,24.4100,123.0560,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T17:34:00Z,24.4100,123.0560,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T17:49:00Z,24.4100,123.0560,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T18:03:00Z,24.4100,123.0560,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T18:04:00Z,24.4100,123.0560,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-27T18:18:00Z,24.4100,123.0560,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T18:19:00Z,24.4100,123.0560,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T18:33:00Z,24.4100,123.0560,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-27T18:34:00Z,24.4100,123.0560,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T18:48:00Z,24.4100,123.0560,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T18:49:00Z,24.4100,123.0560,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T19:03:00Z,24.4100,123.0560,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T19:04:00Z,24.4100,123.0560,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
