PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),TEMP LEVEL2 (degree_Celsius),DEPH LEVEL2 (meter),TEMP LEVEL3 (degree_Celsius),DEPH LEVEL3 (meter),TEMP LEVEL4 (degree_Celsius),DEPH LEVEL4 (meter),TEMP LEVEL5 (degree_Celsius),DEPH LEVEL5 (meter),TEMP LEVEL6 (degree_Celsius),DEPH LEVEL6 (meter),TEMP LEVEL7 (degree_Celsius),DEPH LEVEL7 (meter),TEMP LEVEL8 (degree_Celsius),DEPH LEVEL8 (meter),DEPH LEVEL9 (meter),TEMP LEVEL10 (degree_Celsius),DEPH LEVEL10 (meter),QC
41671,2008-12-25T08:33:00Z,23.4830,122.5530,,,24.1,9,25.3,15,25.2,28,25.3,31,25.2,70,,110,,150,,,,,,0111991111111111919199999
41671,2008-12-25T08:48:00Z,23.4830,122.5530,25.2,,25.2,0,24.1,9,25.3,15,25.2,28,25.3,31,25.2,70,,110,,150,,,,0111191111111111119191999
41671,2008-12-25T09:03:00Z,23.4830,122.5530,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-25T10:18:00Z,23.5540,122.5450,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-25T10:33:00Z,23.5540,122.5450,,,24.1,9,25.3,15,25.2,29,25.3,32,25.2,70,,110,,150,,,,,,0111991111111111919199999
41671,2008-12-25T10:48:00Z,23.5540,122.5450,,,24.1,9,25.3,15,25.2,29,25.3,32,25.2,70,,110,,150,,,,,,0111991111111111919199999
41671,2008-12-25T11:03:00Z,23.5540,122.5450,25.2,,25.2,0,24.1,9,25.3,15,25.2,29,25.3,32,25.2,70,,110,,150,,,,0111191111111111119191999
41671,2008-12-25T11:18:00Z,23.5540,122.5450,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-25T11:19:00Z,23.4830,122.5530,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-25T11:33:00Z,23.5540,122.5450,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-25T11:34:00Z,23.4830,122.5530,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-25T11:48:00Z,23.5540,122.5450,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-25T11:49:00Z,23.4830,122.5530,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-25T12:03:00Z,23.4830,122.5530,,,24.1,9,25.3,15,25.2,29,25.3,32,25.2,70,,110,,150,,,,,,0111991111111111919199999
41671,2008-12-25T12:04:00Z,23.4830,122.5530,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-25T12:18:00Z,23.4830,122.5530,,,24.1,9,25.3,15,25.2,29,25.3,32,25.2,70,,110,,150,,,,,,0111991111111111919199999
41671,2008-12-25T12:33:00Z,23.4830,122.5530,25.2,,25.2,0,24.1,9,25.3,15,25.2,29,25.3,32,25.2,70,,110,,150,,,,0111191111111111119191999
41671,2008-12-25T13:19:00Z,23.5540,122.5450,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-25T13:33:00Z,23.5540,122.5450,,,24.1,9,25.3,15,25.2,29,25.2,32,25,70,,150,,,,,,,,0111991111111111919999999
41671,2008-12-25T13:34:00Z,23.5540,122.5450,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-25T13:48:00Z,23.5540,122.5450,,,24.1,9,25.3,15,25.2,29,25.2,32,25.2,70,,150,,,,,,,,0111991111111111919999999
41671,2008-12-25T13:49:00Z,23.5540,122.5450,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-25T14:03:00Z,23.5540,122.5450,25.2,,25.2,0,24.1,9,25.3,15,25.2,29,25.2,32,25.2,70,,150,,,,,,0111191111111111119199999
41671,2008-12-25T14:04:00Z,23.5540,122.5450,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-25T14:19:00Z,23.5610,122.5410,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-25T15:03:00Z,23.5610,122.5410,,,24.1,9,25.2,15,25.2,29,25.2,32,25.2,70,,109,,148,,,,,,0111991111111111919199999
41671,2008-12-25T15:18:00Z,23.5610,122.5410,,,24.1,9,25.2,15,25.2,29,25.2,32,25.2,70,,109,,148,,,,,,0111991111111111919199999
41671,2008-12-25T15:33:00Z,23.5610,122.5410,25.2,,25.2,0,24.1,9,25.2,15,25.2,29,25.2,32,25.2,70,,109,,148,,,,0111191111111111119191999
41671,2008-12-25T16:18:00Z,23.5610,122.5410,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-25T16:19:00Z,23.6780,122.5680,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-25T16:33:00Z,23.5610,122.5410,,,24.1,9,25.2,15,25.2,29,25.2,32,25.1,70,,110,,150,,,,,,0144991111111111919199999
41671,2008-12-25T16:48:00Z,23.5610,122.5410,,,24.1,9,25.2,15,25.2,29,25.2,32,25.1,70,,110,,150,,,,,,0111991111111111919199999
41671,2008-12-25T17:03:00Z,23.5610,122.5410,25.1,,25.1,0,24.1,9,25.2,15,25.2,29,25.2,32,25.1,70,,110,,150,,,,0111191111111111119191999
41671,2008-12-25T18:03:00Z,23.6780,122.5680,,,24.1,9,25.2,15,25.2,29,25.2,32,25.2,70,,110,,150,,,,,,0144991111111111919199999
41671,2008-12-25T18:18:00Z,23.6780,122.5680,,,24.1,9,25.2,15,25.2,29,25.2,32,25.2,70,,110,,150,,,,,,0111991111111111919199999
41671,2008-12-25T18:19:00Z,23.6780,122.5680,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-25T18:33:00Z,23.6780,122.5680,25.1,,25.1,0,24.1,9,25.2,15,25.2,29,25.2,32,25.2,70,,110,,150,,,,0111191111111111119191999
41671,2008-12-25T18:34:00Z,23.6780,122.5680,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-25T18:48:00Z,23.6780,122.5680,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-25T18:49:00Z,23.6780,122.5680,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-25T19:03:00Z,23.6780,122.5680,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-25T19:04:00Z,23.6780,122.5680,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-25T19:18:00Z,23.6780,122.5680,25.1,,25.1,0,24.1,9,25.2,15,25.2,29,25.2,32,25.2,70,,110,,150,,,,0111191111111111119191999
41671,2008-12-25T19:19:00Z,23.6780,122.5680,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-25T19:33:00Z,23.6780,122.5680,,,24.1,9,25.2,15,25.2,29,25.2,32,25.2,70,,110,,150,,,,,,0111991111111111919199999
41671,2008-12-25T19:34:00Z,23.6780,122.5680,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-25T19:48:00Z,23.6780,122.5680,,,24.1,9,25.2,15,25.2,29,25.2,32,25.2,70,,110,,150,,,,,,0111991111111111919199999
41671,2008-12-25T19:49:00Z,23.6780,122.5680,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-25T20:03:00Z,23.6780,122.5680,25.1,,25.1,0,24.1,9,25.2,15,25.2,29,25.2,32,25.2,70,,110,,150,,,,0111191111111111119191999
41671,2008-12-25T20:04:00Z,23.6780,122.5680,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-25T20:18:00Z,23.7550,122.5920,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-25T20:19:00Z,23.6780,122.5680,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-25T20:33:00Z,23.7550,122.5920,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-25T20:34:00Z,23.6780,122.5680,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-25T20:48:00Z,23.7550,122.5920,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-25T20:49:00Z,23.6780,122.5680,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-25T21:03:00Z,23.6780,122.5680,,,24.1,9,25.2,15,25.2,29,25.2,32,25.2,70,,109,,148,,,,,,0111991111111111919199999
41671,2008-12-25T21:04:00Z,23.6780,122.5680,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-25T21:18:00Z,23.6780,122.5680,,,24.1,9,25.2,15,25.2,29,25.2,32,25.2,70,,109,,148,,,,,,0111991111111111919199999
41671,2008-12-25T21:19:00Z,23.7550,122.5920,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-25T21:33:00Z,23.6780,122.5680,25.1,,25.1,0,24.1,9,25.2,15,25.2,29,25.2,32,25.2,70,,109,,148,,,,0144191111111111119191999
41671,2008-12-25T21:34:00Z,23.7550,122.5920,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-25T21:49:00Z,23.7550,122.5920,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-25T22:04:00Z,23.7550,122.5920,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-25T23:19:00Z,23.7690,122.5960,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-25T23:34:00Z,23.7690,122.5960,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-25T23:49:00Z,23.7690,122.5960,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T00:03:00Z,23.7690,122.5960,,,24.1,9,25.2,15,25.2,28,25.2,31,25.1,70,,110,,150,,,,,,0111991111111111919199999
41671,2008-12-26T00:04:00Z,23.7690,122.5960,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-26T00:18:00Z,23.7690,122.5960,,,24.1,9,25.2,15,25.2,28,25.2,31,25,70,,110,,150,,,,,,0111991111111111919199999
41671,2008-12-26T00:33:00Z,23.7690,122.5960,25.1,,25.1,0,24.1,9,25.2,15,25.2,28,25.2,31,,70,,150,,,,,,0111191111111111919199999
41671,2008-12-26T00:48:00Z,23.8210,122.6320,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-26T01:03:00Z,23.8210,122.6320,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-26T01:18:00Z,23.8210,122.6320,25.1,,25.1,0,24,9,25.2,15,25.2,29,25.2,32,,70,,110,,150,,,,0111191111111111919191999
41671,2008-12-26T01:33:00Z,23.8210,122.6320,,,24,9,25.2,15,25.2,29,25.2,32,24.6,70,,,,,,,,,,0111991111111111999999999
41671,2008-12-26T01:48:00Z,23.8210,122.6320,,,24,9,25.2,15,25.2,29,25.2,32,24.2,70,,150,,,,,,,,0111991111111111919999999
41671,2008-12-26T02:03:00Z,23.8210,122.6320,25.1,,25.1,0,24,9,25.2,15,25.2,29,25.2,32,,70,,150,,,,,,0111191111111111919199999
41671,2008-12-26T02:18:00Z,23.8210,122.6320,,,24,9,25.2,15,25.2,29,25.2,32,24.2,70,,110,,150,,,,,,0111991111111111919199999
41671,2008-12-26T02:33:00Z,23.8210,122.6320,,,24,9,25.2,15,25.2,29,25.2,32,24.3,70,,110,,150,,,,,,0111991111111111919199999
41671,2008-12-26T02:48:00Z,23.8210,122.6320,25.1,,25.1,0,24,9,25.2,15,25.2,29,25.2,32,,70,,110,,150,,,,0111191111111111919191999
41671,2008-12-26T03:18:00Z,23.8210,122.6320,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T03:19:00Z,23.8210,122.6320,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T05:18:00Z,23.8940,122.6630,,,24,9,25.2,15,25.1,29,25.2,32,24.7,71,,111,,151,,,,,,0111991111111111919199999
41671,2008-12-26T05:33:00Z,23.8940,122.6630,,,24,9,25.2,15,25.1,29,25.2,32,25,71,,111,,151,,,,,,0111991111111111919199999
41671,2008-12-26T05:48:00Z,23.8940,122.6630,25.1,,25.1,0,24,9,25.2,15,25.1,29,25.2,32,25.1,71,,111,,151,,,,0111191111111111119191999
41671,2008-12-26T06:19:00Z,23.8940,122.6630,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T06:34:00Z,23.8940,122.6630,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T06:48:00Z,23.8940,122.6630,,,24,9,25.2,15,25.1,29,25.2,32,25.1,70,,110,,150,,,,,,0111991111111111919199999
41671,2008-12-26T06:49:00Z,23.8940,122.6630,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T07:03:00Z,23.8940,122.6630,,,24,9,25.2,15,25.1,29,25.2,32,25.1,70,,110,,150,,,,,,0111991111111111919199999
41671,2008-12-26T07:04:00Z,23.8940,122.6630,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-26T07:18:00Z,23.8940,122.6630,25.1,,25.1,0,24,9,25.2,15,25.1,29,25.2,32,25.1,70,,110,,150,,,,0111191111111111119191999
41671,2008-12-26T07:19:00Z,23.8940,122.6630,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T07:34:00Z,23.8940,122.6630,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T07:49:00Z,23.8940,122.6630,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T08:04:00Z,23.8940,122.6630,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-26T08:18:00Z,23.8940,122.6630,,,24,9,25.2,15,25.1,29,25.2,32,25.1,70,,110,,150,,,,,,0111991111111111919199999
41671,2008-12-26T08:19:00Z,23.8940,122.6630,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T08:33:00Z,23.8940,122.6630,,,24,9,25.2,15,25.1,29,25.2,32,25.1,70,,110,,150,,,,,,0111991111111111919199999
41671,2008-12-26T08:48:00Z,23.8940,122.6630,25.1,,25.1,0,24,9,25.2,15,25.1,29,25.2,32,25.1,70,,110,,150,,,,0111191111111111119191999
41671,2008-12-26T09:03:00Z,23.9560,122.7030,25.2,0,,,,,,,,,,,,,,,,,,,,0144179999999999999999999
41671,2008-12-26T11:18:00Z,23.9680,122.7100,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T11:19:00Z,24.0080,122.7280,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-26T11:33:00Z,23.9680,122.7100,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-26T11:34:00Z,24.0080,122.7280,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-26T11:48:00Z,23.9680,122.7100,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-26T11:49:00Z,24.0080,122.7280,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-26T12:03:00Z,23.9680,122.7100,25.2,0,,,,,,,,,,,,,,,,,,,,0144179999999999999999999
41671,2008-12-26T12:04:00Z,24.0080,122.7280,25.1,0,,,,,,,,,,,,,,,,,,,,0144179999999999999999999
41671,2008-12-26T12:18:00Z,24.0080,122.7280,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T12:48:00Z,24.0080,122.7280,,,24,9,25.2,15,25.1,29,25.2,32,25.1,71,,111,,151,,,,,,0111991111111111919199999
41671,2008-12-26T13:03:00Z,24.0080,122.7280,,,24,9,25.2,15,25.1,29,25.2,32,25.1,71,,111,,151,,,,,,0111991111111111919199999
41671,2008-12-26T13:18:00Z,24.0080,122.7280,25.1,,25.1,0,24,9,25.2,15,25.1,29,25.2,32,25.1,71,,111,,151,,,,0111191111111111119191999
41671,2008-12-26T13:19:00Z,24.0140,122.7300,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-26T13:33:00Z,24.0480,122.7530,,,24,9,25.2,15,25.1,29,25.2,32,25.1,70,,110,,150,,,,,,0144991111111111919199999
41671,2008-12-26T13:34:00Z,24.0480,122.7530,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T13:48:00Z,24.0480,122.7530,,,24,9,25.2,15,25.1,29,25.2,32,25.1,70,,110,,150,,,,,,0111991111111111919199999
41671,2008-12-26T13:49:00Z,24.0480,122.7530,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T14:03:00Z,24.0480,122.7530,25.1,,25.1,0,24,9,25.2,15,25.1,29,25.2,32,25.1,70,,110,,150,,,,0111191111111111119191999
41671,2008-12-26T14:04:00Z,24.0480,122.7530,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-26T16:18:00Z,24.0480,122.7530,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T16:19:00Z,24.0480,122.7530,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T17:18:00Z,24.0480,122.7530,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T17:19:00Z,24.1160,122.7800,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-26T17:33:00Z,24.0480,122.7530,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-26T17:34:00Z,24.1160,122.7800,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-26T17:48:00Z,24.0480,122.7530,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-26T17:49:00Z,24.1160,122.7800,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-26T18:03:00Z,24.0480,122.7530,25.2,,25.16,0,24,9,25.2,15,,29,25.2,32,25,71,,111,,151,,,,0144191111119111119191999
41671,2008-12-26T18:04:00Z,24.1160,122.7800,25.2,0,,,,,,,,,,,,,,,,,,,,0144179999999999999999999
41671,2008-12-26T18:18:00Z,24.0480,122.7530,,,24,9,25.2,15,,29,25.2,32,25.1,71,,111,,151,,,,,,0144991111911111919199999
41671,2008-12-26T18:19:00Z,24.0480,122.7530,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T18:33:00Z,24.0480,122.7530,25.2,,25.2,0,24,9,25.2,15,25.2,32,25,71,,111,,151,,,,,,0111191111111111919199999
41671,2008-12-26T18:34:00Z,24.0480,122.7530,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T18:48:00Z,24.0480,122.7530,,,24,9,25.2,15,25.2,32,24.9,71,,111,,151,,,,,,,,0111991111111191919999999
41671,2008-12-26T18:49:00Z,24.0480,122.7530,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T19:03:00Z,24.0480,122.7530,,,24,9,25.2,15,25.2,32,24.8,71,,111,,151,,,,,,,,0111991111111191919999999
41671,2008-12-26T19:04:00Z,24.0480,122.7530,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-26T19:18:00Z,24.0480,122.7530,25.2,,25.2,0,24,9,25.2,15,25.2,32,24.6,71,,111,,151,,,,,,0111191111111111919199999
41671,2008-12-26T19:19:00Z,24.1260,122.7910,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-26T19:33:00Z,24.1260,122.7910,,,24,9,25.2,15,25.2,32,24.6,71,,111,,151,,,,,,,,0111991111111191919999999
41671,2008-12-26T19:34:00Z,24.1260,122.7910,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T19:48:00Z,24.1260,122.7910,,,24,9,25.2,15,25.2,32,24.7,71,,111,,151,,,,,,,,0111991111111191919999999
41671,2008-12-26T19:49:00Z,24.1260,122.7910,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T20:03:00Z,24.1260,122.7910,25.2,,25.2,0,24,9,25.2,15,25.2,32,24.6,71,,111,,151,,,,,,0111191111111111919199999
41671,2008-12-26T20:04:00Z,24.1260,122.7910,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-26T20:18:00Z,24.1260,122.7910,,,24,9,25.2,15,25.2,32,24.8,70,,110,,150,,,,,,,,0111991111111191919999999
41671,2008-12-26T20:19:00Z,24.1260,122.7910,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T20:33:00Z,24.1260,122.7910,,,24,9,25.2,15,25.2,32,24.8,70,,110,,150,,,,,,,,0111991111111191919999999
41671,2008-12-26T20:34:00Z,24.1660,122.7920,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-26T20:48:00Z,24.1260,122.7910,25.2,,25.2,0,24,9,25.2,15,25.2,32,24.7,70,,110,,150,,,,,,0144191111111111919199999
41671,2008-12-26T20:49:00Z,24.1660,122.7920,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-26T21:03:00Z,24.1260,122.7910,25.2,0,,,,,,,,,,,,,,,,,,,,0144179999999999999999999
41671,2008-12-26T21:04:00Z,24.1660,122.7920,25.2,0,,,,,,,,,,,,,,,,,,,,0144179999999999999999999
41671,2008-12-26T21:18:00Z,24.1660,122.7920,,,24,9,25.2,15,25.2,32,24.4,70,,150,,,,,,,,,,0111991111111191999999999
41671,2008-12-26T21:33:00Z,24.1660,122.7920,25.2,,25.2,0,24,9,25.2,15,25.2,32,24.6,70,,150,,,,,,,,0111191111111111919999999
41671,2008-12-26T23:18:00Z,24.1780,122.8090,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T23:19:00Z,24.1780,122.8090,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T23:33:00Z,24.1780,122.8090,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-26T23:34:00Z,24.2500,122.8470,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-26T23:48:00Z,24.1780,122.8090,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-26T23:49:00Z,24.2500,122.8470,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-27T00:03:00Z,24.1780,122.8090,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-27T00:04:00Z,24.2500,122.8470,25.2,0,,,,,,,,,,,,,,,,,,,,0144179999999999999999999
41671,2008-12-27T00:18:00Z,24.1780,122.8090,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-27T00:19:00Z,24.2500,122.8470,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-27T00:33:00Z,24.2750,122.8690,25.2,0,,,,,,,,,,,,,,,,,,,,0144179999999999999999999
41671,2008-12-27T00:34:00Z,24.2500,122.8470,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-27T00:49:00Z,24.2500,122.8470,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T01:04:00Z,24.2500,122.8470,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-27T01:18:00Z,24.2750,122.8690,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-27T01:19:00Z,24.1780,122.8090,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-27T01:33:00Z,24.1780,122.8090,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T01:34:00Z,24.1780,122.8090,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T01:48:00Z,24.1780,122.8090,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T01:49:00Z,24.1780,122.8090,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T02:03:00Z,24.1780,122.8090,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-27T02:04:00Z,24.1780,122.8090,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-27T03:18:00Z,24.2770,122.8690,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-27T03:19:00Z,24.2770,122.8690,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T03:33:00Z,24.2770,122.8690,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T03:34:00Z,24.2770,122.8690,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T03:48:00Z,24.2980,122.8960,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-27T03:49:00Z,24.2980,122.8960,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T04:03:00Z,24.2980,122.8960,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-27T04:04:00Z,24.2980,122.8960,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-27T04:18:00Z,24.2980,122.8960,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-27T05:18:00Z,24.2980,122.8960,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T05:19:00Z,24.2980,122.8960,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T05:33:00Z,24.3070,122.9100,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-27T05:34:00Z,24.3070,122.9100,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T05:48:00Z,24.3070,122.9100,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-27T05:49:00Z,24.3070,122.9100,,0,,,,,,,,,,,,,,,,,,,,0111979999999999999999999
41671,2008-12-27T06:03:00Z,24.2980,122.8960,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-27T06:04:00Z,24.3070,122.9100,25.2,0,,,,,,,,,,,,,,,,,,,,0144179999999999999999999
41671,2008-12-27T06:18:00Z,24.2980,122.8960,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-27T06:19:00Z,24.3070,122.9100,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-27T06:33:00Z,24.2980,122.8960,25.2,0,,,,,,,,,,,,,,,,,,,,0144179999999999999999999
41671,2008-12-27T06:48:00Z,24.3070,122.9100,,0,,,,,,,,,,,,,,,,,,,,0144979999999999999999999
41671,2008-12-27T07:03:00Z,24.3070,122.9100,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
41671,2008-12-27T07:18:00Z,24.3070,122.9100,25.2,0,,,,,,,,,,,,,,,,,,,,0111179999999999999999999
