PLATFORM,ARGOS_ID,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),QC
2900823,52871,2008-12-21T01:21:06Z,20.2570,119.0310,00111
2900823,52871,2008-12-21T01:28:02Z,20.2630,119.0230,00111
2900823,52871,2008-12-25T01:28:49Z,20.3450,118.7740,00111
2900823,52871,2008-12-25T04:58:57Z,20.3640,118.7920,00111
2900823,52871,2008-12-25T06:38:41Z,20.3530,118.8040,00111
2900823,52871,2008-12-25T07:31:29Z,20.3450,118.8110,00111
2900823,52871,2008-12-25T09:10:57Z,20.3270,118.8040,00111
2900823,52871,2008-12-25T09:28:49Z,20.3190,118.8050,00111
2900823,52871,2008-12-29T01:37:04Z,20.4260,118.5970,00111
2900823,52871,2008-12-29T04:15:44Z,20.4740,118.5610,00111
2900823,52871,2008-12-29T05:56:48Z,20.4910,118.5600,00111
2900823,52871,2008-12-29T08:43:28Z,20.5030,118.5630,00111
2900823,52871,2008-12-29T09:14:56Z,20.5060,118.5650,00111
