PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
42552,2008-12-20T00:00:00Z,19.7470,115.5020,,0,-9.3,-6.2,-0.22,-0.11,211,15,-0.121,-0.234,01119711111111
42552,2008-12-20T00:50:00Z,19.7530,115.5090,,0,,,,,,,,,01119799999999
42552,2008-12-20T01:10:00Z,19.7530,115.5090,,0,,,,,,,,,01119799999999
42552,2008-12-20T01:20:00Z,19.7530,115.5090,,0,,,,,,,,,01119799999999
42552,2008-12-20T01:40:00Z,19.7530,115.5090,24.4,0,,,,,,,,,01111799999999
42552,2008-12-20T01:50:00Z,19.7390,115.4890,,0,,,,,,,,,01449799999999
42552,2008-12-20T02:00:00Z,19.7390,115.4890,,0,,,,,,,,,01119799999999
42552,2008-12-20T02:10:00Z,19.7390,115.4890,,0,,,,,,,,,01119799999999
42552,2008-12-20T02:20:00Z,19.7390,115.4890,,0,,,,,,,,,01119799999999
42552,2008-12-20T02:30:00Z,19.7390,115.4890,,0,,,,,,,,,01119799999999
42552,2008-12-20T02:40:00Z,19.7390,115.4890,24.4,0,,,,,,,,,01111799999999
42552,2008-12-20T02:50:00Z,19.7370,115.4910,,0,,,,,,,,,01119799999999
42552,2008-12-20T03:00:00Z,19.7360,115.4900,,0,-9.6,-5.6,-0.19,-0.11,211,15,-0.082,-0.036,01119711111111
42552,2008-12-20T03:10:00Z,19.7370,115.4910,,0,,,,,,,,,01119799999999
42552,2008-12-20T03:20:00Z,19.7370,115.4910,,0,,,,,,,,,01119799999999
42552,2008-12-20T03:40:00Z,19.7370,115.4910,24.4,0,,,,,,,,,01111799999999
42552,2008-12-20T04:50:00Z,19.7360,115.4900,,0,,,,,,,,,01119799999999
42552,2008-12-20T05:10:00Z,19.7360,115.4900,,0,,,,,,,,,01119799999999
42552,2008-12-20T05:20:00Z,19.7360,115.4900,,0,,,,,,,,,01119799999999
42552,2008-12-20T05:40:00Z,19.7360,115.4900,24.4,0,,,,,,,,,01111799999999
42552,2008-12-20T05:50:00Z,19.7400,115.4850,,0,,,,,,,,,01119799999999
42552,2008-12-20T06:00:00Z,19.7400,115.4860,,0,-9.5,-5,-0.19,-0.09,211,15,0.074,0.015,01119711111111
42552,2008-12-20T06:10:00Z,19.7400,115.4850,,0,,,,,,,,,01119799999999
42552,2008-12-20T06:20:00Z,19.7400,115.4850,,0,,,,,,,,,01119799999999
42552,2008-12-20T06:40:00Z,19.7400,115.4850,,0,,,,,,,,,01119799999999
42552,2008-12-20T06:50:00Z,19.7400,115.4850,,0,,,,,,,,,01119799999999
42552,2008-12-20T07:10:00Z,19.7400,115.4850,,0,,,,,,,,,01119799999999
42552,2008-12-20T07:20:00Z,19.7400,115.4850,,0,,,,,,,,,01119799999999
42552,2008-12-20T07:30:00Z,19.7260,115.4870,,0,,,,,,,,,01449799999999
42552,2008-12-20T07:40:00Z,19.7400,115.4850,24.4,0,,,,,,,,,01441799999999
42552,2008-12-20T07:50:00Z,19.7260,115.4870,,0,,,,,,,,,01449799999999
42552,2008-12-20T08:00:00Z,19.7260,115.4870,,0,,,,,,,,,01119799999999
42552,2008-12-20T08:10:00Z,19.7260,115.4870,,0,,,,,,,,,01119799999999
42552,2008-12-20T08:20:00Z,19.7260,115.4870,,0,,,,,,,,,01119799999999
42552,2008-12-20T08:40:00Z,19.7260,115.4870,24.4,0,,,,,,,,,01111799999999
42552,2008-12-20T08:50:00Z,19.7400,115.5040,,0,,,,,,,,,01449799999999
42552,2008-12-20T09:00:00Z,19.7390,115.5050,,0,-9.9,-4.4,-0.19,-0.08,211,15,0.196,-0.083,01119711111111
42552,2008-12-20T09:10:00Z,19.7400,115.5040,,0,,,,,,,,,01119799999999
42552,2008-12-20T09:20:00Z,19.7360,115.5050,,0,,,,,,,,,01119799999999
42552,2008-12-20T09:40:00Z,19.7360,115.5050,24.4,0,,,,,,,,,01111799999999
42552,2008-12-20T11:50:00Z,19.7320,115.5110,,0,,,,,,,,,01119799999999
42552,2008-12-20T12:00:00Z,19.7240,115.5260,,0,-9.8,-4.5,-0.2,-0.06,211,15,0.214,-0.038,01119711111111
42552,2008-12-20T12:10:00Z,19.7320,115.5110,,0,,,,,,,,,01119799999999
42552,2008-12-20T12:20:00Z,19.7320,115.5110,,0,,,,,,,,,01119799999999
42552,2008-12-20T12:40:00Z,19.7320,115.5110,24.4,0,,,,,,,,,01111799999999
42552,2008-12-20T12:50:00Z,19.7320,115.5110,,0,,,,,,,,,01119799999999
42552,2008-12-20T13:10:00Z,19.7320,115.5110,,0,,,,,,,,,01119799999999
42552,2008-12-20T13:20:00Z,19.7320,115.5110,,0,,,,,,,,,01119799999999
42552,2008-12-20T13:40:00Z,19.7320,115.5110,,0,,,,,,,,,01119799999999
42552,2008-12-20T13:50:00Z,19.7240,115.5510,,0,,,,,,,,,01449799999999
42552,2008-12-20T14:10:00Z,19.7240,115.5510,,0,,,,,,,,,01119799999999
42552,2008-12-20T14:20:00Z,19.7240,115.5510,,0,,,,,,,,,01119799999999
42552,2008-12-20T14:40:00Z,19.7240,115.5510,24.4,0,,,,,,,,,01111799999999
42552,2008-12-20T15:00:00Z,19.7320,115.5490,,0,-9.8,-3,-0.17,-0.05,211,15,0.248,-0.034,01119711111111
42552,2008-12-20T15:50:00Z,19.7240,115.5510,,0,,,,,,,,,01119799999999
42552,2008-12-20T16:10:00Z,19.7240,115.5510,,0,,,,,,,,,01119799999999
42552,2008-12-20T16:20:00Z,19.7240,115.5510,,0,,,,,,,,,01119799999999
42552,2008-12-20T16:40:00Z,19.7240,115.5510,24.4,0,,,,,,,,,01111799999999
42552,2008-12-20T16:50:00Z,19.7500,115.5490,,0,,,,,,,,,01449799999999
42552,2008-12-20T17:10:00Z,19.7500,115.5490,,0,,,,,,,,,01119799999999
42552,2008-12-20T17:20:00Z,19.7500,115.5490,,0,,,,,,,,,01119799999999
42552,2008-12-20T17:40:00Z,19.7500,115.5490,24.4,0,,,,,,,,,01111799999999
42552,2008-12-20T18:00:00Z,19.7180,115.5770,,0,-8.7,-3.1,-0.16,-0.05,211,15,0.235,-0.266,01119711111111
42552,2008-12-20T18:50:00Z,19.7060,115.5860,,0,,,,,,,,,01449799999999
42552,2008-12-20T19:10:00Z,19.7060,115.5860,,0,,,,,,,,,01119799999999
42552,2008-12-20T19:20:00Z,19.7060,115.5860,,0,,,,,,,,,01119799999999
42552,2008-12-20T19:40:00Z,19.7060,115.5860,24.4,0,,,,,,,,,01111799999999
42552,2008-12-20T19:50:00Z,19.6860,115.5900,,0,,,,,,,,,01449799999999
42552,2008-12-20T20:10:00Z,19.6860,115.5900,,0,,,,,,,,,01119799999999
42552,2008-12-20T20:20:00Z,19.6860,115.5900,,0,,,,,,,,,01119799999999
42552,2008-12-20T20:40:00Z,19.6860,115.5900,,0,,,,,,,,,01119799999999
42552,2008-12-20T20:50:00Z,19.6860,115.5900,,0,,,,,,,,,01119799999999
42552,2008-12-20T21:00:00Z,19.6800,115.5970,,0,-9.6,-3.4,-0.16,-0.06,211,15,0.088,-0.335,01119711111111
