PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),TEMP LEVEL2 (degree_Celsius),DEPH LEVEL2 (meter),TEMP LEVEL3 (degree_Celsius),DEPH LEVEL3 (meter),TEMP LEVEL4 (degree_Celsius),DEPH LEVEL4 (meter),TEMP LEVEL5 (degree_Celsius),DEPH LEVEL5 (meter),TEMP LEVEL6 (degree_Celsius),DEPH LEVEL6 (meter),TEMP LEVEL7 (degree_Celsius),DEPH LEVEL7 (meter),TEMP LEVEL8 (degree_Celsius),DEPH LEVEL8 (meter),TEMP LEVEL9 (degree_Celsius),DEPH LEVEL9 (meter),TEMP LEVEL10 (degree_Celsius),DEPH LEVEL10 (meter),TEMP LEVEL11 (degree_Celsius),DEPH LEVEL11 (meter),TEMP LEVEL12 (degree_Celsius),DEPH LEVEL12 (meter),QC
41922,2008-12-31T18:09:00Z,22.4550,121.1780,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T18:10:00Z,22.4520,121.1820,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T18:24:00Z,22.4550,121.1780,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T18:39:00Z,22.4550,121.1780,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T18:54:00Z,22.4550,121.1780,26.1,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T19:40:00Z,22.5100,121.1860,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-31T19:41:00Z,22.5100,121.1810,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-31T19:54:00Z,22.4550,121.1780,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T19:55:00Z,22.5100,121.1860,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-31T20:09:00Z,22.4550,121.1780,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T20:10:00Z,22.5100,121.1860,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-31T20:24:00Z,22.4550,121.1780,26.1,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T20:25:00Z,22.5100,121.1860,26,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T21:24:00Z,22.5140,121.1840,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T21:25:00Z,22.5140,121.1840,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T21:39:00Z,22.5140,121.1840,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T21:40:00Z,22.5140,121.1840,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T21:54:00Z,22.5550,121.1760,26,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T21:55:00Z,22.5550,121.1760,26,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T22:10:00Z,22.5550,121.1760,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T22:25:00Z,22.5550,121.1760,25.9,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T23:39:00Z,22.5550,121.1760,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T23:40:00Z,22.5550,121.1760,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T23:54:00Z,22.5550,121.1760,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T23:55:00Z,22.5550,121.1760,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
