PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),TEMP LEVEL2 (degree_Celsius),DEPH LEVEL2 (meter),TEMP LEVEL3 (degree_Celsius),DEPH LEVEL3 (meter),TEMP LEVEL4 (degree_Celsius),DEPH LEVEL4 (meter),TEMP LEVEL5 (degree_Celsius),DEPH LEVEL5 (meter),TEMP LEVEL6 (degree_Celsius),DEPH LEVEL6 (meter),TEMP LEVEL7 (degree_Celsius),DEPH LEVEL7 (meter),TEMP LEVEL8 (degree_Celsius),DEPH LEVEL8 (meter),TEMP LEVEL9 (degree_Celsius),DEPH LEVEL9 (meter),TEMP LEVEL10 (degree_Celsius),DEPH LEVEL10 (meter),TEMP LEVEL11 (degree_Celsius),DEPH LEVEL11 (meter),TEMP LEVEL12 (degree_Celsius),DEPH LEVEL12 (meter),QC
41922,2008-12-30T07:30:00Z,21.7140,121.2380,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T07:40:00Z,21.7140,121.2380,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T07:41:00Z,21.7140,121.2380,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T07:54:00Z,21.7140,121.2380,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T07:55:00Z,21.7140,121.2380,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T07:56:00Z,21.7310,121.1900,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-30T08:09:00Z,21.7140,121.2380,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-30T08:10:00Z,21.7140,121.2380,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T08:11:00Z,21.7310,121.1900,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-30T08:24:00Z,21.7140,121.2380,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-30T08:25:00Z,21.7140,121.2380,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T08:26:00Z,21.7310,121.1900,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-30T08:40:00Z,21.7310,121.1900,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T08:41:00Z,21.7310,121.1900,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T08:55:00Z,21.7390,121.2390,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-30T09:10:00Z,21.7390,121.2390,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T09:24:00Z,21.7390,121.2390,26.6,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T09:25:00Z,21.7390,121.2390,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T09:39:00Z,21.7390,121.2390,26.6,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T09:54:00Z,21.7390,121.2390,26.4,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T10:40:00Z,21.7570,121.2310,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T10:55:00Z,21.7570,121.2310,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T11:10:00Z,21.7570,121.2310,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T11:25:00Z,21.7570,121.2310,26.4,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T11:39:00Z,21.7990,121.2250,26.6,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-30T11:40:00Z,21.7990,121.2250,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T11:41:00Z,21.7990,121.2250,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T11:54:00Z,21.7990,121.2250,26.6,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T11:55:00Z,21.7990,121.2250,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T11:56:00Z,21.7990,121.2250,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T12:09:00Z,21.7990,121.2250,26.4,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T12:10:00Z,21.7990,121.2250,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T12:11:00Z,21.7990,121.2250,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T12:25:00Z,21.7990,121.2250,26.4,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T12:26:00Z,21.7990,121.2250,26.4,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T12:40:00Z,21.7990,121.2250,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T12:55:00Z,21.7990,121.2250,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T13:09:00Z,21.7990,121.2250,26.6,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T13:10:00Z,21.7990,121.2250,26.6,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T13:24:00Z,21.8260,121.2100,26.6,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-30T13:25:00Z,21.8260,121.2100,26.4,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T13:39:00Z,21.8260,121.2100,26.4,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T13:40:00Z,21.8260,121.2100,26.4,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T13:54:00Z,21.8260,121.2100,26.6,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T13:55:00Z,21.8260,121.2100,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T14:09:00Z,21.8260,121.2100,26.6,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T14:10:00Z,21.8260,121.2100,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T14:24:00Z,21.8330,121.2040,26.4,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T14:25:00Z,21.8330,121.2040,26.4,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T15:40:00Z,21.8330,121.2040,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T15:55:00Z,21.8330,121.2040,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T16:09:00Z,21.8740,121.1810,26.6,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-30T16:10:00Z,21.8330,121.2040,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-30T16:24:00Z,21.8740,121.1810,26.6,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-30T16:25:00Z,21.8330,121.2040,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-30T16:39:00Z,21.8740,121.1810,26.4,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-30T16:40:00Z,21.8740,121.1810,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T16:41:00Z,21.8740,121.1810,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T16:55:00Z,21.8740,121.1810,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T16:56:00Z,21.8740,121.1810,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T17:10:00Z,21.8740,121.1810,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T17:11:00Z,21.8740,121.1810,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T17:25:00Z,21.8740,121.1810,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T17:26:00Z,21.8740,121.1810,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T17:39:00Z,21.8740,121.1810,26.6,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T17:54:00Z,21.8740,121.1810,26.6,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T18:09:00Z,21.8740,121.1810,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T18:40:00Z,21.9080,121.1880,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-30T18:55:00Z,21.9080,121.1880,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T19:10:00Z,21.9080,121.1880,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T19:25:00Z,21.9080,121.1880,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T19:40:00Z,21.9080,121.1880,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T19:41:00Z,21.9890,121.1780,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-30T19:54:00Z,21.9890,121.1780,,,,34,,69,,85,,102,,110,,113,,118,,,,,,,,,,,011199919191919191919999999999
41922,2008-12-30T19:55:00Z,21.9080,121.1880,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-30T19:56:00Z,21.9890,121.1780,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-30T20:09:00Z,21.9890,121.1780,,,,34,26.4,69,,85,,102,,110,,113,,118,,,,,,,,,,,011199911191919191919999999999
41922,2008-12-30T20:10:00Z,21.9080,121.1880,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-30T20:11:00Z,21.9890,121.1780,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-30T20:24:00Z,21.9890,121.1780,26.3,,,0,26.5,34,,69,,85,,94,20,102,,110,,113,,118,,,,,,,011119911191919111919191999999
41922,2008-12-30T20:25:00Z,21.9080,121.1880,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-30T20:26:00Z,21.9890,121.1780,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-30T20:39:00Z,21.9890,121.1780,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T20:54:00Z,21.9890,121.1780,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T21:09:00Z,21.9890,121.1780,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T21:40:00Z,21.9950,121.1790,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T21:41:00Z,21.9950,121.1790,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T21:55:00Z,21.9950,121.1790,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T21:56:00Z,21.9950,121.1790,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T22:09:00Z,22.0300,121.2100,26.4,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-30T22:10:00Z,22.0300,121.2100,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T22:11:00Z,22.0300,121.2100,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T22:24:00Z,22.0300,121.2100,26.4,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T22:25:00Z,22.0300,121.2100,26.1,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T22:26:00Z,22.0300,121.2100,26.1,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T22:39:00Z,22.0300,121.2100,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-30T23:40:00Z,22.0300,121.2100,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-30T23:41:00Z,21.9950,121.1790,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-30T23:55:00Z,22.0300,121.2100,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-30T23:56:00Z,21.9950,121.1790,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-31T00:10:00Z,22.0740,121.2130,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T00:11:00Z,21.9950,121.1790,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-31T00:24:00Z,21.9950,121.1790,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T00:25:00Z,22.0740,121.2130,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T00:26:00Z,21.9950,121.1790,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T00:39:00Z,21.9950,121.1790,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T00:54:00Z,21.9950,121.1790,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T01:40:00Z,21.9950,121.1790,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T01:41:00Z,22.0740,121.2130,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-31T01:54:00Z,21.9950,121.1790,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T01:55:00Z,21.9950,121.1790,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T01:56:00Z,22.0920,121.1940,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-31T02:09:00Z,21.9950,121.1790,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T02:10:00Z,21.9950,121.1790,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T02:11:00Z,22.0920,121.1940,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-31T02:24:00Z,21.9950,121.1790,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T02:25:00Z,21.9950,121.1790,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T02:26:00Z,22.0920,121.1940,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T02:39:00Z,22.0920,121.1940,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T02:41:00Z,22.0920,121.1940,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T02:54:00Z,22.0920,121.1940,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T02:56:00Z,22.0920,121.1940,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T03:09:00Z,22.0920,121.1940,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T03:11:00Z,22.0920,121.1940,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T03:24:00Z,22.0920,121.1940,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T03:26:00Z,22.0920,121.1940,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T03:39:00Z,22.0920,121.1940,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T03:54:00Z,22.0920,121.1940,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T04:40:00Z,22.1070,121.1880,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T04:54:00Z,22.1720,121.1670,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T04:55:00Z,22.1070,121.1880,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T05:09:00Z,22.1720,121.1670,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T05:10:00Z,22.1070,121.1880,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T05:24:00Z,22.1720,121.1670,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T05:25:00Z,22.1070,121.1880,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T05:39:00Z,22.1720,121.1670,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T05:54:00Z,22.1720,121.1670,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T06:09:00Z,22.1720,121.1670,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T06:40:00Z,22.1720,121.1670,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T06:41:00Z,22.1720,121.1670,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T06:56:00Z,22.1720,121.1670,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T07:09:00Z,22.1720,121.1670,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T07:11:00Z,22.1720,121.1670,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T07:24:00Z,22.1720,121.1670,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T07:26:00Z,22.1720,121.1670,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T07:39:00Z,22.1720,121.1670,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T07:40:00Z,22.1720,121.1670,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T07:54:00Z,22.1720,121.1670,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T07:55:00Z,22.1720,121.1670,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T08:09:00Z,22.1720,121.1670,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T08:10:00Z,22.1720,121.1670,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T08:24:00Z,22.1720,121.1670,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T08:25:00Z,22.1720,121.1670,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T08:40:00Z,22.1720,121.1670,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T08:55:00Z,22.1720,121.1670,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T09:10:00Z,22.1720,121.1670,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T09:24:00Z,22.1720,121.1670,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T09:25:00Z,22.1720,121.1670,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T09:39:00Z,22.1720,121.1670,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T09:40:00Z,22.1720,121.1670,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T09:54:00Z,22.1720,121.1670,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T09:55:00Z,22.1720,121.1670,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T10:40:00Z,22.2680,121.1810,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-31T10:54:00Z,22.2680,121.1810,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T11:09:00Z,22.2680,121.1810,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T11:24:00Z,22.2680,121.1810,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T11:39:00Z,22.3180,121.1790,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T11:40:00Z,22.3180,121.1790,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T11:54:00Z,22.3180,121.1790,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T11:55:00Z,22.3180,121.1790,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T12:09:00Z,22.3180,121.1790,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T12:10:00Z,22.3180,121.1790,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T12:25:00Z,22.3320,121.1710,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T12:40:00Z,22.3180,121.1790,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-31T12:55:00Z,22.3180,121.1790,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T13:09:00Z,22.3180,121.1790,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T13:10:00Z,22.3180,121.1790,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T13:24:00Z,22.3180,121.1790,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T13:25:00Z,22.3180,121.1790,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T13:39:00Z,22.3180,121.1790,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T13:40:00Z,22.3630,121.1840,26.3,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T15:25:00Z,22.4190,121.1770,26.4,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T15:40:00Z,22.3720,121.1770,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-31T15:55:00Z,22.3720,121.1770,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T16:10:00Z,22.3720,121.1770,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T16:25:00Z,22.3720,121.1770,26,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T16:40:00Z,22.4190,121.1770,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-31T16:54:00Z,22.4190,121.1770,26.4,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T16:55:00Z,22.4190,121.1770,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T17:09:00Z,22.4190,121.1770,26.4,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T17:10:00Z,22.4190,121.1770,,0,,,,,,,,,,,,,,,,,,,,,,,,,011197999999999999999999999999
41922,2008-12-31T17:24:00Z,22.4190,121.1770,26.2,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T17:25:00Z,22.4190,121.1770,26,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T17:39:00Z,22.4550,121.1780,26.4,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T17:40:00Z,22.4520,121.1820,26.4,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
41922,2008-12-31T17:41:00Z,22.4550,121.1780,,0,,,,,,,,,,,,,,,,,,,,,,,,,014497999999999999999999999999
41922,2008-12-31T17:54:00Z,22.4550,121.1780,26.4,0,,,,,,,,,,,,,,,,,,,,,,,,,011117999999999999999999999999
41922,2008-12-31T17:55:00Z,22.4520,121.1820,26.4,0,,,,,,,,,,,,,,,,,,,,,,,,,014417999999999999999999999999
