PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),TEMP LEVEL2 (degree_Celsius),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),TEMP LEVEL3 (degree_Celsius),DEPH LEVEL3 (meter),TEMP LEVEL4 (degree_Celsius),DEPH LEVEL4 (meter),TEMP LEVEL5 (degree_Celsius),DEPH LEVEL5 (meter),TEMP LEVEL6 (degree_Celsius),DEPH LEVEL6 (meter),TEMP LEVEL7 (degree_Celsius),DEPH LEVEL7 (meter),TEMP LEVEL8 (degree_Celsius),DEPH LEVEL8 (meter),TEMP LEVEL9 (degree_Celsius),DEPH LEVEL9 (meter),TEMP LEVEL10 (degree_Celsius),DEPH LEVEL10 (meter),TEMP LEVEL11 (degree_Celsius),DEPH LEVEL11 (meter),TEMP LEVEL12 (degree_Celsius),DEPH LEVEL12 (meter),QC
41921,2008-12-21T07:51:00Z,20.9610,122.6870,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T08:05:00Z,20.9610,122.6870,25.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999999999999
41921,2008-12-21T08:06:00Z,20.9600,122.6810,25.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999999999999
41921,2008-12-21T08:20:00Z,20.9600,122.6810,,,,,,,25.5,15,25.4,,16,,,25.5,32,,41,25.5,47,25.5,62,25.5,66,24.3,76,25.5,91,,,,,,,0111999999111919911911111111111999999
41921,2008-12-21T08:21:00Z,20.9600,122.6810,,,,,,,25.5,15,25.4,,16,,,25.5,32,,41,25.5,47,25.5,62,25.4,66,24.3,76,25.5,91,,,,,,,0111999999111919911911111111111999999
41921,2008-12-21T08:35:00Z,20.9600,122.6810,25.5,,,,,,25.5,0,25.5,,15,,,25.4,16,25.5,32,24.5,41,25.5,47,25.5,62,25.5,66,24.3,76,25.5,91,,,,,0111199999111919911111111111111119999
41921,2008-12-21T08:36:00Z,20.9600,122.6810,25.5,,,,,,25.5,0,25.5,,15,,,25.3,16,25.5,32,24.3,41,25.5,47,25.5,62,25.4,66,24.3,76,25.5,91,,,,,0111199999111919911111111111111119999
41921,2008-12-21T08:50:00Z,20.9600,122.6810,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T09:00:00Z,20.9630,122.6830,,0,-6.5,-6,-0.1,-0.08,,,,211,15,-0.101,-0.013,,,,,,,,,,,,,,,,,,,,,0111971111999111199999999999999999999
41921,2008-12-21T09:05:00Z,20.9630,122.6830,25.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999999999999
41921,2008-12-21T09:20:00Z,20.9630,122.6830,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T09:35:00Z,20.9630,122.6830,,,,,,,25.5,15,,,31,,,,34,25.5,46,23.8,52,25.5,61,25.3,71,24.3,75,25.5,90,,,,,,,0111999999119919991111111111111999999
41921,2008-12-21T09:50:00Z,20.9630,122.6830,,,,,,,25.5,15,,,31,,,,34,25.5,46,23.8,52,25.5,61,25.3,71,24.3,75,25.5,90,,,,,,,0111999999119919991111111111111999999
41921,2008-12-21T10:05:00Z,20.9630,122.6830,25.5,,,,,,25.5,0,25.5,,15,,,,31,,34,25.5,46,23.8,52,25.5,61,25.3,71,24.3,75,25.5,90,,,,,0111199999111919991911111111111119999
41921,2008-12-21T11:20:00Z,20.9630,122.6830,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T11:21:00Z,20.9630,122.6830,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T11:35:00Z,20.9630,122.6830,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T11:36:00Z,20.9630,122.6830,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T11:50:00Z,20.9630,122.6830,,,,,,,25.5,15,,,16,,,25.5,31,,40,25.5,46,25.5,61,25,65,24.3,75,25.5,90,,,,,,,0111999999119919911911111111111999999
41921,2008-12-21T11:51:00Z,20.9630,122.6830,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T12:00:00Z,20.9640,122.6740,,0,-7.5,-4.9,-0.13,-0.09,,,,211,15,-0.014,0.036,,,,,,,,,,,,,,,,,,,,,0111971111999111199999999999999999999
41921,2008-12-21T12:05:00Z,20.9630,122.6830,25.2,,,,,,25.24,0,25.5,,15,,,,16,25.5,31,22.9,40,25.5,46,25.5,61,25.2,65,24.3,75,25.5,90,,,,,0111199999111919991111111111111119999
41921,2008-12-21T12:06:00Z,20.9630,122.6830,25.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999999999999
41921,2008-12-21T12:20:00Z,20.9630,122.6830,25.5,,,,,,25.5,0,25.5,,15,,,,16,25.5,31,22.9,40,25.5,46,25.5,61,25.2,65,24.3,75,25.5,90,,,,,0111199999111919991111111111111119999
41921,2008-12-21T13:20:00Z,20.9650,122.6730,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T13:21:00Z,20.9650,122.6730,,,,,,,25.5,15,,,16,,,25.5,31,,40,25.5,46,25.5,61,25.2,65,24.3,75,25.5,90,,,,,,,0111999999119919911911111111111999999
41921,2008-12-21T13:35:00Z,20.9650,122.6730,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T13:36:00Z,20.9650,122.6730,,,,,,,25.5,15,,,16,,,25.5,31,,40,25.5,46,25.5,61,25,65,24.3,75,25.5,90,,,,,,,0111999999119919911911111111111999999
41921,2008-12-21T13:50:00Z,20.9650,122.6730,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T13:51:00Z,20.9650,122.6730,25.5,,,,,,25.5,0,25.5,,15,,,,16,25.5,31,23.5,40,25.5,46,25.5,61,24.7,65,24.3,75,25.5,90,,,,,0111199999111919991111111111111119999
41921,2008-12-21T14:05:00Z,20.9650,122.6730,25.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999999999999
41921,2008-12-21T15:00:00Z,20.9700,122.6800,,0,-8.2,-5.5,-0.14,-0.09,,,,211,15,0.127,0.029,,,,,,,,,,,,,,,,,,,,,0111971111999111199999999999999999999
41921,2008-12-21T15:20:00Z,20.9690,122.6760,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T15:35:00Z,20.9690,122.6760,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T15:50:00Z,20.9690,122.6760,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T16:05:00Z,20.9690,122.6760,25.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999999999999
41921,2008-12-21T17:20:00Z,20.9690,122.6760,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T17:21:00Z,20.9700,122.7010,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999999999999
41921,2008-12-21T17:35:00Z,20.9690,122.6760,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999999999999
41921,2008-12-21T17:50:00Z,20.9690,122.6760,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T18:00:00Z,20.9700,122.7000,,0,-7.5,-6.2,-0.17,-0.13,,,,211,15,0.126,0.029,,,,,,,,,,,,,,,,,,,,,0111971111999111199999999999999999999
41921,2008-12-21T18:05:00Z,20.9690,122.6760,25.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999999999999
41921,2008-12-21T18:20:00Z,20.9690,122.7000,25.5,,,,,,25.5,0,25.5,,15,,,25.5,31,,40,25.5,46,25.5,61,24.5,64,24.3,74,25.5,89,,,,,,,0144199999111919911911111111111999999
41921,2008-12-21T18:35:00Z,20.9690,122.7000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T18:50:00Z,20.9690,122.7000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T19:05:00Z,20.9690,122.7000,25.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999999999999
41921,2008-12-21T19:20:00Z,20.9720,122.7050,,,,,,,25.5,15,24.9,,16,,,25.5,31,,40,25.5,46,25.5,61,25.2,65,24.3,75,25.5,90,,,,,,,0111999999111919911911111111111999999
41921,2008-12-21T19:21:00Z,20.9690,122.7000,,,,,,,25.5,15,24.9,,16,,,25.5,31,,40,25.5,46,25.5,61,25.2,65,24.3,75,25.5,90,,,,,,,0144999999111919911911111111111999999
41921,2008-12-21T19:35:00Z,20.9720,122.7050,,,,,,,25.5,15,25,,16,,,25.5,31,,40,25.5,46,25.5,61,25.3,65,24.3,75,25.5,90,,,,,,,0111999999111919911911111111111999999
41921,2008-12-21T19:36:00Z,20.9690,122.7000,,,,,,,25.5,15,25,,16,,,25.5,31,,40,25.5,46,25.5,61,25.3,65,24.3,75,25.5,90,,,,,,,0144999999111919911911111111111999999
41921,2008-12-21T19:50:00Z,20.9720,122.7050,25.4,,,,,,25.4,0,25.5,,15,,,,16,25.5,31,24,40,25.5,46,25.5,61,25.4,65,24.3,75,25.5,90,,,,,0111199999111919991111111111111119999
41921,2008-12-21T19:51:00Z,20.9690,122.7000,25.4,,,,,,25.4,0,25.5,,15,,,,16,25.5,31,24,40,25.5,46,25.5,61,25.4,65,24.3,75,25.5,90,,,,,0144199999111919991111111111111119999
41921,2008-12-21T20:05:00Z,20.9730,122.7050,,,,,,,25.5,15,25.4,,16,,,25.5,32,,40,25.5,47,25.5,62,25.4,65,24.3,75,25.5,90,,,,,,,0111999999111919911911111111111999999
41921,2008-12-21T20:19:00Z,20.9730,122.7050,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T20:20:00Z,20.9730,122.7050,,,,,,,25.5,15,25.2,,16,,,25.5,32,,40,25.5,47,25.5,62,25.4,65,24.3,75,25.5,90,,,,,,,0111999999111919911911111111111999999
41921,2008-12-21T20:21:00Z,20.9730,122.7050,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T20:34:00Z,20.9760,122.7070,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T20:35:00Z,20.9760,122.7070,25.5,,,,,,25.5,0,25.5,,15,,,25.2,16,25.5,32,24.2,40,25.5,47,25.5,62,25.4,65,24.3,75,25.5,90,,,,,0111199999111919911111111111111119999
41921,2008-12-21T20:36:00Z,20.9760,122.7070,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T20:49:00Z,20.9760,122.7070,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T20:50:00Z,20.9760,122.7070,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T20:51:00Z,20.9760,122.7070,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T21:00:00Z,20.9750,122.7070,,0,-7.9,-8.2,-0.19,-0.19,,,,211,15,0.1,0.093,,,,,,,,,,,,,,,,,,,,,0111971111999111199999999999999999999
41921,2008-12-21T21:04:00Z,20.9760,122.7070,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T21:05:00Z,20.9760,122.7070,25.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999999999999
41921,2008-12-21T21:06:00Z,20.9760,122.7070,25.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999999999999
41921,2008-12-21T21:20:00Z,20.9760,122.7070,25.5,,,,,,25.5,0,25.5,,15,,,25.2,16,25.5,31,24.2,40,25.5,46,25.5,61,25.4,65,24.3,75,25.5,90,,,,,0111199999111919911111111111111119999
41921,2008-12-21T23:20:00Z,20.9910,122.7270,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-21T23:50:00Z,20.9910,122.7270,,,,,,,25.5,15,25.3,,16,,,25.5,31,,41,25.5,46,25.5,61,25.2,66,24.3,76,25.5,91,,,,,,,0111999999111919911911111111111999999
41921,2008-12-22T00:00:00Z,20.9880,122.7210,,0,-6.9,-9.3,-0.2,-0.23,,,,211,15,0.153,0.084,,,,,,,,,,,,,,,,,,,,,0111971111999111199999999999999999999
41921,2008-12-22T00:05:00Z,20.9910,122.7270,,,,,,,25.5,15,25.3,,16,,,25.5,31,,41,25.5,46,25.5,61,25.2,66,24.3,76,25.5,91,,,,,,,0111999999111919911911111111111999999
41921,2008-12-22T00:20:00Z,20.9900,122.7270,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-22T00:21:00Z,20.9900,122.7270,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-22T00:35:00Z,20.9900,122.7270,,,,,,,25.5,15,25.3,,16,,,25.5,31,,41,25.5,46,25.5,61,25.2,66,24.3,76,25.5,91,,,,,,,0111999999111919911911111111111999999
41921,2008-12-22T00:36:00Z,20.9900,122.7270,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-22T00:50:00Z,20.9900,122.7270,,,,,,,25.5,15,25.3,,16,,,25.5,31,,41,25.5,46,25.5,61,25.2,66,24.3,76,25.5,91,,,,,,,0111999999111919911911111111111999999
41921,2008-12-22T00:51:00Z,20.9900,122.7270,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-22T01:05:00Z,20.9900,122.7270,25.5,,,,,,25.5,0,25.5,,15,,,25.3,16,25.5,31,24.6,41,25.5,46,25.5,61,25.2,66,24.3,76,25.5,91,,,,,0111199999111919911111111111111119999
41921,2008-12-22T01:06:00Z,20.9900,122.7270,25.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999999999999
41921,2008-12-22T01:20:00Z,20.9920,122.7380,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-22T01:35:00Z,20.9920,122.7380,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-22T01:50:00Z,20.9920,122.7380,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-22T02:05:00Z,20.9920,122.7380,25.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999999999999
41921,2008-12-22T02:06:00Z,20.9920,122.7380,,,,,,,25.5,15,25.5,,16,,,25.5,31,,41,25.5,46,25.5,61,25.5,66,24.3,76,25.5,91,,,,,,,0111999999111919911911111111111999999
41921,2008-12-22T02:20:00Z,20.9920,122.7380,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-22T02:21:00Z,20.9920,122.7380,,,,,,,25.5,15,25.5,,16,,,25.5,31,,41,25.5,46,25.5,61,25.5,66,24.3,76,25.5,91,,,,,,,0111999999111919911911111111111999999
41921,2008-12-22T02:35:00Z,20.9920,122.7380,25.5,,,,,,25.5,0,25.5,,15,,,25.5,16,25.5,31,24.8,41,25.5,46,25.5,61,25.5,66,24.3,76,25.5,91,,,,,0111199999111919911111111111111119999
41921,2008-12-22T02:36:00Z,20.9920,122.7380,25.5,,,,,,25.5,0,25.5,,15,,,25.5,16,25.5,31,24.8,41,25.5,46,25.5,61,25.5,66,24.3,76,25.5,91,,,,,0111199999111919911111111111111119999
41921,2008-12-22T02:51:00Z,20.9920,122.7380,,,,,,,25.5,15,25.5,,16,,,25.5,32,,41,25.5,47,25.5,62,25.5,66,24.3,76,25.5,91,,,,,,,0111999999111919911911111111111999999
41921,2008-12-22T03:00:00Z,20.9920,122.7380,,0,-8.4,-9.5,-0.23,-0.27,,,,211,15,0.049,-0.001,,,,,,,,,,,,,,,,,,,,,0111971111999111199999999999999999999
41921,2008-12-22T03:06:00Z,20.9920,122.7380,,,,,,,25.5,15,25.6,,16,,,25.5,32,,41,25.5,47,25.5,62,25.5,66,24.3,76,25.5,91,,,,,,,0111999999111919911911111111111999999
41921,2008-12-22T03:21:00Z,20.9920,122.7380,25.5,,,,,,25.5,0,25.5,,15,,,25.6,16,25.5,32,25.3,41,25.5,47,25.5,62,25.5,66,24.3,76,25.5,91,,,,,0111199999111919911111111111111119999
41921,2008-12-22T04:20:00Z,20.9880,122.7320,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-22T04:21:00Z,20.9840,122.7300,,,,,,,25.5,15,25.6,,16,,,25.5,32,25.3,41,25.5,47,25.5,62,25.5,66,24.3,76,25.5,91,,,,,,,0144999999111919911111111111111999999
41921,2008-12-22T04:36:00Z,20.9840,122.7300,,,,,,,25.5,15,25.6,,16,,,25.5,32,25.4,41,25.5,47,25.5,62,25.5,66,24.3,76,25.5,91,,,,,,,0111999999111919911111111111111999999
41921,2008-12-22T04:51:00Z,20.9840,122.7300,25.5,,,,,,25.5,0,25.5,,15,,,25.6,16,25.5,32,25.5,41,25.5,47,25.5,62,25.5,66,24.3,76,25.5,91,,,,,0111199999111919911111111111111119999
41921,2008-12-22T05:20:00Z,20.9880,122.7320,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-22T05:35:00Z,20.9880,122.7320,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-22T05:50:00Z,20.9880,122.7320,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-22T06:00:00Z,20.9880,122.7310,,0,-9.1,-10.9,-0.28,-0.36,,,,211,15,-0.074,0.006,,,,,,,,,,,,,,,,,,,,,0111971111999111199999999999999999999
41921,2008-12-22T06:05:00Z,20.9880,122.7320,25.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999999999999
41921,2008-12-22T07:20:00Z,20.9910,122.7260,,,,,,,25.5,15,25.6,,16,,,25.5,31,,40,25.5,46,25.5,61,25.5,65,24.3,75,25.6,90,,,,,,,0111999999111919911911111111111999999
41921,2008-12-22T07:21:00Z,20.9880,122.7320,,,,,,,25.5,15,25.6,,16,,,25.5,31,,40,25.5,46,25.5,61,25.5,65,24.3,75,25.6,90,,,,,,,0144999999111919911911111111111999999
41921,2008-12-22T07:35:00Z,20.9910,122.7260,,,,,,,25.5,15,25.6,,16,,,25.5,31,,40,25.5,46,25.5,61,25.5,65,24.3,75,25.6,90,,,,,,,0111999999111919911911111111111999999
41921,2008-12-22T07:36:00Z,20.9880,122.7320,,,,,,,25.5,15,25.6,,16,,,25.5,31,,40,25.5,46,25.5,61,25.5,65,24.3,75,25.6,90,,,,,,,0144999999111919911911111111111999999
41921,2008-12-22T07:50:00Z,20.9910,122.7260,25.5,,,,,,25.5,0,25.5,,15,,,25.6,16,25.5,31,25.1,40,25.5,46,25.5,61,25.5,65,24.3,75,25.6,90,,,,,0111199999111919911111111111111119999
41921,2008-12-22T07:51:00Z,20.9880,122.7320,25.5,,,,,,25.5,0,25.5,,15,,,25.6,16,25.5,31,25.1,40,25.5,46,25.5,61,25.5,65,24.3,75,25.6,90,,,,,0144199999111919911111111111111119999
41921,2008-12-22T08:05:00Z,20.9910,122.7260,25.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999999999999
41921,2008-12-22T08:06:00Z,20.9910,122.7260,25.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999999999999
41921,2008-12-22T08:20:00Z,20.9910,122.7260,,,,,,,25.5,15,25.6,,16,,,25.5,31,,40,25.5,46,25.5,61,25.5,65,24.3,75,25.6,90,,,,,,,0111999999111919911911111111111999999
41921,2008-12-22T08:21:00Z,20.9910,122.7260,,,,,,,25.5,15,25.6,,16,,,25.5,31,,40,25.5,46,25.5,61,25.5,65,24.3,75,25.6,90,,,,,,,0111999999111919911911111111111999999
41921,2008-12-22T08:35:00Z,20.9910,122.7160,25.5,,,,,,25.5,0,25.5,,15,,,25.6,16,25.5,31,25.3,40,25.5,46,25.5,61,25.5,65,24.3,75,25.6,90,,,,,0111199999111919911111111111111119999
41921,2008-12-22T08:36:00Z,20.9870,122.7200,25.5,,,,,,25.5,0,25.5,,15,,,25.6,16,25.5,31,25.3,40,25.5,46,25.5,61,25.5,65,24.3,75,25.6,90,,,,,0144199999111919911111111111111119999
41921,2008-12-22T08:50:00Z,20.9910,122.7160,,,,,,,25.5,15,25.5,,30,,,,39,25.5,45,25.6,60,25.5,64,24.3,73,25.6,88,,,,,,,,,0111999999111919991111111111199999999
41921,2008-12-22T09:00:00Z,20.9930,122.7230,,0,-8.7,-12.6,-0.31,-0.43,,,,211,15,-0.132,0.099,,,,,,,,,,,,,,,,,,,,,0111971111999111199999999999999999999
41921,2008-12-22T09:05:00Z,20.9910,122.7160,,,,,,,25.5,15,25.5,,30,,,,39,25.5,45,25.6,60,25.5,64,24.3,73,25.6,88,,,,,,,,,0111999999111919991111111111199999999
41921,2008-12-22T09:20:00Z,20.9910,122.7160,25.5,,,,,,25.5,0,25.5,,15,,,25.5,30,,39,25.5,45,25.6,60,25.5,64,24.3,73,25.6,88,,,,,,,0111199999111919911911111111111999999
41921,2008-12-22T11:20:00Z,20.9910,122.7160,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-22T11:21:00Z,20.9910,122.7160,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-22T11:35:00Z,20.9910,122.7160,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-22T11:50:00Z,20.9910,122.7160,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-22T12:00:00Z,21.0070,122.7040,,0,-9.2,-11.1,-0.33,-0.44,,,,211,15,-0.177,0.164,,,,,,,,,,,,,,,,,,,,,0111971111999111199999999999999999999
41921,2008-12-22T12:05:00Z,20.9910,122.7160,25.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999999999999
41921,2008-12-22T12:20:00Z,20.9910,122.7160,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-22T12:21:00Z,21.0190,122.6900,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999999999999
41921,2008-12-22T12:35:00Z,20.9910,122.7160,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999999999999
41921,2008-12-22T12:36:00Z,21.0190,122.6900,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999999999999
41921,2008-12-22T12:50:00Z,20.9910,122.7160,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999999999999
41921,2008-12-22T12:51:00Z,21.0190,122.6900,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999999999999
41921,2008-12-22T13:05:00Z,20.9910,122.7160,25.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999999999999
41921,2008-12-22T13:06:00Z,21.0190,122.6900,25.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999999999999
41921,2008-12-22T13:20:00Z,20.9910,122.7160,,,,,,,25.5,15,25.5,,30,,,,39,25.5,45,25.5,59,25.3,63,24.3,73,25.6,87,,,,,,,,,0144999999111919991111111111199999999
41921,2008-12-22T13:35:00Z,20.9910,122.7160,,,,,,,25.5,15,25.5,,30,,,,39,25.5,45,25.5,59,25.2,63,24.3,73,25.6,87,,,,,,,,,0111999999111919991111111111199999999
41921,2008-12-22T13:50:00Z,20.9910,122.7160,25.5,,,,,,25.5,0,25.5,,15,,,25.5,30,,39,25.5,45,25.5,59,25.3,63,24.3,73,25.6,87,,,,,,,0111199999111919911911111111111999999
41921,2008-12-22T15:00:00Z,21.0250,122.6860,,0,-9.5,-11.1,-0.29,-0.34,,,,211,15,-0.111,0.175,,,,,,,,,,,,,,,,,,,,,0111971111999111199999999999999999999
41921,2008-12-22T15:20:00Z,21.0190,122.6900,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999999999999
41921,2008-12-22T15:35:00Z,21.0190,122.6900,,,,,,,25.5,15,25.6,,30,,,,39,25.5,45,25.6,59,25.5,63,24.4,73,25.6,87,,,,,,,,,0111999999111919991111111111199999999
41921,2008-12-22T15:36:00Z,21.0190,122.6900,,,,,,,25.5,15,25.6,,30,,,,39,25.5,45,25.6,59,25.5,63,24.4,73,25.6,87,,,,,,,,,0111999999111919991111111111199999999
41921,2008-12-22T15:50:00Z,21.0190,122.6900,,,,,,,25.5,15,25.6,,30,,,,39,25.5,45,25.6,59,25.5,63,24.4,73,25.6,87,,,,,,,,,0111999999111919991111111111199999999
41921,2008-12-22T15:51:00Z,21.0190,122.6900,,,,,,,25.5,15,25.6,,30,,,,39,25.5,45,25.6,59,25.5,63,24.4,73,25.6,87,,,,,,,,,0111999999111919991111111111199999999
41921,2008-12-22T16:05:00Z,21.0190,122.6900,25.5,,,,,,25.5,0,25.5,,15,,,25.6,30,,39,25.5,45,25.6,59,25.5,63,24.4,73,25.6,87,,,,,,,0111199999111919911911111111111999999
41921,2008-12-22T16:06:00Z,21.0190,122.6900,25.5,,,,,,25.5,0,25.5,,15,,,25.6,30,,39,25.5,45,25.6,59,25.5,63,24.4,73,25.6,87,,,,,,,0111199999111919911911111111111999999
41921,2008-12-22T17:06:00Z,21.0190,122.6900,,,,,,,25.5,15,25.6,,30,,,,39,25.5,45,25.6,59,25.5,63,24.4,73,25.6,87,,,,,,,,,0111999999111919991111111111199999999
