PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),TEMP LEVEL2 (degree_Celsius),DEPH LEVEL2 (meter),TEMP LEVEL3 (degree_Celsius),DEPH LEVEL3 (meter),TEMP LEVEL4 (degree_Celsius),DEPH LEVEL4 (meter),TEMP LEVEL5 (degree_Celsius),DEPH LEVEL5 (meter),TEMP LEVEL6 (degree_Celsius),DEPH LEVEL6 (meter),DEPH LEVEL7 (meter),TEMP LEVEL8 (degree_Celsius),DEPH LEVEL8 (meter),TEMP LEVEL9 (degree_Celsius),DEPH LEVEL9 (meter),DEPH LEVEL10 (meter),TEMP LEVEL11 (degree_Celsius),DEPH LEVEL11 (meter),DEPH LEVEL12 (meter),DEPH LEVEL13 (meter),QC
41928,2008-12-27T12:22:00Z,20.6580,121.7930,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-27T12:37:00Z,20.6580,121.7930,26,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-27T12:52:00Z,20.6990,121.7150,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-27T13:07:00Z,20.7430,121.7430,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-27T13:21:00Z,20.6580,121.7930,26,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-27T13:22:00Z,20.7430,121.7430,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-27T13:37:00Z,20.7430,121.7430,26,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-27T15:52:00Z,20.7440,121.7610,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-27T16:07:00Z,20.7440,121.7610,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-27T16:22:00Z,20.7440,121.7610,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-27T16:37:00Z,20.7440,121.7610,25.8,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-27T17:06:00Z,20.6990,121.7210,25.6,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-27T17:52:00Z,20.6990,121.7210,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-27T18:07:00Z,20.6990,121.7210,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-27T18:22:00Z,20.6990,121.7210,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-27T18:36:00Z,20.6990,121.7210,26,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-27T18:37:00Z,20.6990,121.7210,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-27T18:52:00Z,20.7250,121.7390,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-27T19:07:00Z,20.7250,121.7390,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-27T19:21:00Z,20.6990,121.7210,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-27T19:22:00Z,20.7250,121.7390,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-27T19:37:00Z,20.7250,121.7390,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-27T19:52:00Z,20.7250,121.7390,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-27T20:07:00Z,20.7250,121.7390,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-27T20:21:00Z,20.7250,121.7390,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-27T20:22:00Z,20.7250,121.7390,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-27T20:37:00Z,20.7250,121.7390,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-27T20:51:00Z,20.7250,121.7390,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-27T20:52:00Z,20.7130,121.7490,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-27T21:07:00Z,20.7130,121.7490,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-27T21:22:00Z,20.7130,121.7490,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-27T21:36:00Z,20.6930,121.7780,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-27T21:37:00Z,20.7130,121.7490,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-27T22:52:00Z,20.6930,121.7780,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-27T23:07:00Z,20.6930,121.7780,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-27T23:22:00Z,20.6930,121.7780,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-27T23:24:00Z,20.6190,121.8370,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-27T23:37:00Z,20.6930,121.7780,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-27T23:39:00Z,20.6190,121.8370,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-27T23:51:00Z,20.6930,121.7780,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-27T23:52:00Z,20.6190,121.8370,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-28T00:07:00Z,20.6190,121.8370,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T00:22:00Z,20.6190,121.8370,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T00:36:00Z,20.6190,121.8370,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T00:37:00Z,20.6190,121.8370,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T00:52:00Z,20.6930,121.7780,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-28T01:07:00Z,20.6930,121.7780,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T01:21:00Z,20.6320,121.8410,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-28T01:22:00Z,20.6930,121.7780,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-28T01:37:00Z,20.6930,121.7780,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T02:06:00Z,20.6320,121.8410,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-28T02:52:00Z,20.6260,121.8380,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T03:07:00Z,20.6260,121.8380,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T03:22:00Z,20.6260,121.8380,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T03:37:00Z,20.6260,121.8380,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T04:52:00Z,20.6370,121.7740,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-28T05:07:00Z,20.6370,121.7740,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T05:21:00Z,20.6370,121.7270,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-28T05:22:00Z,20.6370,121.7270,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T05:36:00Z,20.6370,121.7270,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T05:37:00Z,20.6370,121.7270,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T05:51:00Z,20.6370,121.7270,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T06:52:00Z,20.6370,121.7270,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T07:07:00Z,20.6520,121.6900,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-28T07:21:00Z,20.6520,121.6900,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T07:22:00Z,20.6520,121.6900,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T07:37:00Z,20.6520,121.6900,26.5,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T07:52:00Z,20.6520,121.6910,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T08:07:00Z,20.6520,121.6910,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T08:22:00Z,20.6520,121.6910,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T08:37:00Z,20.6520,121.6910,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T08:51:00Z,20.6520,121.6910,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T08:52:00Z,20.6610,121.6620,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-28T09:07:00Z,20.6610,121.6620,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T09:22:00Z,20.6610,121.6620,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T09:36:00Z,20.6610,121.6620,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T09:37:00Z,20.6610,121.6620,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T09:52:00Z,20.6610,121.6620,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T10:07:00Z,20.6610,121.6620,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T10:22:00Z,20.6610,121.6620,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T10:37:00Z,20.6610,121.6620,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T10:46:00Z,20.6610,121.6620,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T10:52:00Z,20.6610,121.6620,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T11:16:00Z,20.6610,121.6620,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T11:31:00Z,20.6700,121.6640,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T11:51:00Z,20.6700,121.6640,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T11:52:00Z,20.6690,121.6620,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-28T12:06:00Z,20.6700,121.6640,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T12:07:00Z,20.6690,121.6620,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-28T12:21:00Z,20.6700,121.6640,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T12:22:00Z,20.6690,121.6620,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-28T12:36:00Z,20.6690,121.6620,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T12:37:00Z,20.6690,121.6620,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T12:51:00Z,20.6700,121.6640,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T13:06:00Z,20.6700,121.6640,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T13:21:00Z,20.6690,121.6670,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T13:52:00Z,20.6700,121.6640,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T14:07:00Z,20.6700,121.6640,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T14:22:00Z,20.6700,121.6640,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T14:37:00Z,20.6700,121.6640,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T15:52:00Z,20.6650,121.6790,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T16:07:00Z,20.6800,121.6890,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-28T16:21:00Z,20.6800,121.6890,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T16:22:00Z,20.6800,121.6890,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T16:37:00Z,20.6800,121.6890,26.5,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T16:52:00Z,20.6760,121.7000,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T17:52:00Z,20.6870,121.6980,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T18:07:00Z,20.6870,121.6980,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T18:22:00Z,20.6870,121.6980,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T18:36:00Z,20.6870,121.6980,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T18:37:00Z,20.6870,121.6980,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T18:52:00Z,20.6870,121.7050,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T19:07:00Z,20.6870,121.7050,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T19:21:00Z,20.6870,121.7050,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T19:22:00Z,20.6870,121.7050,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T19:37:00Z,20.6870,121.7050,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T19:52:00Z,20.6980,121.7340,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-28T20:06:00Z,20.6880,121.7090,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-28T20:07:00Z,20.6980,121.7340,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-28T20:22:00Z,20.6980,121.7340,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T20:37:00Z,20.6980,121.7340,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T20:51:00Z,20.6980,121.7340,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T20:52:00Z,20.6980,121.7340,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T21:07:00Z,20.6980,121.7340,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T21:22:00Z,20.6920,121.7590,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-28T21:36:00Z,20.6920,121.7590,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T21:37:00Z,20.6920,121.7590,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T21:52:00Z,20.6920,121.7590,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T22:52:00Z,20.6920,121.7590,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T23:07:00Z,20.6920,121.7590,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T23:22:00Z,20.6920,121.7590,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-28T23:37:00Z,20.6920,121.7590,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T23:51:00Z,20.6920,121.7590,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-28T23:52:00Z,20.6920,121.7590,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T00:07:00Z,20.6920,121.7590,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T00:22:00Z,20.6920,121.7590,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T00:37:00Z,20.6920,121.7590,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T00:52:00Z,20.6160,121.7650,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-29T01:07:00Z,20.6160,121.7650,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T01:21:00Z,20.6920,121.7590,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-29T01:22:00Z,20.6160,121.7650,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-29T01:37:00Z,20.6160,121.7650,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T02:52:00Z,20.6050,121.7720,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T03:01:00Z,20.6050,121.7720,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T03:07:00Z,20.6050,121.7720,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T03:16:00Z,20.5860,121.7760,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-29T03:22:00Z,20.6050,121.7720,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-29T03:31:00Z,20.5860,121.7760,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-29T03:36:00Z,20.6050,121.7720,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-29T03:37:00Z,20.6050,121.7720,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T04:52:00Z,20.5860,121.7760,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T05:07:00Z,20.5860,121.7760,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T05:22:00Z,20.5970,121.7820,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-29T05:37:00Z,20.5970,121.7820,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T05:51:00Z,20.5970,121.7820,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T05:52:00Z,20.5970,121.7670,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-29T06:07:00Z,20.5970,121.7670,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T06:22:00Z,20.5970,121.7670,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T06:37:00Z,20.5970,121.7670,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T06:51:00Z,20.5970,121.7670,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T06:52:00Z,20.5970,121.7670,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T07:06:00Z,20.5970,121.7670,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T07:07:00Z,20.5970,121.7670,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T07:21:00Z,20.5970,121.7670,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T07:22:00Z,20.5970,121.7670,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T07:37:00Z,20.5970,121.7670,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T07:52:00Z,20.6400,121.7190,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-29T08:06:00Z,20.5970,121.7670,26.2,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-29T08:07:00Z,20.6400,121.7190,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-29T08:22:00Z,20.6400,121.7190,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T08:37:00Z,20.6400,121.7190,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T08:51:00Z,20.6400,121.7190,26.2,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T08:52:00Z,20.6400,121.7190,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T09:07:00Z,20.6540,121.7160,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-29T09:22:00Z,20.6540,121.7160,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T09:37:00Z,20.6540,121.7160,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T09:52:00Z,20.6720,121.7030,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-29T10:07:00Z,20.6720,121.7030,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T10:21:00Z,20.6540,121.7160,26.2,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-29T10:22:00Z,20.6720,121.7030,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-29T10:37:00Z,20.6720,121.7030,26.2,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T11:06:00Z,20.6720,121.7030,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T11:52:00Z,20.7160,121.6970,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-29T12:07:00Z,20.7160,121.6970,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T12:22:00Z,20.7160,121.6970,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T12:36:00Z,20.7160,121.6970,25.9,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T12:37:00Z,20.7160,121.6970,26,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T12:52:00Z,20.7160,121.6970,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T13:07:00Z,20.7160,121.6970,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T13:22:00Z,20.7160,121.6970,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T13:37:00Z,20.7160,121.6970,26,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T14:06:00Z,20.7540,121.7240,25.8,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-29T14:51:00Z,20.7540,121.7240,25.9,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T15:52:00Z,20.7540,121.7240,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T16:07:00Z,20.7540,121.7240,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T16:21:00Z,20.7540,121.7240,25.9,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T16:22:00Z,20.7540,121.7240,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T16:37:00Z,20.7540,121.7240,26,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T16:52:00Z,20.7600,121.7790,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-29T17:07:00Z,20.7600,121.7790,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T17:22:00Z,20.7600,121.7790,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T17:37:00Z,20.7600,121.7790,25.9,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T17:51:00Z,20.7410,121.7830,25.7,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-29T18:52:00Z,20.7400,121.7890,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T19:07:00Z,20.7400,121.7890,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T19:21:00Z,20.7400,121.7890,25.8,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T19:22:00Z,20.7400,121.7890,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T19:37:00Z,20.7400,121.7890,25.9,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
