PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),TEMP LEVEL1 (degree_Celsius),DEPH LEVEL1 (meter),TEMP LEVEL2 (degree_Celsius),DEPH LEVEL2 (meter),TEMP LEVEL3 (degree_Celsius),DEPH LEVEL3 (meter),TEMP LEVEL4 (degree_Celsius),DEPH LEVEL4 (meter),TEMP LEVEL5 (degree_Celsius),DEPH LEVEL5 (meter),TEMP LEVEL6 (degree_Celsius),DEPH LEVEL6 (meter),DEPH LEVEL7 (meter),TEMP LEVEL8 (degree_Celsius),DEPH LEVEL8 (meter),TEMP LEVEL9 (degree_Celsius),DEPH LEVEL9 (meter),DEPH LEVEL10 (meter),TEMP LEVEL11 (degree_Celsius),DEPH LEVEL11 (meter),DEPH LEVEL12 (meter),DEPH LEVEL13 (meter),QC
41928,2008-12-29T19:52:00Z,20.7140,121.7740,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-29T20:07:00Z,20.7140,121.7740,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T20:22:00Z,20.7140,121.7740,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T20:37:00Z,20.7140,121.7740,25.7,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T20:52:00Z,20.6870,121.7910,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-29T21:07:00Z,20.6870,121.7910,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T21:22:00Z,20.6870,121.7910,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T21:36:00Z,20.6870,121.7910,25.6,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T21:37:00Z,20.6870,121.7910,25.8,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T21:44:00Z,20.6800,121.8030,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-29T21:52:00Z,20.6800,121.8030,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T21:59:00Z,20.6800,121.8030,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T22:07:00Z,20.6800,121.8030,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T22:21:00Z,20.6700,121.8070,25.7,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T22:22:00Z,20.6800,121.8030,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-29T22:37:00Z,20.6800,121.8030,25.8,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T22:52:00Z,20.6700,121.8070,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T23:07:00Z,20.6700,121.8070,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T23:22:00Z,20.6700,121.8070,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-29T23:37:00Z,20.6700,121.8070,25.8,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T23:51:00Z,20.6700,121.8070,25.6,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-29T23:52:00Z,20.6700,121.8070,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T00:07:00Z,20.6700,121.8070,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T00:22:00Z,20.6700,121.8070,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T00:36:00Z,20.6700,121.8070,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T00:37:00Z,20.6700,121.8070,26.2,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T00:52:00Z,20.6700,121.8070,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T01:07:00Z,20.6700,121.8070,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T01:21:00Z,20.6700,121.8070,25.9,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T01:22:00Z,20.6700,121.8070,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T01:37:00Z,20.6700,121.8070,26,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T01:52:00Z,20.6700,121.8070,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T02:51:00Z,20.6700,121.8070,26.2,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T03:36:00Z,20.6700,121.8070,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T04:52:00Z,20.5810,121.8310,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-30T05:06:00Z,20.5810,121.8310,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T05:07:00Z,20.5810,121.8310,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T05:22:00Z,20.5810,121.8310,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T05:37:00Z,20.5810,121.8310,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T05:52:00Z,20.5610,121.7900,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-30T06:07:00Z,20.5610,121.7900,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T06:22:00Z,20.5610,121.7900,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T06:36:00Z,20.5610,121.7900,26.2,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T06:37:00Z,20.5610,121.7900,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T06:52:00Z,20.5550,121.7650,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-30T07:07:00Z,20.5550,121.7650,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T07:22:00Z,20.5550,121.7650,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T07:37:00Z,20.5550,121.7650,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T07:52:00Z,20.5550,121.7650,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T08:06:00Z,20.5550,121.7650,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T08:07:00Z,20.5730,121.7320,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-30T08:22:00Z,20.5730,121.7320,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T08:37:00Z,20.5730,121.7320,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T08:51:00Z,20.5800,121.7390,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T08:52:00Z,20.5800,121.7330,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-30T09:07:00Z,20.5800,121.7330,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T09:22:00Z,20.5800,121.7330,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T09:36:00Z,20.5800,121.7330,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T09:37:00Z,20.5800,121.7330,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T10:52:00Z,20.5980,121.6990,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T11:51:00Z,20.5980,121.6990,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T11:52:00Z,20.6110,121.6520,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-30T12:07:00Z,20.6110,121.6520,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T12:22:00Z,20.6110,121.6520,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T12:35:00Z,20.6110,121.6520,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T12:36:00Z,20.6110,121.6520,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T12:37:00Z,20.6110,121.6520,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T12:51:00Z,20.6240,121.6520,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-30T12:52:00Z,20.5980,121.6990,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-30T13:06:00Z,20.6240,121.6520,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-30T13:07:00Z,20.5980,121.6990,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-30T13:08:00Z,20.6110,121.6520,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-30T13:21:00Z,20.5980,121.6990,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-30T13:22:00Z,20.5980,121.6990,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T13:36:00Z,20.6240,121.6520,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-30T13:37:00Z,20.5980,121.6990,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-30T14:06:00Z,20.6240,121.6520,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-30T15:52:00Z,20.6190,121.6570,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T16:07:00Z,20.6190,121.6570,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T16:21:00Z,20.6190,121.6570,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T16:22:00Z,20.6190,121.6570,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T16:37:00Z,20.6190,121.6570,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T16:52:00Z,20.6290,121.6430,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-30T17:07:00Z,20.6290,121.6430,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T17:20:00Z,20.6290,121.6430,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T17:22:00Z,20.6290,121.6430,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T17:35:00Z,20.6290,121.6430,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T17:37:00Z,20.6290,121.6430,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T17:51:00Z,20.6570,121.6660,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-30T18:52:00Z,20.6560,121.6620,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T19:07:00Z,20.6560,121.6620,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T19:21:00Z,20.6560,121.6620,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T19:22:00Z,20.6560,121.6620,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T19:37:00Z,20.6560,121.6620,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T19:51:00Z,20.6660,121.6710,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-30T19:52:00Z,20.6660,121.6710,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T20:07:00Z,20.6660,121.6710,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T20:22:00Z,20.6660,121.6710,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T20:37:00Z,20.6810,121.6890,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-30T20:51:00Z,20.6810,121.6890,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T21:52:00Z,20.6840,121.6810,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-30T22:21:00Z,20.6840,121.6810,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-30T23:52:00Z,20.6590,121.7510,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T00:07:00Z,20.6590,121.7510,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T00:22:00Z,20.6590,121.7510,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T00:36:00Z,20.6590,121.7510,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T00:37:00Z,20.6590,121.7510,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T00:52:00Z,20.6590,121.7510,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T01:07:00Z,20.6580,121.7350,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-31T01:20:00Z,20.6580,121.7350,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T01:21:00Z,20.6580,121.7350,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T01:22:00Z,20.6580,121.7350,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T01:37:00Z,20.6580,121.7350,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T01:51:00Z,20.6580,121.7350,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T01:52:00Z,20.6580,121.7350,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T02:06:00Z,20.6320,121.7400,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-31T02:21:00Z,20.6310,121.7370,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T02:36:00Z,20.6310,121.7370,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T02:51:00Z,20.6310,121.7370,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T03:36:00Z,20.6310,121.7370,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T03:51:00Z,20.6230,121.7400,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T03:52:00Z,20.6230,121.7400,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T04:06:00Z,20.6230,121.7400,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T04:07:00Z,20.6230,121.7400,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T04:21:00Z,20.5930,121.6820,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-31T04:22:00Z,20.5940,121.6870,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-31T04:36:00Z,20.5930,121.6820,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T04:37:00Z,20.5940,121.6870,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-31T04:52:00Z,20.6230,121.7400,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-31T05:06:00Z,20.6230,121.7400,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T05:07:00Z,20.6230,121.7400,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T05:22:00Z,20.6230,121.7400,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T05:37:00Z,20.6230,121.7400,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T06:51:00Z,20.5930,121.6810,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-31T06:52:00Z,20.5930,121.6810,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T07:06:00Z,20.5930,121.6810,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T07:07:00Z,20.5930,121.6810,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T07:21:00Z,20.5930,121.6810,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T07:22:00Z,20.5930,121.6810,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T07:36:00Z,20.5930,121.6810,26.2,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T07:37:00Z,20.5930,121.6810,26.2,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T08:06:00Z,20.5930,121.6810,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T08:51:00Z,20.6130,121.5970,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-31T09:06:00Z,20.6130,121.5970,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T09:21:00Z,20.6130,121.5970,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T09:36:00Z,20.6130,121.5970,26.2,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T10:51:00Z,20.6590,121.5490,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-31T10:52:00Z,20.6130,121.5970,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-31T11:07:00Z,20.6130,121.5970,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T11:22:00Z,20.6130,121.5970,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T11:37:00Z,20.6130,121.5970,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T11:51:00Z,20.6130,121.5970,26,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T12:52:00Z,20.6130,121.5970,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T13:07:00Z,20.6130,121.5970,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T13:21:00Z,20.6130,121.5970,26,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T13:22:00Z,20.6130,121.5970,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T13:37:00Z,20.6130,121.5970,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T14:06:00Z,20.6670,121.5300,26,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-31T14:51:00Z,20.6670,121.5300,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T14:52:00Z,20.6670,121.5300,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T15:06:00Z,20.6670,121.5300,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T15:07:00Z,20.6670,121.5300,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T15:21:00Z,20.6980,121.4820,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-31T15:22:00Z,20.6670,121.5300,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-31T15:36:00Z,20.6980,121.4820,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-31T15:37:00Z,20.6670,121.5300,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-31T16:21:00Z,20.6980,121.4820,26,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
41928,2008-12-31T16:52:00Z,20.6980,121.4820,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T17:07:00Z,20.6980,121.4820,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T17:22:00Z,20.6980,121.4820,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T17:37:00Z,20.6980,121.4820,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T17:52:00Z,20.7330,121.4400,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-31T18:07:00Z,20.7330,121.4400,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T18:22:00Z,20.7330,121.4400,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T18:37:00Z,20.7330,121.4400,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T19:52:00Z,20.7330,121.4400,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T20:07:00Z,20.7330,121.4400,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T20:21:00Z,20.7330,121.4400,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T20:22:00Z,20.7330,121.4400,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T20:36:00Z,20.7330,121.4400,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T20:37:00Z,20.7330,121.4400,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T20:51:00Z,20.7330,121.4400,25.5,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T21:06:00Z,20.7990,121.4820,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-31T21:21:00Z,20.7990,121.4820,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T21:36:00Z,20.7990,121.4820,26.3,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T21:52:00Z,20.7990,121.4820,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T22:21:00Z,20.7990,121.4820,26.1,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T22:51:00Z,20.8540,121.5480,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-31T22:52:00Z,20.7990,121.4820,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-31T23:06:00Z,20.8540,121.5480,,0,,,,,,,,,,,,,,,,,,,,,,,0144979999999999999999999999
41928,2008-12-31T23:07:00Z,20.8540,121.5480,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T23:21:00Z,20.8540,121.5480,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T23:22:00Z,20.8540,121.5480,,0,,,,,,,,,,,,,,,,,,,,,,,0111979999999999999999999999
41928,2008-12-31T23:36:00Z,20.8540,121.5480,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T23:37:00Z,20.8540,121.5480,26.4,0,,,,,,,,,,,,,,,,,,,,,,,0111179999999999999999999999
41928,2008-12-31T23:51:00Z,20.7990,121.4820,26.2,0,,,,,,,,,,,,,,,,,,,,,,,0144179999999999999999999999
