PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),TEMP LEVEL0 (degree_Celsius),DEPH LEVEL0 (meter),WSPE_MODEL LEVEL0 (meter/second),WSPN_MODEL LEVEL0 (meter/second),WSTE_MODEL LEVEL0 (newton/m2),WSTN_MODEL LEVEL0 (newton/m2),CURRENT_TEST LEVEL2 (none),DEPH LEVEL2 (meter),EWCT LEVEL2 (meter/second),NSCT LEVEL2 (meter/second),QC
22930,2008-12-20T00:05:00Z,24.2040,122.6430,25.7,0,,,,,,,,,01111799999999
22930,2008-12-20T00:08:00Z,24.2040,122.6430,25.7,0,,,,,,,,,01111799999999
22930,2008-12-20T01:42:00Z,24.2040,122.6430,25.8,0,,,,,,,,,01111799999999
22930,2008-12-20T01:49:00Z,24.2040,122.6430,25.8,0,,,,,,,,,01111799999999
22930,2008-12-20T04:14:00Z,24.3030,122.5520,25.8,0,,,,,,,,,01441799999999
22930,2008-12-20T05:48:00Z,24.3040,122.5520,25.8,0,,,,,,,,,01111799999999
22930,2008-12-20T07:57:00Z,24.3700,122.5670,25.8,0,,,,,,,,,01111799999999
22930,2008-12-20T08:50:00Z,24.3700,122.5670,,0,,,,,,,,,01119799999999
22930,2008-12-20T09:33:00Z,24.3700,122.5670,25.8,0,,,,,,,,,01111799999999
22930,2008-12-20T12:55:00Z,24.3700,122.5670,25.7,0,,,,,,,,,01111799999999
22930,2008-12-20T14:37:00Z,24.3700,122.5670,25.7,0,,,,,,,,,01111799999999
22930,2008-12-20T16:42:00Z,24.3700,122.5670,25.7,0,,,,,,,,,01111799999999
22930,2008-12-20T18:23:00Z,24.3700,122.5670,25.7,0,,,,,,,,,01111799999999
22930,2008-12-20T20:17:00Z,24.3700,122.5670,25.6,0,,,,,,,,,01111799999999
22930,2008-12-20T20:25:00Z,24.4750,122.7960,25.6,0,,,,,,,,,01441799999999
22930,2008-12-20T21:27:00Z,24.4930,122.8230,25.6,0,,,,,,,,,01111799999999
22930,2008-12-20T21:58:00Z,24.4930,122.8230,25.6,0,,,,,,,,,01111799999999
22930,2008-12-20T22:01:00Z,24.5060,122.8360,25.6,0,,,,,,,,,01441799999999
22930,2008-12-20T23:00:00Z,24.5060,122.8360,25.6,0,,,,,,,,,01111799999999
22930,2008-12-21T00:00:00Z,24.5390,122.8860,,0,-1.9,3.3,-0.02,0.02,211,15,0.632,0.506,01119711111111
22930,2008-12-21T01:18:00Z,24.5060,122.8360,25.7,0,,,,,,,,,01111799999999
22930,2008-12-21T01:26:00Z,24.5590,122.9170,25.7,0,,,,,,,,,01441799999999
22930,2008-12-21T01:30:00Z,24.5550,122.9340,25.7,0,,,,,,,,,01441799999999
22930,2008-12-21T03:00:00Z,24.5860,122.9480,,0,-1.7,0.9,-0.01,0,211,15,0.48,0.492,01119711111111
22930,2008-12-21T03:01:00Z,24.5590,122.9170,25.7,0,,,,,,,,,01111799999999
22930,2008-12-21T03:05:00Z,24.5950,122.9550,25.7,0,,,,,,,,,01441799999999
22930,2008-12-21T04:06:00Z,24.6030,122.9640,25.7,0,,,,,,,,,01111799999999
22930,2008-12-21T05:44:00Z,24.6040,122.9640,25.8,0,,,,,,,,,01111799999999
22930,2008-12-21T05:48:00Z,24.6300,122.9880,25.8,0,,,,,,,,,01441799999999
22930,2008-12-21T06:00:00Z,24.6340,122.9890,,0,-1.9,0.3,-0.01,0,211,15,0.222,0.512,01119711111111
22930,2008-12-21T07:34:00Z,24.6290,122.9870,25.8,0,,,,,,,,,01111799999999
22930,2008-12-21T08:40:00Z,24.6290,122.9870,25.8,0,,,,,,,,,01111799999999
22930,2008-12-21T08:45:00Z,24.6810,122.9930,25.8,0,,,,,,,,,01441799999999
22930,2008-12-21T09:00:00Z,24.6860,122.9950,,0,-3.9,-2.3,-0.03,-0.02,211,15,0.154,0.438,01119711111111
22930,2008-12-21T12:00:00Z,24.7200,123.0220,,0,-5.2,-2.9,-0.05,-0.06,211,15,0.253,0.319,01119711111111
22930,2008-12-21T12:42:00Z,24.7250,123.0290,25.7,0,,,,,,,,,01111799999999
22930,2008-12-21T14:20:00Z,24.7250,123.0290,25.7,0,,,,,,,,,01111799999999
22930,2008-12-21T15:00:00Z,24.7480,123.0490,,0,-5.6,-4.6,-0.09,-0.12,211,15,0.231,0.28,01119711111111
22930,2008-12-21T16:31:00Z,24.7250,123.0290,,0,,,,,,,,,01119799999999
22930,2008-12-21T19:55:00Z,24.7250,123.0290,25.6,0,,,,,,,,,01111799999999
22930,2008-12-21T21:06:00Z,24.7250,123.0290,25.6,0,,,,,,,,,01111799999999
22930,2008-12-21T21:33:00Z,24.7250,123.0290,25.6,0,,,,,,,,,01111799999999
22930,2008-12-22T01:08:00Z,24.7250,123.0290,25.5,0,,,,,,,,,01111799999999
22930,2008-12-22T02:39:00Z,24.7250,123.0290,25.5,0,,,,,,,,,01111799999999
22930,2008-12-22T02:45:00Z,24.7250,123.0290,25.5,0,,,,,,,,,01111799999999
